Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
60;780;2,37;-141,55;0,2298;-10,0078;-0,3455;0,0456;0,0008;0,0116;57,63;2418,13;0,02
60;800;2,39;-141,43;0,2897;-10,0293;-0,3999;0,0473;0,002;0,0101;57,61;2475,74;-0,02
60;820;2,39;-141,11;0,2777;-10,0078;-0,3455;0,047;0,0001;0,01;57,61;2533,35;0,0
60;840;2,38;-141,38;0,2227;-9,9479;-0,37;0,0454;0,0019;0,0103;57,62;2590,98;0,01
60;860;2,37;-141,7;0,2227;-10,0221;-0,3809;0,0462;0,0033;0,0107;57,63;2648,61;0,01
60;880;2,36;-141,64;0,2514;-9,9766;-0,3564;0,044;0,0013;0,0083;57,64;2706,25;0,01
60;900;2,4;-141,98;0,2753;-10,0054;-0,4816;0,0454;0,0032;0,0141;57,6;2763,85;-0,04
60;920;2,4;-142,31;0,2298;-10,0006;-0,4027;0,0457;0,0024;0,0107;57,6;2821,45;-0,0
60;940;2,38;-141,86;0,2538;-9,9862;-0,2993;0,0484;-0,0005;0,01;57,62;2879,08;0,02
60;960;2,38;-141,98;0,2586;-9,9958;-0,4027;0,0453;0,0036;0,0081;57,62;2936,69;-0,01
60;980;2,38;-141,74;0,2658;-10,0341;-0,3455;0,0446;0,0031;0,0108;57,62;2994,32;0,01
60;1000;2,38;-141,25;0,3041;-10,0126;-0,3428;0,0468;0,0044;0,0111;57,62;3051,94;-0,0
60;1020;2,39;-141,68;0,2346;-10,0126;-0,4326;0,0445;-0,0033;0,0132;57,61;3109,55;-0,01
60;1040;2,4;-141,64;0,2777;-10,0509;-0,3972;0,0444;0,0029;0,0103;57,6;3167,15;-0,01
60;1060;2,41;-141,43;0,2945;-10,0197;-0,3809;0,0473;0,0029;0,0101;57,59;3224,74;-0,01
60;1080;2,4;-141,54;0,237;-9,9431;-0,3673;0,0488;0,0061;0,0089;57,6;3282,34;0,01
60;1100;2,4;-141,82;0,2274;-10,0245;-0,3891;0,0446;0,0;0,0129;57,6;3339,94;0,0
60;1120;2,4;-142,4;0,2059;-10,0245;-0,4271;0,0466;-0,0015;0,0139;57,6;3397,54;-0,0
60;1140;2,43;-142,34;0,3017;-9,9455;-0,4326;0,0469;0,0037;0,0092;57,57;3455,11;-0,02
60;1160;2,44;-141,97;0,3089;-9,9862;-0,37;0,0466;0,0013;0,0107;57,56;3512,67;-0,01
60;1180;2,43;-141,59;0,2873;-9,9862;-0,3374;0,0466;0,0032;0,012;57,57;3570,24;0,0
60;1200;2,42;-140,86;0,2993;-9,9718;-0,2857;0,0477;0,0017;0,0095;57,58;3627,82;0,01
60;1220;2,43;-141,11;0,2466;-9,9599;-0,4108;0,0448;0,0032;0,0101;57,57;3685,39;-0,0
60;1240;2,43;-141,14;0,2658;-10,0269;-0,3891;0,0448;0,0027;0,0107;57,57;3742,97;-0,0
60;1260;2,44;-141,37;0,2514;-9,9671;-0,4163;0,0461;0,0029;0,0121;57,56;3800,53;-0,01
60;1280;2,43;-141,65;0,2298;-10,0628;-0,3972;0,0486;0,0012;0,0103;57,57;3858,1;0,0
60;1300;2,46;-142,11;0,2418;-9,9455;-0,4761;0,048;0,0005;0,0095;57,54;3915,64;-0,02
60;1320;2,45;-142,26;0,237;-10,0341;-0,3836;0,0464;0,0005;0,0111;57,55;3973,19;0,01
60;1340;2,45;-142,56;0,2203;-10,0173;-0,3972;0,0478;0,0036;0,0121;57,55;4030,74;0,0
60;1360;2,45;-142,65;0,2538;-9,9718;-0,3999;0,0469;0,0005;0,0131;57,55;4088,29;-0,0
60;1380;2,45;-142,53;0,2777;-9,979;-0,3809;0,0449;-0,0028;0,0079;57,55;4145,84;-0,0
60;1400;2,45;-142,69;0,2394;-9,9671;-0,3972;0,0448;0,0056;0,0093;57,55;4203,39;0,0
60;1420;2,43;-142,46;0,2346;-10,0461;-0,2993;0,0488;0,0005;0,0103;57,57;4260,96;0,02
60;1440;2,42;-142,45;0,2346;-9,9838;-0,3455;0,0452;0,0017;0,0107;57,58;4318,54;0,01
60;1460;2,42;-142,38;0,2705;-9,9503;-0,3836;0,045;0,0009;0,0113;57,58;4376,12;-0,0
60;1480;2,42;-142,41;0,2586;-10,0126;-0,3891;0,0477;0,0023;0,0119;57,58;4433,7;-0,0
60;1500;2,43;-142,51;0,2562;-10,003;-0,4081;0,0474;0,002;0,0093;57,57;4491,27;-0,01
60;1520;2,42;-142,32;0,2705;-10,0221;-0,351;0,0454;0,0035;0,0112;57,58;4548,84;0,0
60;1540;2,43;-142,32;0,2777;-9,9886;-0,4108;0,047;0,0036;0,0084;57,57;4606,41;-0,01
60;1560;2,43;-141,94;0,2825;-10,0317;-0,321;0,0469;0,0033;0,01;57,57;4663,98;0,01
60;1580;2,42;-141,91;0,2562;-9,9695;-0,3673;0,0461;0,0031;0,0096;57,58;4721,56;0,0
60;1600;2,43;-141,82;0,2801;-9,9838;-0,3863;0,0484;0,0049;0,0117;57,57;4779,13;-0,01
60;1620;2,68;-138,97;1,2857;-10,1251;0,1333;0,0562;-0,0127;0,0095;57,32;4836,45;-0,25
60;1640;2,64;-132,43;0,0455;-10,2975;0,3673;0,051;-0,0273;0,0096;57,36;4893,81;0,04
60;1660;3,6;-131,48;3,6296;-10,1801;-1,9752;0,0743;-0,069;-0,0229;56,4;4950,21;-0,95
60;1680;4,07;-129,09;2,4229;-10,5632;0,166;0,0392;0,02;-0,0068;55,93;5006,14;-0,47
60;1700;4,04;127,29;-0,4118;-10,3693;-0,3564;0,0489;-0,0787;0,0207;55,96;5062,11;0,03
60;1720;4,08;126,23;-0,6704;-9,347;-0,1687;0,0616;-0,1172;0,0076;55,92;5118,03;-0,04
60;1740;4,36;-90,47;1,7597;-10,1897;-0,0163;0,0249;0,04;0,0112;55,64;5173,66;-0,28
60;1760;4,24;-87,55;0,1939;-9,7851;0,3319;-0,02;-0,0336;0,0249;55,76;5229,42;0,12
60;1780;4,67;-79,0;-2,3439;-9,5984;0,2095;-0,0269;0,0629;-0,0191;55,33;5284,75;-0,43
60;1800;4,58;-69,38;-0,4621;-10,0126;-0,253;-0,0153;0,0063;0,0025;55,42;5340,17;0,09
60;1820;5,06;-61,14;-2,6839;-10,1323;-0,2993;-0,0153;-0,0847;-0,0404;54,94;5395,11;-0,47
60;1840;4,96;-53,12;-0,4525;-9,8186;-0,0762;0,0067;-0,1328;0,02;55,04;5450,15;0,1
60;1860;5,05;-54,51;1,1109;-9,9934;-0,2231;0,016;0,0542;0,0088;54,95;5505,1;-0,09
60;1880;5,25;-47,23;-1,4629;-9,9216;0,0789;0,0557;0,0125;0,0212;54,75;5559,85;-0,2
60;1900;5,66;-47,66;2,2051;-9,8641;0,5605;0,0765;0,1893;0,0055;54,34;5614,2;-0,41
60;1920;5,77;-42,66;-0,8667;-10,92;0,9114;0,1108;-0,1951;0,0274;54,23;5668,42;-0,11
60;1940;6,05;-36,42;-1,4557;-8,9998;0,3265;0,1561;-0,1972;0,045;53,95;5722,37;-0,28
60;1960;6,59;-36,31;2,5762;-11,2719;1,6569;0,201;0,3828;-0,0072;53,41;5775,78;-0,54
60;1980;7,1;-30,74;-2,5402;-11,1737;1,0447;0,2619;-0,199;0,0304;52,9;5828,68;-0,51
60;2000;7,3;-22,56;-0,7207;-9,3996;-0,8488;0,3115;-0,3503;0,065;52,7;5881,39;-0,2
60;2020;7,99;-21,92;1,4102;-9,1411;2,7343;0,3629;-0,1962;0,0578;52,01;5933,4;-0,69
60;2040;9,0;-19,8;-0,2011;-9,7492;4,8727;0,4414;-0,1014;0,0183;51,0;5984,4;-1,01
60;2060;9,82;-15,32;-2,6432;-9,0381;1,8664;0,5177;-0,071;0,0356;50,18;6034,58;-0,82
60;2080;10,43;-10,67;-2,162;-9,5385;1,1808;0,5684;0,0356;0,0139;49,57;6084,15;-0,61
60;2100;10,99;-8,42;-0,5004;-10,2161;2,552;0,6262;0,0438;0,032;49,01;6133,17;-0,56
60;2120;11,38;-5,79;-0,6249;-10,6973;1,6569;0,6789;0,0589;0,0308;48,62;6181,78;-0,39
60;2140;11,9;-2,36;-1,4126;-10,5249;1,5889;0,7524;-0,0043;0,022;48,1;6229,88;-0,52
60;2160;12,7;0,4;-1,743;-9,9383;2,8132;0,813;-0,1841;0,0368;47,3;6277,18;-0,8
60;2180;13,57;1,55;-0,182;-9,5265;3,5804;0,8777;-0,4086;0,0321;46,43;6323,62;-0,87
60;2200;14,44;2,23;0,3663;-9,6917;3,6348;0,9353;-0,4377;0,0274;45,56;6369,17;-0,87
60;2220;15,56;0,68;4,4053;-10,8314;2,3071;1,0022;-0,0296;0,0103;44,44;6413,61;-1,12
60;2240;16,33;-0,42;2,8419;-11,722;1,8228;1,0686;0,3018;0,0075;43,67;6457,28;-0,77
60;2260;17,23;2,05;-1,6903;-10,3118;3,4525;1,1261;0,0328;0,0228;42,77;6500,04;-0,9
60;2280;18,31;4,34;-2,1644;-9,6438;4,0239;1,1647;-0,2529;0,0468;41,69;6541,73;-1,08
60;2300;19,41;4,16;1,98;-9,8306;4,4102;1,206;-0,2125;0,0572;40,59;6582,32;-1,09
60;2320;20,27;3,67;2,545;-11,1666;3,1152;1,2554;0,2986;0,0245;39,73;6622,06;-0,86
60;2340;21,37;6,62;-3,3519;-10,3166;3,7518;1,3003;0,0449;0,0075;38,63;6660,69;-1,1
60;2360;22,43;7,29;0,0934;-9,3158;4,8564;1,3101;-0,3696;0,051;37,57;6698,26;-1,07
60;2380;23,61;6,09;4,3024;-10,386;3,896;1,3451;-0,077;0,031;36,39;6734,64;-1,18
60;2400;24,6;8,52;-2,6456;-10,3884;4,1626;1,3848;0,0597;-0,0017;35,4;6770,04;-0,98
60;2420;25,77;9,56;-0,9313;-8,916;5,5665;1,3908;-0,3997;0,0091;34,23;6804,27;-1,18
60;2440;26,72;8,96;2,9305;-10,5536;4,247;1,4117;0,1403;-0,024;33,28;6837,55;-0,95
60;2460;27,98;11,32;-3,8235;-9,153;5,1747;1,424;-0,1102;-0,0065;32,02;6869,56;-1,26
60;2480;29,19;10,43;3,6727;-9,3972;5,523;1,4107;-0,2654;0,0003;30,81;6900,38;-1,2
60;2500;30,2;12,31;-2,2625;-9,4667;5,2808;1,4366;0,138;-0,0164;29,8;6930,18;-1,01
60;2520;31,32;12,27;1,2665;-8,3558;6,0263;1,4178;-0,3211;0,0036;28,68;6958,86;-1,13
60;2540;32,2;12,44;1,5371;-9,7492;5,5447;1,4241;0,2489;-0,0368;27,8;6986,65;-0,88
60;2560;33,49;12,88;-0,0599;-7,4795;6,8806;1,4269;-0,3886;0,0052;26,51;7013,16;-1,28
60;2580;34,41;14,07;-1,0487;-9,1674;6,1133;1,427;0,1712;-0,0123;25,59;7038,76;-0,92
60;2600;35,71;13,46;3,0837;-7,5393;6,8425;1,4124;-0,2505;0,0151;24,29;7063,05;-1,3
60;2620;36,75;15,02;-2,3918;-8,3773;6,4643;1,4177;0,1166;-0,0378;23,25;7086,29;-1,04
60;2640;38,04;13,98;4,786;-7,7812;6,6003;1,3931;-0,1143;-0,0067;21,96;7108,26;-1,28
60;2660;39,4;15,52;-3,8259;-6,778;7,1499;1,3936;-0,3548;0,0125;20,6;7128,86;-1,36
60;2680;40,28;15,68;1,494;-8,3749;6,7935;1,3724;0,2779;-0,0297;19,72;7148,58;-0,88
60;2700;41,63;15,05;3,2465;-6,3805;7,977;1,3359;-0,2803;0,0236;18,37;7166,95;-1,36
60;2720;42,84;16,71;-3,7493;-7,094;7,7893;1,3398;0,0846;0,0143;17,16;7184,1;-1,21
60;2740;44,04;15,91;4,5801;-6,766;7,4057;1,2843;0,1318;0,0012;15,96;7200,06;-1,2
60;2760;45,33;16,33;-0,6943;-5,1978;7,8927;1,275;-0,3892;0,0598;14,67;7214,73;-1,29
60;2780;46,5;17,95;-4,0965;-6,4811;8,0994;1,2517;0,0683;0,0076;13,5;7228,23;-1,17
60;2800;47,8;16,86;5,4133;-5,7676;8,1076;1,2059;-0,0989;0,0328;12,2;7240,42;-1,3
60;2820;49,07;17,87;-3,0406;-4,8004;8,0423;1,1799;-0,4078;0,0628;10,93;7251,35;-1,27
60;2840;49,98;19,04;-2,2817;-6,2153;7,9688;1,1528;0,1833;-0,0019;10,02;7261,37;-0,9
60;2860;51,17;18,08;5,1715;-5,2122;8,2273;1,0988;0,0586;0,0252;8,83;7270,2;-1,2
60;2880;52,51;18,85;-2,5211;-3,8188;8,7606;1,0868;-0,3621;0,051;7,49;7277,68;-1,34
60;2900;53,57;20,11;-3,45;-5,0949;8,8585;1,0405;0,0891;0,0207;6,43;7284,11;-1,05
60;2920;54,55;19,54;3,6296;-4,9728;8,328;1,007;0,2094;0,0129;5,45;7289,57;-0,98
60;2940;55,89;18,58;4,5633;-3,3662;9,1931;0,973;-0,2156;0,0512;4,11;7293,68;-1,34
60;2960;57,1;19,73;-4,1396;-3,7757;9,4434;0,9577;-0,17;0,035;2,9;7296,58;-1,21
60;2980;57,85;20,38;-0,7661;-4,6902;8,2001;0,9233;0,2677;-0,0035;2,15;7298,73;-0,75
60;3000;58,97;19,42;5,3917;-3,6751;8,7905;0,8856;0,1615;0,0189;1,03;7299,77;-1,12
60;3020;60,28;18,33;5,0757;-2,5163;9,5876;0,8535;-0,2751;0,0301;-0,28;7299,49;-1,32
60;3040;61,46;19,43;-4,4149;-2,897;9,604;0,8439;-0,2362;0,0116;-1,46;7298,03;-1,17
60;3060;62,29;20,29;-1,7669;-3,6416;8,7524;0,8115;0,2602;-0,0164;-2,29;7295,74;-0,83
60;3080;63,27;19,55;4,5753;-3,1747;9,0843;0,7709;0,2541;-0,0195;-3,27;7292,47;-0,98
60;3100;64,43;18,3;6,2944;-2,3224;9,5305;0,7429;-0,1491;0,0068;-4,43;7288,04;-1,17
60;3120;65,68;18,0;0,8452;-1,3934;9,7917;0,7274;-0,4521;0,0083;-5,68;7282,36;-1,24
60;3140;66,68;19,25;-4,391;-2,411;9,5414;0,7043;0,0432;-0,0212;-6,68;7275,69;-1,0
60;3160;67,5;19,22;1,7119;-2,6264;9,272;0,6679;0,3559;-0,0324;-7,5;7268,18;-0,83
60;3180;68,52;18,11;6,1339;-1,9728;9,3428;0,6295;0,0954;-0,0043;-8,52;7259,67;-1,01
60;3200;69,65;17,2;3,8068;-1,0319;9,7046;0,6055;-0,328;0,0128;-9,65;7250,02;-1,13
60;3220;70,66;18,43;-5,351;-1,4605;9,993;0,5845;-0,138;-0,0101;-10,66;7239,36;-1,02
60;3240;71,41;19,19;-1,4724;-2,0375;9,087;0,5514;0,3375;-0,0389;-11,41;7227,95;-0,75
60;3260;72,24;18,34;5,3343;-1,7933;9,5441;0,5111;0,2895;-0,024;-12,24;7215,7;-0,83
60;3280;73,22;16,99;6,7971;-0,9697;9,7291;0,4888;-0,1514;-0,0056;-13,22;7202,49;-0,98
60;3300;74,2;17,68;-3,5051;-0,6345;10,1127;0,4719;-0,3529;-0,0063;-14,2;7188,29;-0,98
60;3320;75,03;19,0;-5,3893;-1,2139;9,7699;0,4522;0,0494;-0,0057;-15,03;7173,26;-0,83
60;3340;75,75;19,08;1,1756;-1,3192;9,8896;0,419;0,3853;-0,0241;-15,75;7157,51;-0,72
60;3360;76,47;18,06;5,545;-1,233;9,1496;0,3889;0,2014;0,0021;-16,47;7141,04;-0,72
60;3380;77,4;17,84;0,1556;-0,0431;9,8815;0,3683;-0,4191;0,0326;-17,4;7123,64;-0,93
60;3400;78,25;18,66;-4,2066;-0,2418;10,0991;0,3505;-0,2642;0,025;-18,25;7105,38;-0,85
60;3420;78,93;19,82;-4,3191;-0,893;9,6502;0,3297;0,1829;0,0059;-18,93;7086,46;-0,67
60;3440;79,55;19,5;2,6552;-0,8811;9,7073;0,2974;0,3981;0,004;-19,55;7066,91;-0,62
60;3460;80,34;18,33;4,7118;0,1173;9,8978;0,2569;-0,2821;0,0353;-20,34;7046,57;-0,8
60;3480;81,11;18,55;-1,822;0,1341;9,642;0,2438;-0,3956;0,03;-21,11;7025,46;-0,77
60;3500;81,8;19,62;-5,138;-0,0694;10,1862;0,2226;-0,0505;0,026;-21,8;7003,66;-0,69
60;3520;82,32;19,92;-0,1437;-0,5602;9,4815;0,1919;0,3818;0,0036;-22,32;6981,34;-0,52
60;3540;82,96;18,5;6,517;0,0766;9,7073;0,1541;-0,1279;0,0381;-22,96;6958,38;-0,63
60;3560;83,63;18,4;-0,5507;0,3687;9,4108;0,1256;-0,3912;0,0338;-23,63;6934,75;-0,67
60;3580;84,16;19,41;-4,8985;-0,0622;9,7618;0,1066;-0,0914;0,038;-24,16;6910,6;-0,53
60;3600;84,57;19,61;0,1149;-0,4142;9,8107;0,0711;0,375;0,0049;-24,57;6886,03;-0,41
60;3620;85,11;18,35;5,5067;0,3879;9,6529;0,0344;-0,1124;0,0498;-25,11;6860,91;-0,55
60;3640;85,61;18,41;-1,2354;0,2538;9,1333;0,0069;-0,362;0,0433;-25,61;6835,3;-0,5
60;3660;85,99;19,32;-4,1779;-0,0886;9,808;-0,0248;0,0157;0,0211;-25,99;6809,31;-0,38
60;3680;86,31;19,08;1,9034;-0,2227;9,9495;-0,0549;0,3452;0,0051;-26,31;6783,0;-0,32
60;3700;86,75;17,96;4,3431;0,5195;9,6148;-0,0907;-0,1831;0,0346;-26,75;6756,26;-0,44
60;3720;87,11;18,25;-2,138;0,2442;9,6339;-0,1103;-0,2769;0,0245;-27,11;6729,14;-0,36
60;3740;87,34;19,24;-4,13;-0,2538;9,506;-0,1332;0,1619;0,0;-27,34;6701,81;-0,23
60;3760;87,54;18,75;3,1412;-0,2251;10,0746;-0,1679;0,384;-0,0091;-27,54;6674,27;-0,2
60;3780;87,76;17,42;6,1818;0,0;9,8107;-0,202;-0,0129;0,0147;-27,76;6646,51;-0,22
60;3800;87,96;17,86;-2,6767;-0,012;10,042;-0,2184;-0,17;-0,0012;-27,96;6618,56;-0,2
60;3820;88,06;18,59;-2,5642;-0,3496;9,9114;-0,2429;0,3186;-0,0171;-28,06;6590,5;-0,1
60;3840;88,16;17,91;3,7781;-0,249;9,8815;-0,2778;0,3263;-0,0169;-28,16;6562,33;-0,1
60;3860;88,37;16,61;5,1451;0,3879;9,672;-0,3067;-0,1935;-0,0031;-28,37;6533,96;-0,21
60;3880;88,43;17,62;-5,1643;-0,2729;9,7346;-0,3227;-0,0545;-0,031;-28,43;6505,54;-0,06
60;3900;88,35;17,8;0,0096;-0,7374;10,0284;-0,3559;0,3998;-0,033;-28,35;6477,18;0,08
60;3920;88,33;16,57;5,8083;-0,4717;9,4217;-0,3892;0,1255;-0,0177;-28,33;6448,85;0,02
60;3940;88,39;16,01;1,1612;0,0479;9,5278;-0,4175;-0,324;0,0228;-28,39;6420,46;-0,06
60;3960;88,23;17,11;-4,774;-0,9553;9,6203;-0,4391;0,19;-0,0434;-28,23;6392,23;0,16
60;3980;88,03;16,56;3,0742;-0,9409;9,623;-0,4818;0,3619;-0,0242;-28,03;6364,2;0,2
60;4000;88,0;15,26;5,3079;-0,1221;9,6937;-0,5153;-0,1448;0,0091;-28,0;6336,2;0,03
60;4020;87,86;15,4;-1,7095;-0,5459;9,8189;-0,5365;-0,2856;-0,0069;-27,86;6308,34;0,14
60;4040;87,45;15,63;-0,0766;-1,6352;9,7373;-0,5725;0,4193;-0,0203;-27,45;6280,89;0,41
60;4060;87,21;14,28;6,6822;-1,0127;9,4679;-0,599;0,1254;0,0069;-27,21;6253,68;0,23
60;4080;87,0;13,79;0,917;-0,68;9,74;-0,6234;-0,3385;0,0221;-27,0;6226,68;0,21
60;4100;86,68;14,65;-4,6112;-1,2761;10,0229;-0,648;-0,0689;0,0023;-26,68;6199,99;0,32
60;4120;86,16;13,93;4,0247;-2,0901;9,3999;-0,6837;0,3754;-0,0064;-26,16;6173,83;0,52
60;4140;85,9;12,53;6,1459;-0,9218;9,6284;-0,7172;-0,1227;0,035;-25,9;6147,93;0,26
60;4160;85,52;12,73;-1,98;-1,3192;9,9359;-0,735;-0,3166;0,0242;-25,52;6122,41;0,38
60;4180;84,95;13,95;-5,4564;-2,3966;9,2095;-0,7593;0,1156;-0,0009;-24,95;6097,46;0,57
60;4200;84,38;12,78;5,9089;-2,3559;9,0598;-0,7994;0,2705;0,0168;-24,38;6073,08;0,57
60;4220;84,0;11,71;3,9241;-1,3743;9,9223;-0,8207;-0,2703;0,0436;-24,0;6049,09;0,39
60;4240;83,49;12,26;-3,5506;-1,9704;10,0365;-0,8335;-0,259;0,0408;-23,49;6025,6;0,5
60;4260;82,66;13,45;-4,6112;-3,5195;9,0054;-0,8583;0,283;0,0132;-22,66;6002,93;0,83
60;4280;81,83;12,92;3,1292;-3,4093;9,1931;-0,8843;0,4249;0,0183;-21,83;5981,11;0,84
60;4300;81,28;12,3;1,3024;-2,0327;9,6557;-0,9058;-0,3567;0,0536;-21,28;5959,82;0,55
60;4320;80,7;12,5;-2,0925;-2,5546;10,7194;-0,9073;-0,2623;0,0422;-20,7;5939,12;0,58
60;4340;79,84;13,82;-5,9209;-4,2377;8,8884;-0,9136;0,1605;0,0091;-19,84;5919,29;0,86
60;4360;78,91;13,93;0,3998;-4,0534;9,5985;-0,9213;0,463;0,002;-18,91;5900,37;0,92
60;4380;78,44;12,58;6,2513;-2,5809;10,5535;-0,9389;-0,0851;0,0438;-18,44;5881,93;0,47
60;4400;77,76;11,99;1,0654;-3,0215;9,6148;-0,9423;-0,3773;0,04;-17,76;5864,17;0,68
60;4420;77,11;12,82;-5,351;-3,6559;10,1481;-0,9378;-0,2421;0,0159;-17,11;5847,07;0,65
60;4440;76,07;13,96;-4,2713;-5,3127;8,8286;-0,9401;0,3647;0,0012;-16,07;5831,0;1,04
60;4460;75,47;12,34;9,1626;-4,2449;9,4598;-0,9531;0,2399;0,03;-15,47;5815,53;0,6
60;4480;74,82;11,36;2,9616;-3,4237;9,7128;-0,9574;-0,3248;0,0312;-14,82;5800,7;0,65
60;4500;74,11;11,64;-2,7605;-4,0199;10,2107;-0,9583;-0,3471;0,0003;-14,11;5786,59;0,71
60;4520;73,0;13,11;-5,679;-6,3422;7,9035;-0,9617;0,2995;-0,0155;-13,0;5773,59;1,11
60;4540;72,17;11,71;6,6966;-5,3175;8,4694;-0,9658;0,2677;0,0003;-12,17;5761,42;0,83
60;4560;71,6;10,61;3,6919;-3,7445;10,1073;-0,9579;-0,3264;0,0143;-11,6;5749,81;0,57
60;4580;70,81;10,66;-1,4006;-4,7357;9,7808;-0,9531;-0,2994;-0,0015;-10,81;5739,01;0,8
60;4600;69,9;12,42;-7,7285;-6,5817;7,6206;-0,9361;0,2052;-0,022;-9,9;5729,11;0,91
60;4620;69,0;11,11;5,9807;-6,0549;7,9498;-0,93;0,3262;-0,0121;-9,0;5720,11;0,9
