Gas;PositionX;PositionY;Ax Raw
0;3,47;-149,48;528
0;3,46;-149,5;472
0;3,46;-149,64;460
0;3,49;-149,81;528
0;3,49;-149,97;480
0;3,53;-150,09;580
0;3,54;-150,14;528
0;3,53;-150,35;384
0;3,53;-150,1;596
0;3,55;-150,07;592
0;3,56;-150,3;468
0;3,54;-150,28;444
0;3,53;-150,44;432
0;3,53;-150,49;488
0;3,55;-150,66;500
0;3,57;-150,63;584
0;3,54;-150,72;384
0;3,57;-150,87;540
2;3,54;-148,64;536
2;3,68;-149,7;544
2;3,68;-148,82;608
2;3,68;-149,47;504
2;3,68;-151,06;372
2;3,64;-150,1;576
2;3,63;-149,81;556
2;3,62;-149,95;500
2;3,62;-149,85;536
2;3,63;-150,3;468
2;3,65;-150,36;544
2;3,65;-150,05;588
2;3,64;-150,18;472
2;3,61;-150,43;424
2;3,64;-150,89;464
2;3,63;-151,09;452
2;3,62;-150,86;540
2;3,6;-150,79;488
2;3,61;-150,81;536
2;3,6;-150,79;500
2;3,59;-150,38;604
2;3,58;-150,31;508
2;3,59;-150,47;496
2;3,57;-150,59;452
2;3,56;-150,54;508
2;3,56;-150,4;540
2;3,57;-150,46;532
2;3,59;-150,35;580
2;3,59;-150,06;616
2;3,6;-149,8;608
2;3,59;-150,09;424
2;3,6;-150,08;540
2;3,6;-149,74;616
2;3,58;-149,98;416
2;3,57;-150,08;456
2;3,56;-149,72;576
2;3,56;-149,76;512
2;3,56;-149,96;480
2;3,56;-149,92;516
2;3,55;-149,98;464
2;3,53;-150,15;432
2;3,53;-150,15;504
2;3,52;-150,14;512
2;3,54;-150,3;516
2;3,56;-150,44;524
2;3,56;-150,7;448
2;3,56;-151,08;400
2;3,58;-151,41;444
2;3,59;-151,37;548
2;3,61;-151,57;492
2;3,6;-151,24;592
2;3,62;-151,26;536
2;3,62;-151,22;540
2;3,62;-151,27;496
2;3,62;-151,09;548
2;3,61;-150,84;556
2;3,61;-150,89;496
2;3,63;-151,13;480
2;3,62;-151,06;528
2;3,62;-150,98;536
2;3,62;-151,06;480
2;3,6;-151,23;432
2;3,59;-151,05;540
2;3,59;-150,65;616
2;3,61;-150,62;580
2;3,6;-150,71;468
2;3,61;-150,87;472
2;3,58;-151,05;396
2;3,58;-150,76;600
2;3,59;-150,96;456
2;3,56;-151,04;436
2;3,56;-151,17;448
2;3,56;-151,15;532
2;3,57;-151,28;476
2;3,57;-151,36;480
2;3,58;-151,18;600
2;3,59;-151,19;536
2;3,62;-151,34;528
2;3,62;-151,23;552
2;3,61;-151,26;480
2;3,6;-151,32;460
2;3,59;-151,28;480
2;3,6;-151,2;544
2;3,61;-151,32;504
2;3,61;-151,42;472
2;3,61;-151,46;488
2;3,61;-151,3;568
2;3,6;-151,52;416
2;3,61;-151,41;560
2;3,6;-151,32;524
2;3,59;-151,39;432
2;3,6;-151,61;476
2;3,61;-151,31;620
2;3,6;-151,29;484
2;3,57;-151,04;484
2;3,54;-150,87;480
2;3,54;-150,86;508
2;3,54;-150,91;464
2;3,54;-150,77;580
2;3,54;-150,65;532
2;3,55;-150,55;560
2;3,55;-150,49;556
2;3,54;-150,2;544
2;3,53;-150,23;468
2;3,52;-150,05;556
2;3,51;-149,96;516
2;3,53;-149,7;648
2;3,52;-149,36;592
2;3,52;-149,27;560
2;3,5;-149,04;548
2;3,49;-148,89;516
2;3,49;-149,11;452
2;3,47;-149,17;436
2;3,46;-149,37;396
2;3,46;-149,57;464
2;3,46;-149,53;516
2;3,44;-149,41;512
2;3,43;-149,37;496
2;3,44;-149,38;532
2;3,45;-149,31;560
2;3,45;-149,26;528
2;3,44;-149,29;492
2;3,45;-149,19;576
2;3,45;-149,14;516
2;3,45;-149,31;456
2;3,48;-149,62;464
2;3,48;-149,44;608
2;3,47;-149,76;376
2;3,46;-149,81;432
2;3,47;-150,2;404
2;3,46;-150,17;484
2;3,46;-150,16;496
2;3,48;-150,26;536
2;3,47;-150,11;520
2;3,47;-150,01;540
2;3,47;-149,95;528
2;3,48;-149,79;588
2;3,47;-149,87;444
2;3,47;-149,86;524
2;3,47;-149,79;528
2;3,48;-149,83;528
2;3,48;-149,89;480
2;3,48;-149,93;512
2;3,49;-150,06;508
2;3,49;-150,19;464
2;3,49;-150,36;456
2;3,49;-150,1;588
2;3,49;-150,25;432
2;3,48;-150,29;456
2;3,48;-150,38;500
2;3,48;-150,34;508
2;3,5;-150,31;572
2;3,51;-150,38;520
2;3,52;-150,46;508
2;3,53;-150,49;516
2;3,54;-150,8;432
2;3,54;-150,73;520
2;3,54;-150,73;496
2;3,55;-150,82;512
2;3,52;-150,69;452
2;3,52;-150,62;552
2;3,52;-150,74;444
2;3,52;-150,81;472
2;3,53;-150,9;492
2;3,52;-150,89;492
2;3,52;-151,12;412
2;3,51;-151,21;436
2;3,5;-150,87;584
2;3,49;-150,61;568
2;3,49;-150,79;452
2;3,52;-150,79;584
2;3,52;-150,69;548
2;3,52;-150,76;476
2;3,5;-151,0;356
2;3,49;-150,88;512
2;3,47;-150,79;476
2;3,48;-150,55;608
2;3,47;-150,27;552
2;3,46;-150,04;564
2;3,45;-149,68;584
2;3,47;-149,85;492
2;3,45;-149,66;508
2;3,45;-149,82;464
2;3,46;-149,98;476
2;3,45;-149,49;604
2;3,44;-149,46;496
2;3,45;-149,5;524
2;3,44;-149,35;532
2;3,45;-149,3;564
2;3,45;-149,06;600
2;3,45;-149,09;504
2;3,44;-149,25;428
2;3,44;-149,45;432
2;3,44;-149,65;436
2;3,44;-149,71;484
2;3,43;-150,04;344
2;3,42;-149,97;508
2;3,43;-150,14;452
2;3,43;-150,42;396
2;3,42;-150,32;500
2;3,43;-150,46;476
2;3,43;-150,45;508
2;3,45;-150,64;488
2;3,45;-150,65;500
2;3,47;-150,54;592
2;3,47;-150,48;540
2;3,48;-150,34;568
2;3,47;-150,51;416
2;3,45;-150,58;432
2;3,48;-150,66;556
2;3,48;-150,73;480
2;3,48;-150,62;560
2;3,49;-150,47;564
2;3,51;-150,54;544
2;3,52;-150,66;512
2;3,5;-150,49;468
2;3,5;-150,46;536
2;3,5;-150,36;536
2;3,5;-150,47;448
2;3,5;-150,37;568
2;3,5;-150,51;448
2;3,5;-150,29;576
2;3,51;-150,36;536
2;3,52;-150,33;552
2;3,52;-150,46;444
2;3,51;-150,42;508
2;3,5;-150,46;464
2;3,52;-150,61;488
2;3,52;-150,47;548
2;3,54;-150,39;612
2;3,54;-150,35;524
2;3,54;-150,38;528
2;3,55;-150,38;540
2;3,55;-150,28;544
2;3,55;-150,19;544
2;3,56;-150,35;468
2;3,55;-150,51;424
2;3,55;-150,32;588
2;3,55;-150,2;536
2;3,54;-150,11;512
2;3,54;-149,93;596
2;3,54;-149,95;480
2;3,57;-150,02;600
2;3,57;-150,16;472
2;3,55;-149,97;504
2;3,56;-150,03;524
2;3,56;-149,99;524
2;3,55;-149,9;532
2;3,54;-149,97;448
4;3,48;-148,02;540
4;3,45;-149,36;456
4;3,51;-147,91;644
4;3,51;-148,1;532
4;3,47;-148,88;432
4;3,52;-149,1;552
4;3,52;-149,62;460
4;3,48;-150,28;388
4;3,51;-150,62;488
4;3,51;-150,42;536
4;3,52;-150,62;488
4;3,52;-150,72;480
4;3,51;-150,85;476
4;3,49;-150,62;492
4;3,52;-150,51;600
4;3,54;-150,58;536
4;3,55;-150,5;548
4;3,55;-150,52;480
4;3,59;-150,38;636
4;3,54;-149,82;504
4;3,56;-149,97;524
4;3,54;-150,02;472
4;3,56;-150,06;532
4;3,55;-150,24;464
4;3,56;-150,52;448
4;3,56;-150,51;516
4;3,57;-150,4;568
4;3,53;-149,93;516
4;3,52;-149,58;556
4;3,53;-149,47;588
4;3,52;-149,35;528
4;3,55;-149,33;612
4;3,55;-149,25;556
4;3,54;-149,3;480
4;3,53;-149,02;572
4;3,53;-149,15;472
4;3,54;-149,45;464
4;3,55;-149,48;536
4;3,57;-149,48;588
4;3,58;-149,55;512
4;3,58;-149,49;548
4;3,58;-149,53;492
4;3,59;-149,44;588
4;3,59;-149,48;524
4;3,57;-149,39;500
4;3,58;-149,35;560
4;3,57;-149,44;468
4;3,55;-149,55;460
4;3,58;-149,87;488
4;3,58;-149,62;600
4;3,6;-150,05;444
4;3,61;-150,12;516
4;3,65;-150,4;508
4;3,65;-150,57;480
4;3,63;-150,3;548
4;3,63;-150,33;496
4;3,63;-150,6;436
4;3,63;-150,77;468
4;3,63;-150,58;564
4;3,62;-150,27;568
4;3,63;-150,2;568
4;3,61;-150,0;544
4;3,6;-149,93;492
4;3,6;-150,28;416
4;3,6;-150,18;560
4;3,6;-150,01;572
4;3,58;-150,04;440
4;3,57;-150,03;500
4;3,58;-150,03;544
4;3,58;-149,96;552
4;3,58;-149,97;516
4;3,6;-150,18;500
4;3,59;-150,02;560
4;3,61;-150,29;480
4;3,6;-150,01;580
4;3,6;-150,2;460
4;3,61;-150,33;496
4;3,58;-150,13;496
4;3,59;-150,18;544
4;3,59;-150,39;448
4;3,58;-150,31;500
4;3,59;-150,24;580
4;3,6;-150,3;528
4;3,58;-150,01;556
4;3,57;-149,87;528
4;3,56;-149,63;540
4;3,55;-149,56;528
4;3,56;-149,48;580
4;3,56;-149,73;448
4;3,56;-149,49;584
4;3,56;-149,35;568
4;3,54;-149,51;424
4;3,55;-149,56;548
4;3,56;-149,79;464
4;3,57;-149,96;496
4;3,57;-149,98;504
4;3,56;-149,98;512
4;3,56;-149,97;512
4;3,53;-150,03;420
4;3,54;-150,2;500
4;3,55;-150,25;524
4;3,54;-150,26;472
4;3,52;-150,06;516
4;3,53;-150,24;452
4;3,54;-150,16;588
4;3,52;-150,28;432
4;3,53;-150,52;440
4;3,53;-150,61;476
4;3,53;-150,84;444
4;3,53;-150,67;544
4;3,53;-151,09;376
4;3,54;-151,05;540
4;3,53;-151,38;368
4;3,55;-151,53;488
4;3,56;-151,44;572
4;3,56;-151,46;480
4;3,57;-151,4;548
4;3,57;-151,41;520
4;3,56;-151,24;552
4;3,57;-151,13;568
4;3,56;-151,03;512
4;3,56;-151,05;496
4;3,58;-150,93;604
4;3,57;-150,96;480
4;3,55;-151,04;428
4;3,53;-151,02;452
4;3,51;-150,49;576
4;3,5;-150,07;620
4;3,5;-149,9;552
4;3,52;-149,99;548
4;3,51;-150,13;432
4;3,52;-150,43;440
4;3,53;-150,47;516
4;3,51;-150,46;456
4;3,51;-150,68;416
4;3,53;-150,81;528
4;3,53;-150,74;560
4;3,53;-150,77;488
4;3,53;-150,72;508
4;3,54;-150,66;572
4;3,53;-150,58;500
4;3,55;-150,62;564
4;3,55;-150,55;532
4;3,55;-150,68;472
4;3,55;-150,65;520
4;3,54;-150,71;484
4;3,55;-150,67;540
4;3,54;-150,45;544
4;3,52;-150,37;492
4;3,52;-150,51;440
4;3,51;-150,3;544
4;3,52;-150,21;584
4;3,53;-150,13;564
4;3,52;-150,11;520
4;3,52;-150,18;476
4;3,53;-150,11;580
4;3,54;-150,17;528
4;3,57;-150,3;532
4;3,58;-150,38;528
4;3,57;-150,18;540
4;3,57;-150,13;524
4;3,58;-150,06;604
4;3,59;-150,09;520
4;3,59;-150,29;444
4;3,58;-150,04;552
4;3,59;-150,15;524
4;3,59;-150,27;480
4;3,6;-150,45;476
4;3,59;-150,49;464
4;3,58;-150,38;504
4;3,56;-150,01;560
4;3,54;-150,01;468
4;3,55;-150,01;540
4;3,55;-150,18;456
4;3,56;-150,19;544
4;3,55;-150,15;512
4;3,54;-150,11;504
4;3,53;-149,81;576
4;3,52;-149,47;580
4;3,53;-149,89;376
4;3,53;-150,03;464
4;3,54;-150,12;512
4;3,55;-150,13;556
4;3,54;-150,11;488
4;3,53;-150,09;480
4;3,52;-149,92;524
4;3,51;-150,07;452
4;3,51;-149,95;536
4;3,52;-150,13;472
4;3,54;-150,41;448
4;3,55;-150,13;640
4;3,56;-150,28;520
4;3,55;-150,02;556
4;3,57;-150,16;512
4;3,57;-150,31;452
4;3,58;-150,26;564
4;3,57;-150,34;448
4;3,54;-149,99;540
4;3,54;-149,81;564
4;3,53;-149,82;492
4;3,53;-149,65;572
4;3,53;-149,83;476
4;3,53;-149,75;532
4;3,54;-149,88;488
4;3,54;-149,89;504
4;3,53;-149,98;456
4;3,54;-149,98;540
4;3,54;-149,87;572
4;3,53;-150,18;376
4;3,52;-150,14;512
4;3,53;-150,03;580
4;3,54;-150,16;484
4;3,53;-150,18;472
4;3,53;-150,21;516
4;3,54;-150,03;608
4;3,54;-149,97;520
4;3,54;-150,09;472
4;3,53;-150,09;504
4;3,55;-150,26;476
4;3,55;-150,11;604
4;3,57;-150,22;520
4;3,58;-149,93;672
4;3,59;-150,03;524
4;3,6;-150,0;572
4;3,6;-150,06;480
4;3,59;-149,69;620
4;3,61;-149,94;488
4;3,62;-150,01;524
4;3,62;-150,1;496
4;3,61;-150,24;448
4;3,61;-150,38;468
4;3,6;-150,56;412
4;3,61;-150,61;540
4;3,62;-150,81;464
4;3,64;-150,92;528
4;3,62;-150,9;456
4;3,63;-150,93;540
4;3,61;-151,06;416
4;3,61;-151,03;508
4;3,6;-151,01;508
4;3,6;-150,8;592
4;3,6;-150,92;440
4;3,58;-150,82;496
4;3,58;-150,87;508
4;3,58;-150,92;484
4;3,6;-151,11;500
4;3,59;-151,07;500
4;3,59;-151,06;512
4;3,6;-151,03;548
4;3,6;-151,21;456
6;3,63;-152,26;480
6;3,57;-151,16;520
6;3,66;-151,7;516
6;3,59;-150,54;548
6;3,63;-150,37;564
6;3,55;-150,19;460
6;3,55;-150,07;528
6;3,6;-150,63;484
6;3,59;-150,16;576
6;3,57;-150,19;484
6;3,59;-150,48;484
6;3,55;-150,2;500
6;3,58;-150,56;496
6;3,56;-150,38;508
6;3,55;-150,38;480
6;3,55;-150,08;588
6;3,57;-150,08;560
6;3,56;-150,17;472
6;3,56;-150,41;440
6;3,56;-150,39;512
6;3,55;-150,33;500
6;3,57;-150,41;540
6;3,57;-150,06;608
6;3,56;-149,78;576
6;3,56;-150,1;424
6;3,57;-150,38;472
6;3,6;-150,41;564
6;3,59;-150,17;560
6;3,62;-150,38;524
6;3,62;-150,6;452
6;3,59;-150,41;476
6;3,57;-150,86;332
6;3,56;-150,95;480
6;3,58;-151,02;536
6;3,58;-150,84;544
6;3,58;-150,63;560
6;3,59;-150,46;608
6;3,62;-150,53;544
6;3,6;-150,76;412
6;3,59;-150,41;576
6;3,57;-150,28;508
6;3,6;-150,57;492
6;3,6;-150,66;464
6;3,59;-150,47;560
6;3,58;-150,1;600
6;3,59;-150,18;500
6;3,56;-149,96;508
6;3,57;-150,14;488
6;3,56;-150,15;492
6;3,58;-150,26;532
6;3,59;-150,36;500
6;3,58;-150,38;496
6;3,57;-150,11;544
6;3,58;-149,98;580
6;3,58;-149,78;576
6;3,58;-149,67;568
6;3,58;-149,6;544
6;3,59;-149,65;520
6;3,56;-149,5;480
6;3,53;-149,17;532
6;3,51;-149,26;444
6;3,52;-149,4;516
6;3,53;-149,55;496
6;3,54;-149,48;580
6;3,55;-149,42;580
6;3,55;-149,33;532
6;3,52;-149,38;452
6;3,53;-149,44;548
6;3,54;-149,52;524
6;3,55;-149,66;492
6;3,55;-149,61;532
6;3,53;-149,47;508
6;3,55;-149,6;540
6;3,55;-149,54;520
6;3,55;-149,62;500
6;3,56;-149,46;600
6;3,56;-149,45;520
6;3,55;-149,44;492
6;3,56;-149,57;520
6;3,55;-149,14;616
6;3,58;-149,29;556
6;3,58;-149,27;524
6;3,59;-149,5;484
6;3,59;-149,41;548
6;3,6;-149,37;568
6;3,6;-149,55;464
6;3,61;-149,61;564
6;3,59;-149,56;484
6;3,6;-149,57;524
6;3,6;-149,73;492
6;3,62;-149,77;552
6;3,61;-149,84;480
6;3,61;-149,68;576
6;3,61;-149,86;460
6;3,63;-150,13;492
6;3,62;-150,1;508
6;3,62;-150,11;512
6;3,63;-150,24;536
6;3,65;-150,4;496
6;3,63;-150,35;472
6;3,61;-150,38;484
6;3,63;-150,25;604
6;3,62;-150,51;416
6;3,61;-150,51;480
6;3,62;-150,43;568
6;3,6;-150,45;464
6;3,61;-150,54;504
6;3,61;-150,36;568
6;3,6;-150,46;464
6;3,6;-150,36;544
6;3,61;-150,53;484
6;3,6;-150,49;508
6;3,57;-150,22;524
6;3,59;-150,24;556
6;3,57;-150,1;500
6;3,57;-150,26;480
6;3,57;-150,11;536
6;3,56;-150,15;500
6;3,58;-150,09;580
6;3,56;-150,02;504
6;3,58;-150,13;536
6;3,58;-149,98;592
6;3,59;-150,14;480
6;3,6;-150,11;548
6;3,59;-150,19;464
6;3,58;-150,17;500
6;3,56;-150,01;516
6;3,56;-149,85;564
6;3,54;-149,88;468
6;3,54;-149,81;524
6;3,55;-150,04;480
6;3,55;-150,29;400
6;3,53;-150,27;456
6;3,52;-150,35;476
6;3,55;-150,41;556
6;3,54;-150,39;496
6;3,55;-150,31;552
6;3,55;-150,37;504
6;3,56;-150,24;588
6;3,56;-150,16;552
6;3,55;-150,26;448
6;3,54;-150,15;528
6;3,55;-150,03;604
6;3,55;-150,01;508
6;3,55;-150,03;508
6;3,56;-150,25;476
6;3,55;-150,32;468
6;3,55;-150,57;424
6;3,55;-150,62;492
6;3,56;-150,75;516
6;3,55;-150,77;456
6;3,55;-150,93;460
6;3,54;-150,84;500
6;3,54;-150,62;572
6;3,54;-150,76;460
6;3,55;-150,8;524
6;3,55;-150,7;544
6;3,56;-150,79;520
6;3,54;-150,67;496
6;3,53;-150,73;432
6;3,54;-150,89;472
6;3,55;-150,83;588
6;3,56;-150,93;488
6;3,58;-150,92;592
6;3,58;-150,82;548
6;3,59;-150,71;576
6;3,59;-150,47;588
6;3,56;-150,32;488
6;3,56;-150,41;464
6;3,54;-150,14;540
6;3,56;-150,37;484
6;3,58;-150,33;592
6;3,59;-150,43;500
6;3,58;-150,24;540
6;3,58;-150,11;584
6;3,58;-149,99;548
6;3,58;-150,14;452
6;3,6;-150,17;564
6;3,6;-150,4;440
6;3,6;-150,37;528
6;3,59;-150,26;516
6;3,58;-150,14;508
6;3,58;-150,23;500
6;3,59;-150,36;484
6;3,59;-150,43;496
6;3,59;-150,66;436
6;3,58;-150,74;428
6;3,57;-150,66;528
6;3,55;-150,79;404
6;3,56;-151,14;384
6;3,56;-151,06;552
6;3,56;-151,29;424
6;3,56;-151,34;476
6;3,56;-151,49;440
6;3,55;-151,54;432
6;3,55;-151,69;464
6;3,55;-151,64;500
6;3,55;-151,44;572
6;3,57;-151,67;480
6;3,57;-151,57;544
6;3,58;-151,6;500
6;3,58;-151,73;444
6;3,58;-151,69;536
6;3,56;-151,46;504
6;3,56;-151,75;392
6;3,57;-151,65;548
6;3,57;-151,62;504
6;3,57;-151,23;640
6;3,57;-151,35;464
6;3,57;-151,05;624
6;3,56;-151,1;464
6;3,57;-150,94;600
6;3,58;-150,95;520
6;3,57;-150,77;548
6;3,56;-151,01;384
6;3,57;-150,91;580
6;3,57;-150,76;556
6;3,57;-150,61;556
6;3,57;-150,62;492
6;3,58;-150,73;500
6;3,59;-150,78;524
6;3,61;-150,83;556
6;3,6;-150,77;516
6;3,59;-150,6;536
6;3,57;-150,62;444
6;3,57;-150,77;460
6;3,57;-150,69;556
6;3,58;-150,59;568
6;3,57;-150,34;588
6;3,58;-150,37;524
6;3,59;-150,33;568
6;3,6;-150,56;452
6;3,58;-150,53;460
6;3,58;-150,69;444
6;3,56;-150,36;564
6;3,56;-150,43;500
6;3,55;-150,43;484
6;3,54;-150,14;596
6;3,55;-150,06;572
6;3,55;-149,96;544
6;3,56;-150,02;528
6;3,56;-150,2;464
6;3,57;-150,41;444
6;3,58;-150,56;484
6;3,59;-150,63;536
6;3,6;-150,6;532
6;3,6;-150,48;576
6;3,6;-150,38;552
6;3,61;-150,34;556
8;3,52;-152,45;504
8;3,47;-151,25;516
8;3,47;-150,43;540
8;3,53;-150,94;500
8;3,54;-151,21;484
8;3,62;-151,59;524
8;3,63;-151,29;552
8;3,59;-151,66;404
8;3,59;-151,9;468
8;3,61;-151,83;524
8;3,59;-151,56;516
8;3,62;-151,26;604
8;3,64;-151,44;512
8;3,64;-151,36;516
8;3,63;-151,22;520
8;3,63;-151,2;512
8;3,61;-151,2;464
8;3,62;-150,87;620
8;3,63;-150,82;540
8;3,62;-150,91;448
8;3,6;-150,98;448
8;3,62;-151,23;484
8;3,62;-151,12;544
8;3,64;-151,11;556
8;3,62;-151,15;460
8;3,63;-151,2;508
8;3,62;-151,06;520
8;3,62;-151,25;452
8;3,63;-151,24;532
8;3,63;-151,2;524
8;3,64;-151,13;544
8;3,63;-150,94;532
8;3,63;-150,82;532
8;3,62;-150,79;504
8;3,62;-150,67;544
8;3,61;-150,45;552
8;3,6;-150,68;424
8;3,61;-150,36;612
8;3,61;-150,47;488
8;3,6;-150,43;520
8;3,61;-150,53;492
8;3,6;-150,59;476
8;3,61;-150,58;532
8;3,62;-150,84;464
8;3,61;-150,58;576
8;3,6;-150,11;592
8;3,6;-149,82;596
8;3,59;-150,04;448
8;3,59;-150,32;428
8;3,56;-150,23;460
8;3,55;-150,3;472
8;3,58;-150,51;516
8;3,59;-150,88;424
8;3,61;-151,22;436
8;3,6;-151,15;500
8;3,58;-151,38;412
8;3,59;-151,45;476
8;3,58;-151,19;548
8;3,58;-151,07;564
8;3,58;-150,89;544
8;3,6;-150,89;576
8;3,61;-150,91;520
8;3,64;-150,93;572
8;3,63;-151,16;416
8;3,64;-151,26;496
8;3,64;-150,96;608
8;3,65;-150,72;596
8;3,66;-150,74;548
8;3,65;-150,83;460
8;3,63;-150,8;456
8;3,61;-150,88;440
