Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
60;660;1,83;-124,76;0,2993;-9,9718;-0,1796;0,0457;-0,0037;0,0084;58,17;3407,64;0,03
60;680;1,84;-124,32;0,2729;-9,9718;-0,2041;0,0498;0,0004;0,0092;58,17;3465,81;-0,01
60;700;1,82;-124,17;0,249;-9,9335;-0,1496;0,0437;-0,0028;0,0089;58,17;3523,98;0,01
60;720;1,83;-124,58;0,2969;-9,9934;-0,2966;0,0432;-0,0037;0,0083;58,18;3582,16;0,01
60;740;1,83;-124,31;0,2011;-9,979;-0,1333;0,048;0,0016;0,0077;58,15;3640,31;-0,03
60;760;1,82;-124,63;0,2586;-9,9886;-0,2041;0,0464;-0,0024;0,0105;58,18;3698,5;0,03
60;780;1,82;-124,4;0,2753;-9,991;-0,1143;0,0453;-0,0032;0,0088;58,18;3756,68;-0,0
60;800;1,81;-124,43;0,2849;-9,9623;-0,2095;0,0457;0,0021;0,0056;58,19;3814,87;0,01
60;820;1,82;-124,59;0,2418;-9,9551;-0,2095;0,0454;-0,0017;0,0096;58,18;3873,05;-0,01
60;840;1,81;-124,18;0,2801;-9,9168;-0,1388;0,0446;0,0007;0,0083;58,18;3931,23;0,0
60;860;1,82;-124,02;0,2753;-9,9575;-0,1605;0,048;-0,0024;0,0087;58,18;3989,42;-0,0
60;880;1,84;-123,71;0,2945;-9,9886;-0,1959;0,0478;0,0001;0,0099;58,17;4047,59;-0,02
60;900;1,84;-123,86;0,2729;-10,0102;-0,2421;0,0441;0,0008;0,0088;58,17;4105,75;-0,0
60;920;1,84;-124,09;0,2658;-9,9623;-0,2367;0,0468;-0,0013;0,0083;58,17;4163,92;-0,0
60;940;1,83;-123,62;0,2705;-9,9695;-0,1115;0,0456;-0,0025;0,0091;58,16;4222,07;-0,01
60;960;1,85;-123,58;0,2945;-9,9431;-0,2013;0,0474;-0,0023;0,0087;58,16;4280,23;0,0
60;980;1,84;-123,77;0,2203;-9,924;-0,2802;0,0432;0,0013;0,0095;58,16;4338,39;-0,0
60;1000;1,84;-124,29;0,2107;-9,9671;-0,2258;0,0506;-0,0012;0,0092;58,16;4396,55;-0,0
60;1020;1,83;-124,1;0,2514;-9,9886;-0,1714;0,0453;-0,0036;0,0084;58,16;4454,71;0,01
60;1040;1,82;-123,7;0,2897;-9,9575;-0,1388;0,0456;0,0009;0,0113;58,17;4512,88;0,01
60;1060;1,83;-123,51;0,2705;-9,9168;-0,1306;0,0468;0,0019;0,0088;58,17;4571,05;-0,01
60;1080;1,83;-123,76;0,2418;-9,9551;-0,2013;0,0457;0,0004;0,0061;58,17;4629,23;0,0
60;1100;1,84;-123,86;0,2777;-9,9647;-0,2285;0,0456;-0,0077;0,0064;58,17;4687,39;-0,0
60;1120;1,85;-124,47;0,2466;-9,9934;-0,2829;0,045;-0,0021;0,0097;58,16;4745,55;-0,01
60;1140;1,86;-123,74;0,316;-9,9671;-0,1306;0,0461;-0,0016;0,0063;58,15;4803,7;-0,01
60;1160;1,85;-123,64;0,2825;-9,9814;-0,2394;0,0454;-0,0016;0,0092;58,15;4861,85;0,0
60;1180;1,85;-123,17;0,3041;-9,9814;-0,1578;0,0461;0,0003;0,0085;58,16;4920,01;0,01
60;1200;1,85;-123,46;0,2442;-9,9647;-0,2258;0,0473;-0,0016;0,0088;58,15;4978,16;-0,0
60;1220;1,85;-123,13;0,2873;-10,0054;-0,1823;0,0478;-0,0021;0,0073;58,15;5036,31;0,0
60;1240;1,87;-123,11;0,2897;-10,0078;-0,1714;0,0465;-0,0015;0,0059;58,13;5094,45;-0,02
60;1260;1,88;-123,82;0,2586;-10,0054;-0,2966;0,0454;-0,0005;0,0092;58,13;5152,58;-0,0
60;1280;1,89;-124,05;0,2729;-10,0054;-0,2313;0,0441;-0,0009;0,0105;58,11;5210,69;-0,03
60;1300;1,9;-124,29;0,3017;-9,9048;-0,2748;0,0461;-0,0001;0,0067;58,11;5268,8;0,0
60;1320;1,91;-124,36;0,237;-10,003;-0,1796;0,043;0,0008;0,0099;58,09;5326,88;-0,02
60;1340;1,88;-123,6;0,2777;-10,0054;-0,0979;0,046;0,0024;0,01;58,11;5385,0;0,03
60;1360;1,86;-123,65;0,2322;-9,9886;-0,1524;0,0458;-0,0013;0,0064;58,13;5443,13;0,02
60;1380;1,85;-123,58;0,261;-9,9671;-0,1904;0,0432;-0,0036;0,0088;58,14;5501,27;0,02
60;1400;1,85;-123,05;0,2705;-10,0006;-0,1333;0,0485;0,0;0,0064;58,15;5559,42;0,01
60;1420;1,84;-122,66;0,2993;-9,9288;-0,1306;0,0472;-0,0037;0,0093;58,16;5617,58;0,01
60;1440;1,85;-122,77;0,2729;-9,9383;-0,2557;0,0453;-0,0012;0,0095;58,16;5675,74;-0,0
60;1460;1,85;-122,44;0,261;-9,9599;-0,1551;0,0441;-0,0039;0,0099;58,14;5733,88;-0,01
60;1480;1,85;-122,11;0,3256;-9,9168;-0,185;0,0442;-0,0017;0,0092;58,15;5792,03;0,01
60;1500;1,86;-122,38;0,2729;-9,9383;-0,2449;0,0468;-0,0012;0,0085;58,14;5850,17;-0,01
60;1520;1,87;-122,17;0,2705;-9,9383;-0,2013;0,0442;-0,0001;0,0056;58,13;5908,3;-0,01
60;1540;1,85;-122,27;0,237;-9,9551;-0,136;0,0457;0,0021;0,0092;58,14;5966,44;0,0
60;1560;1,86;-122,27;0,3112;-10,0389;-0,2612;0,0456;-0,0055;0,0091;58,15;6024,59;0,01
60;1580;1,86;-122,05;0,2442;-9,9862;-0,1496;0,048;-0,0029;0,0124;58,13;6082,72;-0,02
60;1600;1,85;-121,58;0,2705;-9,9647;-0,1143;0,0464;-0,0017;0,0101;58,14;6140,86;0,01
60;1620;1,84;-121,84;0,1915;-9,912;-0,1932;0,0456;0,0013;0,0099;58,15;6199,01;0,01
60;1640;1,84;-121,59;0,3304;-9,9264;-0,1388;0,0464;-0,0007;0,0088;58,17;6257,18;0,01
60;1660;1,82;-121,43;0,1987;-9,9072;-0,1469;0,0461;-0,0021;0,0096;58,16;6315,34;-0,0
60;1680;1,82;-121,15;0,2298;-9,9599;-0,1306;0,0452;-0,0039;0,0084;58,17;6373,51;0,01
60;1700;1,81;-121,51;0,2873;-9,9168;-0,2177;0,046;-0,0012;0,0099;58,19;6431,71;0,02
60;1720;1,81;-121,84;0,2155;-9,9431;-0,1877;0,0454;0,0021;0,0091;58,18;6489,89;-0,01
60;1740;1,83;-121,99;0,2969;-9,9551;-0,2775;0,043;-0,0029;0,0097;58,18;6548,07;-0,0
60;1760;1,83;-122,28;0,261;-9,9982;-0,2394;0,0428;0,0037;0,0111;58,17;6606,24;-0,01
60;1780;1,84;-122,77;0,249;-9,9527;-0,2639;0,0448;0,0011;0,0107;58,17;6664,41;-0,0
60;1800;1,83;-122,94;0,1915;-9,9264;-0,1796;0,0481;0,0007;0,0045;58,16;6722,57;-0,01
60;1820;1,83;-122,45;0,2969;-10,0269;-0,1197;0,0438;0,0003;0,0111;58,17;6780,74;0,01
60;1840;1,83;-122,44;0,2849;-9,8809;-0,2068;0,0433;-0,0019;0,0077;58,17;6838,91;-0,0
60;1860;1,84;-122,68;0,2514;-9,9814;-0,2231;0,0462;0,0035;0,0101;58,16;6897,07;-0,0
60;1880;1,83;-122,62;0,237;-9,9766;-0,2122;0,0458;-0,0035;0,0093;58,16;6955,24;-0,0
60;1900;1,83;-122,91;0,2059;-9,9407;-0,1959;0,0446;-0,0012;0,0077;58,16;7013,4;-0,0
60;1920;1,83;-123,1;0,2586;-10,0006;-0,2693;0,046;-0,0003;0,0072;58,17;7071,57;0,01
60;1940;1,84;-123,22;0,2777;-9,8689;-0,2285;0,0468;-0,0012;0,0107;58,17;7129,74;-0,0
60;1960;1,83;-123,35;0,1915;-9,9862;-0,1605;0,0456;-0,0033;0,0069;58,16;7187,9;-0,01
60;1980;1,81;-123,07;0,2777;-9,9766;-0,1143;0,0461;-0,0003;0,0085;58,18;7246,09;0,02
60;2000;1,8;-122,99;0,1652;-9,9383;-0,1496;0,0461;-0,0043;0,0063;58,18;7304,27;-0,0
60;2020;1,8;-123,45;0,2753;-9,9575;-0,2721;0,0457;-0,0015;0,0091;58,2;7362,47;0,02
60;2040;1,8;-123,35;0,2418;-9,979;-0,1687;0,044;0,0047;0,0064;58,2;7420,67;-0,0
60;2060;1,78;-122,95;0,237;-10,0389;-0,1252;0,043;0,0008;0,0099;58,21;7478,88;0,01
60;2080;1,78;-123,36;0,2322;-9,979;-0,2775;0,0452;-0,0005;0,008;58,23;7537,1;0,02
60;2100;1,78;-123,8;0,1987;-9,9599;-0,2122;0,045;-0,0025;0,0107;58,21;7595,32;-0,01
60;2120;1,79;-123,75;0,249;-9,9431;-0,2557;0,0449;-0,0013;0,0111;58,22;7653,53;0,0
60;2140;1,8;-124,42;0,2418;-9,9838;-0,3102;0,0485;0,0035;0,0107;58,21;7711,74;-0,0
60;2160;1,8;-124,41;0,2705;-9,9742;-0,2068;0,0433;0,0;0,0073;58,2;7769,94;-0,02
60;2180;1,81;-124,86;0,249;-9,9742;-0,2557;0,0465;0,0005;0,0079;58,19;7828,14;-0,0
60;2200;1,81;-124,77;0,2227;-9,979;-0,1959;0,0437;0,0;0,0075;58,19;7886,32;-0,01
60;2220;1,81;-124,79;0,2538;-9,9407;-0,2966;0,0436;-0,0028;0,0135;58,19;7944,52;0,01
60;2240;1,81;-124,56;0,2801;-9,9814;-0,1796;0,047;-0,0037;0,0091;58,19;8002,71;-0,01
60;2260;1,82;-124,43;0,2753;-9,9623;-0,2585;0,0429;-0,0007;0,0089;58,19;8060,89;-0,0
60;2280;1,81;-124,34;0,2897;-9,9383;-0,2013;0,042;-0,0003;0,0112;58,19;8119,08;0,0
60;2300;1,81;-123,75;0,2466;-9,9982;-0,1551;0,0425;0,0011;0,012;58,18;8177,26;-0,0
60;2320;1,8;-123,78;0,2203;-9,9503;-0,1714;0,0465;-0,0003;0,0116;58,2;8235,46;0,01
60;2340;1,79;-123,92;0,2705;-9,8904;-0,2313;0,0468;0,0016;0,008;58,21;8293,67;0,01
60;2360;1,8;-123,53;0,2562;-9,9503;-0,1796;0,0437;0,0005;0,0087;58,2;8351,87;-0,01
60;2380;1,79;-123,65;0,249;-9,9934;-0,2068;0,0462;0,002;0,0045;58,21;8410,08;0,01
60;2400;1,79;-123,6;0,2274;-9,991;-0,1496;0,0474;-0,0009;0,0101;58,2;8468,29;-0,01
60;2420;1,78;-123,86;0,2203;-9,9647;-0,2068;0,045;0,0008;0,0103;58,22;8526,5;0,01
60;2440;1,78;-124,35;0,2562;-9,912;-0,2884;0,0454;0,0027;0,0081;58,23;8584,73;0,01
60;2460;1,79;-124,63;0,2298;-9,9575;-0,2367;0,0445;-0,0029;0,0076;58,21;8642,94;-0,01
60;2480;1,79;-124,79;0,2777;-9,991;-0,2802;0,0445;0,0005;0,0055;58,22;8701,16;0,01
60;2500;1,8;-124,91;0,3041;-9,991;-0,2966;0,044;-0,0032;0,0097;58,21;8759,37;-0,01
60;2520;1,8;-125,09;0,1844;-9,9718;-0,1687;0,047;-0,0025;0,0092;58,19;8817,57;-0,02
60;2540;1,79;-124,9;0,2729;-9,9671;-0,1904;0,046;-0,0019;0,0057;58,21;8875,78;0,02
60;2560;1,79;-125,04;0,2466;-9,9862;-0,234;0,0468;-0,0068;0,01;58,21;8933,99;-0,0
60;2580;1,79;-124,96;0,249;-9,9671;-0,2313;0,047;0,0011;0,0089;58,21;8992,2;-0,0
60;2600;1,79;-124,93;0,2921;-9,9671;-0,1741;0,0445;-0,0011;0,0087;58,21;9050,41;0,0
60;2620;1,79;-125,02;0,2274;-9,9886;-0,1932;0,0461;0,0004;0,0079;58,21;9108,61;-0,0
60;2640;1,79;-124,91;0,3041;-10,0054;-0,1741;0,0466;-0,0021;0,0116;58,22;9166,83;0,01
60;2660;1,8;-124,94;0,2466;-9,9718;-0,2313;0,0449;-0,0016;0,0095;58,2;9225,03;-0,01
60;2680;1,8;-124,86;0,2418;-9,9982;-0,2693;0,044;-0,0016;0,0093;58,21;9283,24;0,0
60;2700;1,8;-124,89;0,3136;-9,9503;-0,253;0,0484;0,0015;0,0089;58,21;9341,45;0,01
60;2720;1,8;-124,91;0,2322;-9,9814;-0,185;0,0452;0,0;0,0089;58,19;9399,65;-0,02
60;2740;1,8;-124,61;0,2969;-9,9551;-0,1959;0,0469;0,0035;0,0083;58,2;9457,85;0,01
60;2760;1,8;-124,31;0,2825;-9,9335;-0,1496;0,0474;0,0027;0,0093;58,2;9516,04;-0,0
60;2780;1,8;-123,82;0,2705;-9,9647;-0,1333;0,0445;0,0019;0,01;58,19;9574,24;-0,0
60;2800;1,81;-124,22;0,2825;-9,9527;-0,2993;0,0484;-0,0016;0,01;58,2;9632,44;0,01
60;2820;1,83;-124,38;0,3041;-9,9862;-0,2693;0,0468;0,0009;0,0079;58,18;9690,62;-0,02
60;2840;1,85;-124,76;0,2682;-9,9168;-0,2884;0,0433;0,0017;0,0105;58,16;9748,78;-0,02
60;2860;1,86;-124,87;0,2634;-9,991;-0,2503;0,0484;0,0013;0,0091;58,15;9806,93;-0,01
60;2880;1,85;-125,0;0,237;-9,9886;-0,2095;0,0462;-0,0031;0,0097;58,15;9865,08;0,0
60;2900;1,84;-124,58;0,2442;-9,924;-0,1306;0,0466;0,0011;0,0091;58,15;9923,23;0,0
60;2920;1,83;-124,29;0,249;-9,9695;-0,1333;0,0445;0,0053;0,0093;58,17;9981,4;0,01
60;2940;1,82;-124,4;0,2586;-9,9551;-0,2721;0,0476;-0,0021;0,0139;58,18;10039,58;0,01
60;2960;1,83;-124,62;0,2873;-9,9072;-0,253;0,0448;-0,0027;0,0093;58,18;10097,76;-0,0
60;2980;1,84;-124,73;0,2753;-9,9359;-0,2313;0,0461;0,0011;0,0085;58,17;10155,93;-0,01
60;3000;1,84;-124,67;0,2945;-9,9671;-0,2204;0,0462;-0,0008;0,0069;58,17;10214,09;-0,0
60;3020;1,84;-124,74;0,2466;-9,9527;-0,1796;0,046;-0,0007;0,01;58,16;10272,25;-0,01
60;3040;1,84;-124,83;0,2466;-9,9479;-0,1959;0,0497;0,0008;0,0109;58,16;10330,41;0,0
60;3060;1,84;-125,17;0,2514;-9,8976;-0,2585;0,0442;-0,0007;0,0107;58,16;10388,57;0,0
60;3080;1,84;-125,09;0,2466;-9,9479;-0,1823;0,0434;-0,0008;0,0096;58,15;10446,73;-0,01
60;3100;1,84;-125,55;0,2274;-9,9288;-0,2612;0,0457;0,0003;0,0057;58,16;10504,89;0,01
60;3120;1,83;-125,28;0,2538;-9,9742;-0,1714;0,0446;-0,0035;0,0101;58,16;10563,05;-0,0
60;3140;1,83;-124,9;0,2777;-9,9407;-0,1741;0,0482;0,0028;0,0092;58,17;10621,22;0,01
60;3160;1,84;-124,95;0,2873;-9,9766;-0,2476;0,0452;0,0028;0,0076;58,17;10679,38;-0,0
60;3180;1,84;-124,79;0,2849;-9,9718;-0,1959;0,0469;0,0033;0,0093;58,16;10737,55;-0,0
60;3200;1,85;-124,66;0,3112;-10,0293;-0,2177;0,0452;-0,0008;0,0088;58,16;10795,71;-0,0
60;3220;1,85;-124,77;0,2682;-9,9192;-0,2231;0,0445;-0,0013;0,0084;58,15;10853,85;-0,01
60;3240;1,87;-125,06;0,249;-9,9503;-0,234;0,0478;-0,0011;0,0096;58,14;10911,99;-0,01
60;3260;1,88;-125,05;0,2873;-9,9431;-0,253;0,0436;-0,0035;0,0087;58,13;10970,12;-0,01
60;3280;1,87;-125,12;0,249;-9,9575;-0,2095;0,0449;0,0;0,0112;58,13;11028,25;0,0
60;3300;1,87;-125,11;0,2873;-9,9958;-0,2258;0,0476;0,0003;0,0065;58,14;11086,39;0,0
60;3320;1,87;-124,89;0,3065;-10,0317;-0,1687;0,0504;-0,002;0,0064;58,13;11144,52;-0,01
60;3340;1,89;-125,13;0,2562;-9,979;-0,2449;0,0438;0,0;0,0095;58,12;11202,63;-0,01
60;3360;1,89;-125,02;0,2945;-9,9838;-0,2068;0,0441;-0,0013;0,0108;58,11;11260,74;-0,01
60;3380;1,88;-125,15;0,2442;-9,9359;-0,2149;0,0489;0,0005;0,0093;58,12;11318,86;0,01
60;3400;1,88;-124,95;0,3089;-9,9431;-0,1632;0,0434;-0,0013;0,0091;58,12;11376,98;0,0
60;3420;1,88;-124,84;0,3089;-9,9479;-0,1741;0,0456;-0,0041;0,0092;58,12;11435,1;-0,0
60;3440;1,88;-124,73;0,2394;-9,9599;-0,1469;0,0438;0,0;0,0091;58,12;11493,22;-0,0
60;3460;1,87;-124,64;0,2538;-9,9958;-0,185;0,0481;0,0007;0,0113;58,13;11551,35;0,01
60;3480;1,86;-124,33;0,2682;-9,9647;-0,1578;0,0421;0,0028;0,0127;58,13;11609,48;0,0
60;3500;1,86;-124,31;0,261;-9,9934;-0,2476;0,047;0,0001;0,0109;58,14;11667,62;0,01
60;3520;1,87;-124,45;0,2849;-9,9479;-0,2204;0,047;0,0031;0,0099;58,14;11725,76;-0,01
60;3540;1,87;-124,63;0,2322;-10,0365;-0,2068;0,047;-0,0027;0,0081;58,13;11783,89;-0,01
60;3560;1,86;-124,36;0,2634;-10,0509;-0,1605;0,0456;-0,0025;0,0069;58,13;11842,02;0,0
60;3580;1,86;-124,62;0,2274;-9,9288;-0,2204;0,0449;0,0009;0,0071;58,14;11900,16;0,01
60;3600;1,86;-124,0;0,3232;-9,9479;-0,1088;0,0478;-0,0039;0,0104;58,15;11958,3;0,01
60;3620;1,86;-123,81;0,3352;-9,9647;-0,1632;0,0472;-0,0047;0,0065;58,15;12016,45;0,0
60;3640;1,85;-123,54;0,2514;-10,0269;-0,1687;0,043;0,0024;0,0107;58,14;12074,59;-0,01
60;3660;1,84;-123,26;0,249;-9,9599;-0,1469;0,0456;-0,0019;0,01;58,16;12132,75;0,02
60;3680;1,83;-123,25;0,2562;-10,0437;-0,1741;0,0466;0,0016;0,0083;58,17;12190,92;0,01
60;3700;1,83;-123,47;0,2466;-9,9671;-0,2122;0,046;-0,0029;0,0096;58,17;12249,08;0,0
60;3720;1,84;-123,78;0,261;-9,9718;-0,2149;0,0469;0,0008;0,0097;58,16;12307,25;-0,0
60;3740;1,84;-123,91;0,2155;-10,0006;-0,185;0,0465;-0,0029;0,0103;58,16;12365,4;-0,01
60;3760;1,83;-123,18;0,2466;-9,9695;-0,0871;0,0465;0,0007;0,0084;58,16;12423,57;0,0
60;3780;1,83;-123,69;0,2777;-9,9551;-0,2748;0,0444;0,0012;0,008;58,18;12481,74;0,02
60;3800;1,84;-123,47;0,3112;-9,9503;-0,1496;0,0494;-0,0051;0,0085;58,16;12539,91;-0,02
60;3820;1,83;-123,15;0,2322;-9,9551;-0,1578;0,0445;-0,0005;0,0107;58,16;12598,06;-0,0
60;3840;1,82;-123,69;0,2155;-9,9431;-0,2503;0,0457;-0,0051;0,0097;58,18;12656,24;0,02
60;3860;1,82;-123,88;0,2538;-9,9718;-0,2285;0,0453;-0,0017;0,0081;58,18;12714,43;0,0
60;3880;1,82;-123,5;0,2586;-9,9479;-0,1605;0,0429;0,0048;0,0117;58,18;12772,61;-0,0
60;3900;1,81;-123,77;0,2442;-9,9718;-0,2639;0,045;0,0009;0,0092;58,19;12830,8;0,01
60;3920;1,82;-123,52;0,328;-9,9742;-0,185;0,0448;0,0037;0,0127;58,18;12888,98;-0,01
60;3940;1,83;-123,65;0,2969;-10,0269;-0,2503;0,0472;-0,0037;0,0083;58,17;12947,15;-0,01
60;3960;1,84;-123,26;0,3065;-9,9982;-0,1796;0,0437;-0,0001;0,0091;58,16;13005,31;-0,01
60;3980;1,83;-122,77;0,2418;-9,8976;-0,1088;0,0472;0,0008;0,01;58,16;13063,47;-0,0
60;4000;1,83;-122,35;0,3089;-9,9838;-0,1714;0,0458;0,0007;0,0092;58,17;13121,64;0,01
60;4020;1,83;-122,48;0,2753;-9,9647;-0,2149;0,0464;-0,0008;0,0089;58,17;13179,81;-0,0
60;4040;1,84;-122,56;0,2945;-9,9455;-0,2313;0,0444;-0,0035;0,0116;58,17;13237,98;-0,0
60;4060;1,85;-123,08;0,2849;-9,9407;-0,253;0,0452;0,0;0,0089;58,16;13296,13;-0,01
60;4080;1,93;-121,7;0,7302;-10,0748;-0,3782;0,0505;0,0031;0,0121;58,14;13354,27;-0,02
60;4100;2,01;-119,96;0,7302;-10,0628;-0,0136;0,0414;-0,0324;0,012;58,04;13412,31;-0,09
60;4120;1,97;-118,67;0,2514;-9,8474;-0,0082;0,0422;0,0084;0,0249;58,02;13470,33;-0,03
60;4140;2,05;-116,66;1,0439;-10,2999;0,3292;0,0418;0,0308;0,0196;58,04;13528,37;0,03
60;4160;2,13;131,72;-0,1987;-9,8545;-0,2013;0,0336;0,0354;0,0073;57,85;13586,22;-0,19
60;4180;2,18;131,98;-0,34;-10,0963;-0,2122;0,031;-0,0155;0,0641;57,82;13644,04;-0,03
60;4200;2,24;127,02;0,6943;-9,9288;0,0218;0,0354;0,0029;0,0109;57,8;13701,84;-0,02
60;4220;2,21;-157,51;0,1269;-10,1107;-0,3482;0,0284;-0,0176;0,0135;57,79;13817,4;0,02
60;4240;2,26;-155,44;0,419;-9,7827;-0,0735;0,0413;-0,0068;0,0099;57,75;13875,15;-0,04
60;4260;2,33;-94,18;1,0822;-10,1778;-0,0898;0,0249;0,0092;0,0116;57,75;13932,9;0,0
60;4280;2,36;-96,17;0,5435;-10,0796;-0,3836;0,0309;0,0281;0,0144;57,66;13990,57;-0,09
60;4300;2,37;-132,29;0,3448;-9,9192;-0,3564;0,0328;0,044;0,0065;57,63;14048,2;-0,03
60;4320;2,44;-132,18;0,8404;-10,0724;-0,4108;0,0304;0,0774;0,0112;57,62;14105,82;-0,01
60;4340;2,46;-130,08;0,0575;-10,4339;0,0326;0,0321;0,0521;0,006;57,49;14163,31;-0,13
60;4360;2,57;-124,84;-0,7254;-10,0868;0,0871;0,0302;-0,1062;0,0177;57,46;14220,77;-0,03
60;4380;2,59;157,38;-0,1077;-9,9192;-0,2938;0,0309;-0,1977;0,0145;57,39;14278,16;-0,07
60;4400;2,89;-99,53;2,2817;-10,0269;-0,4353;0,023;0,1256;-0,0039;57,33;14335,5;-0,05
60;4420;3,11;-95,25;0,7973;-10,2089;0,1115;0,0188;0,324;-0,0064;56,92;14392,42;-0,41
60;4440;3,55;-91,44;-3,0646;-9,6127;0,536;0,0127;-0,0946;0,0079;56,78;14449,19;-0,15
60;4460;3,85;-91,36;1,6975;-10,1514;-0,0925;-0,0052;-0,0707;0,0129;56,27;14505,46;-0,51
60;4480;4,1;-84,82;-0,8739;-9,9144;1,0066;0,025;-0,0234;0,0103;55,98;14561,44;-0,29
60;4500;4,28;-85,0;1,6041;-9,7995;0,2721;0,037;-0,0294;0,0053;55,85;14617,3;-0,13
60;4520;4,59;-78,7;-1,6999;-10,0628;1,1672;0,0719;0,0272;0,0132;55,6;14672,9;-0,25
60;4540;4,92;-78,32;2,2314;-9,8378;0,6149;0,0962;0,0544;0,0089;55,33;14728,23;-0,27
60;4560;5,23;-73,38;-0,1844;-10,1059;1,3005;0,1264;-0,2376;0,0392;54,88;14783,11;-0,45
60;4580;5,59;-72,53;0,3519;-9,6391;0,4217;0,1644;0,1418;0,0028;54,45;14837,56;-0,43
60;4600;5,97;-66,87;-1,2019;-9,9551;1,6623;0,1927;-0,2695;0,0248;54,27;14891,83;-0,18
