Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
60;2060;1,85;-128,63;0,1987;-9,9958;-0,2857;0,0448;0,0004;0,0104;58,15;7596,11;-0,02
60;2080;1,85;-128,57;0,1963;-9,9934;-0,2367;0,0472;0,0015;0,0144;58,15;7654,26;0,0
60;2100;1,85;-128,59;0,2251;-10,0317;-0,2775;0,0457;0,0008;0,0084;58,16;7712,41;0,0
60;2120;1,85;-128,75;0,2011;-10,0293;-0,2585;0,0449;0,0012;0,0088;58,15;7770,56;-0,01
60;2140;1,85;-129,14;0,2131;-9,9551;-0,2693;0,0453;0,0008;0,0108;58,15;7828,72;0,01
60;2160;1,84;-129,19;0,2825;-9,979;-0,2612;0,0428;0,0017;0,01;58,16;7886,88;0,01
60;2180;1,85;-128,8;0,2538;-9,9695;-0,2095;0,0437;-0,0009;0,0109;58,15;7945,03;-0,01
60;2200;1,85;-128,48;0,3256;-10,0054;-0,2231;0,0433;-0,0053;0,0149;58,16;8003,19;0,01
60;2220;1,85;-128,65;0,2322;-10,0126;-0,2666;0,0445;0,0032;0,0077;58,15;8061,34;-0,0
60;2240;1,85;-128,86;0,2466;-10,0173;-0,2666;0,0461;0,0019;0,0113;58,15;8119,49;-0,0
60;2260;1,85;-129,07;0,2274;-9,9862;-0,2449;0,0446;0,0037;0,0133;58,14;8177,64;-0,01
60;2280;1,86;-128,8;0,2586;-10,0341;-0,2476;0,0446;0,0011;0,0075;58,14;8235,78;0,0
60;2300;1,87;-128,65;0,2897;-9,9814;-0,2748;0,0456;0,0019;0,0088;58,14;8293,92;-0,01
60;2320;1,87;-128,49;0,2538;-9,9766;-0,2095;0,0449;-0,0025;0,0128;58,13;8352,05;-0,01
60;2340;1,86;-128,26;0,2897;-9,9838;-0,2258;0,0469;0,002;0,0124;58,15;8410,2;0,01
60;2360;1,85;-128,44;0,2227;-10,0269;-0,2204;0,0441;0,0027;0,0144;58,14;8468,34;-0,0
60;2380;1,85;-128,59;0,2322;-9,9742;-0,2041;0,044;0,0011;0,0099;58,15;8526,49;0,01
60;2400;1,84;-128,22;0,2466;-10,0173;-0,1442;0,0438;0,0029;0,0065;58,16;8584,65;0,01
60;2420;1,84;-128,23;0,2227;-9,991;-0,1959;0,0481;-0,0007;0,0088;58,16;8642,81;0,0
60;2440;1,85;-128,44;0,2753;-10,0078;-0,302;0,0452;-0,0027;0,0105;58,16;8700,96;-0,0
60;2460;1,85;-128,41;0,2394;-10,0149;-0,234;0,0477;-0,0013;0,01;58,15;8759,11;-0,01
60;2480;1,87;-128,41;0,3472;-10,0221;-0,2693;0,0458;0,0009;0,0088;58,15;8817,26;-0,0
60;2500;1,87;-128,06;0,2562;-9,9934;-0,2449;0,0446;0,0004;0,012;58,13;8875,39;-0,02
60;2520;1,87;-128,38;0,2251;-10,0197;-0,2041;0,0458;0,0052;0,0137;58,13;8933,52;-0,0
60;2540;1,87;-128,55;0,249;-10,0652;-0,2313;0,0429;-0,0008;0,0107;58,13;8991,65;0,01
60;2560;1,87;-128,53;0,2705;-10,058;-0,2177;0,0462;0,0;0,0115;58,14;9049,78;0,01
60;2580;1,86;-128,6;0,2634;-9,9958;-0,2204;0,0436;-0,0007;0,0095;58,14;9107,93;0,0
60;2600;1,86;-128,16;0,2945;-9,9599;-0,185;0,0486;-0,0005;0,0129;58,15;9166,07;0,01
60;2620;1,85;-127,88;0,2705;-9,9599;-0,1741;0,0465;0,0012;0,0115;58,15;9224,22;0,0
60;2640;1,85;-127,66;0,2155;-10,0149;-0,2149;0,0474;-0,0012;0,0113;58,15;9282,37;-0,0
60;2660;1,85;-128,2;0,2586;-10,0149;-0,2884;0,0465;0,0013;0,0104;58,16;9340,53;0,01
60;2680;1,85;-128,46;0,2562;-9,991;-0,2884;0,0428;0,0027;0,0089;58,15;9398,68;-0,01
60;2700;1,84;-128,78;0,2298;-9,9407;-0,2503;0,0444;0,002;0,0091;58,16;9456,84;0,01
60;2720;1,83;-128,42;0,2658;-10,0173;-0,1143;0,0452;-0,0008;0,0116;58,16;9515,0;0,01
60;2740;1,81;-127,91;0,1796;-9,9862;-0,1442;0,0462;0,0017;0,0096;58,18;9573,18;0,02
60;2760;1,8;-127,45;0,2634;-9,912;-0,1415;0,0436;0,0015;0,0107;58,19;9631,37;0,01
60;2780;1,8;-127,24;0,249;-10,0149;-0,1632;0,043;0,0016;0,0093;58,2;9689,57;0,01
60;2800;1,8;-126,74;0,2993;-9,9575;-0,2149;0,0446;0,0031;0,0124;58,21;9747,78;0,01
60;2820;1,79;-126,76;0,2586;-10,0748;-0,1687;0,0456;0,0015;0,0088;58,21;9805,99;-0,0
60;2840;1,8;-126,93;0,2538;-9,9671;-0,3319;0,0457;-0,0005;0,0087;58,21;9864,2;0,0
60;2860;1,8;-126,7;0,2777;-9,9479;-0,136;0,044;0,0016;0,0125;58,2;9922,39;-0,01
60;2880;1,8;-126,43;0,2442;-9,9647;-0,2149;0,0446;-0,0031;0,0125;58,2;9980,59;0,0
60;2900;1,8;-126,78;0,2682;-9,9934;-0,2829;0,0462;0,0017;0,0063;58,2;10038,79;0,0
60;2920;1,81;-127,12;0,2682;-10,0006;-0,3428;0,0472;-0,0013;0,0107;58,2;10096,99;-0,0
60;2940;1,81;-127,04;0,2969;-9,991;-0,2204;0,046;0,0;0,0117;58,19;10155,19;-0,01
60;2960;1,81;-127,07;0,2634;-9,9096;-0,1959;0,0456;0,0019;0,0101;58,19;10213,37;-0,01
60;2980;1,82;-126,99;0,2418;-9,9503;-0,1741;0,0465;0,0001;0,0113;58,18;10271,55;-0,01
60;3000;1,83;-126,92;0,2969;-9,991;-0,302;0,0453;0,0024;0,0113;58,18;10329,73;0,0
60;3020;1,83;-126,61;0,2873;-9,9934;-0,1959;0,0448;0,0003;0,0131;58,18;10387,91;-0,01
60;3040;1,82;-126,49;0,2634;-10,003;-0,2149;0,0445;0,004;0,0111;58,18;10446,08;0,0
60;3060;1,83;-126,73;0,2298;-10,0221;-0,2938;0,0458;0,002;0,0076;58,18;10504,26;0,0
60;3080;1,82;-126,6;0,2394;-9,9551;-0,1741;0,0442;0,0005;0,0119;58,17;10562,43;-0,0
60;3100;1,82;-126,7;0,2251;-10,0126;-0,2149;0,0421;0,0008;0,0077;58,17;10620,61;0,0
60;3120;1,83;-126,67;0,2753;-9,9982;-0,2503;0,0466;-0,0003;0,0115;58,18;10678,78;0,0
60;3140;1,83;-126,9;0,261;-10,0149;-0,2911;0,044;0,0;0,0093;58,18;10736,96;-0,0
60;3160;1,81;-126,61;0,237;-10,0413;-0,0816;0,0458;0,0041;0,0117;58,18;10795,14;0,0
60;3180;1,82;-126,95;0,1939;-9,9599;-0,2911;0,0437;-0,0001;0,0104;58,18;10853,32;0,01
60;3200;1,83;-127,21;0,2634;-10,0102;-0,3102;0,0436;0,0044;0,0107;58,18;10911,5;-0,0
60;3220;1,83;-127,05;0,2705;-10,0006;-0,2204;0,0488;-0,0015;0,0081;58,17;10969,67;-0,01
60;3240;1,83;-127,04;0,2179;-10,0197;-0,2122;0,0449;0,0039;0,0119;58,17;11027,84;-0,01
60;3260;1,84;-127,14;0,2825;-9,9958;-0,2884;0,0476;0,0017;0,0121;58,17;11086,01;0,0
60;3280;1,82;-127,01;0,2131;-10,0365;-0,1306;0,042;0,0015;0,0123;58,17;11144,17;-0,0
60;3300;1,82;-127,26;0,2682;-9,9958;-0,2557;0,0462;0,0044;0,0084;58,18;11202,36;0,01
60;3320;1,82;-127,46;0,2203;-9,9862;-0,2041;0,0444;0,0027;0,0123;58,18;11260,53;-0,0
60;3340;1,81;-127,58;0,2203;-9,979;-0,1632;0,0496;0,004;0,008;58,18;11318,72;0,01
60;3360;1,8;-127,33;0,2298;-9,9575;-0,185;0,0444;-0,0031;0,0088;58,19;11376,91;0,01
60;3380;1,82;-127,44;0,3256;-10,0006;-0,2095;0,0444;-0,0037;0,0116;58,19;11435,1;-0,0
60;3400;1,81;-127,41;0,2011;-10,0054;-0,2258;0,0489;0,0036;0,0105;58,19;11493,29;-0,0
60;3420;1,8;-127,24;0,2777;-10,0437;-0,1768;0,0445;0,0049;0,0099;58,19;11551,48;0,01
60;3440;1,82;-127,08;0,2705;-9,9671;-0,2639;0,0481;-0,0005;0,0143;58,19;11609,67;-0,01
60;3460;1,83;-126,97;0,237;-9,9407;-0,2857;0,0438;0,0047;0,0076;58,17;11667,85;-0,01
60;3480;1,83;-127,3;0,2682;-9,979;-0,3074;0,046;0,0021;0,0127;58,18;11726,03;0,0
60;3500;1,82;-127,28;0,249;-10,0197;-0,2394;0,0428;0,0041;0,0093;58,18;11784,2;-0,0
60;3520;1,82;-127,21;0,2538;-9,9934;-0,2122;0,0449;0,0056;0,0123;58,18;11842,38;0,0
60;3540;1,82;-127,41;0,2466;-9,9742;-0,2721;0,0454;0,0003;0,0099;58,19;11900,57;0,01
60;3560;1,82;-127,42;0,249;-9,9958;-0,3047;0,0486;0,0037;0,0088;58,19;11958,75;-0,0
60;3580;1,81;-127,31;0,2131;-9,9886;-0,234;0,0426;-0,0021;0,0096;58,18;12016,94;-0,0
60;3600;1,82;-127,74;0,2466;-10,0197;-0,2394;0,0452;0,0007;0,012;58,19;12075,12;0,0
60;3620;1,84;-127,88;0,2993;-10,003;-0,2938;0,0444;0,0023;0,0117;58,17;12133,29;-0,01
60;3640;1,84;-128,13;0,2274;-10,0197;-0,2258;0,0438;0,0017;0,0105;58,16;12191,45;-0,01
60;3660;1,85;-128,39;0,2873;-10,0293;-0,3183;0,0437;0,0032;0,0105;58,16;12249,61;0,0
60;3680;1,85;-128,54;0,1867;-9,9862;-0,2258;0,0461;-0,0011;0,0112;58,15;12307,76;-0,01
60;3700;1,85;-128,84;0,2083;-10,0556;-0,2966;0,0422;0,0067;0,0079;58,15;12365,91;0,0
60;3720;1,85;-128,63;0,2825;-9,979;-0,2421;0,0458;0,0029;0,0095;58,15;12424,07;0,0
60;3740;1,85;-128,44;0,2418;-9,9647;-0,1632;0,0462;0,0043;0,0135;58,15;12482,21;-0,0
60;3760;1,85;-128,4;0,249;-10,0149;-0,1605;0,0484;0,0001;0,0108;58,15;12540,37;0,0
60;3780;1,85;-128,42;0,2418;-9,979;-0,2313;0,0453;0,0007;0,0127;58,15;12598,52;0,0
60;3800;1,85;-128,87;0,2107;-9,9718;-0,3047;0,0441;0,0;0,0108;58,16;12656,68;0,0
60;3820;1,85;-129,0;0,249;-10,0317;-0,2231;0,0484;0,0012;0,0108;58,15;12714,83;-0,0
60;3840;1,85;-129,38;0,2251;-9,9814;-0,321;0,0442;0,0028;0,0083;58,15;12772,98;0,0
60;3860;1,86;-129,29;0,2729;-9,9814;-0,3183;0,0437;0,0004;0,0119;58,15;12831,13;-0,0
60;3880;1,86;-129,79;0,1987;-10,0078;-0,3537;0,0458;0,0016;0,0113;58,15;12889,28;-0,0
60;3900;1,85;-129,34;0,2658;-10,0173;-0,1932;0,0426;-0,0005;0,0116;58,15;12947,43;-0,0
60;3920;1,85;-129,16;0,3208;-9,9695;-0,1524;0,0453;0,0007;0,0116;58,15;13005,58;0,01
60;3940;1,86;-129,45;0,2825;-9,9527;-0,3346;0,0476;-0,002;0,0096;58,15;13063,73;-0,0
60;3960;1,86;-129,74;0,158;-10,0485;-0,1823;0,0448;-0,0024;0,0112;58,13;13121,86;-0,02
60;3980;1,85;-129,58;0,2179;-9,9862;-0,2177;0,0428;-0,0023;0,0096;58,14;13180,01;0,01
60;4000;1,85;-129,41;0,2514;-9,9407;-0,1578;0,046;0,0036;0,0099;58,14;13238,15;0,0
60;4020;1,86;-129,45;0,2658;-9,991;-0,2639;0,0476;0,0017;0,0127;58,14;13296,29;0,0
60;4040;1,86;-129,42;0,2466;-10,0317;-0,185;0,0452;0,0023;0,0109;58,14;13354,43;-0,01
60;4060;1,87;-129,53;0,2825;-10,0054;-0,3319;0,044;0,0031;0,0116;58,14;13412,57;0,0
60;4080;1,87;-129,28;0,249;-9,9982;-0,1687;0,0434;0,0027;0,0087;58,12;13470,69;-0,02
60;4100;1,86;-129,16;0,2466;-9,9383;-0,1442;0,0433;-0,0013;0,0075;58,13;13528,82;0,01
60;4120;1,86;-129,43;0,2298;-9,9479;-0,2802;0,0466;0,0015;0,0113;58,14;13586,96;0,01
60;4140;1,86;-129,42;0,2251;-10,0245;-0,2068;0,0448;0,0021;0,0115;58,14;13645,1;0,0
60;4160;1,85;-129,24;0,261;-9,9814;-0,1741;0,0477;0,0009;0,0119;58,15;13703,25;0,01
60;4180;1,85;-128,71;0,2873;-9,9814;-0,1115;0,0472;0,0008;0,0115;58,15;13761,4;0,0
60;4200;1,85;-128,34;0,2634;-9,9886;-0,1252;0,0418;0,004;0,0125;58,15;13819,55;-0,01
60;4220;1,85;-128,5;0,1939;-9,9599;-0,2721;0,0446;0,0015;0,0113;58,15;13877,7;0,01
60;4240;1,84;-128,08;0,2586;-9,9455;-0,1714;0,0444;0,0045;0,0088;58,16;13935,86;0,01
60;4260;1,84;-128,17;0,2538;-9,9862;-0,2476;0,0441;0,0011;0,0091;58,16;13994,02;0,0
60;4280;1,85;-128,39;0,2418;-10,0054;-0,3047;0,0457;-0,0005;0,0113;58,16;14052,18;-0,01
60;4300;1,85;-128,27;0,2825;-10,0149;-0,2394;0,0438;0,002;0,0105;58,15;14110,32;-0,01
60;4320;1,86;-128,13;0,3065;-9,9671;-0,2476;0,0454;0,0027;0,0077;58,15;14168,47;0,0
60;4340;1,86;-128,6;0,2346;-10,0413;-0,2829;0,0449;0,0032;0,0125;58,14;14226,61;-0,01
60;4360;1,85;-128,05;0,2777;-9,9599;-0,0762;0,0432;0,0028;0,0115;58,14;14284,75;0,0
60;4380;1,84;-127,49;0,2825;-9,9838;-0,1034;0,0452;0,004;0,0109;58,15;14342,91;0,01
60;4400;1,85;-127,69;0,2586;-9,9671;-0,2612;0,044;0,0009;0,0101;58,16;14401,06;0,0
60;4420;1,85;-127,64;0,2586;-10,0413;-0,2693;0,0454;0,0024;0,0088;58,15;14459,21;-0,0
60;4440;1,85;-127,7;0,2227;-10,0724;-0,2449;0,0426;0,0015;0,0117;58,15;14517,37;-0,0
60;4460;1,84;-127,73;0,2346;-9,9958;-0,2149;0,0446;0,0033;0,0105;58,15;14575,52;0,0
60;4480;1,85;-127,73;0,249;-9,9455;-0,1605;0,0429;0,0027;0,0107;58,15;14633,67;-0,01
60;4500;1,85;-127,72;0,2753;-10,0293;-0,2285;0,043;0,0027;0,0089;58,15;14691,82;0,01
60;4520;1,84;-128,0;0,2011;-9,9862;-0,2476;0,0434;0,0031;0,0131;58,16;14749,97;0,0
60;4540;1,84;-128,07;0,2155;-9,9623;-0,2068;0,0464;0,0039;0,0125;58,16;14808,13;0,0
60;4560;1,83;-128,09;0,2274;-9,9886;-0,2231;0,0462;0,0015;0,01;58,16;14866,3;0,0
60;4580;1,82;-127,86;0,1748;-10,0006;-0,1143;0,0452;-0,0009;0,0108;58,16;14924,46;0,0
60;4600;1,83;-127,81;0,3089;-9,9599;-0,3156;0,0461;0,0008;0,0111;58,18;14982,65;0,02
60;4620;1,83;-127,94;0,2394;-9,9599;-0,2258;0,044;-0,0008;0,0109;58,17;15040,82;-0,01
