Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
40;6,47;-143,09;680;-16560;-628;-321;-3;81
40;6,19;-142,77;620;-16732;-696;-337;-20;83
40;6,02;-142,63;700;-16716;-584;-330;-47;63
40;5,78;-142,47;620;-16640;-640;-330;-34;82
40;5,63;-142,28;728;-16596;-668;-316;-41;79
40;7,23;-142,97;13111;14592;-31784;13867;-2772;-6712
40;6,94;-142,47;668;-16704;-640;-311;-47;103
40;6,74;-142,06;628;-16700;-516;-322;-23;78
40;6,49;-141,63;628;-16624;-628;-341;-26;71
40;6,32;-141,64;592;-16684;-640;-316;-18;85
40;6,08;-141,53;568;-16572;-604;-331;-34;68
40;5,95;-141,44;792;-16636;-848;-319;-36;75
40;5,76;-141,45;616;-16624;-688;-324;-4;54
40;5,62;-141,01;752;-16672;-576;-329;-26;83
40;5,44;-140,76;704;-16628;-636;-323;-29;76
40;5,33;-140,6;732;-16632;-720;-323;-12;87
40;5,18;-140,24;732;-16632;-720;0;0;87
40;5,03;-140,2;676;-16580;-720;-336;-17;81
40;4,93;-140,23;640;-16656;-716;-325;-16;91
40;4,79;-139,94;708;-16684;-668;-329;-31;87
40;4,68;-139,76;664;-16560;-660;-333;-51;82
40;4,56;-139,77;620;-16536;-744;-352;-27;74
40;4,47;-139,55;612;-16540;-644;-327;-51;75
40;4,36;-139,34;692;-16600;-668;-311;-48;93
40;4,28;-139,46;552;-16632;-768;-327;-17;70
40;4,18;-139,41;648;-16660;-724;-321;-51;82
40;4,11;-139,36;592;-16620;-624;-325;-53;87
40;5,52;-136,23;-24149;-15890;28011;592;-16620;-624
40;5,35;-136,33;636;-16564;-724;-323;-24;90
40;5,25;-136,57;588;-16648;-680;-340;-47;86
40;5,09;-136,75;684;-16544;-660;-328;-43;81
40;4,99;-136,8;632;-16564;-712;-321;-41;93
40;4,88;-136,77;704;-16664;-632;-320;-36;78
40;4,79;-136,84;664;-16604;-784;-335;-52;83
40;4,67;-136,9;608;-16580;-692;-334;-38;66
40;4,58;-136,86;636;-16720;-696;-336;-51;73
40;6,21;-135,42;14616;-8189;31003;636;-16720;-696
40;6,02;-135,37;640;-16564;-636;-312;-5;94
40;5,91;-135,66;636;-16684;-812;-326;-20;92
40;5,73;-136,04;612;-16616;-704;-350;-40;85
40;5,61;-136,2;616;-16716;-812;-310;-6;80
40;5,45;-136,18;572;-16720;-704;-326;-3;104
40;5,35;-136,03;732;-16584;-672;-334;-32;81
40;5,2;-136,22;616;-16680;-796;-312;-3;61
40;5,12;-136,43;648;-16648;-808;-326;-29;74
40;4,99;-136,4;560;-16648;-752;-313;6;79
40;4,9;-136,58;588;-16580;-740;-316;-23;67
40;4,79;-136,65;760;-16700;-756;-335;-41;63
40;4,71;-136,78;648;-16576;-700;-342;-37;68
40;4,59;-136,81;628;-16596;-732;-345;-32;80
40;4,52;-136,88;656;-16648;-708;-340;-15;83
40;4,41;-137,01;580;-16644;-628;-310;-28;78
40;4,33;-137,04;592;-16652;-660;-317;-17;71
40;6,37;-135,43;4855;2041;22305;592;-16652;-660
40;6,19;-135,55;736;-16652;-712;-334;-16;107
40;6,07;-135,64;600;-16656;-648;-322;-17;73
40;5,9;-135,83;608;-16704;-740;-328;-27;80
40;5,78;-135,68;664;-16676;-692;-322;-19;71
40;5,63;-135,65;752;-16648;-708;-321;-38;83
40;5,53;-135,55;656;-16704;-636;-318;-39;102
40;5,38;-135,53;744;-16672;-800;-310;-22;89
40;5,28;-135,56;620;-16660;-628;-346;-14;62
40;6,38;-135,71;31196;-20236;3826;620;-16660;-628
40;6,2;-135,49;688;-16696;-592;-332;11;75
40;6,08;-135,63;744;-16576;-716;-314;-17;92
40;5,92;-135,81;664;-16568;-720;-326;-22;100
40;5,8;-135,95;600;-16632;-664;-328;-38;102
40;5,65;-136,36;620;-16584;-816;-328;-3;93
40;5,56;-136,35;668;-16616;-828;-329;-19;82
40;5,42;-136,19;652;-16636;-644;-326;-41;85
40;5,32;-136,26;640;-16796;-796;-333;-9;74
40;5,19;-136,26;572;-16628;-752;-305;-24;95
40;5,11;-136,4;656;-16500;-684;-328;-37;75
40;4,99;-136,45;680;-16572;-828;-312;-7;86
40;4,9;-136,26;664;-16692;-608;-323;-24;89
40;4,77;-136,32;604;-16612;-744;-323;-39;91
40;4,69;-136,61;608;-16636;-704;-316;-16;86
40;4,57;-136,53;660;-16704;-572;-315;-25;82
40;4,5;-136,52;652;-16536;-656;-313;-35;64
40;6,47;153,36;-16430;1780;-32752;652;-16536;-656
40;6,27;-138,91;608;-16636;-552;-328;-34;74
40;6,15;-138,63;688;-16696;-764;-321;-32;75
40;5,98;-138,56;708;-16580;-924;-328;-25;90
40;5,87;-138,46;668;-16604;-740;-325;1;77
40;5,7;-138,56;580;-16652;-632;-341;-52;90
40;5,58;-138,25;704;-16588;-648;-324;-38;101
40;5,41;-137,78;600;-16580;-524;-320;-31;84
40;5,31;-137,5;636;-16720;-564;-331;-13;80
40;5,17;-137,27;628;-16560;-736;-329;-20;98
40;5,07;-137,12;604;-16704;-644;-328;-22;88
40;7,26;-138,2;32634;8941;-20701;604;-16704;-644
40;7,03;-138,05;580;-16652;-688;-349;-5;113
40;6,89;-137,95;640;-16680;-728;-322;-46;95
40;6,67;-138,16;616;-16576;-772;-330;-2;92
40;6,54;-138,13;652;-16592;-724;-305;-26;92
40;6,34;-137,93;628;-16720;-680;-320;-46;68
40;6,22;-137,88;652;-16544;-740;-321;-23;70
40;6,03;-137,8;584;-16560;-648;-328;-56;71
40;5,92;-137,45;784;-16648;-640;-328;-22;72
40;5,75;-137,24;640;-16612;-648;-322;-33;86
40;5,64;-137,36;628;-16560;-796;-340;-12;88
40;7,95;-134,48;-29673;14310;29483;628;-16560;-796
40;7,68;-134,82;636;-16672;-644;-330;-13;78
40;7,54;-134,95;752;-16544;-908;-340;-17;90
40;7,28;-134,87;612;-16588;-604;-329;-46;93
40;7,11;-134,64;648;-16592;-532;-336;-45;82
40;6,86;-134,96;552;-16664;-652;-331;-39;104
40;6,72;-134,8;716;-16660;-736;-331;-20;75
40;6,5;-134,94;608;-16660;-672;-340;-39;78
40;6,37;-134,9;724;-16668;-716;-330;-28;85
40;9,34;-136,17;11078;18225;-11556;724;-16668;-716
40;8,98;-136,09;648;-16584;-684;-342;-6;94
40;8,77;-135,76;652;-16628;-660;-325;-47;78
40;8,44;-135,66;652;-16660;-740;-315;-23;84
40;8,25;-135,54;620;-16644;-656;-305;-11;93
40;7,95;-135,64;644;-16704;-760;-326;-36;82
40;7,77;-135,37;692;-16612;-700;-324;-23;104
40;7,51;-135,39;712;-16628;-620;-316;-4;77
40;7,36;-135,4;684;-16644;-708;-317;-30;90
40;7,09;-135,31;660;-16688;-528;-324;-50;66
40;6,94;-135,18;684;-16644;-700;-320;-48;74
40;6,71;-135,3;640;-16756;-792;-309;-51;75
40;6,57;-135,3;644;-16612;-816;-321;-27;86
40;8,97;-134,16;20439;17183;31465;644;-16612;-816
40;8,63;-134,3;652;-16560;-804;-321;1;94
40;8,44;-134,27;628;-16560;-740;-317;-42;69
40;8,13;-134,38;684;-16476;-676;-318;-11;83
40;7,94;-134,35;684;-16620;-628;-314;-26;80
40;7,66;-134,47;744;-16672;-752;-327;-42;87
40;7,48;-134,54;676;-16588;-736;-336;-13;80
40;7,23;-134,74;636;-16600;-840;-315;-18;71
40;7,06;-134,69;588;-16572;-724;-316;-12;104
40;6,81;-134,09;764;-16656;-616;-324;-36;80
40;6,65;-134,17;548;-16580;-760;-336;-38;69
40;9,09;-131,21;-32526;20427;25797;548;-16580;-760
40;8,75;-131,64;556;-16628;-676;-314;-38;66
40;8,54;-131,68;648;-16704;-620;-341;-13;76
40;8,21;-131,93;616;-16632;-800;-321;-48;92
40;8,02;-132,13;640;-16520;-804;-323;-21;63
40;7,72;-132,44;600;-16628;-740;-330;-37;68
40;7,56;-132,62;648;-16756;-776;-331;-28;75
40;7,28;-132,74;628;-16624;-728;-326;-16;82
40;7,1;-132,78;636;-16724;-644;-328;-35;87
40;8,18;-132,01;13112;14080;-25996;16692;13936;-11112
40;7,9;-132,5;596;-16656;-676;-332;-5;89
40;7,74;-132,82;556;-16640;-864;-310;-16;84
40;7,49;-133,11;620;-16656;-660;-336;-49;79
40;7,34;-133,31;600;-16576;-732;-327;3;60
40;7,12;-133,67;636;-16620;-888;-332;-13;83
40;6,98;-133,75;708;-16616;-752;-331;-53;79
40;6,78;-133,89;676;-16540;-636;-321;-56;93
40;6,64;-133,84;696;-16560;-744;-313;-28;85
40;6,43;-133,75;676;-16596;-540;-320;-10;70
40;6,29;-133,64;732;-16636;-696;-332;-37;97
40;8,69;-131,77;-3853;14885;32692;732;-16636;-696
40;8,38;-132,07;620;-16656;-712;-326;-13;73
40;8,19;-132,0;712;-16632;-684;-330;-34;66
40;7,9;-132,26;648;-16664;-756;-329;-54;103
40;7,72;-132,56;488;-16680;-736;-341;-59;81
40;7,46;-132,63;684;-16668;-532;-331;-23;91
40;7,31;-132,72;644;-16516;-736;-322;-14;70
40;7,08;-133,05;652;-16620;-832;-317;-24;80
40;6,95;-133,34;664;-16572;-856;-340;-45;76
40;10,55;-135,69;761;30692;-7510;664;-16572;-856
40;10,13;-135,82;588;-16664;-624;-330;-23;59
40;9,89;-135,69;616;-16620;-692;-320;-10;96
40;9,5;-135,28;676;-16588;-548;-314;-16;65
40;9,28;-135,34;664;-16692;-700;-323;-34;96
40;8,92;-135,35;616;-16636;-624;-331;-16;81
40;8,72;-135,38;704;-16692;-656;-328;-21;67
40;8,4;-135,5;620;-16632;-716;-333;-33;79
40;8,2;-135,32;664;-16580;-640;-330;-19;95
40;10,13;-134,75;32571;4776;24042;664;-16580;-640
40;9,74;-134,98;676;-16580;-804;-312;-37;88
40;9,51;-135,06;580;-16488;-736;-328;-37;85
40;9,16;-135,18;696;-16580;-840;-322;-31;73
40;8,95;-135,25;636;-16584;-776;-325;-18;90
40;8,61;-135,51;696;-16636;-688;-331;-28;73
40;8,42;-135,54;744;-16732;-692;-331;-46;90
40;8,11;-135,64;684;-16608;-704;-344;-35;87
40;7,91;-135,58;588;-16580;-516;-339;-22;76
40;8,61;-137,54;6043;-28366;-27150;588;-16580;-516
40;8,28;-137,36;704;-16640;-616;-323;-49;93
40;8,08;-137,29;532;-16632;-632;-328;-23;73
40;7,77;-137,19;628;-16548;-652;-307;-17;83
40;7,59;-137,05;696;-16660;-636;-350;-50;90
40;7,32;-137,08;696;-16644;-856;-308;-31;93
40;7,14;-136,92;660;-16648;-648;-334;-17;77
40;6,9;-136,99;612;-16624;-760;-316;-50;74
40;6,75;-137,13;600;-16584;-804;-336;-27;78
40;9,48;-135,5;926;2661;3108;600;-16584;-804
40;9,11;-135,34;684;-16624;-712;-330;-30;59
40;8,88;-135,28;680;-16700;-688;-350;-46;79
40;8,54;-135,38;736;-16644;-720;-332;-28;82
40;8,31;-135,4;612;-16604;-672;-325;-13;107
40;7,98;-135,38;560;-16616;-620;-325;-12;71
40;7,8;-135,43;704;-16756;-768;-321;-17;79
40;7,51;-135,67;592;-16600;-804;-325;-28;83
40;7,32;-135,62;684;-16644;-692;-320;-43;78
40;9,65;120,66;-22477;11279;-13325;684;-16644;-692
40;9,26;-139,29;624;-16684;-680;-334;-53;62
40;9,03;-139,26;572;-16704;-848;-320;1;78
40;8,68;-138,67;724;-16620;-776;-328;-9;83
40;8,46;-138,49;676;-16636;-656;-317;-42;88
40;8,14;-138,39;556;-16632;-744;-325;-14;81
40;7,94;-138,12;716;-16628;-684;-323;-25;92
40;7,63;-138,0;596;-16552;-672;-330;-10;83
40;7,45;-138,13;572;-16692;-756;-317;-22;79
40;7,18;-138,0;620;-16564;-832;-338;-57;74
40;7,0;-137,83;572;-16532;-696;-319;-32;71
40;6,75;-137,91;592;-16660;-796;-311;-32;83
40;6,58;-137,56;648;-16636;-656;-341;-24;82
40;6,72;-139,7;450;-24160;-8399;648;-16636;-656
40;6,48;-139,6;676;-16608;-712;-314;-21;91
40;6,32;-139,52;604;-16676;-724;-340;-25;78
40;6,1;-139,34;704;-16528;-528;-317;-46;73
40;5,97;-139,18;680;-16692;-776;-322;-44;59
40;5,79;-139,19;624;-16520;-816;-332;-6;91
40;5,67;-138,97;744;-16588;-716;-343;-49;85
40;5,49;-138,71;620;-16668;-740;-326;-14;79
40;5,37;-138,45;768;-16640;-684;-322;-35;83
40;5,21;-138,3;704;-16616;-640;-332;-21;75
40;5,11;-138,13;676;-16536;-724;-326;-12;87
40;6,75;-137,23;13112;14080;-28074;10205;15554;12100
40;6,54;-137,36;656;-16560;-804;-324;-17;76
40;6,41;-137,33;684;-16640;-760;-326;-47;79
40;6,18;-136,85;656;-16680;-592;-315;-42;81
40;6,07;-136,93;684;-16652;-728;-321;-27;90
40;5,89;-136,93;696;-16592;-752;-319;-26;74
40;5,77;-136,91;648;-16668;-680;-331;-33;71
40;7,02;-133,52;-24130;-12142;10525;648;-16668;-680
40;6,79;-133,72;716;-16620;-600;-320;-24;81
40;6,64;-133,75;620;-16608;-784;-324;-20;98
40;6,43;-133,7;688;-16632;-612;-335;-6;97
40;6,3;-133,56;676;-16564;-620;-315;-28;80
40;6,1;-133,57;652;-16608;-728;-329;-17;78
40;5,96;-133,56;620;-16612;-712;-332;-22;102
40;5,78;-133,41;792;-16732;-652;-304;-35;93
40;5,67;-133,45;652;-16652;-748;-319;-1;93
40;5,51;-133,41;652;-16560;-716;-326;-35;79
40;5,4;-133,48;564;-16648;-700;-329;-21;83
40;5,25;-133,72;632;-16656;-708;-328;-54;72
40;5,15;-134,04;560;-16576;-776;-327;-28;68
40;6,09;-132,05;-3209;-13057;15297;560;-16576;-776
40;5,91;-132,3;616;-16648;-652;-332;-19;77
40;5,78;-132,27;588;-16696;-656;-346;-30;81
40;5,62;-132,49;636;-16532;-728;-337;-17;100
40;5,51;-132,7;608;-16684;-732;-321;-34;82
40;5,34;-132,77;676;-16608;-648;-315;-55;88
40;5,24;-132,78;660;-16644;-656;-326;-18;87
40;5,1;-132,97;588;-16628;-688;-337;-62;95
40;5,01;-133,0;716;-16568;-684;-319;-22;86
40;6,99;-133,38;28962;2479;-3937;716;-16568;-684
40;6,76;-133,34;684;-16604;-652;-352;-20;91
40;6,61;-133,37;584;-16644;-664;-326;-29;76
40;6,39;-133,53;592;-16628;-564;-312;-38;75
40;6,27;-133,8;728;-16640;-852;-341;-4;62
40;6,09;-133,98;588;-16596;-768;-314;-28;78
40;5,98;-134,22;600;-16620;-764;-312;-24;87
40;5,8;-134,32;620;-16528;-664;-316;-40;82
40;5,67;-134,27;572;-16620;-712;-326;-59;59
40;5,51;-134,15;692;-16616;-756;-298;-23;83
40;5,41;-134,15;680;-16648;-744;-334;-19;78
40;5,29;-134,19;680;-16648;-744;0;0;78
40;5,14;-134,26;540;-16632;-620;-310;-39;83
40;5,04;-134,28;684;-16656;-752;-318;-27;85
40;4,92;-134,44;616;-16592;-832;-336;-38;55
40;4,83;-134,37;712;-16664;-672;-330;-47;83
40;4,7;-134,28;660;-16636;-620;-332;-34;96
40;4,62;-134,37;592;-16656;-624;-335;-32;81
40;4,52;-134,4;724;-16668;-680;-319;-34;91
40;4,45;-134,28;680;-16648;-700;-320;-33;85
40;4,36;-134,07;716;-16736;-712;-328;-54;92
40;4,28;-134,22;596;-16724;-648;-315;-12;80
40;7,2;-134,64;32127;30538;-1338;596;-16724;-648
40;6,95;-134,83;560;-16572;-604;-332;-12;75
40;6,82;-134,71;712;-16608;-720;-325;-6;84
40;6,59;-134,69;612;-16664;-768;-331;-51;86
40;6,46;-134,68;668;-16500;-656;-324;-29;96
40;6,27;-134,81;740;-16652;-784;-348;-31;81
40;6,15;-134,89;624;-16684;-776;-310;-49;62
40;5,98;-135,29;712;-16532;-796;-326;-26;84
40;5,85;-135,44;528;-16560;-688;-330;1;70
40;5,68;-135,37;596;-16636;-684;-322;-38;82
40;5,57;-135,42;648;-16600;-716;-325;-44;53
40;5,43;-135,55;616;-16660;-696;-328;-33;86
40;5,32;-135,65;636;-16548;-672;-342;-44;72
40;8,25;143,61;-16232;27352;-22028;636;-16548;-672
40;7,97;-143,29;684;-16680;-676;-318;-3;67
40;7,8;-143,09;596;-16644;-804;-335;-55;85
40;7,53;-142,53;716;-16604;-632;-312;-43;89
40;7,36;-142,02;708;-16612;-560;-333;-39;84
40;7,12;-141,57;648;-16632;-712;-320;-37;62
40;6,97;-141,25;700;-16668;-748;-328;-35;79
40;6,75;-141,12;608;-16724;-808;-328;-25;82
40;6,62;-140,85;676;-16592;-820;-327;-4;77
40;6,41;-140,48;620;-16752;-532;-327;-36;95
40;6,27;-140,0;632;-16660;-548;-317;-39;88
40;6,07;-139,91;560;-16624;-768;-334;-18;84
40;5,95;-139,61;684;-16620;-636;-338;-30;92
40;8,37;144,67;-20606;16819;-29069;684;-16620;-636
40;8,08;-143,72;708;-16720;-736;-320;-11;64
40;7,89;-143,08;664;-16636;-572;-335;-16;66
40;7,62;-142,74;684;-16660;-904;-333;-24;86
40;7,43;-142,21;600;-16608;-548;-325;-15;78
40;7,18;-141,69;736;-16548;-748;-327;-31;87
40;7,03;-141,48;640;-16720;-900;-343;-33;79
40;6,81;-141,02;728;-16748;-764;-336;-28;74
40;6,66;-140,68;664;-16648;-588;-322;-16;86
40;8,16;164,26;-5584;-4713;-19819;664;-16648;-588
40;7,87;-132,96;652;-16712;-612;-327;-3;94
40;7,69;-133,13;556;-16564;-748;-330;-30;91
40;7,41;-133,17;580;-16672;-668;-333;-42;96
40;7,26;-133,26;708;-16576;-784;-322;-18;80
40;7,0;-133,12;620;-16592;-608;-319;-38;87
40;6,85;-132,99;728;-16604;-740;-319;-24;86
40;6,64;-133,38;648;-16704;-760;-319;-35;93
40;6,51;-133,47;716;-16596;-836;-311;-6;85
40;6,31;-133,67;640;-16628;-716;-323;-31;78
40;6,18;-133,83;712;-16552;-836;-321;-28;62
40;6,0;-134,06;576;-16620;-724;-329;-40;83
40;5,88;-134,24;624;-16632;-736;-327;-25;85
40;8,15;135,3;-29946;13977;-30265;624;-16632;-736
40;7,86;-144,13;676;-16716;-464;-320;-33;80
40;7,68;-143,77;680;-16708;-848;-337;-43;91
40;7,41;-142,93;680;-16656;-808;-328;4;68
40;7,24;-142,44;632;-16560;-704;-338;-37;94
40;7,0;-141,83;696;-16692;-716;-328;-24;96
40;6,83;-141,58;568;-16624;-680;-316;-37;73
40;6,62;-141,11;656;-16692;-632;-321;-57;75
40;6,47;-140,87;644;-16724;-804;-313;-34;70
40;6,26;-140,61;644;-16660;-744;-330;-22;66
40;6,13;-140,15;684;-16640;-740;-312;-34;80
40;7,61;-138,52;13112;12288;-18711;13006;17862;-10620
40;7,35;-138,32;540;-16660;-808;-334;-57;93
40;7,2;-138,0;656;-16660;-672;-331;-47;90
40;6,98;-137,91;684;-16648;-636;-330;8;89
40;6,85;-137,76;628;-16596;-760;-324;-41;89
40;6,63;-137,43;688;-16584;-732;-334;-24;96
40;6,49;-137,32;548;-16540;-612;-334;-39;72
40;6,29;-137,38;584;-16696;-660;-321;-29;82
40;6,17;-137,21;600;-16684;-724;-328;-24;90
40;7,72;144,94;-18116;-7257;-25818;600;-16684;-724
40;7,47;-137,84;664;-16600;-720;-311;-45;75
40;7,3;-137,44;676;-16620;-584;-321;-32;93
40;7,06;-137,28;648;-16608;-712;-327;-8;80
40;6,91;-137,12;628;-16696;-752;-323;-32;82
40;6,68;-136,65;696;-16652;-672;-333;-16;90
40;6,56;-136,43;704;-16684;-652;-312;-49;74
40;6,36;-136,0;656;-16600;-664;-318;-20;90
40;6,23;-135,99;636;-16564;-668;-320;-31;101
40;6,05;-136,0;620;-16576;-668;-325;-18;90
40;5,93;-135,65;716;-16548;-720;-350;-33;75
40;8,44;135,73;-18481;14348;-18956;716;-16548;-720
40;8,14;-134,16;616;-16624;-736;-316;-20;115
40;7,97;-134,25;640;-16592;-704;-344;-12;76
40;7,69;-134,49;540;-16704;-716;-322;-43;71
40;7,52;-134,49;668;-16712;-692;-320;-16;79
40;7,25;-134,15;644;-16612;-584;-322;-39;65
40;7,08;-134,26;556;-16668;-612;-341;-43;88
40;6,85;-134,46;616;-16572;-832;-336;-27;62
40;6,72;-134,26;728;-16648;-688;-340;-17;76
40;7,51;-132,08;-2796;-20234;21192;728;-16648;-688
40;7,27;-132,35;620;-16608;-860;-321;-36;96
40;7,1;-132,34;612;-16600;-660;-321;-20;80
40;6,86;-132,42;716;-16588;-836;-331;-40;67
40;6,72;-132,57;692;-16632;-752;-319;-21;78
40;6,51;-132,78;696;-16592;-640;-330;-22;76
40;6,38;-132,92;628;-16588;-740;-318;-51;96
40;6,18;-132,68;696;-16572;-580;-317;-53;89
40;6,05;-132,66;772;-16608;-580;-329;-43;91
40;9,08;-132,78;16999;21261;1173;772;-16608;-580
40;8,75;-132,78;664;-16620;-736;-325;-34;81
40;8,55;-133,01;636;-16676;-792;-333;-30;77
40;8,25;-132,98;680;-16668;-648;-338;-37;88
40;8,06;-132,98;672;-16616;-652;-316;-48;88
40;7,77;-133,08;664;-16740;-680;-333;-29;72
40;7,61;-133,3;620;-16576;-720;-328;-23;79
40;7,35;-133,27;788;-16700;-676;-332;-28;66
40;7,19;-133,28;588;-16648;-712;-349;-22;79
40;8,42;139,34;-5352;-3642;-6232;588;-16648;-712
40;8,11;-134,98;584;-16684;-548;-329;-22;82
40;7,92;-134,94;724;-16640;-656;-326;-33;80
40;7,64;-135,0;636;-16724;-788;-329;-53;66
40;7,46;-134,87;652;-16596;-692;-325;-22;76
40;7,19;-134,75;584;-16560;-604;-324;-15;90
40;7,04;-134,77;716;-16656;-864;-336;-27;78
40;6,8;-135,07;580;-16524;-780;-332;-47;80
40;6,65;-135,02;656;-16604;-744;-338;-21;70
40;8,47;-136,76;17096;80;-29728;656;-16604;-744
40;8,15;-136,65;668;-16700;-624;-342;-12;83
40;7,96;-136,64;588;-16576;-868;-324;-29;86
40;7,7;-136,63;764;-16604;-856;-326;-54;76
40;7,53;-136,7;648;-16616;-832;-317;-34;75
40;7,27;-136,48;732;-16708;-740;-346;-32;96
40;7,09;-136,37;536;-16604;-680;-326;-19;69
40;6,84;-136,42;676;-16528;-724;-326;-24;89
40;6,7;-136,63;576;-16568;-772;-324;-20;74
40;11,56;-132,14;13111;13312;23832;-29128;22723;7188
40;11,03;-132,5;572;-16596;-664;-337;-44;80
40;10,72;-132,45;704;-16596;-744;-323;-44;86
40;10,22;-132,69;548;-16612;-656;-332;-7;71
40;9,92;-132,78;632;-16584;-712;-328;-37;66
40;9,49;-132,8;752;-16692;-628;-327;-59;86
40;9,23;-133,12;604;-16588;-856;-341;-31;83
40;11,09;-135,27;1596;2075;-16221;604;-16588;-856
40;10,6;-135,3;732;-16580;-656;-341;-56;101
40;10,3;-135,29;636;-16596;-768;-331;-40;74
40;9,84;-135,16;692;-16656;-628;-329;-25;69
40;9,54;-135,2;600;-16692;-716;-321;-20;62
40;9,12;-135,23;616;-16660;-616;-333;7;83
40;8,85;-134,97;688;-16588;-568;-329;-35;68
40;8,45;-134,69;572;-16608;-680;-321;-43;72
40;8,2;-134,86;576;-16592;-676;-323;-9;72
40;7,85;-134,96;584;-16728;-688;-313;-34;85
40;7,63;-135,15;644;-16636;-792;-312;-13;93
40;7,29;-135,24;572;-16580;-688;-339;-16;74
40;7,08;-135,22;692;-16608;-628;-325;-24;87
40;9,15;-135,16;28598;6724;5863;692;-16608;-628
40;8,77;-135,22;612;-16548;-712;-319;-11;92
40;8,52;-135,31;624;-16608;-744;-328;-28;63
40;8,17;-135,33;716;-16576;-684;-334;-20;86
40;7,94;-135,67;488;-16676;-836;-341;-30;70
40;7,62;-135,75;660;-16672;-644;-323;-33;96
40;7,39;-135,47;736;-16664;-524;-326;-39;75
40;7,1;-135,27;736;-16576;-628;-319;-34;104
40;6,89;-135,32;544;-16544;-648;-319;-21;67
40;7,36;-134,71;15518;-28805;12266;544;-16544;-648
40;7,07;-134,77;616;-16652;-792;-323;-64;66
40;6,88;-134,84;608;-16648;-788;-332;-19;109
40;6,59;-134,77;656;-16576;-608;-321;-31;73
40;6,42;-134,79;660;-16596;-768;-338;-12;87
40;6,17;-134,69;656;-16648;-660;-329;-13;81
