Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
0;760;3,06;-130,79;0,4357;-9,9551;-0,3755;0,0472;0,0013;0,0055
0;780;3,07;-131,33;0,3879;-9,9503;-0,487;0,0449;0,0029;0,0059
0;800;3,05;-131,58;0,3496;-9,9359;-0,3918;0,0478;0,0032;0,0067
0;820;3,06;-132,13;0,3663;-9,9503;-0,4707;0,0466;-0,0003;0,0032
0;840;3,08;-132,25;0,419;-9,9431;-0,4516;0,0433;-0,0023;0,0069
0;860;3,07;-132,35;0,3831;-9,9671;-0,4108;0,0469;0,0019;0,0047
0;880;3,07;-132,23;0,4046;-9,9766;-0,3945;0,0476;-0,0013;0,0043
0;900;3,05;-131,69;0,3926;-9,9575;-0,3129;0,0484;0,004;0,0067
0;920;3,04;-131,42;0,4142;-10,0006;-0,37;0,0464;-0,0023;0,0053
0;940;3,04;-131,0;0,4262;-9,9647;-0,351;0,0492;0,0031;0,0063
0;960;3,05;-131,12;0,4094;-9,9862;-0,4353;0,0465;0,0043;0,0063
0;980;3,04;-131,15;0,3783;-9,9623;-0,3836;0,0457;0,0043;0,0069
0;1000;3,05;-130,83;0,4477;-9,9623;-0,3836;0,0462;-0,0012;0,0037
0;1020;3,04;-130,23;0,4214;-9,979;-0,3074;0,0464;0,0025;0,0069
0;1040;3,03;-129,61;0,4477;-10,0078;-0,3183;0,0473;0,0012;0,008
0;1060;3,03;-130,08;0,3496;-9,979;-0,4271;0,0485;-0,0005;0,0065
0;1080;3,04;-130,19;0,4094;-10,0006;-0,4244;0,048;0,0;0,0085
0;1100;3,03;-130,0;0,407;-9,9838;-0,3591;0,0465;0,0009;0,006
0;1120;3,04;-129,51;0,4621;-9,9623;-0,3455;0,0489;0,0003;0,0059
0;1140;3,05;-129,98;0,3855;-9,9096;-0,4761;0,0474;0,0012;0,0057
0;1160;3,05;-129,92;0,395;-10,0221;-0,3727;0,0489;-0,0007;0,006
0;1180;3,04;-130,04;0,3783;-9,9958;-0,3918;0,0476;0,0027;0,0043
0;1200;3,02;-129,95;0,3831;-9,9647;-0,3564;0,0461;0,0023;0,0065
0;1220;3,03;-130,52;0,3639;-9,9599;-0,4843;0,047;0,0003;0,0084
0;1240;3,04;-130,08;0,4501;-10,003;-0,3428;0,0476;0,0001;0,0051
0;1260;3,04;-130,1;0,4022;-9,9503;-0,3972;0,0465;0,0008;0,0055
0;1280;3,06;-130,43;0,4094;-9,991;-0,4816;0,0482;0,0013;0,0044
0;1300;3,05;-130,34;0,3903;-9,9958;-0,3646;0,0456;0,002;0,0068
0;1320;3,03;-130,55;0,3448;-9,9814;-0,3809;0,0484;0,0012;0,0064
0;1340;3,05;-130,97;0,3926;-9,9695;-0,4952;0,0456;0,0039;0,006
0;1360;3,06;-130,91;0,4429;-9,9599;-0,4244;0,0474;-0,002;0,0071
0;1380;3,07;-131,0;0,4214;-9,9982;-0,4407;0,0468;0,0009;0,0036
0;1400;3,06;-130,93;0,3783;-9,9072;-0,3618;0,0477;0,0004;0,0055
0;1420;3,05;-131,12;0,3615;-9,9335;-0,4027;0,0466;-0,0012;0,0068
0;1440;3,07;-131,44;0,4046;-9,9862;-0,4924;0,0457;0,0025;0,0043
0;1460;3,08;-131,84;0,3687;-9,9958;-0,4734;0,0474;0,0031;0,0057
0;1480;3,07;-131,97;0,3735;-9,9288;-0,4108;0,0472;0,0017;0,004
0;1500;3,06;-131,95;0,3783;-9,9216;-0,3809;0,0453;0,0008;0,0072
0;1520;3,07;-132,42;0,3687;-10,0078;-0,506;0,047;0,0016;0,0053
0;1540;3,07;-131,84;0,4381;-9,979;-0,3047;0,049;0,0027;0,0057
0;1560;3,06;-131,9;0,3663;-9,9551;-0,3863;0,0469;0,0016;0,0093
0;1580;3,04;-131,94;0,3591;-9,9551;-0,3755;0,0477;0,0029;0,0041
0;1600;3,05;-132,27;0,3783;-9,9551;-0,4761;0,0464;-0,0003;0,0065
0;1620;3,07;-132,04;0,4693;-10,0221;-0,4108;0,0456;0,0004;0,0032
0;1640;3,07;-131,89;0,4238;-9,979;-0,3918;0,0481;0,0015;0,0081
0;1660;3,07;-131,78;0,3998;-9,9766;-0,3755;0,0462;-0,0013;0,0056
0;1680;3,08;-131,8;0,4286;-9,9599;-0,438;0,0477;-0,0016;0,0045
0;1700;3,08;-131,89;0,3974;-9,9671;-0,4299;0,0462;0,0015;0,0076
0;1720;3,09;-132,07;0,3998;-9,9718;-0,4598;0,0466;-0,0008;0,0036
0;1740;3,08;-132,42;0,3376;-10,0293;-0,4407;0,046;0,0045;0,0077
0;1760;3,1;-132,39;0,4573;-9,9886;-0,4598;0,0469;-0,0003;0,0069
0;1780;3,12;-132,58;0,4286;-9,9671;-0,5033;0,0462;0,0001;0,0091
0;1800;3,12;-132,5;0,3998;-9,979;-0,3891;0,047;0,0009;0,0079
0;1820;3,12;-132,71;0,3711;-9,9671;-0,4435;0,0477;-0,0016;0,0063
0;1840;3,12;-132,54;0,4166;-9,9671;-0,3809;0,0485;0,0016;0,0057
0;1860;3,12;-132,71;0,3855;-9,991;-0,4516;0,047;0,0001;0,0036
0;1880;3,11;-132,6;0,3759;-9,9742;-0,3591;0,0458;-0,0001;0,0081
0;1900;3,12;-132,54;0,4573;-10,0126;-0,4516;0,0456;0,0028;0,0089
0;1920;3,11;-132,62;0,3639;-9,9838;-0,3972;0,0462;0,0011;0,0077
0;1940;3,12;-132,47;0,4334;-10,0102;-0,4027;0,0493;0,0003;0,0061
0;1960;3,11;-132,37;0,3855;-10,0149;-0,3673;0,0468;0,0032;0,006
0;1980;3,11;-132,49;0,3998;-9,9718;-0,4489;0,0477;-0,0015;0,0081
0;2000;3,13;-132,44;0,4501;-9,9766;-0,4489;0,0498;0,0021;0,0081
0;2020;3,13;-132,3;0,407;-9,9862;-0,3755;0,0482;-0,0021;0,0056
0;2040;3,13;-132,3;0,4094;-9,9551;-0,419;0,049;0,0016;0,0036
0;2060;3,13;-132,06;0,4214;-9,9335;-0,3591;0,045;0,0023;0,0053
0;2080;3,11;-132,18;0,3448;-10,0317;-0,3891;0,047;0,0044;0,0069
0;2100;3,11;-132,41;0,3567;-9,979;-0,4353;0,0481;0,0037;0,0065
0;2120;3,1;-132,5;0,3591;-9,9575;-0,3972;0,0465;0,0024;0,0047
0;2140;3,09;-132,63;0,3591;-10,003;-0,4108;0,0477;-0,0001;0,0061
0;2160;3,08;-132,32;0,407;-9,991;-0,3292;0,0462;-0,0008;0,0052
0;2180;3,07;-132,34;0,3711;-9,9647;-0,3863;0,0461;0,0029;0,0056
0;2200;3,06;-132,62;0,3352;-9,9623;-0,4299;0,049;0,0015;0,0055
0;2220;3,07;-132,5;0,4453;-10,0676;-0,419;0,0464;-0,0008;0,0076
0;2240;3,07;-132,35;0,419;-10,0149;-0,3836;0,0477;0,0024;0,0067
0;2260;3,09;-132,47;0,4214;-9,9742;-0,4788;0,0485;0,0019;0,0059
0;2280;3,09;-132,45;0,4118;-9,9527;-0,4163;0,0477;0,0028;0,0069
0;2300;3,09;-132,65;0,3783;-9,9958;-0,4598;0,0473;-0,0012;0,0064
0;2320;3,09;-132,62;0,3807;-9,979;-0,3863;0,0472;0,0027;0,0072
0;2340;3,1;-132,93;0,3879;-9,9264;-0,5142;0,0476;0,0009;0,0068
0;2360;3,1;-132,68;0,419;-9,9814;-0,3564;0,0486;0,0007;0,0049
0;2380;3,11;-132,85;0,4118;-9,9264;-0,4924;0,0472;0,0007;0,0044
0;2400;3,12;-132,85;0,431;-9,9479;-0,4489;0,0461;0,0004;0,0073
0;2420;3,14;-132,79;0,4525;-9,9647;-0,4462;0,0465;-0,0004;0,0068
0;2440;3,14;-132,39;0,4549;-9,9838;-0,3374;0,0496;0,0016;0,006
0;2460;3,13;-132,43;0,3711;-9,9024;-0,3945;0,0457;0,0004;0,0068
0;2480;3,13;-132,42;0,4022;-9,9647;-0,4108;0,0457;0,0028;0,0057
0;2500;3,12;-132,41;0,3759;-10,0389;-0,3863;0,0478;-0,002;0,0079
0;2520;3,12;-132,4;0,395;-9,9479;-0,4027;0,046;0,0001;0,0067
0;2540;3,13;-132,58;0,419;-10,0963;-0,5006;0,047;-0,0015;0,0057
0;2560;3,13;-132,55;0,4094;-9,9695;-0,4135;0,0465;0,0016;0,0053
0;2580;3,12;-132,59;0,3639;-9,9862;-0,3918;0,0476;0,0021;0,0072
0;2600;3,14;-132,71;0,431;-10,0006;-0,4924;0,0461;0,0012;0,0063
0;2620;3,12;-132,47;0,3831;-10,0054;-0,3238;0,0469;0,002;0,0064
0;2640;3,09;-132,34;0,3208;-9,991;-0,2966;0,044;-0,0009;0,0067
0;2660;3,09;-132,48;0,3735;-9,9647;-0,4353;0,0478;0,0003;0,0061
0;2680;3,09;-132,44;0,431;-9,9742;-0,4299;0,0457;0,0011;0,0065
0;2700;3,08;-132,3;0,3855;-10,0173;-0,351;0,0462;-0,0013;0,004
0;2720;3,09;-132,55;0,3879;-10,0126;-0,4979;0,0468;-0,0003;0,0081
0;2740;3,1;-132,8;0,3855;-9,9958;-0,4924;0,0473;-0,002;0,0052
0;2760;3,12;-132,68;0,4717;-9,9742;-0,4435;0,047;0,0001;0,0052
0;2780;3,12;-132,82;0,3855;-9,9575;-0,4516;0,047;-0,0008;0,0067
0;2800;3,13;-133,12;0,3567;-9,9527;-0,4843;0,047;0,0032;0,0052
0;2820;3,12;-133,21;0,3567;-9,979;-0,4027;0,0465;-0,0012;0,0059
0;2840;3,12;-133,06;0,4214;-9,9455;-0,3891;0,0461;0,0021;0,0055
0;2860;3,11;-133,12;0,3639;-10,0221;-0,4054;0,0444;0,0039;0,0055
0;2880;3,1;-132,49;0,4597;-9,9599;-0,2639;0,0473;-0,0003;0,0077
0;2900;3,1;-132,61;0,3663;-9,9982;-0,4217;0,0465;-0,0007;0,0069
0;2920;3,1;-132,42;0,4621;-10,0485;-0,4054;0,0458;0,0013;0,0075
0;2940;3,11;-132,58;0,3855;-9,9527;-0,4598;0,0481;0,0028;0,0033
0;2960;3,1;-132,52;0,3974;-10,0149;-0,3918;0,0462;-0,0016;0,004
0;2980;3,11;-132,48;0,4262;-10,0006;-0,4217;0,0461;-0,0055;0,0039
0;3000;3,12;-132,54;0,419;-9,9718;-0,4598;0,0481;0,0028;0,006
0;3020;3,12;-132,5;0,4166;-9,9647;-0,4163;0,0477;0,0021;0,0067
0;3040;3,13;-132,76;0,3926;-9,9671;-0,5142;0,0457;0,0036;0,0104
0;3060;3,14;-132,77;0,4022;-10,0461;-0,4244;0,0477;0,0008;0,0071
0;3080;3,13;-132,85;0,3783;-10,0604;-0,4244;0,0473;0,0076;0,0061
0;3100;3,13;-132,76;0,419;-9,979;-0,4027;0,0489;-0,0001;0,0091
0;3120;3,15;-132,91;0,4094;-9,9072;-0,4924;0,0466;0,0044;0,0068
0;3140;3,15;-133,11;0,3783;-9,9886;-0,4707;0,0478;-0,0005;0,0077
0;3160;3,14;-132,95;0,4022;-9,9934;-0,3673;0,0476;0,0031;0,0039
0;3180;3,14;-132,68;0,4477;-9,9862;-0,3673;0,0458;-0,0003;0,0065
0;3200;3,15;-132,5;0,4453;-10,0054;-0,3945;0,0478;-0,0001;0,0075
0;3220;3,15;-132,41;0,4118;-9,9886;-0,3918;0,0472;0,0024;0,0036
0;3240;3,15;-132,41;0,4142;-9,9647;-0,4299;0,0452;0,0021;0,004
0;3260;3,14;-132,48;0,3759;-10,0245;-0,4163;0,049;0,0025;0,0063
0;3280;3,14;-132,34;0,395;-9,9718;-0,3591;0,0473;-0,0008;0,0045
0;3300;3,14;-132,39;0,4166;-9,9934;-0,4516;0,0472;0,0019;0,0068
0;3320;3,15;-132,52;0,3807;-10,003;-0,4407;0,0506;0,0003;0,0047
0;3340;3,14;-132,36;0,4262;-9,9958;-0,3809;0,0474;-0,0032;0,0051
0;3360;3,15;-132,2;0,4334;-9,9192;-0,3891;0,0474;0,0013;0,0099
0;3380;3,14;-131,93;0,4238;-10,0078;-0,3401;0,0474;0,0007;0,0036
0;3400;3,15;-131,96;0,419;-10,0509;-0,4407;0,047;0,0032;0,0061
0;3420;3,14;-132,29;0,3424;-9,9718;-0,4707;0,0477;-0,0004;0,0057
0;3440;3,15;-132,35;0,4094;-10,0221;-0,4489;0,0498;0,0;0,006
0;3460;3,16;-132,54;0,3879;-9,9862;-0,4734;0,0474;0,0023;0,0051
0;3480;3,15;-132,82;0,3448;-9,9335;-0,4652;0,046;0,0021;0,0068
0;3500;3,15;-132,69;0,3926;-10,0102;-0,3618;0,0498;-0,0027;0,0075
0;3520;3,15;-132,77;0,4046;-9,9838;-0,4544;0,0477;-0,0033;0,0057
0;3540;3,14;-132,8;0,3711;-9,979;-0,3972;0,0466;0,0001;0,0071
0;3560;3,16;-132,99;0,4238;-10,0078;-0,5251;0,0481;-0,0011;0,0055
0;3580;3,17;-133,31;0,3759;-9,9479;-0,5305;0,0476;0,0045;0,0081
0;3600;3,17;-133,2;0,4118;-9,9838;-0,3918;0,0489;-0,0008;0,0061
0;3620;3,16;-132,95;0,395;-9,991;-0,3319;0,0486;0,0011;0,0064
0;3640;3,16;-133,15;0,3687;-9,9814;-0,4625;0,0496;-0,0019;0,0053
0;3660;3,16;-133,06;0,4094;-10,0413;-0,3972;0,048;0,0003;0,0085
0;3680;3,16;-132,97;0,4142;-9,9718;-0,4027;0,0484;0,002;0,0068
0;3700;3,16;-132,66;0,4525;-9,9982;-0,3564;0,047;0,0004;0,0059
0;3720;3,15;-132,76;0,3543;-9,9264;-0,4027;0,0468;-0,0041;0,0059
0;3740;3,15;-132,75;0,4166;-9,979;-0,4326;0,0492;0,0023;0,0052
0;3760;3,13;-132,65;0,3424;-9,9934;-0,3265;0,0458;0,0024;0,0079
0;3780;3,13;-132,44;0,4357;-9,9862;-0,3727;0,0481;0,002;0,0049
0;3800;3,14;-132,47;0,419;-9,9886;-0,4462;0,0468;0,0019;0,0072
0;3820;3,15;-132,49;0,4357;-9,9934;-0,4598;0,0512;-0,0029;0,006
0;3840;3,17;-132,72;0,4214;-9,9934;-0,5414;0,0489;0,0021;0,0056
0;3860;3,16;-132,54;0,3974;-9,9862;-0,351;0,048;0,0021;0,0059
0;3880;3,15;-131,98;0,4357;-9,9934;-0,2639;0,0486;0,0005;0,0056
0;3900;3,14;-132,0;0,3639;-9,979;-0,3782;0,0458;0,0013;0,0032
0;3920;3,13;-131,89;0,4094;-9,9479;-0,3809;0,0477;0,0009;0,0071
0;3940;3,14;-131,83;0,431;-9,9407;-0,419;0,046;0,0001;0,0083
0;3960;3,13;-131,43;0,4334;-9,9359;-0,302;0,0476;0,0012;0,0067
0;3980;3,13;-131,65;0,3711;-10,0173;-0,4598;0,0457;0,0009;0,0053
0;4000;3,12;-131,99;0,3256;-9,9479;-0,4544;0,0464;0,0013;0,0061
0;4020;3,12;-132,25;0,3519;-9,991;-0,4571;0,0465;0,0036;0,0061
0;4040;3,12;-132,41;0,3759;-9,9934;-0,4516;0,0486;0,0028;0,0061
0;4060;3,13;-132,42;0,4334;-10,0078;-0,4516;0,0476;0,0025;0,0073
0;4080;3,13;-132,09;0,4405;-9,9934;-0,3346;0,0477;-0,0017;0,0061
0;4100;3,12;-132,21;0,3519;-9,9742;-0,4027;0,0474;0,0008;0,0079
0;4120;3,12;-132,35;0,3831;-9,9;-0,4516;0,0453;0,0007;0,0045
0;4140;3,13;-132,36;0,4549;-9,9958;-0,4761;0,0469;0,0015;0,0059
0;4160;3,13;-132,24;0,4238;-9,9814;-0,3918;0,0442;0,0003;0,0068
0;4180;3,12;-132,21;0,3759;-9,9718;-0,3782;0,0478;-0,0017;0,0065
0;4200;3,13;-132,19;0,4262;-9,9144;-0,4299;0,0462;-0,0025;0,0064
0;4220;3,13;-132,05;0,4166;-10,0078;-0,3782;0,0494;0,0017;0,0051
0;4240;3,14;-132,24;0,3926;-9,9862;-0,4761;0,0496;-0,0001;0,0057
0;4260;3,15;-132,3;0,4214;-9,9479;-0,4625;0,0482;0,0024;0,0081
0;4280;3,14;-132,24;0,4022;-9,9982;-0,3918;0,0472;0,0011;0,0059
0;4300;3,15;-132,45;0,3926;-9,9766;-0,4924;0,0457;-0,0003;0,0068
0;4320;3,15;-132,32;0,431;-9,9958;-0,3972;0,0452;0,0017;0,006
0;4340;3,14;-132,42;0,3519;-9,979;-0,3999;0,0469;0,0011;0,0033
0;4360;3,12;-132,05;0,3998;-9,9671;-0,2911;0,0465;-0,0004;0,0081
0;4380;3,12;-131,89;0,4142;-9,9575;-0,3673;0,0452;0,0021;0,0035
0;4400;3,11;-131,87;0,3974;-9,9623;-0,3999;0,0462;0,0017;0,0049
0;4420;3,11;-132,02;0,3831;-9,991;-0,4462;0,0488;-0,0012;0,0032
0;4440;3,11;-131,92;0,4094;-9,9623;-0,3836;0,0466;-0,0003;0,0071
0;4460;3,1;-131,65;0,4214;-9,9671;-0,3346;0,0469;-0,0012;0,0043
0;4480;3,1;-131,9;0,3496;-9,9671;-0,4489;0,0484;-0,0004;0,0059
0;4500;3,11;-132,13;0,3687;-9,9766;-0,4625;0,0501;-0,0008;0,0041
0;4520;3,11;-132,14;0,4262;-9,9623;-0,4435;0,0457;0,0021;0,0064
0;4540;3,12;-132,08;0,4262;-9,9934;-0,4163;0,0466;-0,0005;0,0045
0;4560;3,12;-131,79;0,4477;-9,9431;-0,3482;0,0476;-0,0029;0,0044
0;4580;3,11;-131,63;0,3879;-9,9599;-0,3428;0,0484;-0,0021;0,0076
0;4600;3,11;-131,41;0,4405;-10,0269;-0,3646;0,0468;-0,0011;0,0051
0;4620;3,1;-131,27;0,3974;-9,9599;-0,351;0,0469;-0,0011;0,0064
0;4640;3,11;-131,25;0,4429;-9,9886;-0,438;0,0465;-0,0027;0,0025
0;4660;3,09;-130,85;0,4214;-9,9407;-0,2884;0,045;0,0019;0,0059
0;4680;3,09;-130,85;0,395;-10,0221;-0,3945;0,0482;0,0024;0,004
0;4700;3,09;-131,04;0,3639;-9,9982;-0,4353;0,046;0,0029;0,0053
0;4720;3,09;-131,07;0,4094;-9,9862;-0,4217;0,0445;0,0021;0,0068
0;4740;3,09;-131,25;0,3831;-9,9886;-0,4516;0,0498;-0,0013;0,0059
0;4760;3,09;-131,17;0,3998;-9,9623;-0,3755;0,0476;0,0012;0,0059
0;4780;3,08;-131,02;0,4022;-9,979;-0,351;0,0466;0,0008;0,0083
0;4800;3,08;-131,09;0,395;-9,9599;-0,4217;0,0478;0,0029;0,0075
0;4820;3,07;-131,22;0,3472;-9,9671;-0,3918;0,0484;0,0021;0,0061
0;4840;3,08;-131,11;0,4501;-9,9623;-0,4108;0,0477;-0,0012;0,0052
0;4860;3,1;-131,06;0,4597;-9,9862;-0,4407;0,0482;0,002;0,0052
0;4880;3,1;-131,1;0,407;-9,9551;-0,4217;0,0468;0,0027;0,0065
0;4900;3,1;-131,23;0,3974;-9,9766;-0,4516;0,0452;0,0017;0,0068
0;4920;3,1;-131,15;0,4022;-10,0054;-0,3755;0,0493;0,0037;0,0061
0;4940;3,11;-131,1;0,4669;-9,9886;-0,4462;0,0474;0,0004;0,0071
0;4960;3,11;-131,05;0,4286;-9,9335;-0,4108;0,0449;0,0019;0,0072
0;4980;3,12;-131,05;0,4094;-9,979;-0,4108;0,0492;-0,0005;0,0035
0;5000;3,12;-131,13;0,3974;-9,9814;-0,4271;0,0472;0,0007;0,0051
10;5020;3,12;-131,29;0,3783;-9,9407;-0,3972;0,0454;0,0007;0,0048
10;5040;3,12;-131,35;0,3974;-9,9479;-0,4135;0,047;0,0024;0,0064
10;5060;3,12;-131,78;0,3543;-9,9718;-0,4625;0,0482;0,0029;0,0028
10;5080;3,11;-131,7;0,395;-10,0149;-0,3836;0,0473;0,0025;0,0057
10;5100;3,11;-132,09;0,3711;-10,0006;-0,4816;0,0448;-0,0009;0,0035
10;5120;3,1;-132,01;0,3783;-9,9647;-0,3673;0,0488;0,0005;0,0049
10;5140;3,09;-132,58;0,3089;-10,0293;-0,4625;0,045;-0,0016;0,0073
10;5160;3,09;-132,71;0,3926;-10,0365;-0,4462;0,0468;0,0007;0,0044
10;5180;3,09;-132,39;0,419;-9,9862;-0,3482;0,0468;0,0007;0,0079
10;5200;3,12;-132,5;0,4693;-9,9623;-0,5224;0,0482;0,0029;0,0071
10;5220;3,11;-132,36;0,3926;-9,9982;-0,37;0,0457;0,0031;0,0071
10;5240;3,11;-132,34;0,3926;-9,979;-0,3972;0,0478;-0,0003;0,002
10;5260;3,12;-132,53;0,4022;-9,9934;-0,4788;0,0486;-0,0019;0,0056
10;5280;3,1;-132,12;0,4118;-10,003;-0,3102;0,0462;-0,0011;0,0068
10;5300;3,1;-132,36;0,3711;-10,0556;-0,4571;0,0476;0,0016;0,0069
10;5320;3,12;-132,53;0,4046;-9,9527;-0,4761;0,0472;0,0017;0,0069
10;5340;3,12;-132,64;0,407;-9,9862;-0,4571;0,0477;0,0005;0,0071
10;5360;3,1;-132,68;0,3376;-10,0221;-0,3618;0,0458;0,0016;0,0068
10;5380;3,12;-132,45;0,486;-9,9551;-0,4217;0,0496;0,0013;0,006
10;5400;3,12;-132,33;0,4094;-10,0078;-0,3863;0,0494;0,0041;0,0068
10;5420;3,11;-132,03;0,4094;-9,9431;-0,3292;0,046;0,0013;0,0051
10;5440;3,1;-132,17;0,3711;-9,9862;-0,4244;0,0472;-0,0012;0,0068
10;5460;3,1;-132,25;0,3807;-9,9503;-0,419;0,0457;0,0;0,0031
10;5480;3,1;-132,0;0,4501;-9,9934;-0,3727;0,0473;0,0017;0,0076
10;5500;3,11;-131,94;0,4334;-9,9048;-0,4244;0,0465;0,0017;0,0067
10;5520;3,1;-131,79;0,3998;-10,0078;-0,3591;0,047;0,0029;0,0057
10;5540;3,1;-131,68;0,3974;-9,9766;-0,3673;0,0476;-0,0029;0,0057
10;5560;3,09;-131,53;0,4118;-9,9742;-0,3673;0,0462;-0,0032;0,0079
10;5580;3,06;-131,09;0,3591;-9,9718;-0,2449;0,0478;-0,0023;0,0067
10;5600;3,05;-131,16;0,3639;-9,9695;-0,3863;0,0474;0,0004;0,0051
10;5620;3,05;-130,9;0,4381;-10,0341;-0,3455;0,047;-0,0056;0,0095
10;5640;3,03;-130,95;0,3352;-9,9934;-0,3482;0,0456;0,0001;0,0021
10;5660;3,04;-131,0;0,4238;-9,9623;-0,4435;0,0485;0,0;0,0045
10;5680;3,04;-131,29;0,3472;-9,9503;-0,4435;0,047;-0,0019;0,0096
10;5700;3,04;-131,2;0,3926;-9,9958;-0,3646;0,0477;0,0009;0,0049
10;5720;3,03;-130,93;0,4357;-9,991;-0,3428;0,048;0,0023;0,0057
10;5740;3,04;-130,76;0,4453;-10,0173;-0,3809;0,0497;-0,0001;0,006
10;5760;3,05;-130,99;0,3879;-9,9455;-0,4707;0,0478;-0,0011;0,0095
10;5780;3,06;-131,07;0,4142;-10,003;-0,4435;0,0474;0,0019;0,006
10;5800;3,07;-131,22;0,4094;-9,9359;-0,468;0,046;0,0028;0,0056
10;5820;3,06;-131,13;0,4046;-9,9862;-0,3727;0,0476;0,0009;0,0067
10;5840;3,06;-131,41;0,3352;-9,9838;-0,4326;0,0458;0,0032;0,0053
10;5860;3,05;-131,42;0,3926;-9,9647;-0,3972;0,0449;-0,0028;0,0053
10;5880;3,04;-131,64;0,3304;-10,0341;-0,4027;0,0472;-0,0036;0,0071
10;5900;3,04;-131,42;0,4214;-9,9168;-0,3482;0,0468;0,0029;0,004
10;5920;3,05;-131,31;0,4429;-9,9862;-0,4054;0,0481;0,0012;0,0035
10;5940;3,04;-131,29;0,395;-9,979;-0,3891;0,0478;0,0024;0,0067
10;5960;3,05;-131,56;0,3759;-10,0245;-0,4816;0,048;0,0013;0,0076
10;5980;3,05;-131,74;0,3496;-10,0221;-0,4163;0,0485;0,0028;0,0087
10;6000;3,04;-131,8;0,3711;-9,9551;-0,3972;0,047;0,0016;0,0064
10;6020;3,03;-131,54;0,3974;-9,9958;-0,3183;0,0474;0,0016;0,0053
