Angle (°);Time (ms);PositionX (°);PositionY (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;600;58,52;-154,71;3860;-9580;-14176;-465;7;113;1,47;-1256,77;-0,0
60;620;58,56;-155,13;3844;-9544;-14200;-480;23;79;1,47;-1255,3;-0,0
60;640;59,28;-154,72;18555;288;-7767;3844;-9544;21509;1,46;-1253,84;-0,02
60;660;59,22;-155,4;3868;-9592;-14224;-498;10;90;0,74;-1252,32;-0,05
60;680;59,22;-155,79;3788;-9600;-14184;-465;28;113;0,76;-1251,57;0,02
60;700;59,22;-156,16;3732;-9640;-14000;-466;28;96;0,78;-1250,79;0,02
60;720;59,04;-152,35;64;-11189;21509;3732;-9640;21509;0,82;-1249,97;0,04
60;740;59,02;-153,16;3828;-9540;-14152;-483;22;145;0,94;-1248,03;-0,06
60;760;59,02;-153,61;3824;-9576;-14048;-519;4;33;0,96;-1247,07;0,02
60;780;59,06;-154,04;3764;-9548;-14272;-470;4;109;0,97;-1246,1;0,02
60;800;58,99;-154,77;3744;-9544;-14092;-472;-6;120;0,96;-1244,16;-0,03
60;820;58,99;-155,16;3828;-9596;-14256;-482;17;37;0,99;-1243,17;0,03
60;840;58,99;-155,53;3904;-9608;-14124;-467;11;137;1,0;-1242,17;0,02
60;860;58,99;-155,89;3820;-9576;-14080;-498;17;92;1,03;-1241,14;0,03
60;880;58,94;-156,48;3904;-9608;-14248;-481;-3;83;1,02;-1239,06;-0,04
60;900;58,94;-156,8;3880;-9512;-14112;-474;-3;106;1,04;-1238,02;0,02
60;920;58,95;-157,12;3924;-9612;-14216;-471;-18;41;1,06;-1236,96;0,02
60;940;59,54;-156,74;18555;288;-7767;3924;-9612;21509;1,08;-1235,87;0,02
60;960;59,44;-157,25;3876;-9464;-14084;-495;-5;80;0,51;-1234,84;-0,02
60;980;59,43;-157,54;3928;-9504;-14196;-495;4;75;0,55;-1234,29;0,05
60;1000;59,42;-157,81;3888;-9572;-14212;-477;38;108;0,59;-1233,7;0,04
60;1020;59,35;-158,26;3828;-9552;-14312;-495;19;82;0,6;-1232,47;-0,02
60;1040;59,32;-158,49;3908;-9604;-14120;-504;14;118;0,65;-1231,82;0,04
60;1060;59,29;-158,75;3784;-9524;-13980;-499;19;101;0,69;-1231,13;0,04
60;1080;59,28;-158,99;3884;-9520;-14088;-483;12;79;0,74;-1230,39;0,05
60;1100;59,19;-159,37;3840;-9620;-14076;-482;0;115;0,76;-1228,86;-0,02
60;1120;59,16;-159,58;3800;-9472;-14008;-484;33;69;0,82;-1228,05;0,06
60;1140;59,14;-159,79;3836;-9504;-14128;-489;33;122;0,86;-1227,19;0,04
60;1160;59,67;-159,39;18555;288;-7767;3836;-9504;21509;0,89;-1226,29;0,03
60;1180;59,57;-159,73;3764;-9620;-14056;-461;3;91;0,36;-1225,54;-0,02
60;1200;59,54;-159,94;3736;-9532;-14176;-475;7;110;0,43;-1225,11;0,07
60;1220;59,5;-160,15;3776;-9616;-14148;-491;-12;76;0,49;-1224,63;0,05
60;1240;58,78;-157,16;3328;0;3328;18555;288;-7767;0,54;-1224,08;0,06
60;1260;58,76;-157,63;3796;-9564;-14156;-466;10;103;1,2;-1221,62;-0,05
60;1280;58,78;-157,89;3872;-9556;-14180;-478;10;49;1,22;-1220,4;0,01
60;1300;58,79;-158,14;3860;-9548;-14180;-480;20;124;1,22;-1219,18;0,01
60;1320;59,33;-157,83;18555;288;-7767;3860;-9548;21509;1,23;-1217,95;0,01
60;1340;59,26;-158,26;3752;-9576;-14104;-485;0;114;0,69;-1216,54;-0,03
60;1360;59,26;-158,49;3812;-9652;-14120;-460;14;103;0,72;-1215,82;0,03
60;1380;59,25;-158,73;3808;-9600;-14272;-501;28;78;0,76;-1215,06;0,04
60;1400;59,76;-158,4;18555;288;-7767;3808;-9600;21509;0,79;-1214,28;0,03
60;1420;59,69;-158,77;3840;-9456;-14116;-502;-12;63;0,26;-1213,72;-0,04
60;1440;59,68;-158,98;3852;-9524;-14216;-476;-1;84;0,3;-1213,42;0,04
60;1460;59,66;-159,17;3864;-9520;-14112;-493;14;130;0,34;-1213,08;0,04
60;1480;60,15;-158,83;18555;288;-7767;3864;-9520;21509;0,37;-1212,71;0,03
60;1500;60,03;-159,16;3856;-9752;-14236;-478;-9;119;-0,1;-1212,9;-0,02
60;1520;60,01;-159,35;3760;-9532;-14184;-504;-7;81;-0,04;-1212,93;0,07
60;1540;59,98;-159,54;3820;-9592;-14088;-479;-3;55;0,01;-1212,92;0,05
60;1560;60,44;-159,2;18555;288;-7767;3820;-9592;21509;0,07;-1212,85;0,06
60;1580;60,33;-159,48;3892;-9572;-14028;-504;27;88;-0,4;-1213,63;-0,02
60;1600;60,29;-159,63;3872;-9472;-13972;-474;0;89;-0,33;-1213,96;0,08
60;1620;60,24;-159,78;3844;-9636;-14092;-473;10;94;-0,25;-1214,21;0,07
60;1640;59,46;-156,95;3328;0;3328;18555;288;-7767;-0,18;-1214,39;0,07
60;1660;59,42;-157,38;3792;-9512;-14196;-476;-21;114;0,54;-1213,25;-0,06
60;1680;59,42;-157,63;3784;-9672;-14160;-487;32;121;0,56;-1212,69;0,01
60;1700;59,42;-157,84;3864;-9568;-14012;-473;4;50;0,59;-1212,1;0,03
60;1720;59,38;-158,2;3892;-9500;-14168;-484;20;117;0,57;-1210,91;-0,05
60;1740;59,39;-158,41;3888;-9628;-14136;-492;-2;71;0,58;-1210,33;0,01
60;1760;59,39;-158,62;3876;-9568;-14200;-488;-7;87;0,61;-1209,71;0,03
60;1780;59,39;-158,83;3792;-9512;-14076;-488;-5;107;0,64;-1209,07;0,03
60;1800;59,33;-159,17;3884;-9528;-14044;-488;-14;51;0,63;-1207,78;-0,04
60;1820;59,33;-159,36;3856;-9588;-14144;-476;13;116;0,65;-1207,13;0,03
60;1840;59,32;-159,53;3852;-9604;-14264;-477;16;87;0,69;-1206,44;0,04
60;1860;60,08;-159,62;16507;288;-7767;200;-13408;21509;0,71;-1205,73;0,02
60;1880;59,98;-159,88;3852;-9548;-14092;-473;-6;114;-0,04;-1205,79;-0,02
60;1900;59,95;-160,02;3816;-9548;-13992;-522;8;97;0,01;-1205,77;0,05
60;1920;59,93;-160,16;3876;-9552;-14148;-472;13;108;0,07;-1205,7;0,06
60;1940;59,83;-160,4;3852;-9568;-14084;-464;-5;102;0,11;-1205,47;-0,01
60;1960;59,79;-160,53;3796;-9644;-14056;-473;7;73;0,16;-1205,31;0,06
60;1980;59,78;-160,65;3952;-9616;-14252;-500;-2;117;0,22;-1205,09;0,05
60;2000;60,18;-160,33;18555;288;-7767;3952;-9616;21509;0,27;-1204,82;0,06
60;2020;60,07;-160,56;3788;-9636;-13988;-502;13;74;-0,14;-1205,07;-0,02
60;2040;60,03;-160,69;3828;-9680;-14164;-490;-12;100;-0,07;-1205,14;0,07
60;2060;59,99;-160,81;3732;-9532;-14092;-492;19;76;-0,0;-1205,15;0,06
60;2080;59,17;-158,09;3328;0;3328;18555;288;-7767;0,06;-1205,08;0,06
60;2100;59,13;-158,43;3800;-9620;-14120;-476;11;74;0,83;-1203,38;-0,04
60;2120;59,14;-158,62;3896;-9560;-14276;-475;13;113;0,85;-1202,53;0,02
60;2140;59,14;-158,81;3832;-9504;-14012;-487;-16;104;0,87;-1201,66;0,01
60;2160;59,59;-158,54;18555;288;-7767;3832;-9504;21509;0,89;-1200,77;0,02
60;2180;59,54;-158,85;3784;-9588;-14216;-480;5;87;0,42;-1199,9;-0,04
60;2200;59,55;-159,04;3760;-9516;-14224;-493;21;92;0,44;-1199,46;0,02
60;2220;59,53;-159,2;3840;-9576;-13988;-483;-27;105;0,47;-1198,99;0,03
60;2240;59,98;-158,92;18555;288;-7767;3840;-9576;21509;0,49;-1198,5;0,03
60;2260;59,89;-159,21;3780;-9560;-14012;-488;15;82;0,05;-1198,36;-0,02
60;2280;59,87;-159,37;3784;-9684;-14208;-463;-9;88;0,1;-1198,26;0,05
60;2300;59,85;-159,51;3860;-9564;-14124;-501;12;74;0,15;-1198,11;0,05
60;2320;60,01;-156,04;3860;-9564;21509;-1;-1;74;0,19;-1197,92;0,04
60;2340;59,91;-156,49;3720;-9640;-14204;-465;5;111;0,04;-1197,82;-0,02
60;2360;59,89;-156,73;3888;-9648;-14160;-502;-20;96;0,09;-1197,73;0,05
60;2380;59,86;-156,97;3824;-9608;-14004;-501;-6;117;0,14;-1197,59;0,05
60;2400;59,76;-157,38;3788;-9604;-14108;-509;17;75;0,17;-1197,22;-0,02
60;2420;59,75;-157,6;3796;-9436;-14040;-492;19;113;0,22;-1197,0;0,05
60;2440;59,72;-157,82;3836;-9604;-14124;-492;19;99;0,26;-1196,74;0,04
60;2460;59,71;-158,04;3864;-9484;-14284;-475;-9;65;0,31;-1196,42;0,05
60;2480;59,63;-158,4;3800;-9628;-14160;-480;28;99;0,32;-1195,76;-0,02
60;2500;59,6;-158,59;3892;-9520;-14048;-499;-4;62;0,38;-1195,38;0,06
60;2520;59,58;-158,78;3948;-9508;-14216;-480;6;106;0,42;-1194,96;0,04
60;2540;59,74;-155,41;3948;-9508;21509;-1;-1;106;0,45;-1194,51;0,03
60;2560;59,65;-155,9;3820;-9572;-14068;-524;32;79;0,29;-1193,89;-0,03
60;2580;59,62;-156,19;3708;-9564;-14180;-483;-2;105;0,35;-1193,55;0,05
60;2600;59,59;-156,45;3940;-9556;-14104;-506;26;83;0,4;-1193,14;0,06
60;2620;59,98;-156,29;18555;288;-7767;3940;-9556;21509;0,45;-1192,7;0,05
60;2640;59,88;-156,75;3868;-9592;-14220;-489;17;94;0,07;-1192,55;-0,01
60;2660;59,84;-157,0;3840;-9492;-14060;-493;3;51;0,13;-1192,43;0,06
60;2680;59,82;-157,23;3860;-9616;-14132;-493;-20;109;0,17;-1192,25;0,05
60;2700;59,71;-157,64;3780;-9568;-14072;-487;-7;76;0,23;-1191,79;-0,01
60;2720;59,66;-157,86;3772;-9652;-14072;-487;6;96;0,29;-1191,5;0,06
60;2740;59,64;-158,08;3796;-9488;-14256;-481;-13;82;0,35;-1191,14;0,06
60;2760;60,04;-157,87;18555;288;-7767;3796;-9488;21509;0,4;-1190,74;0,05
60;2780;59,93;-158,24;3784;-9648;-14288;-474;-18;106;0,01;-1190,71;-0,01
60;2800;59,89;-158,44;3860;-9548;-14048;-479;-3;85;0,08;-1190,64;0,07
60;2820;59,84;-158,64;3768;-9564;-14148;-499;-18;88;0,14;-1190,49;0,07
60;2840;60,23;-158,42;18555;288;-7767;3768;-9564;21509;0,21;-1190,28;0,06
60;2860;60,11;-158,75;3808;-9504;-14064;-491;5;84;-0,17;-1190,62;-0,01
60;2880;60,06;-158,93;3848;-9468;-14144;-486;12;117;-0,1;-1190,72;0,08
60;2900;60,01;-159,1;3852;-9572;-14176;-469;-34;64;-0,03;-1190,75;0,07
60;2920;59,16;-156,49;3328;0;3328;18555;288;-7767;0,04;-1190,71;0,07
60;2940;59,11;-156,92;3848;-9612;-14136;-483;4;94;0,85;-1188,97;-0,04
60;2960;59,1;-157,16;3872;-9540;-14140;-496;2;93;0,88;-1188,09;0,03
60;2980;59,1;-157,38;3832;-9552;-14096;-485;23;108;0,91;-1187,18;0,02
60;3000;59,05;-157,77;3840;-9516;-14012;-502;10;56;0,9;-1185,35;-0,03
60;3020;59,05;-158,0;3856;-9572;-14160;-491;3;102;0,93;-1184,42;0,03
60;3040;59,04;-158,21;3832;-9660;-14208;-489;19;81;0,96;-1183,46;0,03
60;3060;59,03;-158,42;3840;-9612;-14180;-482;1;93;0,98;-1182,48;0,03
60;3080;58,98;-158,76;3788;-9560;-14204;-475;3;111;0,99;-1180,49;-0,02
60;3100;58,96;-158,96;3748;-9680;-13988;-472;5;77;1,01;-1179,47;0,03
60;3120;58,94;-159,13;3940;-9588;-13956;-465;15;102;1,05;-1178,42;0,04
60;3140;58,88;-159,44;3772;-9588;-14108;-479;7;75;1,08;-1176,25;-0,02
60;3160;58,87;-159,62;3820;-9508;-14096;-494;13;87;1,11;-1175,14;0,03
60;3180;58,86;-159,8;3852;-9620;-14184;-489;-14;102;1,13;-1174,01;0,02
60;3200;58,85;-159,97;3804;-9532;-14120;-470;4;89;1,16;-1172,85;0,03
60;3220;58,81;-160,22;3944;-9528;-14212;-470;-23;96;1,17;-1170,5;-0,02
60;3240;58,79;-160,37;3852;-9588;-14156;-491;17;108;1,19;-1169,31;0,02
60;3260;58,78;-160,52;3892;-9584;-14284;-468;4;75;1,22;-1168,09;0,03
60;3280;58,72;-160,77;3832;-9608;-14104;-476;-14;80;1,24;-1165,61;-0,01
60;3300;58,7;-160,91;3868;-9632;-14072;-470;13;109;1,27;-1164,34;0,03
60;3320;58,69;-161,05;3896;-9488;-14160;-492;4;60;1,31;-1163,04;0,04
60;3340;59,43;-159,99;18555;288;-7767;-1;-1;21509;1,32;-1161,71;0,02
60;3360;59,36;-160,25;3788;-9436;-14220;-482;1;93;0,6;-1160,49;-0,01
60;3380;59,33;-160,42;3828;-9540;-14180;-464;32;106;0,65;-1159,85;0,04
60;3400;59,29;-160,59;3760;-9628;-14236;-485;22;55;0,69;-1159,15;0,05
60;3420;59,69;-160,33;18555;288;-7767;3760;-9628;21509;0,75;-1158,41;0,05
60;3440;59,58;-160,55;3956;-9504;-14056;-463;8;115;0,37;-1157,67;0,0
60;3460;59,54;-160,69;3900;-9504;-14080;-493;24;72;0,43;-1157,24;0,06
60;3480;59,5;-160,82;3888;-9648;-14208;-458;-19;140;0,48;-1156,76;0,05
60;3500;59,87;-160,55;18555;288;-7767;3888;-9648;21509;0,55;-1156,21;0,06
60;3520;59,76;-160,76;3852;-9600;-14156;-454;-15;95;0,19;-1155,84;0,0
60;3540;59,69;-160,89;3824;-9628;-14144;-449;4;142;0,27;-1155,58;0,08
60;3560;59,65;-161,01;3892;-9508;-13972;-497;8;78;0,33;-1155,24;0,07
60;3580;59,54;-161,21;3828;-9564;-14096;-459;-12;72;0,4;-1154,44;0,0
60;3600;59,47;-161,33;3796;-9584;-14088;-423;-3;142;0,48;-1153,95;0,08
60;3620;59,43;-161,45;3756;-9548;-14152;-519;6;-24;0,55;-1153,41;0,06
60;3640;59,4;-161,56;3792;-9592;-14208;-465;-16;184;0,6;-1152,81;0,05
60;3660;59,28;-161,74;3776;-9640;-14108;-493;0;112;0,67;-1151,49;0,01
60;3680;59,24;-161,84;3856;-9544;-14188;-464;3;-19;0,73;-1150,75;0,07
60;3700;59,19;-161,94;3800;-9596;-14080;-418;-3;237;0,79;-1149,96;0,05
60;3720;59,57;-161,64;18555;288;-7767;3800;-9596;21509;0,85;-1149,11;0,06
60;3740;59,46;-161,79;3892;-9684;-14228;-450;-6;106;0,49;-1148,13;-0,0
60;3760;59,39;-161,89;3784;-9620;-13984;-453;-3;147;0,56;-1147,57;0,08
60;3780;59,34;-161,98;3828;-9580;-14076;-480;20;-17;0,64;-1146,93;0,08
60;3800;59,72;-161,72;16507;288;-7767;3828;-9580;21509;0,7;-1146,23;0,06
60;3820;59,59;-161,88;3728;-9504;-13856;-492;1;96;0,35;-1145,54;0,01
60;3840;59,55;-161,95;3900;-9624;-14316;-478;2;59;0,42;-1145,12;0,08
60;3860;59,5;-162,02;3812;-9524;-14048;-437;18;146;0,48;-1144,63;0,06
60;3880;59,39;-162,17;3844;-9584;-14208;-512;-3;6;0,56;-1143,52;0,0
60;3900;59,35;-162,24;3912;-9568;-14160;-451;11;133;0,62;-1142,9;0,06
60;3920;59,3;-162,32;3704;-9604;-14204;-474;3;88;0,68;-1142,22;0,06
60;3940;59,2;-162,44;3872;-9668;-14076;-471;-2;53;0,74;-1140,73;-0,0
60;3960;59,15;-162,51;3900;-9560;-14040;-474;-4;159;0,82;-1139,91;0,07
60;3980;59,11;-162,58;3868;-9556;-14208;-501;-7;78;0,88;-1139,03;0,06
60;4000;59,49;-162,23;18555;288;-7767;3868;-9556;21509;0,93;-1138,11;0,05
60;4020;59,39;-162,35;3856;-9520;-14040;-495;5;118;0,56;-1136,99;0,01
60;4040;59,35;-162,41;3780;-9472;-14124;-481;12;68;0,62;-1136,36;0,06
60;4060;59,3;-162,47;3856;-9548;-14080;-493;18;128;0,68;-1135,68;0,06
60;4080;58,44;-159,76;3328;0;3328;18555;288;-7767;0,75;-1134,93;0,07
60;4100;58,41;-160,02;3820;-9592;-14108;-489;24;98;1,56;-1131,79;-0,03
60;4120;58,41;-160,16;3780;-9576;-14032;-480;-3;101;1,58;-1130,21;0,02
60;4140;58,4;-160,29;3784;-9560;-14052;-497;15;89;1,6;-1128,6;0,02
60;4160;57,6;-157,66;3328;0;3328;18555;288;-7767;1,61;-1126,99;0,01
60;4180;57,63;-158,01;3780;-9604;-14024;-481;9;115;2,36;-1122,22;-0,05
60;4200;57,67;-158,2;3872;-9532;-14212;-494;-5;92;2,35;-1119,87;-0,01
60;4220;57,7;-158,4;3904;-9624;-14092;-443;20;112;2,32;-1117,55;-0,02
60;4240;58,15;-158,19;18555;288;-7767;3904;-9624;21509;2,31;-1115,24;-0,01
60;4260;58,15;-158,51;3880;-9496;-14180;-494;2;123;1,84;-1111,52;-0,03
60;4280;58,17;-158,69;3768;-9592;-14044;-455;-15;67;1,83;-1109,69;-0,02
60;4300;58,19;-158,87;3840;-9596;-14136;-503;24;83;1,83;-1107,87;0,0
60;4320;58,63;-158,64;18555;288;-7767;3840;-9596;21509;1,83;-1106,04;0,0
60;4340;58,61;-158,95;3816;-9620;-14184;-497;49;86;1,36;-1103,29;-0,04
60;4360;58,62;-159,11;3836;-9580;-14188;-485;4;88;1,37;-1101,92;0,01
60;4380;58,65;-159,25;3892;-9520;-14072;-475;19;73;1,37;-1100,54;0,0
60;4400;58,62;-159,54;3756;-9504;-14028;-491;45;106;1,34;-1097,82;-0,04
60;4420;58,63;-159,69;3756;-9608;-14076;-531;-9;99;1,35;-1096,48;0,01
60;4440;58,65;-159,84;3828;-9624;-14104;-574;30;39;1,36;-1095,12;0,01
60;4460;58,65;-159,97;3936;-9712;-14356;-452;0;43;1,37;-1093,75;0,01
60;4480;58,62;-160,21;3852;-9556;-14156;-509;11;61;1,35;-1091,02;-0,02
60;4500;58,63;-160,34;3928;-9568;-13948;-596;-5;222;1,36;-1089,66;0,01
60;4520;58,62;-160,48;3808;-9684;-14212;-485;-4;112;1,38;-1088,28;0,02
60;4540;59,05;-160,27;16507;288;-7767;3808;-9684;21509;1,4;-1086,88;0,02
60;4560;59,0;-160,48;3840;-9572;-14184;-503;-8;95;0,96;-1084,93;-0,03
60;4580;59,0;-160,6;3836;-9544;-14172;-526;10;126;0,99;-1083,94;0,03
60;4600;59,0;-160,72;3756;-9468;-14040;-587;-12;84;1,01;-1082,93;0,02
60;4620;60,04;-157,84;152;11299;21509;3756;-9468;21509;1,02;-1081,91;0,01
60;4640;59,94;-158,18;3832;-9612;-14216;-404;1;-43;0,0;-1081,9;-0,0
60;4660;59,92;-158,35;3840;-9468;-13996;-552;-8;187;0,05;-1081,85;0,05
60;4680;59,88;-158,54;3760;-9632;-14056;-560;-25;288;0,11;-1081,75;0,05
60;4700;60,27;-158,37;16507;288;-7767;3760;-9632;21509;0,17;-1081,57;0,06
60;4720;60,15;-158,67;3852;-9516;-14128;-450;49;-62;-0,21;-1081,99;-0,0
60;4740;60,11;-158,83;3876;-9604;-14172;-455;1;138;-0,15;-1082,14;0,07
60;4760;60,06;-158,98;3840;-9616;-14056;-550;-8;86;-0,08;-1082,21;0,07
60;4780;60,44;-158,72;18555;288;-7767;3840;-9616;21509;-0,01;-1082,22;0,07
60;4800;60,31;-159,01;3856;-9552;-14104;-541;-26;75;-0,37;-1082,96;-0,01
60;4820;60,27;-159,14;3856;-9580;-13960;-522;12;35;-0,31;-1083,27;0,06
60;4840;60,22;-159,28;3804;-9620;-14192;-507;9;73;-0,23;-1083,5;0,08
60;4860;59,37;-156,66;3328;0;3328;18555;288;-7767;-0,17;-1083,67;0,07
60;4880;59,32;-157,04;3832;-9516;-14084;-533;30;160;0,64;-1082,34;-0,04
60;4900;59,31;-157,26;3776;-9616;-14172;-471;-1;29;0,67;-1081,67;0,03
60;4920;59,31;-157,45;3984;-9592;-14160;-496;33;-19;0,7;-1080,97;0,02
60;4940;59,72;-157,25;18555;288;-7767;3984;-9592;21509;0,72;-1080,25;0,02
60;4960;59,66;-157,61;3852;-9604;-14240;-546;-18;147;0,3;-1079,63;-0,03
60;4980;59,66;-157,79;3844;-9552;-14080;-539;-17;126;0,32;-1079,3;0,02
60;5000;59,65;-157,99;3800;-9580;-14172;-500;12;135;0,36;-1078,95;0,03
60;5020;60,05;-157,77;18555;288;-7767;3800;-9580;21509;0,4;-1078,55;0,05
60;5040;59,97;-158,12;3868;-9460;-14252;-487;14;116;-0,01;-1078,55;-0,02
60;5060;59,94;-158,28;3844;-9572;-14184;-507;14;183;0,03;-1078,52;0,04
60;5080;59,93;-158,45;3856;-9508;-14028;-539;9;34;0,07;-1078,45;0,04
60;5100;59,85;-158,77;3740;-9492;-14288;-434;-45;129;0,09;-1078,24;-0,02
60;5120;59,83;-158,92;3884;-9508;-14052;-491;14;54;0,14;-1078,1;0,04
60;5140;59,81;-159,08;3792;-9500;-14140;-500;-3;112;0,18;-1077,93;0,04
60;5160;59,78;-159,24;3792;-9672;-14160;-498;5;200;0,22;-1077,7;0,05
60;5180;59,7;-159,51;3872;-9660;-14268;-520;34;-51;0,25;-1077,17;-0,02
60;5200;59,67;-159,65;3892;-9424;-14088;-416;12;113;0,3;-1076,87;0,05
60;5220;59,64;-159,78;3868;-9600;-14108;-511;22;83;0,35;-1076,52;0,05
60;5240;59,79;-156,39;3868;-9600;21509;-1;-1;83;0,4;-1076,12;0,05
60;5260;59,7;-156,79;3892;-9552;-14048;-479;-32;160;0,25;-1075,6;-0,01
60;5280;59,67;-157,03;3768;-9552;-14200;-478;10;97;0,31;-1075,29;0,06
60;5300;59,64;-157,26;3780;-9536;-14096;-468;4;38;0,36;-1074,93;0,05
60;5320;59,56;-157,63;3796;-9476;-14156;-485;18;143;0,39;-1074,13;-0,02
60;5340;59,53;-157,84;3848;-9576;-14164;-501;2;122;0,44;-1073,69;0,04
60;5360;59,5;-158,04;3856;-9596;-14160;-490;8;99;0,49;-1073,2;0,05
60;5380;59,41;-158,38;3856;-9544;-14212;-484;-3;68;0,54;-1072,12;-0,0
60;5400;59,39;-158,58;3852;-9528;-14144;-485;26;62;0,58;-1071,54;0,04
60;5420;59,36;-158,77;3856;-9516;-14188;-491;14;87;0,63;-1070,91;0,05
60;5440;59,35;-158,96;3872;-9452;-14248;-499;-27;101;0,67;-1070,24;0,04
60;5460;59,25;-159,28;3816;-9600;-14200;-511;10;86;0,7;-1068,83;-0,01
60;5480;59,23;-159,45;3804;-9504;-14216;-480;6;154;0,75;-1068,09;0,04
60;5500;59,2;-159,62;3880;-9608;-14248;-475;0;50;0,79;-1067,3;0,04
60;5520;59,12;-159,89;3788;-9552;-14104;-481;55;90;0,83;-1065,64;-0,0
60;5540;59,09;-160,04;3864;-9456;-13972;-481;-30;99;0,88;-1064,76;0,05
60;5560;59,06;-160,2;3780;-9532;-14176;-496;9;109;0,92;-1063,83;0,04
60;5580;59,05;-160,35;3848;-9552;-14272;-493;6;77;0,96;-1062,87;0,04
60;5600;58,98;-160,59;3808;-9480;-14256;-476;29;124;0,99;-1060,88;-0,0
60;5620;58,94;-160,72;3896;-9536;-14196;-486;8;91;1,04;-1059,84;0,04
60;5640;58,91;-160,85;3864;-9556;-14152;-475;5;112;1,08;-1058,76;0,04
60;5660;58,84;-161,08;3792;-9608;-14108;-491;27;115;1,12;-1056,53;-0,0
60;5680;58,8;-161,19;3920;-9588;-14060;-483;-4;86;1,17;-1055,36;0,05
60;5700;58,77;-161,32;3840;-9584;-14216;-485;-5;87;1,22;-1054,14;0,05
60;5720;58,75;-161,45;3820;-9496;-14208;-491;16;80;1,25;-1052,89;0,03
60;5740;58,69;-161,64;4012;-9516;-14208;-520;9;110;1,28;-1050,34;0,0
60;5760;58,67;-161,76;3812;-9444;-14124;-491;3;115;1,31;-1049,03;0,03
60;5780;58,64;-161,86;3872;-9572;-14016;-478;19;69;1,35;-1047,68;0,03
60;5800;58,78;-158,45;3872;-9572;21509;-1;-1;69;1,39;-1046,29;0,04
60;5820;58,71;-158,79;3824;-9540;-13944;-497;3;84;1,26;-1043,78;0,0
60;5840;58,68;-158,98;3896;-9604;-14184;-479;4;95;1,3;-1042,47;0,05
60;5860;59,07;-158,77;18555;288;-7767;3896;-9604;21509;1,34;-1041,13;0,04
60;5880;58,99;-159,08;3840;-9520;-14072;-470;-22;63;0,97;-1039,18;-0,0
60;5900;58,96;-159,25;3892;-9576;-14196;-491;-5;105;1,02;-1038,17;0,05
