Gas;Position
16;5,1
16;4,43
16;4,26
16;5,78
17;5,82
17;5,4
17;5,87
17;5,86
17;5,26
17;4,88
17;5,5
17;5,1
17;4,37
17;4,07
17;3,55
17;3,92
17;4,15
17;5,21
17;5,35
17;5,61
17;5,08
18;6,69
18;5,94
18;6,9
18;6,26
18;5,32
18;5,59
18;5,83
18;5,47
18;5,27
18;5,85
18;5,54
18;5,26
18;5,2
18;5,9
18;5,79
18;4,96
18;3,75
19;3,57
19;3,35
19;4,05
19;4,38
19;5,22
19;6,35
19;5,07
19;4,08
19;3,69
19;4,07
19;5,17
19;5,56
19;5,31
19;5,92
19;6,09
19;7,67
19;8,72
20;8,95
20;8,0
20;6,64
20;5,88
20;6,8
20;5,93
20;5,75
20;6,66
20;5,59
20;5,28
20;5,04
20;5,13
20;5,13
20;5,69
20;4,74
20;5,28
21;6,83
21;7,24
21;7,1
21;5,81
21;6,04
21;7,09
21;6,77
21;6,7
21;6,93
21;6,94
21;7,88
21;6,97
21;7,41
21;8,1
21;6,86
21;7,89
21;8,76
22;8,17
22;8,29
22;9,66
22;8,74
22;6,92
22;5,84
22;6,33
22;5,53
22;5,77
22;5,5
22;5,04
22;5,67
22;9,22
22;7,6
22;6,67
22;9,29
22;9,09
23;6,82
23;5,31
23;5,82
23;7,25
23;6,1
23;6,35
23;6,46
23;5,96
23;5,65
23;6,09
23;7,19
23;7,38
23;5,75
23;7,84
23;10,02
23;8,94
23;8,92
24;9,06
24;8,04
24;8,2
24;7,06
24;6,23
24;5,35
24;6,32
24;8,35
24;10,7
24;9,62
24;7,97
24;7,61
24;6,5
24;7,57
24;10,27
24;12,7
24;12,34
25;10,0
25;8,01
25;7,43
25;7,19
25;8,27
25;8,77
25;8,22
25;10,25
25;7,14
25;5,95
25;6,96
25;6,54
25;5,32
25;4,37
25;7,42
25;6,47
25;6,8
26;5,06
26;3,84
26;3,5
26;4,42
26;4,57
26;4,1
26;4,22
26;4,12
26;5,22
26;6,91
26;9,43
26;7,76
26;7,95
26;9,74
26;9,81
26;7,76
26;10,1
27;9,43
27;9,11
27;6,75
27;4,96
27;5,3
27;4,95
27;4,8
27;7,01
27;6,53
27;8,25
27;8,31
27;10,63
27;10,68
27;10,02
27;9,17
27;13,57
27;12,35
28;13,85
28;11,62
28;11,37
28;10,64
28;10,69
28;10,12
28;8,86
28;6,68
28;6,23
28;7,0
28;5,65
28;9,4
28;8,36
28;6,69
28;7,17
28;6,5
28;6,07
29;4,29
29;6,54
29;6,98
29;6,68
29;4,61
29;3,44
29;3,29
29;7,5
29;7,59
29;7,66
29;6,49
29;5,41
29;6,24
29;8,17
29;7,28
29;7,35
29;9,82
30;8,55
30;7,58
30;9,55
30;8,85
30;9,76
30;11,48
30;9,32
30;12,5
30;12,67
30;12,29
30;10,05
30;8,14
30;7,61
30;7,59
30;7,35
30;6,7
30;7,68
31;9,12
31;11,47
31;8,17
31;8,25
31;6,16
31;5,32
31;9,2
31;8,64
31;8,49
31;6,71
31;8,52
31;10,24
31;9,11
31;8,46
31;8,09
31;8,89
32;7,32
32;7,91
32;10,71
32;7,9
32;6,99
32;7,32
32;9,23
32;8,67
32;8,18
32;8,82
32;8,82
32;8,5
32;8,0
32;8,65
32;8,15
32;7,64
32;5,42
33;8,47
33;10,39
33;11,77
33;9,43
33;9,28
33;7,86
33;9,32
33;13,56
33;14,17
33;14,75
33;11,53
33;10,12
33;9,77
33;7,48
33;9,01
33;7,39
33;7,36
34;9,92
34;14,95
34;17,87
34;16,27
34;13,79
34;14,44
34;16,47
34;16,2
34;12,4
34;9,68
34;7,26
34;9,36
34;12,17
34;14,82
34;11,52
34;12,46
34;15,94
35;13,83
35;14,3
35;15,12
35;14,32
35;11,7
35;8,92
35;8,08
35;7,25
35;9,75
35;15,21
35;19,79
35;17,11
35;18,93
35;16,46
35;18,41
35;18,34
35;20,64
36;15,44
36;14,49
36;14,46
36;24,39
36;25,26
36;21,95
36;17,33
36;14,52
36;15,91
36;13,55
36;14,35
36;22,86
36;22,79
36;23,48
36;22,23
36;22,51
36;19,85
37;23,88
37;20,87
37;17,32
37;20,64
37;18,8
37;17,53
37;16,47
37;18,51
37;15,67
37;11,8
37;9,34
37;7,19
37;10,8
37;8,88
37;9,66
37;9,22
37;6,16
38;7,26
38;12,41
38;18,01
38;19,3
38;16,07
38;14,0
38;16,97
38;17,66
38;17,21
38;15,3
38;12,65
38;12,2
38;9,55
38;6,65
38;6,47
38;5,54
38;10,31
39;11,5
39;10,08
39;12,82
39;13,29
39;14,76
39;11,52
39;8,83
39;8,19
39;8,24
39;7,97
39;9,03
39;7,68
39;11,22
39;11,92
39;10,05
39;14,13
39;11,63
40;13,3
40;13,87
40;12,49
40;11,97
40;12,44
40;11,69
40;12,0
40;8,96
40;10,09
40;7,89
40;6,69
40;6,52
40;5,9
40;6,93
40;8,0
40;7,52
40;6,01
41;10,8
41;13,72
41;18,1
41;18,62
41;17,1
41;15,41
41;19,69
41;16,97
41;13,64
41;14,58
41;19,45
41;17,16
41;16,19
41;14,52
41;13,69
41;13,51
41;13,44
42;16,25
42;14,03
42;13,7
42;10,9
42;11,48
42;12,72
42;14,45
42;13,85
42;11,96
42;10,06
42;12,88
42;13,17
42;12,96
42;12,2
42;12,05
42;15,76
43;16,92
43;16,37
43;11,95
43;13,18
43;13,61
43;12,0
43;12,97
43;13,22
43;9,23
43;7,43
43;9,23
43;9,18
43;10,53
43;7,58
43;11,8
43;14,59
43;13,1
44;19,03
44;21,74
44;22,63
44;17,86
44;14,72
44;18,97
44;15,59
44;21,32
44;25,71
44;22,51
44;23,93
44;26,85
44;21,77
44;17,6
44;19,07
44;15,2
44;14,74
45;17,38
45;15,85
45;16,09
45;16,39
45;14,77
45;13,4
45;9,98
45;10,75
45;12,58
45;17,77
45;20,26
45;24,21
45;28,9
45;25,48
45;27,03
45;25,91
45;23,26
46;34,47
46;41,62
46;45,24
46;47,72
46;48,42
46;45,33
46;48,26
46;37,98
46;38,24
46;28,88
46;25,55
46;31,16
46;24,85
46;28,2
46;20,97
46;27,27
46;35,73
47;33,95
47;42,17
47;34,59
47;37,05
47;31,78
47;38,4
47;42,47
47;34,18
47;33,14
47;34,46
47;29,54
47;24,95
47;27,32
47;31,9
47;31,93
47;38,18
47;43,48
48;51,44
48;52,83
48;53,59
48;41,87
48;39,55
48;41,87
48;43,66
48;40,62
48;40,06
48;34,56
48;41,27
48;44,65
48;36,5
48;36,47
48;36,18
48;32,69
48;27,64
49;34,75
49;35,72
49;40,33
49;44,58
49;48,89
49;47,67
49;35,61
49;36,62
49;40,27
49;42,42
49;30,65
49;36,68
49;30,31
49;35,33
49;40,09
49;45,46
49;48,29
50;53,87
50;51,58
50;55,35
50;55,26
50;54,96
50;58,29
50;59,82
50;48,09
50;46,83
50;34,52
50;38,17
50;27,87
50;32,72
50;38,49
50;43,4
50;36,73
50;29,72
51;35,37
51;25,39
51;22,4
51;26,58
51;29,32
51;31,85
51;33,88
51;26,42
51;28,5
51;25,75
51;20,05
51;25,75
51;29,32
51;29,67
51;34,12
51;39,41
51;42,57
52;40,49
52;43,68
52;44,1
52;42,82
52;44,55
52;39,31
52;38,95
52;34,08
52;28,99
52;29,72
52;27,23
52;29,69
52;22,61
52;29,48
52;33,98
52;31,89
52;34,99
53;25,7
53;26,17
53;27,27
53;20,8
53;19,77
53;15,03
53;19,49
53;23,69
53;17,75
53;17,08
53;21,01
53;19,6
53;17,13
53;20,55
53;25,33
53;29,08
53;32,41
54;35,1
54;30,87
54;30,54
54;33,98
54;36,12
54;34,65
54;27,34
54;26,66
54;21,8
54;17,49
54;22,24
54;23,75
54;24,41
54;23,25
54;28,22
54;29,83
54;26,35
55;21,71
55;25,93
55;22,92
55;27,95
55;30,44
55;24,22
55;20,71
55;17,82
55;14,99
55;19,8
55;19,65
55;25,78
55;27,81
55;27,62
55;30,36
55;32,75
55;32,23
56;28,84
56;29,95
56;29,77
56;26,76
56;25,08
56;27,28
56;25,78
56;20,34
56;17,92
56;15,25
56;11,53
56;14,2
56;13,8
56;17,64
56;19,92
56;21,99
56;20,12
57;18,83
57;20,14
57;21,94
57;23,08
57;25,68
57;24,52
57;26,67
57;25,27
57;20,71
57;17,5
57;21,0
57;18,58
57;21,45
57;22,26
57;20,49
57;18,11
57;22,0
58;23,26
58;24,51
58;24,25
58;24,06
58;23,01
58;21,81
58;18,39
58;19,51
58;18,86
58;18,52
58;19,45
58;16,93
58;16,35
58;18,5
58;15,24
58;15,81
58;16,84
59;16,89
59;17,03
59;19,66
59;18,12
59;17,66
59;19,04
59;20,95
59;22,32
59;24,89
59;23,75
59;23,31
59;23,89
59;20,82
59;18,12
59;19,95
59;16,26
59;18,29
60;17,67
60;18,33
60;19,82
60;21,83
60;25,65
60;23,96
60;23,62
60;24,65
60;25,11
60;23,71
60;21,74
60;18,04
60;19,94
60;16,76
60;16,02
60;19,64
60;20,12
61;21,96
61;18,73
61;18,26
61;19,48
61;19,66
61;22,39
61;19,95
61;20,29
61;19,65
61;17,2
61;19,9
61;17,29
61;14,74
61;16,14
61;16,78
61;18,47
61;19,45
62;21,35
62;17,99
62;18,45
62;17,57
62;19,47
62;16,9
62;19,48
62;19,64
62;18,04
62;16,63
62;18,52
62;20,54
62;18,52
62;19,97
62;19,71
62;17,96
62;20,06
63;19,03
63;18,35
63;20,6
63;20,43
63;22,0
63;19,95
63;19,97
63;19,19
63;20,97
63;20,01
63;20,63
63;18,31
63;17,96
63;16,05
63;17,94
63;17,19
64;19,74
64;21,62
64;22,51
64;22,62
64;20,78
64;22,65
64;19,87
64;16,82
64;15,62
64;14,07
64;15,49
64;15,48
64;15,3
64;17,45
64;19,5
64;19,95
64;22,93
65;21,02
65;22,67
65;21,75
65;20,67
65;20,82
65;21,51
65;20,57
65;23,3
65;25,96
65;26,54
65;25,07
65;25,92
65;22,44
65;20,5
65;19,53
65;19,55
65;16,74
66;16,85
66;14,99
66;17,07
66;16,39
66;16,25
66;17,47
66;15,23
66;16,48
66;18,7
66;17,7
66;16,86
66;15,24
66;17,87
66;17,73
66;18,65
66;22,39
66;20,05
67;16,61
67;17,47
67;17,13
67;15,9
67;19,87
67;24,65
67;23,61
67;23,69
67;20,67
67;21,69
67;22,32
67;21,66
67;19,77
67;19,33
67;21,31
67;18,31
67;17,53
68;16,97
68;17,56
68;15,68
68;15,34
68;14,96
68;16,62
68;14,66
68;14,39
68;14,6
68;17,33
68;19,58
68;18,91
68;22,71
68;22,97
68;23,05
68;20,84
68;18,57
69;19,94
69;22,77
69;27,13
69;23,29
69;18,97
69;18,03
69;16,62
69;19,08
69;19,61
69;23,15
69;22,17
69;19,53
69;19,06
69;18,43
69;17,5
69;15,97
69;17,45
70;17,13
70;16,18
70;14,27
70;21,5
70;20,99
70;19,89
70;21,02
70;20,34
70;23,67
70;22,66
70;20,52
70;18,35
70;16,63
70;18,57
70;19,56
70;17,4
70;22,08
71;21,04
71;19,0
71;20,77
71;18,94
71;15,65
71;16,47
71;19,13
71;21,06
71;18,15
71;21,03
71;18,79
71;21,24
71;19,27
71;24,88
71;24,04
71;22,07
71;19,54
72;18,84
72;18,43
72;21,38
72;27,27
72;22,98
72;23,44
72;24,39
72;22,52
72;18,79
72;16,89
72;16,76
72;19,03
72;18,96
72;19,15
72;16,72
72;15,75
72;15,84
73;17,7
73;17,87
73;20,25
73;19,74
73;17,58
73;16,56
73;16,93
73;18,83
73;18,38
73;16,79
73;16,2
73;16,77
73;18,17
73;17,1
73;18,19
73;18,05
73;16,13
74;16,16
74;18,61
74;16,85
74;16,14
74;14,65
74;16,71
74;20,18
74;19,84
74;21,59
74;19,63
74;17,83
74;17,42
74;17,68
74;20,06
74;18,95
74;20,19
75;21,34
75;20,52
75;19,59
75;19,32
75;17,69
75;16,5
75;16,72
75;18,87
75;18,43
75;18,29
75;16,45
75;15,3
75;17,06
75;15,75
75;15,95
75;18,46
75;17,12
76;17,68
76;17,55
76;17,45
76;16,96
76;17,73
76;18,53
76;17,58
76;16,03
76;16,21
76;15,55
76;14,77
76;15,07
76;14,66
76;14,88
76;16,31
76;16,51
76;16,38
77;15,46
77;14,66
77;15,85
77;14,59
77;14,94
77;16,07
77;16,74
77;19,84
77;20,16
77;18,95
77;17,98
77;17,42
77;16,14
77;16,43
77;17,34
77;18,96
77;17,38
78;16,3
78;16,56
78;20,02
78;19,0
78;19,19
78;19,52
78;19,85
78;19,84
78;18,71
78;19,24
78;18,85
78;18,34
78;17,72
78;17,48
78;16,92
78;16,32
78;15,18
79;15,21
79;15,28
79;15,4
79;16,78
79;17,19
79;17,04
79;18,53
79;18,5
79;17,5
79;17,49
79;17,22
79;17,36
79;17,71
79;18,74
79;20,3
79;19,21
79;19,22
80;19,94
80;19,07
80;18,51
80;17,28
80;16,75
80;17,87
80;18,94
80;18,91
80;18,35
80;17,35
80;16,53
80;16,52
80;16,13
80;16,17
80;16,17
80;16,38
80;16,2
81;17,48
81;18,21
81;18,43
81;19,36
81;21,04
81;21,07
81;19,62
81;20,45
81;20,42
81;19,07
81;19,08
81;18,75
81;19,34
81;19,16
81;18,77
81;18,65
81;19,11
82;18,06
82;20,13
82;18,45
82;17,13
82;17,17
82;17,67
82;17,49
82;18,36
82;17,05
82;16,37
82;17,03
82;16,13
82;15,34
82;16,86
82;16,76
82;16,29
82;17,85
83;19,45
83;18,75
83;18,73
83;19,99
83;19,83
83;18,83
83;19,06
83;21,97
83;22,23
83;22,76
83;21,84
83;21,03
83;19,96
83;18,61
83;18,37
83;18,38
83;17,54
84;18,86
84;19,22
84;19,88
84;18,63
84;18,27
84;19,06
84;19,22
84;19,33
84;20,87
84;20,29
84;19,36
84;19,48
84;20,8
84;19,54
84;19,72
84;19,74
84;19,28
85;19,31
85;21,38
85;21,02
85;22,79
85;24,39
85;23,3
85;21,77
85;23,67
85;24,5
85;23,22
85;21,85
85;23,22
85;21,8
85;20,64
85;19,48
85;18,55
86;18,17
86;19,3
86;19,0
86;18,61
86;18,89
86;19,91
86;20,26
86;20,19
86;20,1
86;20,0
86;18,79
86;18,17
86;19,94
86;19,6
86;21,66
86;21,51
86;22,2
87;21,88
87;24,81
87;24,42
87;23,62
87;23,5
87;22,99
87;21,98
87;23,04
87;21,12
87;21,0
87;19,64
87;20,57
87;20,24
87;22,64
87;22,65
87;21,51
87;23,99
88;22,08
88;22,54
88;23,32
88;22,2
88;21,06
88;22,07
88;21,7
88;21,32
88;21,43
88;21,41
88;19,38
88;19,65
88;18,76
88;19,84
88;20,84
88;20,99
88;20,07
89;20,72
89;21,31
89;20,49
89;21,36
89;20,28
89;20,68
89;20,41
89;22,3
89;21,33
89;24,02
89;24,51
89;23,05
89;22,55
89;21,48
89;21,36
89;20,81
89;22,39
90;22,38
90;22,23
90;23,91
90;22,2
90;20,66
90;19,7
90;19,54
90;20,15
90;19,07
90;18,68
90;19,4
90;20,54
90;20,67
90;20,41
90;21,56
90;20,6
90;19,63
91;21,36
91;22,01
91;22,57
91;24,31
91;24,21
91;24,49
91;22,43
91;22,61
91;23,1
91;23,09
91;24,11
91;23,83
91;22,01
91;20,94
91;20,94
91;21,05
91;20,9
92;20,47
92;20,79
92;21,65
92;19,93
92;19,24
92;19,2
92;20,02
92;21,1
92;20,56
92;20,39
92;21,31
92;21,37
92;22,34
92;23,57
92;24,41
92;23,06
92;23,16
93;25,32
93;25,01
93;24,37
93;25,35
93;23,05
93;23,82
93;23,06
93;22,92
93;22,72
93;24,46
93;25,8
93;26,11
93;24,01
93;23,44
93;23,03
93;23,34
93;24,44
94;23,87
94;25,46
94;25,05
94;25,11
94;23,5
94;23,59
94;21,7
94;21,6
94;20,98
94;22,57
94;22,17
94;22,82
94;22,61
94;22,48
94;23,35
94;23,62
94;24,38
95;26,52
95;27,65
95;26,7
95;25,33
95;25,35
95;24,67
95;25,32
95;25,61
95;24,91
95;24,44
95;24,14
95;23,89
95;23,73
95;23,15
95;24,12
95;25,6
96;25,33
96;25,36
96;23,98
96;24,49
96;24,18
96;23,95
96;25,05
96;23,96
96;24,68
96;25,43
96;24,93
96;23,78
96;24,13
96;24,22
96;23,72
96;23,94
96;24,95
97;26,81
97;26,89
97;27,16
97;27,09
97;27,15
97;26,61
97;24,96
97;25,91
97;26,51
97;25,14
97;26,16
97;26,09
97;25,69
97;25,86
97;26,66
97;25,36
97;25,97
98;24,94
98;25,27
98;23,89
98;24,98
98;25,28
98;25,62
98;25,2
98;25,28
98;25,09
98;24,33
98;25,35
98;26,23
98;26,09
98;26,64
98;25,07
98;24,02
98;23,86
99;26,54
99;25,63
99;26,3
99;26,0
99;26,1
99;26,69
99;29,05
99;27,96
99;27,62
99;26,85
99;27,09
99;27,49
99;27,5
99;27,16
99;27,34
99;27,24
99;27,04
100;25,51
100;26,01
100;24,8
100;25,91
100;25,89
100;26,38
100;26,93
100;25,29
100;24,41
100;24,34
100;25,03
100;25,34
100;25,67
100;26,33
100;28,54
100;27,87
100;28,14
101;26,47
101;26,9
101;26,35
101;24,97
101;25,85
101;25,13
101;26,43
101;27,67
101;27,85
101;28,82
101;27,93
101;27,73
101;28,38
101;29,93
101;29,71
101;27,73
101;28,42
102;30,19
102;27,42
102;25,75
102;25,24
102;26,04
102;25,01
102;28,78
102;28,63
102;28,76
102;28,34
102;28,62
102;27,34
102;27,3
102;27,8
102;28,28
102;29,19
102;29,57
103;28,74
103;27,2
103;27,63
103;26,71
103;26,77
103;27,09
103;28,52
103;31,51
103;31,64
103;32,12
103;31,44
103;30,46
103;30,28
103;29,33
103;27,99
103;27,11
103;26,37
104;29,35
104;30,63
104;30,62
104;30,21
104;31,2
104;34,09
104;32,09
104;34,32
104;33,26
104;33,01
104;32,7
104;31,43
104;30,18
104;29,9
104;29,84
104;32,08
104;31,91
105;30,96
105;31,07
105;32,95
105;31,44
105;31,75
105;31,82
105;31,67
105;32,34
105;30,11
105;29,04
105;29,83
105;29,66
105;32,57
105;32,73
105;30,96
105;30,5
105;28,43
106;30,4
106;31,9
106;30,47
106;31,03
106;29,92
106;29,94
106;30,41
106;30,19
106;29,5
106;29,89
106;29,43
106;29,75
106;31,02
106;31,2
106;32,63
106;32,82
106;32,87
107;32,19
107;31,84
107;30,25
107;29,62
107;28,8
107;31,03
107;31,21
107;32,42
107;32,29
107;32,12
107;32,11
107;35,8
107;33,54
107;34,12
107;33,19
107;32,8
107;31,52
108;31,81
108;31,11
108;32,07
108;32,57
108;33,38
108;31,24
108;31,8
108;32,34
108;32,27
108;32,41
108;32,71
108;32,7
108;35,48
108;34,96
108;33,01
108;33,5
108;32,14
109;30,35
109;33,2
109;33,56
109;32,09
109;32,43
109;32,92
109;33,28
109;33,78
109;31,76
109;32,24
109;32,4
109;33,5
109;33,65
109;34,37
109;32,59
109;31,14
109;31,77
110;30,31
110;34,45
110;34,41
110;33,54
110;33,69
110;33,78
110;35,34
110;35,67
110;36,26
110;35,57
110;35,18
110;37,01
110;37,03
110;35,83
110;37,72
110;38,93
110;37,26
111;37,19
111;35,44
111;35,32
111;35,26
111;36,7
111;34,86
111;34,44
111;36,11
111;34,67
111;36,2
111;35,33
111;34,79
111;35,99
111;35,34
111;35,41
111;37,2
111;37,35
112;36,42
112;35,59
112;36,05
112;38,17
112;37,76
112;37,48
112;36,35
112;36,7
112;37,14
112;36,61
112;36,2
112;35,35
112;34,62
112;33,66
112;34,0
112;37,44
112;34,9
113;36,2
113;36,3
113;35,42
113;35,65
113;38,97
113;36,61
113;34,16
113;33,63
113;33,49
113;34,07
113;34,52
113;35,08
113;34,54
113;33,6
113;35,04
113;36,19
113;33,6
114;37,18
114;37,23
114;36,83
114;35,56
114;37,6
114;41,7
114;41,23
114;41,6
114;37,88
114;37,17
114;38,24
114;35,01
114;38,8
114;40,43
114;39,98
114;39,22
114;37,13
115;41,61
115;41,22
115;40,17
115;38,32
115;37,84
115;39,41
115;38,0
115;34,13
115;38,06
115;39,17
115;41,81
115;44,82
115;42,28
115;45,07
115;40,95
115;43,19
115;41,37
116;40,25
116;43,77
116;39,78
116;42,82
116;42,76
116;43,92
116;43,05
116;39,48
116;41,38
116;40,25
116;37,09
116;40,93
116;39,43
116;42,2
116;40,02
116;43,46
116;43,71
117;39,22
117;38,19
117;37,15
117;39,5
117;39,45
117;41,67
117;44,25
117;42,06
117;37,63
117;37,89
117;38,01
117;40,09
117;41,79
117;40,17
117;35,97
117;36,85
118;40,03
118;38,44
118;38,79
118;40,85
118;39,32
118;39,85
118;37,69
118;42,47
118;42,74
118;46,75
118;45,27
118;43,85
118;41,13
118;40,34
118;37,14
118;33,94
118;36,35
119;40,31
119;42,71
119;45,19
119;45,5
119;43,4
119;41,22
119;42,74
119;44,1
119;39,78
119;38,95
119;41,28
119;44,47
119;43,26
119;43,45
119;40,88
119;37,49
119;41,22
120;36,75
120;34,31
120;36,36
120;41,34
120;38,96
120;40,18
120;39,12
120;40,3
120;38,52
120;37,06
120;40,08
120;39,67
120;40,13
120;38,13
120;42,07
120;44,46
120;44,8
121;47,83
121;43,91
121;44,34
121;42,67
121;38,08
121;34,98
121;38,06
121;43,15
121;43,68
121;43,24
121;39,95
121;41,64
121;39,69
121;44,24
121;44,27
121;42,89
121;42,8
122;48,89
122;50,6
122;51,33
122;52,99
122;46,49
122;42,15
122;45,65
122;44,68
122;45,52
122;44,02
122;45,03
122;42,19
122;38,75
122;40,55
122;37,54
122;41,74
122;44,45
123;49,41
123;49,02
123;47,25
123;45,24
123;41,04
123;38,94
123;38,25
123;42,86
123;41,02
123;44,7
123;47,16
123;48,12
123;45,98
123;45,32
123;41,46
123;37,66
123;40,09
124;40,49
124;42,98
124;42,13
124;37,95
124;42,92
124;44,15
124;46,03
124;44,44
124;44,65
124;43,25
124;45,02
124;48,4
124;44,76
124;43,48
124;43,82
124;42,87
124;40,4
125;37,08
125;39,88
125;35,84
125;39,98
125;43,35
125;43,89
125;40,83
125;37,01
125;36,19
125;38,33
125;35,0
125;32,91
125;36,38
125;36,68
125;37,39
125;39,75
125;42,58
126;46,0
126;46,81
126;44,3
126;43,39
126;41,88
126;39,57
126;37,83
126;35,16
126;38,17
126;39,13
126;40,18
126;37,76
126;40,11
126;38,71
126;39,34
126;43,82
126;41,23
127;42,18
127;45,09
127;40,44
127;41,78
127;42,17
127;42,31
127;44,15
127;42,36
127;41,94
127;39,64
127;39,6
127;41,75
127;40,78
127;39,15
127;41,04
127;41,08
127;43,41
128;44,27
128;44,3
128;44,06
128;45,79
128;42,49
128;41,21
128;42,18
128;42,41
128;42,75
128;42,16
128;42,67
128;42,56
128;42,76
128;43,31
128;43,95
128;43,04
129;41,88
129;39,34
129;39,08
129;38,44
129;37,33
129;37,46
129;37,37
129;36,19
129;37,42
129;37,46
129;38,87
129;37,91
129;37,54
129;40,41
129;40,09
129;41,02
129;36,69
130;35,87
130;38,53
130;37,3
130;36,71
130;36,4
130;37,58
130;36,84
130;39,43
130;41,27
130;42,2
130;44,46
130;40,69
130;39,67
130;40,37
130;38,32
130;38,93
130;38,99
131;41,56
131;40,38
131;41,04
131;39,96
131;42,85
131;42,81
131;42,56
131;41,0
131;44,34
131;45,82
131;45,17
131;44,88
131;43,52
131;41,86
131;41,17
131;42,17
131;39,63
132;38,6
132;40,24
132;43,35
132;41,94
132;42,12
132;40,45
132;41,61
132;40,87
132;42,62
132;43,22
132;41,5
132;41,64
132;42,54
132;40,15
132;40,77
132;41,14
132;40,48
133;40,08
133;42,18
133;41,44
133;40,98
133;41,73
133;40,24
133;42,06
133;42,02
133;43,14
133;42,78
133;43,53
133;42,18
133;43,22
133;43,41
133;42,62
133;41,84
133;44,55
134;44,59
134;46,38
134;42,96
134;45,49
134;45,13
134;45,27
134;44,71
134;45,43
134;45,34
134;44,93
134;44,26
134;44,23
134;44,32
134;45,11
134;44,04
134;42,57
134;41,43
135;43,76
135;42,03
135;42,15
135;42,05
135;42,75
135;42,24
135;43,59
135;42,07
135;42,75
135;43,9
135;45,42
135;46,54
135;46,16
135;44,02
135;44,5
135;43,79
135;42,71
136;42,08
136;40,86
136;42,02
136;41,51
136;42,27
136;44,08
136;45,49
136;46,71
136;48,05
136;45,96
136;45,37
136;44,96
136;43,41
136;44,3
136;44,33
136;44,62
136;43,74
137;41,87
137;44,01
137;43,9
137;42,0
137;44,25
137;43,43
137;42,98
137;42,92
137;43,15
137;43,45
137;43,56
