Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
60;1220;71,11;182,94;-0,5962;-3,6775;-11,1058;0,0617;0,004;0,0125;-11,11;-519,48;0,02
60;1240;71,1;182,93;-0,5698;-3,6344;-11,1139;0,0604;0,0059;0,0137;-11,1;-530,58;0,01
60;1260;71,07;182,9;-0,577;-3,7254;-11,1656;0,0598;0,0036;0,012;-11,07;-541,66;0,03
60;1280;71,06;182,88;-0,565;-3,6464;-11,1411;0,0584;0,0028;0,0149;-11,06;-552,72;0,01
60;1300;71,05;182,85;-0,5698;-3,6631;-11,1765;0,0573;0,0049;0,0148;-11,05;-563,77;0,01
60;1320;71,03;182,81;-0,6057;-3,699;-11,201;0,0585;0,0053;0,0133;-11,03;-574,8;0,02
60;1340;71,02;182,78;-0,5722;-3,6512;-11,1139;0,0632;0,004;0,0132;-11,02;-585,82;0,01
60;1360;71,02;182,72;-0,6249;-3,6248;-11,1439;0,061;0,0029;0,0108;-11,02;-596,84;0,0
60;1380;71,02;182,68;-0,6153;-3,6536;-11,2554;0,0573;0,0061;0,0104;-11,02;-607,86;0,0
60;1400;71,0;182,64;-0,577;-3,6919;-11,2037;0,0586;0,0063;0,0132;-11,0;-618,85;0,02
60;1420;70,98;182,59;-0,5938;-3,7038;-11,2119;0,0622;0,0043;0,0135;-10,98;-629,83;0,02
60;1440;70,94;182,54;-0,6033;-3,723;-11,0922;0,0569;0,006;0,0128;-10,94;-640,78;0,04
60;1460;70,93;182,48;-0,6393;-3,6655;-11,1819;0,0596;0,0037;0,0132;-10,93;-651,71;0,01
60;1480;70,91;182,43;-0,5962;-3,6655;-11,1085;0,0614;0,0036;0,0117;-10,91;-662,62;0,02
60;1500;70,9;182,38;-0,6057;-3,6631;-11,1602;0,0552;0,0028;0,0144;-10,9;-673,52;0,02
60;1520;70,89;182,31;-0,6536;-3,6631;-11,1656;0,0622;0,0041;0,012;-10,89;-684,41;0,01
60;1540;70,88;182,26;-0,6129;-3,6536;-11,1819;0,0589;0,0056;0,0131;-10,88;-695,29;0,01
60;1560;70,88;182,22;-0,565;-3,6129;-11,2092;0,0592;0,002;0,0121;-10,88;-706,17;-0,0
60;1580;70,86;182,16;-0,6201;-3,7086;-11,084;0,0646;0,0067;0,0151;-10,86;-717,03;0,03
60;1600;70,83;182,11;-0,5914;-3,699;-11,1248;0,0556;0,0044;0,0128;-10,83;-727,86;0,03
60;1620;70,81;182,05;-0,6225;-3,6703;-11,1411;0,06;0,0061;0,0141;-10,81;-738,67;0,02
60;1640;70,79;181,99;-0,6369;-3,6943;-11,1656;0,0612;0,0053;0,0111;-10,79;-749,46;0,02
60;1660;70,79;181,93;-0,6081;-3,6536;-11,1928;0,0576;0,0029;0,0117;-10,79;-760,25;0,01
60;1680;70,77;181,88;-0,589;-3,6631;-11,1575;0,0596;0,0028;0,014;-10,77;-771,02;0,01
60;1700;70,76;181,82;-0,6512;-3,6823;-11,1439;0,0621;0,0057;0,016;-10,76;-781,78;0,02
60;1720;70,75;181,77;-0,5986;-3,6727;-11,2336;0,0584;0,0073;0,0093;-10,75;-792,53;0,01
60;1740;70,73;181,71;-0,6129;-3,6847;-11,1058;0,0592;0,0048;0,0143;-10,73;-803,25;0,02
60;1760;70,72;181,67;-0,577;-3,6536;-11,1411;0,0633;0,0063;0,0139;-10,72;-813,97;0,01
60;1780;70,69;181,62;-0,5698;-3,7062;-11,1493;0,0588;0,0044;0,0139;-10,69;-824,66;0,02
60;1800;70,67;181,57;-0,577;-3,6966;-11,1439;0,0608;0,0045;0,0111;-10,67;-835,33;0,02
60;1820;70,67;181,51;-0,6273;-3,6129;-11,1711;0,0581;0,0025;0,0153;-10,67;-846,01;-0,0
60;1840;70,67;181,45;-0,6345;-3,6464;-11,2364;0,0594;0,0041;0,0111;-10,67;-856,68;0,0
60;1860;70,66;181,4;-0,6081;-3,6943;-11,1928;0,0608;0,0036;0,0108;-10,66;-867,33;0,02
60;1880;70,64;181,36;-0,565;-3,6847;-11,1493;0,0585;0,0035;0,0123;-10,64;-877,97;0,02
60;1900;70,63;181,3;-0,6249;-3,6583;-11,2391;0,0598;0,0001;0,0131;-10,63;-888,6;0,0
60;1920;70,62;181,25;-0,5914;-3,6871;-11,22;0,0581;0,0015;0,0095;-10,62;-899,22;0,01
60;1940;70,6;181,21;-0,5698;-3,6775;-11,1384;0,0613;0,0076;0,0092;-10,6;-909,83;0,02
60;1960;70,6;181,15;-0,6273;-3,6416;-11,1384;0,0612;0,0053;0,0137;-10,6;-920,42;0,01
60;1980;70,58;181,1;-0,6201;-3,6775;-11,1683;0,0598;0,0053;0,0109;-10,58;-931,01;0,01
60;2000;70,56;181,05;-0,6009;-3,7373;-11,2255;0,0584;0,0056;0,0117;-10,56;-941,57;0,02
60;2020;70,55;181,0;-0,5842;-3,6536;-11,0949;0,0586;0,0055;0,0119;-10,55;-952,11;0,01
60;2040;70,55;180,95;-0,6009;-3,5937;-11,1194;0,0618;0,0048;0,0096;-10,55;-962,66;-0,0
60;2060;70,55;180,9;-0,5986;-3,6368;-11,1602;0,0624;0,0009;0,0113;-10,55;-973,21;0,0
60;2080;70,52;180,85;-0,6345;-3,7134;-11,1602;0,0597;0,0061;0,0132;-10,52;-983,73;0,02
60;2100;70,52;180,81;-0,5555;-3,6727;-11,201;0,0604;0,0036;0,0115;-10,52;-994,25;0,01
60;2120;70,5;180,76;-0,5962;-3,699;-11,1683;0,0586;0,0048;0,0124;-10,5;-1004,75;0,02
60;2140;70,48;180,72;-0,577;-3,6775;-11,1411;0,0572;0,0028;0,0125;-10,48;-1015,23;0,02
60;2160;70,47;180,67;-0,6009;-3,6799;-11,1139;0,0642;0,0084;0,0148;-10,47;-1025,69;0,01
60;2180;70,45;180,62;-0,6129;-3,7062;-11,152;0,0589;0,0032;0,0131;-10,45;-1036,14;0,02
60;2200;70,45;180,59;-0,5507;-3,6296;-11,1765;0,0616;0,0087;0,0108;-10,45;-1046,59;0,0
60;2220;70,43;180,53;-0,6297;-3,6488;-11,0704;0,0564;0,0029;0,0148;-10,43;-1057,02;0,01
60;2240;70,44;180,49;-0,6057;-3,5937;-11,1738;0,0572;0,0059;0,0105;-10,44;-1067,45;-0,0
60;2260;70,42;180,43;-0,6608;-3,6847;-11,1629;0,0588;0,0032;0,0115;-10,42;-1077,87;0,01
60;2280;70,41;180,39;-0,5531;-3,6871;-11,2445;0,0633;0,0029;0,0137;-10,41;-1088,29;0,01
60;2300;70,41;180,34;-0,6273;-3,6536;-11,1765;0,0588;0,0028;0,0117;-10,41;-1098,69;0,01
60;2320;70,4;180,3;-0,5962;-3,6368;-11,1629;0,0588;0,0027;0,0143;-10,4;-1109,1;0,0
60;2340;70,4;180,25;-0,589;-3,6464;-11,1384;0,0625;0,0031;0,0091;-10,4;-1119,49;0,01
60;2360;70,38;180,22;-0,5626;-3,6703;-11,1629;0,0581;0,0032;0,0165;-10,38;-1129,88;0,01
60;2380;70,37;180,17;-0,6201;-3,711;-11,1928;0,0605;0,0049;0,0136;-10,37;-1140,25;0,02
60;2400;70,36;180,14;-0,5315;-3,6679;-11,2255;0,0585;0,0039;0,0129;-10,36;-1150,61;0,01
60;2420;70,36;180,11;-0,5578;-3,6248;-11,2445;0,058;0,0041;0,0128;-10,36;-1160,97;-0,0
60;2440;70,36;180,05;-0,6416;-3,644;-11,133;0,0601;0,0029;0,0105;-10,36;-1171,33;0,01
60;2460;70,36;180,02;-0,589;-3,6176;-11,2745;0,0605;0,0107;0,0105;-10,36;-1181,69;-0,01
60;2480;70,36;179,98;-0,5794;-3,5913;-11,0568;0,0592;0,0044;0,0132;-10,36;-1192,06;0,0
60;2500;70,37;179,94;-0,5938;-3,6176;-11,2989;0,0604;0,0041;0,0103;-10,37;-1202,43;-0,01
60;2520;70,35;179,89;-0,6201;-3,7014;-11,0922;0,0592;0,0043;0,0127;-10,35;-1212,77;0,02
60;2540;70,34;179,85;-0,6177;-3,6703;-11,1493;0,062;0,0037;0,014;-10,34;-1223,11;0,01
60;2560;70,32;179,81;-0,577;-3,6966;-11,2146;0,06;0,0047;0,012;-10,32;-1233,43;0,01
60;2580;70,32;179,78;-0,5674;-3,6296;-11,1575;0,06;0,0043;0,0159;-10,32;-1243,76;0,0
60;2600;70,33;179,73;-0,5986;-3,5937;-11,2255;0,057;0,0004;0,0131;-10,33;-1254,08;-0,01
60;2620;70,31;179,69;-0,6105;-3,6943;-11,152;0,0557;0,0037;0,014;-10,31;-1264,39;0,02
60;2640;70,29;179,65;-0,589;-3,6655;-11,0758;0,0605;0,0053;0,0113;-10,29;-1274,68;0,02
60;2660;70,28;179,61;-0,6201;-3,6823;-11,1738;0,0574;0,0017;0,0131;-10,28;-1284,96;0,01
60;2680;70,27;179,57;-0,5866;-3,6631;-11,0949;0,0608;0,0037;0,0124;-10,27;-1295,23;0,01
60;2700;70,26;179,54;-0,5794;-3,6536;-11,2092;0,0625;0,0045;0,0131;-10,26;-1305,49;0,0
60;2720;70,26;179,5;-0,5986;-3,6105;-11,152;0,06;0,0048;0,0125;-10,26;-1315,76;-0,0
60;2740;70,27;179,46;-0,589;-3,5937;-11,1738;0,0596;0,0045;0,01;-10,27;-1326,03;-0,0
60;2760;70,27;179,42;-0,6105;-3,6631;-11,2772;0,06;0,0045;0,0107;-10,27;-1336,29;0,0
60;2780;70,27;179,39;-0,5842;-3,6248;-11,2255;0,0614;0,0032;0,0133;-10,27;-1346,56;-0,0
60;2800;70,26;179,35;-0,6177;-3,6895;-11,1819;0,0598;0,0032;0,0152;-10,26;-1356,82;0,01
60;2820;70,26;179,32;-0,5722;-3,6224;-11,2037;0,0586;0,0056;0,0132;-10,26;-1367,08;0,0
60;2840;70,24;179,3;-0,5243;-3,6775;-11,1248;0,0585;0,0045;0,0109;-10,24;-1377,32;0,02
60;2860;70,24;179,26;-0,6009;-3,6368;-11,1819;0,059;0,0049;0,0161;-10,24;-1387,56;0,0
60;2880;70,24;179,22;-0,5986;-3,5985;-11,1874;0,0598;0,0057;0,0172;-10,24;-1397,8;-0,0
60;2900;70,23;179,18;-0,6105;-3,6727;-11,1792;0,059;0,0021;0,0121;-10,23;-1408,03;0,01
60;2920;70,21;179,15;-0,5914;-3,6823;-11,0922;0,0581;0,0011;0,0156;-10,21;-1418,24;0,02
60;2940;70,2;179,1;-0,6369;-3,6775;-11,22;0,0601;0,0063;0,0125;-10,2;-1428,44;0,01
60;2960;70,19;179,07;-0,5938;-3,6775;-11,1003;0,0629;0,0023;0,0133;-10,19;-1438,63;0,01
60;2980;70,18;179,03;-0,6416;-3,6799;-11,2119;0,0577;0,0045;0,0127;-10,18;-1448,81;0,01
60;3000;70,18;178,99;-0,6105;-3,6392;-11,1439;0,0613;0,0044;0,0127;-10,18;-1458,99;0,0
60;3020;70,16;178,95;-0,6225;-3,6871;-11,1792;0,06;0,0049;0,014;-10,16;-1469,15;0,01
60;3040;70,14;178,92;-0,5842;-3,6895;-11,0922;0,058;0,0039;0,0116;-10,14;-1479,3;0,02
60;3060;70,13;178,89;-0,6033;-3,7086;-11,2472;0,0592;0,0057;0,0132;-10,13;-1489,43;0,01
60;3080;70,13;178,85;-0,6201;-3,6583;-11,2146;0,0586;0,0037;0,0127;-10,13;-1499,56;0,0
60;3100;70,11;178,82;-0,5794;-3,699;-11,1411;0,0582;0,0035;0,0135;-10,11;-1509,67;0,02
60;3120;70,12;178,79;-0,5938;-3,6368;-11,2799;0,0596;0,0027;0,0101;-10,12;-1519,79;-0,0
60;3140;70,11;178,76;-0,5818;-3,6368;-11,201;0,0593;0,0024;0,018;-10,11;-1529,9;0,0
60;3160;70,1;178,73;-0,5818;-3,6871;-11,1792;0,0573;0,0055;0,0139;-10,1;-1540,0;0,01
60;3180;70,1;178,7;-0,577;-3,6488;-11,1847;0,0606;0,0021;0,0103;-10,1;-1550,1;0,0
60;3200;70,09;178,68;-0,5914;-3,6655;-11,2336;0,0556;0,0059;0,0123;-10,09;-1560,19;0,01
60;3220;70,08;178,65;-0,5722;-3,7014;-11,2554;0,0609;0,0044;0,0105;-10,08;-1570,27;0,01
60;3240;70,08;178,62;-0,5746;-3,6105;-11,133;0,0581;0,004;0,0129;-10,08;-1580,35;0,0
60;3260;70,07;178,59;-0,6249;-3,6703;-11,1466;0,0562;0,0047;0,0108;-10,07;-1590,42;0,01
60;3280;70,06;178,56;-0,6105;-3,6631;-11,1792;0,0605;0,0063;0,0157;-10,06;-1600,48;0,01
60;3300;70,06;178,53;-0,5986;-3,6392;-11,1303;0,0605;0,0041;0,0135;-10,06;-1610,54;0,0
60;3320;70,06;178,51;-0,5315;-3,6224;-11,1275;0,061;0,0013;0,0131;-10,06;-1620,6;0,0
60;3340;70,06;178,49;-0,5722;-3,6272;-11,2527;0,0597;0,0093;0,0112;-10,06;-1630,66;-0,0
60;3360;70,05;178,46;-0,5626;-3,6631;-11,1738;0,0538;0,0023;0,0139;-10,05;-1640,71;0,01
60;3380;70,05;178,45;-0,5531;-3,6344;-11,1928;0,0602;0,0053;0,0148;-10,05;-1650,76;0,0
60;3400;70,05;178,41;-0,6297;-3,644;-11,1983;0,0601;0,0055;0,0103;-10,05;-1660,81;0,0
60;3420;70,04;178,38;-0,6081;-3,6631;-11,1439;0,059;0,0024;0,0112;-10,04;-1670,85;0,01
60;3440;70,03;178,35;-0,589;-3,6559;-11,0949;0,0625;0,0051;0,0129;-10,03;-1680,88;0,01
60;3460;70,02;178,33;-0,5842;-3,6871;-11,1167;0,0593;0,0041;0,0085;-10,02;-1690,9;0,01
60;3480;70,0;178,28;-0,6632;-3,6943;-11,0704;0,0576;0,0048;0,0153;-10,0;-1700,89;0,02
60;3500;69,99;178,26;-0,577;-3,6512;-11,1466;0,0601;0,0059;0,0105;-9,99;-1710,88;0,01
60;3520;69,99;178,24;-0,5411;-3,6703;-11,2255;0,0585;0,0015;0,0121;-9,99;-1720,87;0,01
60;3540;69,97;178,21;-0,6512;-3,699;-11,1575;0,061;0,0035;0,0121;-9,97;-1730,84;0,01
60;3560;69,98;178,19;-0,5602;-3,6057;-11,1901;0,059;0,0071;0,0109;-9,98;-1740,82;-0,0
60;3580;69,97;178,17;-0,5626;-3,6895;-11,1765;0,0617;0,0039;0,0115;-9,97;-1750,79;0,01
60;3600;69,95;178,15;-0,5531;-3,711;-11,1874;0,0593;0,004;0,0112;-9,95;-1760,75;0,01
60;3620;69,95;178,13;-0,577;-3,6607;-11,1928;0,0613;0,0047;0,0108;-9,95;-1770,7;0,0
60;3640;69,95;178,11;-0,5483;-3,6368;-11,1765;0,0569;0,0051;0,0155;-9,95;-1780,65;0,0
60;3660;69,93;178,09;-0,5818;-3,6966;-11,1139;0,0582;0,0079;0,0105;-9,93;-1790,58;0,02
60;3680;69,93;178,07;-0,6057;-3,6296;-11,201;0,0556;0,0059;0,0116;-9,93;-1800,51;0,0
60;3700;69,93;178,04;-0,5986;-3,6583;-11,1439;0,0597;0,0027;0,0131;-9,93;-1810,44;0,01
60;3720;69,91;178,0;-0,6704;-3,6799;-11,1248;0,0568;0,0015;0,0145;-9,91;-1820,35;0,01
60;3740;69,91;177,97;-0,6057;-3,6847;-11,1874;0,0609;0,0041;0,0119;-9,91;-1830,26;0,01
60;3760;69,91;177,95;-0,565;-3,6536;-11,25;0,058;-0,0001;0,0143;-9,91;-1840,17;0,0
60;3780;69,9;177,92;-0,6057;-3,6799;-11,1711;0,0612;0,0017;0,0116;-9,9;-1850,07;0,01
60;3800;69,9;177,91;-0,5674;-3,6248;-11,2228;0,0596;0,0008;0,0117;-9,9;-1859,97;-0,0
60;3820;69,9;177,89;-0,5555;-3,6775;-11,2255;0,0589;0,0057;0,0124;-9,9;-1869,87;0,01
60;3840;69,88;177,86;-0,6105;-3,699;-11,1194;0,0584;0,0028;0,0127;-9,88;-1879,75;0,02
60;3860;69,88;177,84;-0,6081;-3,6679;-11,201;0,0608;0,0063;0,0131;-9,88;-1889,63;0,0
60;3880;69,88;177,82;-0,6177;-3,6464;-11,2092;0,0594;0,0065;0,0108;-9,88;-1899,51;-0,0
60;3900;69,87;177,79;-0,5914;-3,6823;-11,1983;0,0577;0,0031;0,0128;-9,87;-1909,39;0,01
60;3920;69,86;177,77;-0,6153;-3,7062;-11,1983;0,06;0,0024;0,0131;-9,86;-1919,25;0,01
60;3940;69,87;177,74;-0,6225;-3,6272;-11,2146;0,0594;0,0095;0,0101;-9,87;-1929,11;-0,0
60;3960;69,87;177,72;-0,5986;-3,644;-11,201;0,0577;0,0052;0,0109;-9,87;-1938,98;0,0
60;3980;69,88;177,7;-0,5986;-3,5793;-11,22;0,0588;0,0052;0,0108;-9,88;-1948,86;-0,01
60;4000;69,87;177,68;-0,6057;-3,6655;-11,1221;0,0606;0,0033;0,0111;-9,87;-1958,73;0,01
60;4020;69,86;177,65;-0,6273;-3,723;-11,3207;0,0585;0,0035;0,0129;-9,86;-1968,59;0,01
60;4040;69,86;177,63;-0,6033;-3,6368;-11,1248;0,0585;0,0003;0,0124;-9,86;-1978,45;0,0
60;4060;69,86;177,61;-0,5938;-3,6176;-11,1575;0,0589;0,0064;0,0113;-9,86;-1988,31;-0,0
60;4080;69,86;177,59;-0,6009;-3,6512;-11,1547;0,0625;0,0036;0,0127;-9,86;-1998,17;0,0
60;4100;69,85;177,57;-0,6081;-3,6416;-11,1248;0,0574;0,0059;0,0103;-9,85;-2008,03;0,01
60;4120;69,84;177,55;-0,5914;-3,7134;-11,2064;0,06;0,0063;0,0137;-9,84;-2017,87;0,01
60;4140;69,83;177,54;-0,5818;-3,6751;-11,1275;0,0584;0,0027;0,0124;-9,83;-2027,71;0,01
60;4160;69,83;177,52;-0,5866;-3,6823;-11,1711;0,0605;0,0057;0,0101;-9,83;-2037,53;0,01
60;4180;69,83;177,5;-0,6057;-3,6464;-11,1765;0,0644;0,0069;0,0109;-9,83;-2047,36;-0,0
60;4200;69,84;177,49;-0,5914;-3,6129;-11,2636;0,0552;0,0061;0,0141;-9,84;-2057,19;-0,01
60;4220;69,83;177,47;-0,5914;-3,6512;-11,1275;0,0577;0,0049;0,0113;-9,83;-2067,02;0,01
60;4240;69,83;177,46;-0,5555;-3,6344;-11,1874;0,063;0,0045;0,014;-9,83;-2076,86;-0,0
60;4260;69,84;177,44;-0,6057;-3,644;-11,2336;0,0608;0,0039;0,0071;-9,84;-2086,69;-0,0
60;4280;69,83;177,42;-0,6345;-3,6416;-11,1493;0,0546;0,0051;0,0127;-9,83;-2096,52;0,01
60;4300;69,83;177,4;-0,6177;-3,6559;-11,2418;0,0609;0,0055;0,014;-9,83;-2106,36;-0,0
60;4320;69,84;177,38;-0,6129;-3,6152;-11,1466;0,0609;0,0031;0,0131;-9,84;-2116,19;-0,0
60;4340;69,83;177,36;-0,6201;-3,6823;-11,2255;0,061;0,0043;0,0089;-9,83;-2126,02;0,0
60;4360;69,83;177,34;-0,5914;-3,6679;-11,2255;0,0601;0,0031;0,0125;-9,83;-2135,85;0,0
60;4380;69,83;177,33;-0,5866;-3,6631;-11,2092;0,0609;0,0016;0,0137;-9,83;-2145,68;0,0
60;4400;69,82;177,32;-0,565;-3,6512;-11,0813;0,0573;0,0073;0,0116;-9,82;-2155,5;0,01
60;4420;69,82;177,3;-0,6297;-3,6703;-11,3017;0,062;0,0061;0,0121;-9,82;-2165,32;-0,0
60;4440;69,82;177,29;-0,5842;-3,6727;-11,201;0,0597;0,0044;0,0105;-9,82;-2175,14;0,0
60;4460;69,81;177,27;-0,5818;-3,6703;-11,1874;0,059;0,0045;0,0125;-9,81;-2184,95;0,01
60;4480;69,82;177,26;-0,565;-3,5674;-11,1656;0,0613;0,0039;0,0167;-9,82;-2194,77;-0,01
60;4500;69,82;177,25;-0,5818;-3,6512;-11,1303;0,0588;0,0065;0,0081;-9,82;-2204,59;0,01
60;4520;69,81;177,24;-0,5842;-3,7062;-11,2663;0,0593;0,0039;0,0108;-9,81;-2214,4;0,01
60;4540;69,81;177,23;-0,5986;-3,6392;-11,133;0,0613;0,006;0,0133;-9,81;-2224,21;0,0
