Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
0;1440;1,86;-104,61;0,3376;-9,8881;-0,049;0,0465;-0,0019;0,0033
0;1460;1,84;-104,79;0,2634;-9,9695;-0,0898;0,0457;-0,0056;0,0053
0;1480;1,84;-104,03;0,2993;-9,9814;-0,0027;0,0434;-0,004;0,0056
0;1500;1,82;-104,11;0,2562;-9,9359;-0,0762;0,048;-0,0056;0,0043
0;1520;1,82;-103,46;0,3112;-9,9407;-0,0109;0,0449;-0,0045;0,0075
0;1540;1,81;-103,13;0,2777;-9,9862;-0,0381;0,0442;-0,0013;0,0004
0;1560;1,82;-103,73;0,316;-9,9718;-0,1578;0,0442;-0,0064;0,0068
0;1580;1,81;-104,01;0,2466;-9,9718;-0,0925;0,0429;-0,0052;0,0051
0;1600;1,8;-104,12;0,2801;-9,979;-0,0871;0,0456;-0,0069;0,0031
0;1620;1,8;-104,3;0,3065;-9,9695;-0,1061;0,0448;-0,0041;0,004
0;1640;1,8;-103,29;0,2873;-9,9623;0,0326;0,0461;-0,0036;0,0053
0;1660;1,81;-103,32;0,3424;-9,9216;-0,0925;0,0433;-0,0059;0,0072
0;1680;1,8;-103,48;0,2586;-9,9623;-0,0843;0,0428;-0,0065;0,0064
0;1700;1,81;-103,58;0,3519;-9,9311;-0,1061;0,0462;-0,0041;0,0033
0;1720;1,81;-103,3;0,3065;-9,9359;-0,0463;0,0438;-0,0068;0,0031
0;1740;1,81;-102,97;0,2993;-9,9551;-0,0381;0,0445;-0,004;0,0012
0;1760;1,8;-102,55;0,2825;-9,9264;-0,0245;0,0434;-0,0052;0,0037
0;1780;1,8;-102,88;0,2849;-9,9479;-0,1115;0,0458;-0,0068;0,0012
0;1800;1,78;-102,75;0,2586;-9,9192;-0,0517;0,0434;-0,0069;0,0048
0;1820;1,79;-102,64;0,3208;-9,979;-0,0653;0,045;-0,0028;0,0049
0;1840;1,81;-102,19;0,3687;-9,9647;-0,0245;0,0468;-0,0012;0,0048
0;1860;1,81;-102,39;0,3184;-9,912;-0,1061;0,0433;-0,0067;0,0043
0;1880;1,81;-102,59;0,2753;-9,9072;-0,0925;0,0454;-0,0032;0,004
0;1900;1,81;-102,77;0,3065;-9,9503;-0,1007;0,0442;-0,0092;0,0057
0;1920;1,8;-101,97;0,2849;-9,9335;0,0245;0,0461;-0,006;0,0028
0;1940;1,81;-102,02;0,3184;-9,9982;-0,0843;0,0448;-0,0055;0,0036
0;1960;1,81;-102,57;0,3017;-9,9383;-0,1496;0,045;-0,0049;0,004
0;1980;1,81;-102,43;0,2825;-10,0293;-0,0544;0,0473;-0,0019;0,0043
0;2000;1,81;-102,41;0,3065;-9,9479;-0,0735;0,0474;-0,0064;0,0044
0;2020;1,8;-102,62;0,261;-9,9814;-0,0898;0,0448;-0,0057;0,0039
0;2040;1,78;-102,48;0,249;-9,924;-0,0463;0,0438;-0,0063;0,0027
0;2060;1,79;-102,52;0,3041;-9,9455;-0,0816;0,0457;-0,0063;0,0037
0;2080;1,79;-102,44;0,3304;-9,9742;-0,0707;0,0442;-0,0032;0,0027
0;2100;1,8;-102,37;0,3184;-9,9407;-0,068;0,0446;-0,0043;0,0036
0;2120;1,79;-102,48;0,2777;-9,9335;-0,0843;0,0445;-0,0017;0,0023
0;2140;1,78;-102,18;0,2682;-9,9647;-0,0299;0,0452;-0,004;0,0033
0;2160;1,79;-102,61;0,3136;-9,9383;-0,1415;0,046;-0,0071;0,0012
0;2180;1,78;-103,0;0,2753;-9,8976;-0,1224;0,0438;-0,0041;0,0029
0;2200;1,79;-103,21;0,3208;-9,9551;-0,1143;0,0437;-0,0043;0,0021
0;2220;1,78;-103,62;0,2634;-10,0078;-0,1224;0,0456;-0,0051;0,0031
0;2240;1,8;-103,31;0,3567;-9,9216;-0,0435;0,0442;-0,0055;0,0055
0;2260;1,8;-103,09;0,3184;-9,9479;-0,049;0,047;-0,0068;0,0059
0;2280;1,79;-102,69;0,2586;-9,9359;-0,019;0,0457;-0,0051;0,0031
0;2300;1,8;-102,91;0,34;-9,9886;-0,1224;0,0474;-0,0055;0,0068
0;2320;1,79;-103,17;0,2538;-9,9192;-0,0979;0,0454;-0,0021;0,0077
0;2340;1,79;-103,17;0,2849;-9,9862;-0,0735;0,0444;-0,0056;0,0048
0;2360;1,79;-103,68;0,2753;-9,9575;-0,1442;0,0476;-0,0036;0,0044
0;2380;1,78;-104,01;0,2634;-9,9192;-0,1143;0,045;-0,0067;0,0044
0;2400;1,79;-103,43;0,3352;-9,9407;0,0;0,0437;-0,002;0,0023
0;2420;1,79;-103,27;0,2921;-9,9024;-0,0544;0,0484;-0,0032;0,0063
0;2440;1,78;-102,77;0,2945;-9,9455;-0,0054;0,0421;-0,0043;0,0036
0;2460;1,79;-102,94;0,3256;-9,9335;-0,1115;0,0456;-0,0045;0,0068
0;2480;1,79;-102,93;0,3017;-9,9479;-0,0762;0,0448;-0,006;0,0049
0;2500;1,79;-103,04;0,3112;-9,9048;-0,0952;0,046;-0,01;0,0041
0;2520;1,81;-102,85;0,3543;-9,9527;-0,0599;0,048;-0,0025;0,0039
0;2540;1,8;-102,54;0,2658;-9,9264;-0,0272;0,0438;-0,0061;0,004
0;2560;1,8;-102,45;0,3017;-9,9455;-0,0626;0,0457;-0,0041;0,0043
0;2580;1,8;-102,4;0,328;-9,9695;-0,0735;0,0449;-0,0041;0,0071
0;2600;1,81;-102,67;0,3136;-9,912;-0,1224;0,0452;-0,0011;0,0052
0;2620;1,8;-102,85;0,2753;-9,9311;-0,0952;0,0485;-0,0049;0,0065
0;2640;1,8;-102,45;0,2753;-9,9264;-0,0163;0,0441;-0,0015;0,0036
0;2660;1,79;-102,54;0,2825;-9,9479;-0,0843;0,0452;-0,0084;0,0059
0;2680;1,79;-102,68;0,2945;-9,9862;-0,0952;0,0424;-0,0017;0,0043
0;2700;1,78;-103,09;0,2418;-9,9359;-0,1143;0,0438;-0,0057;0,0073
0;2720;1,78;-103,28;0,3232;-10,003;-0,117;0,0437;0,0;0,0037
0;2740;1,78;-102,84;0,2705;-9,9383;-0,0109;0,0473;-0,0029;0,0021
0;2760;1,77;-102,7;0,3065;-9,9766;-0,0571;0,0441;-0,0024;0,0073
0;2780;1,77;-102,17;0,2634;-9,9551;0,0027;0,048;-0,0099;0,0055
0;2800;1,76;-101,85;0,2897;-9,9264;-0,0245;0,043;-0,0065;0,0036
0;2820;1,76;-101,87;0,316;-9,912;-0,0789;0,0414;-0,0056;0,0029
0;2840;1,76;-101,94;0,3017;-9,979;-0,0843;0,0445;-0,0053;0,0047
0;2860;1,76;-101,54;0,2634;-9,9072;-0,0109;0,0477;-0,0032;0,0059
0;2880;1,75;-101,44;0,2777;-9,8833;-0,0517;0,045;-0,0045;0,0043
0;2900;1,75;-101,78;0,2777;-9,9288;-0,117;0,0424;-0,0055;0,0063
0;2920;1,73;-101,19;0,2346;-9,9;0,0136;0,0473;-0,0015;0,0044
0;2940;1,74;-101,28;0,3065;-9,9192;-0,0871;0,0468;-0,0045;0,0037
0;2960;1,74;-101,51;0,3208;-9,9814;-0,1143;0,0441;-0,0036;0,0044
0;2980;1,74;-102,45;0,2322;-9,8976;-0,1877;0,0457;-0,0004;0,004
0;3000;1,73;-102,79;0,2562;-9,9575;-0,1115;0,0428;-0,0071;0,0023
0;3020;1,73;-103,4;0,2825;-9,9623;-0,1714;0,0428;-0,0019;0,0036
0;3040;1,73;-103,84;0,2394;-9,8928;-0,1224;0,0458;-0,0023;0,0047
0;3060;1,71;-103,6;0,2418;-9,9264;-0,0354;0,0469;-0,004;0,0059
0;3080;1,71;-103,54;0,2945;-9,924;-0,068;0,0434;-0,0052;0,0019
0;3100;1,72;-103,14;0,3136;-9,979;-0,019;0,0434;-0,0068;0,0028
0;3120;1,71;-102,65;0,2873;-9,9407;-0,0027;0,0465;-0,0057;0,0057
0;3140;1,71;-103,05;0,249;-9,991;-0,117;0,046;-0,008;0,0012
0;3160;1,71;-102,76;0,3232;-9,9264;-0,0354;0,0438;-0,0037;0,0045
0;3180;1,71;-102,35;0,2993;-9,9192;-0,0136;0,043;-0,0055;0,0055
0;3200;1,7;-102,52;0,2562;-9,9096;-0,0871;0,0461;-0,0072;0,0051
0;3220;1,72;-102,97;0,3136;-10,0197;-0,1578;0,0468;-0,0035;0,0059
0;3240;1,73;-103,12;0,3519;-9,9311;-0,1197;0,0456;-0,0028;0,0021
0;3260;1,73;-102,7;0,3232;-9,9623;-0,0136;0,0441;-0,0047;0,0015
0;3280;1,74;-103,11;0,2849;-9,9264;-0,1388;0,045;-0,0036;0,0063
0;3300;1,72;-102,89;0,2442;-9,979;-0,0354;0,0462;-0,0044;0,0049
0;3320;1,73;-102,69;0,3041;-9,9168;-0,0463;0,0448;-0,0039;0,0057
0;3340;1,72;-102,59;0,2873;-9,9671;-0,0571;0,0446;-0,0016;0,0057
0;3360;1,73;-102,54;0,3232;-9,9575;-0,0735;0,0453;-0,0047;0,0047
0;3380;1,73;-102,25;0,2993;-9,9048;-0,0299;0,0452;-0,0064;0,0031
0;3400;1,73;-102,33;0,3089;-9,9216;-0,0898;0,0456;-0,0036;0,0032
0;3420;1,74;-101,07;0,2945;-10,0365;0,1224;0,0452;-0,0027;0,0044
0;3440;1,73;-101,32;0,2634;-9,9575;-0,0979;0,0478;-0,0043;0,0035
0;3460;1,73;-101,72;0,2538;-9,8952;-0,117;0,0469;-0,0037;0,0061
0;3480;1,73;-101,85;0,2825;-9,9982;-0,0871;0,0461;-0,0036;0,0035
0;3500;1,73;-102,0;0,316;-9,9024;-0,1034;0,0446;-0,0004;0,0045
0;3520;1,72;-102,14;0,2274;-9,9;-0,0735;0,0441;0,0011;0,0033
0;3540;1,73;-102,06;0,3615;-9,9647;-0,0735;0,0444;-0,0036;0,0057
0;3560;1,74;-102,26;0,328;-9,9551;-0,117;0,0465;-0,0049;0,0048
0;3580;1,74;-102,34;0,2897;-9,9407;-0,0843;0,0433;-0,0041;0,0033
0;3600;1,74;-102,43;0,2825;-9,9623;-0,0843;0,0456;-0,0048;0,0051
0;3620;1,75;-102,53;0,316;-9,9814;-0,0952;0,0494;-0,0053;0,0056
0;3640;1,76;-103,06;0,3065;-9,8689;-0,1714;0,0454;-0,0051;0,0049
0;3660;1,75;-103,11;0,2562;-9,9359;-0,0735;0,0494;-0,0064;0,0061
0;3680;1,75;-103,12;0,3065;-9,9503;-0,0816;0,0444;-0,0047;0,0079
0;3700;1,75;-103,05;0,2993;-9,9264;-0,0653;0,0468;-0,0047;0,0035
0;3720;1,76;-103,03;0,3136;-9,9814;-0,0789;0,043;-0,0021;0,0041
0;3740;1,75;-103,0;0,2562;-9,9048;-0,0626;0,0456;-0,0039;0,0055
0;3760;1,75;-102,61;0,3208;-9,9192;-0,0163;0,0478;-0,0089;0,0073
0;3780;1,76;-102,54;0,3448;-10,0317;-0,0735;0,0422;-0,0008;0,0041
0;3800;1,74;-102,43;0,2251;-9,8952;-0,0435;0,0446;-0,002;0,0025
0;3820;1,74;-102,52;0,2849;-10,0173;-0,0871;0,0434;-0,0009;0,0047
0;3840;1,73;-102,72;0,2729;-9,9335;-0,0979;0,0422;-0,0032;0,0035
0;3860;1,74;-102,77;0,316;-9,979;-0,0898;0,0461;-0,0072;0,0061
0;3880;1,73;-102,73;0,2562;-9,9359;-0,0599;0,0456;-0,0059;0,0059
0;3900;1,73;-102,64;0,2945;-9,9096;-0,0599;0,0406;-0,0079;0,0013
0;3920;1,73;-103,28;0,2777;-9,9695;-0,1768;0,0454;-0,0029;0,0061
0;3940;1,73;-103,28;0,3017;-9,9311;-0,0789;0,0457;-0,0052;0,0041
0;3960;1,73;-103,77;0,261;-9,9479;-0,1442;0,0456;0,0013;0,0029
0;3980;1,74;-103,75;0,3352;-9,9431;-0,0871;0,0462;-0,0016;0,0047
0;4000;1,74;-104,05;0,2849;-9,924;-0,1252;0,0446;-0,0047;0,006
0;4020;1,74;-104,61;0,2514;-9,8761;-0,1524;0,0458;-0,0056;0,0051
0;4040;1,75;-104,16;0,3687;-9,9431;-0,0163;0,0457;-0,0055;0,0045
0;4060;1,75;-104,13;0,2825;-9,9048;-0,0735;0,0432;-0,0032;0,0052
0;4080;1,75;-104,1;0,3184;-10,0221;-0,0816;0,0452;-0,0079;0,0044
0;4100;1,76;-103,68;0,3232;-9,9742;-0,0163;0,0481;-0,0049;0,0021
0;4120;1,75;-103,84;0,2346;-9,9359;-0,0843;0,0444;-0,0041;0,0059
0;4140;1,76;-103,78;0,3448;-9,9359;-0,0816;0,0456;-0,0035;0,002
0;4160;1,75;-102,99;0,2658;-9,9288;0,0381;0,0425;-0,0064;0,0021
0;4180;1,73;-102,75;0,2274;-9,9192;-0,0299;0,0474;0,0007;0,0043
0;4200;1,73;-102,86;0,2801;-9,9671;-0,0898;0,0486;-0,0072;0,0056
0;4220;1,74;-102,84;0,3472;-9,9742;-0,0843;0,0448;-0,0071;0,0076
0;4240;1,75;-103,39;0,3065;-9,9216;-0,1796;0,0465;-0,0013;0,0063
0;4260;1,75;-103,47;0,2825;-9,9407;-0,0871;0,0449;-0,0067;0,0057
0;4280;1,75;-103,45;0,3089;-9,9216;-0,0789;0,0448;-0,004;0,0027
0;4300;1,74;-102,75;0,2179;-9,9479;0,0218;0,0462;-0,0048;0,004
0;4320;1,73;-102,17;0,2586;-10,0078;0,0136;0,0466;-0,0045;0,0089
0;4340;1,73;-102,19;0,2682;-9,9;-0,0707;0,0494;-0,006;0,0057
0;4360;1,71;-101,74;0,2418;-9,9431;-0,0027;0,0436;-0,004;0,0041
0;4380;1,71;-101,87;0,3041;-9,9958;-0,0952;0,0444;-0,0033;0,0081
0;4400;1,72;-101,44;0,2945;-9,9695;-0,0054;0,0484;-0,0048;0,0033
0;4420;1,71;-101,48;0,2753;-9,9072;-0,0707;0,0466;-0,0067;0,0041
0;4440;1,72;-101,68;0,3184;-9,9599;-0,1115;0,045;-0,0011;0,0063
0;4460;1,72;-101,76;0,2969;-9,9551;-0,0843;0,0429;-0,0072;0,0043
0;4480;1,71;-101,92;0,2753;-9,9958;-0,0925;0,043;-0,0041;0,0033
0;4500;1,71;-101,96;0,2873;-9,9383;-0,0762;0,0461;-0,0019;0,0048
0;4520;1,71;-102,25;0,2682;-9,9599;-0,1088;0,0453;-0,0087;0,0036
0;4540;1,71;-102,46;0,2729;-9,9311;-0,1007;0,0445;-0,0037;0,0033
0;4560;1,7;-102,66;0,2466;-9,8737;-0,0898;0,0441;-0,0041;0,0045
0;4580;1,7;-102,79;0,2993;-9,9383;-0,0979;0,044;-0,0036;0,0033
0;4600;1,7;-102,5;0,3017;-9,9575;-0,0299;0,0464;-0,0016;0,0068
0;4620;1,7;-102,3;0,2945;-9,9647;-0,0435;0,0448;-0,0057;0,0033
0;4640;1,71;-102,03;0,3089;-9,9;-0,0326;0,0461;-0,0031;0,0045
0;4660;1,71;-101,84;0,3208;-9,9503;-0,0463;0,0441;-0,0087;0,0051
0;4680;1,71;-102,31;0,2658;-9,8713;-0,136;0,0468;-0,0029;0,0031
0;4700;1,69;-101,88;0,2251;-9,9671;-0,0054;0,0457;-0,0011;0,0047
0;4720;1,7;-102,06;0,2993;-9,9623;-0,1034;0,0444;-0,0052;0,0065
0;4740;1,7;-101,92;0,2921;-9,9695;-0,049;0,0442;-0,0063;0,0032
0;4760;1,69;-102,12;0,2801;-9,9024;-0,1007;0,0438;-0,0055;0,0036
0;4780;1,7;-102,46;0,2849;-9,9599;-0,1252;0,0452;-0,0073;0,0044
0;4800;1,69;-101,61;0,2873;-10,0149;0,0571;0,045;-0,0007;0,0037
0;4820;1,68;-101,61;0,2466;-9,9647;-0,0599;0,0436;-0,0048;0,0005
0;4840;1,7;-102,15;0,3208;-9,9407;-0,1768;0,044;-0,0088;0,0029
0;4860;1,7;-102,39;0,3136;-9,9886;-0,1197;0,0473;-0,0027;0,0008
0;4880;1,71;-102,11;0,3112;-9,9671;-0,0326;0,0464;-0,0055;0,0045
0;4900;1,7;-102,58;0,2418;-9,9862;-0,1252;0,0449;-0,0035;0,0041
0;4920;1,71;-102,73;0,2993;-9,9982;-0,1007;0,0466;-0,0052;0,0024
0;4940;1,71;-102,54;0,3208;-9,9814;-0,049;0,0448;-0,0052;0,0047
0;4960;1,7;-102,7;0,2538;-9,912;-0,0871;0,0456;-0,0012;0,0088
0;4980;1,72;-103,47;0,316;-9,9527;-0,2313;0,0444;-0,0057;0,0055
0;5000;1,71;-103,03;0,2562;-9,9288;-0,0082;0,0468;-0,0057;0,0036
10;5020;1,73;-101,95;0,3065;-9,9623;0,0;0,0448;-0,0012;0,0064
10;5040;1,71;-102,19;0,261;-9,9359;-0,0843;0,0414;-0,0049;0,0032
10;5060;1,71;-101,86;0,2825;-9,9288;-0,0381;0,0454;-0,0048;0,0073
10;5080;1,72;-101,83;0,328;-9,9335;-0,0762;0,0438;-0,0055;0,0039
10;5100;1,73;-102,29;0,316;-9,9431;-0,1306;0,0445;-0,0052;0,0031
10;5120;1,73;-102,81;0,2801;-9,9192;-0,1279;0,0426;-0,0025;0,0039
10;5140;1,74;-102,94;0,3089;-9,9527;-0,0952;0,0436;-0,0028;0,0029
10;5160;1,74;-102,98;0,2993;-9,9216;-0,0816;0,045;-0,0052;0,0036
10;5180;1,74;-103,53;0,2753;-9,9168;-0,136;0,0464;-0,0024;0,0037
10;5200;1,74;-103,3;0,3065;-9,8976;-0,0544;0,0454;-0,0037;0,0015
10;5220;1,74;-103,72;0,2682;-9,924;-0,1197;0,0449;-0,0043;0,0011
10;5240;1,74;-103,01;0,3208;-9,8785;0,0054;0,0444;-0,002;0,0023
10;5260;1,73;-102,7;0,2729;-9,9551;-0,0354;0,0434;-0,0053;0,0065
10;5280;1,73;-102,75;0,2634;-9,9838;-0,0735;0,0494;-0,0039;0,0043
10;5300;1,73;-103,32;0,2586;-9,9718;-0,136;0,0465;-0,0059;0,0032
10;5320;1,73;-103,39;0,3041;-9,9503;-0,0898;0,0446;-0,0045;0,0087
10;5340;1,72;-102,5;0,2921;-9,9766;0,0354;0,0429;-0,0027;0,0057
10;5360;1,71;-102,63;0,2538;-9,9335;-0,0789;0,044;-0,0052;0,0064
10;5380;1,71;-102,8;0,2825;-9,9072;-0,0952;0,0465;-0,0061;0,0056
10;5400;1,71;-102,51;0,2849;-9,8881;-0,0354;0,0456;-0,0056;0,0053
10;5420;1,72;-102,11;0,3184;-9,9838;-0,0218;0,0441;-0,0051;0,004
10;5440;1,73;-102,46;0,3065;-9,912;-0,1279;0,0474;-0,0043;0,0043
10;5460;1,73;-102,48;0,3208;-9,8928;-0,0843;0,0437;-0,0055;0,0025
10;5480;1,72;-102,6;0,2538;-9,9407;-0,0789;0,0434;-0,0037;0,0039
10;5500;1,7;-102,62;0,2251;-9,9527;-0,0599;0,0456;-0,0013;0,0029
10;5520;1,7;-103,17;0,2705;-9,9455;-0,1469;0,0428;-0,0049;0,0067
10;5540;1,69;-103,15;0,2442;-9,924;-0,0626;0,0437;-0,0049;0,0081
10;5560;1,69;-103,35;0,2705;-9,9455;-0,0979;0,0482;-0,0053;0,0044
10;5580;1,7;-102,83;0,3352;-9,9623;-0,0054;0,0428;-0,0019;0,0051
10;5600;1,71;-102,93;0,3256;-9,9623;-0,1007;0,0454;-0,0021;0,0076
10;5620;1,71;-102,69;0,2993;-9,8665;-0,0408;0,0436;-0,0035;0,0028
10;5640;1,72;-101,86;0,3256;-9,9431;0,049;0,0456;-0,0024;0,0069
10;5660;1,73;-101,43;0,3472;-9,9623;-0,0109;0,0474;-0,0083;0,0052
10;5680;1,73;-101,5;0,2897;-9,9742;-0,0789;0,047;-0,0071;0,0067
10;5700;1,74;-101,93;0,3184;-9,9623;-0,1496;0,0444;-0,0033;0,0043
10;5720;1,74;-101,29;0,3065;-10,0078;0,0218;0,0477;-0,0001;0,0056
10;5740;1,75;-102,0;0,2945;-9,912;-0,1877;0,0462;-0,0055;0,0053
10;5760;1,74;-102,24;0,2682;-9,9431;-0,1007;0,0418;-0,0053;0,0044
10;5780;1,75;-101,87;0,3184;-9,924;-0,019;0,0454;-0,0045;0,0035
10;5800;1,74;-101,73;0,2825;-9,9455;-0,049;0,0422;-0,0041;0,0016
10;5820;1,75;-101,92;0,3184;-9,9431;-0,1088;0,0424;-0,0032;0,0071
10;5840;1,74;-102,09;0,2825;-9,9168;-0,0952;0,0442;-0,0037;0,0061
10;5860;1,75;-102,17;0,2969;-9,9503;-0,0843;0,0477;-0,0065;0,0048
10;5880;1,74;-102,07;0,2897;-9,9216;-0,0571;0,0425;-0,0029;0,0025
10;5900;1,75;-101,88;0,3376;-9,979;-0,049;0,0457;-0,0051;0,0051
10;5920;1,74;-101,67;0,2394;-9,8976;-0,0326;0,0448;-0,0019;0,0031
