Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;700;1,89;-117,56;492;-16588;-260;-349;29;66;58,12;4358,05;-0,0
60;720;1,9;-117,77;500;-16536;-256;-329;-31;62;58,1;4474,26;-0,01
60;740;1,9;-117,01;512;-16576;-68;-328;5;44;58,1;4532,36;-0,0
60;760;1,9;-116,93;500;-16572;-236;-346;-20;46;58,1;4590,46;0,01
60;780;1,9;-116,59;564;-16680;-228;-350;-23;65;58,11;4648,57;0,0
60;800;1,89;-116,21;432;-16676;-192;-345;-29;37;58,1;4764,77;-0,0
60;820;1,9;-116,43;540;-16652;-408;-346;-13;35;58,12;4822,89;0,02
60;840;1,89;-116,48;412;-16636;-280;-348;-39;48;58,11;4881,0;-0,01
60;860;1,88;-116,45;448;-16640;-224;-346;-21;36;58,12;4939,12;0,01
60;880;1,87;-116,57;408;-16544;-308;-347;-9;52;58,13;5055,37;-0,0
60;900;1,87;-117,18;432;-16592;-364;-343;9;38;58,13;5113,51;0,0
60;920;1,89;-117,67;512;-16584;-356;-349;4;65;58,12;5171,63;-0,01
60;940;1,89;-117,64;476;-16564;-272;-345;-29;49;58,11;5229,74;-0,0
60;960;1,89;-117,6;452;-16668;-308;-359;-8;43;58,11;5345,97;0,0
60;980;1,88;-117,42;492;-16540;-256;-353;10;61;58,12;5404,09;0,01
60;1000;1,89;-117,65;540;-16564;-364;-317;1;61;58,12;5462,21;-0,0
60;1020;1,91;-118,1;472;-16704;-316;-331;-4;66;58,1;5520,3;-0,02
60;1040;1,89;-118,13;388;-16608;-264;-338;-21;38;58,1;5636,5;0,0
60;1060;1,89;-117,79;500;-16732;-260;-359;-36;44;58,12;5694,62;0,01
60;1080;1,9;-117,84;492;-16592;-276;-350;2;50;58,11;5752,73;-0,01
60;1100;1,9;-117,49;468;-16556;-96;-347;-27;51;58,1;5810,82;-0,01
60;1120;1,89;-117,63;452;-16620;-200;-348;-3;45;58,1;5927,03;-0,0
60;1140;1,89;-116,98;488;-16592;-148;-350;-37;59;58,11;5985,14;0,01
60;1160;1,88;-117,77;360;-16584;-292;-331;-8;34;58,11;6043,25;0,0
60;1180;1,86;-117,52;336;-16680;-232;-343;-1;54;58,12;6101,37;0,01
60;1200;1,87;-117,74;420;-16592;-392;-343;-31;62;58,14;6217,64;-0,0
60;1220;1,87;-117,55;476;-16596;-140;-332;-12;45;58,12;6275,77;-0,01
60;1240;1,88;-117,85;520;-16568;-332;-351;-39;81;58,13;6333,89;0,01
60;1260;1,87;-117,36;416;-16624;-152;-335;-16;42;58,12;6392,02;-0,01
60;1280;1,85;-117,82;364;-16596;-212;-345;-11;52;58,14;6508,3;-0,0
60;1300;1,87;-117,66;604;-16596;-352;-357;-21;42;58,14;6566,44;0,0
60;1320;1,86;-117,29;468;-16608;-188;-347;-29;47;58,13;6624,57;-0,01
60;1340;1,88;-117,66;480;-16588;-416;-341;-5;50;58,13;6682,7;-0,0
60;1360;1,88;-117,39;444;-16640;-216;-337;-23;57;58,12;6798,94;-0,0
60;1380;1,88;-117,09;500;-16556;-192;-354;-8;64;58,12;6857,06;0,0
60;1400;1,87;-117,26;432;-16648;-224;-345;2;70;58,13;6915,19;0,0
60;1420;1,87;-117,15;456;-16696;-204;-351;-19;38;58,13;6973,31;-0,0
60;1440;1,88;-117,03;612;-16748;-232;-333;-16;31;58,13;7089,58;0,0
60;1460;1,88;-117,0;404;-16552;-252;-327;-46;38;58,12;7147,69;-0,01
60;1480;1,88;-116,85;580;-16548;-256;-324;5;41;58,13;7205,82;0,01
60;1500;1,89;-117,03;536;-16648;-364;-347;-1;44;58,12;7263,94;-0,01
60;1520;1,88;-116,76;512;-16656;-220;-341;-7;50;58,12;7380,19;0,0
60;1540;1,87;-116,72;464;-16604;-288;-343;-17;57;58,13;7438,32;0,01
60;1560;1,87;-116,89;464;-16740;-276;-350;-24;38;58,13;7496,45;-0,0
60;1580;1,86;-116,42;396;-16616;-120;-344;-25;57;58,13;7554,58;0,0
60;1600;1,86;-116,85;508;-16600;-320;-343;-9;41;58,15;7670,87;0,0
60;1620;1,86;-117,21;420;-16640;-312;-352;13;59;58,14;7729,01;-0,0
60;1640;1,86;-117,31;512;-16596;-380;-343;2;57;58,15;7787,16;0,0
60;1660;1,86;-116,81;512;-16528;-140;-327;0;61;58,14;7845,29;-0,01
60;1680;1,85;-116,52;484;-16588;-284;-341;-5;61;58,15;7961,59;-0,0
60;1700;1,85;-116,49;500;-16672;-316;-355;-34;60;58,15;8019,75;0,0
60;1720;1,85;-116,73;508;-16524;-292;-336;-43;38;58,15;8077,9;-0,0
60;1740;1,84;-116,29;472;-16608;-128;-336;-18;59;58,15;8136,05;0,0
60;1760;1,85;-116,26;460;-16592;-340;-332;-25;69;58,15;8252,35;0,0
60;1780;1,85;-116,63;432;-16616;-272;-329;16;64;58,14;8310,49;-0,01
60;1800;1,85;-116,73;456;-16592;-168;-338;-16;41;58,14;8368,64;-0,0
60;1820;1,85;-116,46;500;-16600;-316;-334;-33;50;58,15;8426,79;0,01
60;1840;1,85;-116,78;384;-16556;-332;-324;-12;70;58,15;8543,08;0,0
60;1860;1,85;-117,01;540;-16528;-360;-356;-34;42;58,16;8601,24;0,01
60;1880;1,85;-116,34;636;-16560;-140;-348;-13;50;58,16;8659,4;-0,0
60;1900;1,85;-116,48;472;-16636;-244;-333;-26;47;58,15;8717,55;-0,01
60;1920;1,85;-116,54;496;-16548;-204;-362;-12;56;58,15;8833,85;0,0
60;1940;1,84;-115,99;444;-16544;-228;-354;-18;43;58,16;8892,01;0,01
60;1960;1,84;-116,2;372;-16620;-384;-356;-31;44;58,16;8950,17;-0,0
60;1980;1,84;-116,1;472;-16656;-176;-338;-35;43;58,15;9008,32;-0,0
60;2000;1,83;-116,08;328;-16652;-192;-345;9;58;58,15;9124,63;0,0
60;2020;1,83;-116,24;468;-16608;-288;-347;-22;50;58,17;9182,8;0,02
60;2040;1,81;-116,33;360;-16544;-184;-345;-3;38;58,18;9240,98;0,0
60;2060;1,82;-116,34;532;-16628;-312;-364;-17;41;58,19;9299,17;0,01
60;2080;1,82;-117,08;340;-16504;-268;-339;4;41;58,17;9415,52;-0,01
60;2100;1,81;-117,46;384;-16704;-204;-333;-15;63;58,18;9473,7;0,01
60;2120;1,81;-117,17;452;-16672;-176;-342;-27;43;58,18;9531,88;0,0
60;2140;1,82;-117,14;548;-16612;-296;-335;-16;27;58,18;9590,06;0,0
60;2160;1,83;-117,22;464;-16676;-296;-363;-25;49;58,17;9706,41;-0,01
60;2180;1,84;-117,53;584;-16612;-300;-345;-37;55;58,17;9764,57;-0,0
60;2200;1,84;-117,15;428;-16604;-120;-328;-15;41;58,15;9822,72;-0,01
60;2220;1,83;-117,25;372;-16680;-252;-339;-32;48;58,16;9880,88;0,01
60;2240;1,83;-117,29;428;-16640;-252;-332;1;60;58,17;9997,22;-0,0
60;2260;1,85;-117,93;464;-16572;-400;-338;-10;61;58,16;10055,38;-0,01
60;2280;1,85;-117,88;480;-16672;-300;-352;-37;56;58,16;10113,54;-0,0
60;2300;1,85;-118,0;476;-16676;-312;-346;-3;61;58,15;10171,69;-0,0
60;2320;1,84;-118,46;312;-16616;-376;-339;-19;55;58,16;10288,01;0,0
60;2340;1,84;-118,35;492;-16708;-300;-336;-39;38;58,16;10346,17;0,0
60;2360;1,85;-117,9;552;-16512;-140;-329;-15;44;58,15;10404,33;-0,01
60;2380;1,87;-118,36;480;-16668;-428;-349;-34;54;58,14;10462,47;-0,01
60;2400;1,86;-118,63;504;-16676;-308;-338;-22;63;58,14;10578,75;-0,0
60;2420;1,87;-119,07;416;-16544;-364;-355;-20;61;58,13;10636,88;-0,01
60;2440;1,88;-119,1;488;-16668;-428;-325;-27;54;58,13;10695,01;-0,0
60;2460;1,88;-119,0;480;-16612;-232;-339;-21;69;58,12;10753,13;-0,01
60;2480;1,87;-118,12;456;-16560;-124;-357;-33;53;58,12;10869,38;-0,0
60;2500;1,87;-117,8;508;-16548;-108;-335;-17;42;58,13;10927,51;0,0
60;2520;1,87;-117,76;392;-16548;-176;-341;-14;52;58,13;10985,63;-0,0
60;2540;1,86;-117,9;376;-16592;-332;-363;-24;36;58,14;11043,77;0,01
60;2560;1,88;-118,4;496;-16660;-452;-349;-11;50;58,13;11160,04;-0,0
60;2580;1,87;-118,16;532;-16688;-228;-325;-12;54;58,13;11218,16;-0,0
60;2600;1,87;-118,23;432;-16560;-180;-349;-23;58;58,13;11276,29;-0,0
60;2620;1,87;-118,18;440;-16532;-288;-332;-14;65;58,13;11334,42;0,01
60;2640;1,87;-118,13;500;-16652;-348;-343;-27;62;58,13;11450,69;-0,0
60;2660;1,87;-118,05;428;-16556;-348;-335;-22;45;58,13;11508,82;-0,0
60;2680;1,86;-118,15;444;-16612;-288;-337;4;57;58,14;11566,96;0,0
60;2700;1,86;-118,15;524;-16584;-248;-338;-40;42;58,14;11625,1;0,0
60;2720;1,87;-118,1;516;-16556;-248;-357;-27;54;58,13;11741,37;-0,01
60;2740;1,88;-118,03;524;-16624;-296;-353;-28;47;58,12;11799,49;-0,01
60;2760;1,88;-118,1;444;-16560;-284;-340;-19;44;58,12;11857,61;-0,0
60;2780;1,87;-118,26;412;-16564;-264;-344;-45;56;58,12;11915,73;0,0
60;2800;1,88;-118,14;508;-16608;-212;-342;-15;49;58,12;12031,98;-0,0
60;2820;1,88;-118,2;460;-16652;-264;-364;-11;47;58,12;12090,09;-0,01
60;2840;1,89;-117,5;560;-16648;-100;-335;-42;28;58,11;12148,21;-0,0
60;2860;1,88;-117,74;404;-16632;-340;-349;10;46;58,12;12206,33;0,0
60;2880;1,87;-117,64;488;-16636;-136;-328;-42;46;58,12;12322,57;0,01
60;2900;1,86;-117,58;448;-16652;-196;-331;8;65;58,13;12380,7;0,01
60;2920;1,87;-117,67;444;-16580;-228;-340;-10;43;58,13;12438,83;0,0
60;2940;1,87;-117,67;516;-16584;-332;-339;9;65;58,14;12496,97;0,01
60;2960;1,88;-118,41;412;-16628;-384;-345;-16;51;58,12;12613,23;-0,01
60;2980;1,88;-118,56;440;-16684;-232;-330;-30;50;58,12;12671,35;-0,0
60;3000;1,89;-118,69;452;-16624;-400;-357;-10;54;58,12;12729,47;-0,0
60;3020;1,88;-118,32;464;-16592;-172;-336;-41;36;58,12;12787,59;-0,0
60;3040;1,87;-118,46;500;-16640;-176;-338;-27;46;58,13;12903,83;0,0
60;3060;1,86;-119,06;348;-16608;-332;-340;-17;64;58,14;12961,97;0,01
60;3080;1,86;-119,0;532;-16596;-160;-348;-54;59;58,14;13020,11;0,01
60;3100;1,86;-118,7;496;-16572;-52;-363;-22;67;58,14;13078,25;-0,0
60;3120;1,83;-118,67;396;-16596;-232;-359;-2;33;58,16;13194,56;0,01
60;3140;1,83;-118,73;408;-16700;-224;-349;1;67;58,16;13252,73;0,0
60;3160;1,84;-118,8;480;-16604;-408;-332;-40;47;58,17;13310,89;0,01
60;3180;1,83;-118,5;440;-16708;-264;-352;-19;46;58,17;13369,06;-0,0
60;3200;1,84;-118,47;440;-16632;-328;-343;-10;72;58,16;13485,38;-0,0
60;3220;1,84;-118,91;372;-16496;-332;-354;-7;54;58,15;13543,54;-0,01
60;3240;1,84;-118,79;436;-16592;-220;-359;-10;54;58,15;13601,69;0,0
60;3260;1,84;-118,67;520;-16592;-188;-351;-64;55;58,16;13659,85;0,01
60;3280;1,85;-119,13;464;-16676;-324;-346;-25;37;58,15;13776,16;-0,01
60;3300;1,86;-119,16;468;-16572;-384;-347;-28;40;58,15;13834,31;-0,0
60;3320;1,87;-119,16;424;-16672;-220;-345;-10;30;58,13;13892,43;-0,02
60;3340;1,87;-119,6;456;-16672;-352;-334;-19;49;58,13;13950,56;0,0
60;3360;1,87;-119,29;520;-16608;-280;-347;-8;58;58,14;14066,84;0,0
60;3380;1,86;-119,5;424;-16680;-284;-347;-49;55;58,14;14124,97;-0,0
60;3400;1,88;-119,49;544;-16648;-372;-337;-13;44;58,13;14183,1;-0,01
60;3420;1,88;-119,73;492;-16576;-388;-333;-29;58;58,12;14241,22;-0,0
60;3440;1,89;-119,47;444;-16656;-276;-329;-5;37;58,11;14357,45;0,0
60;3460;1,89;-118,97;500;-16636;-176;-340;-7;47;58,11;14415,56;0,0
60;3480;1,89;-119,03;500;-16568;-340;-349;-32;45;58,11;14473,67;0,0
60;3500;1,9;-119,31;524;-16560;-332;-331;6;57;58,11;14531,78;-0,0
60;3520;1,9;-119,43;540;-16592;-220;-340;-30;62;58,1;14647,98;0,01
60;3540;1,89;-119,08;452;-16688;-116;-339;-42;40;58,1;14706,09;0,0
60;3560;1,88;-119,39;444;-16624;-236;-329;-28;61;58,11;14764,2;0,01
60;3580;1,88;-119,19;472;-16664;-140;-338;-26;52;58,11;14822,31;0,0
60;3600;1,88;-118,59;548;-16676;-100;-356;-15;45;58,12;14938,55;0,0
60;3620;1,88;-118,88;468;-16644;-280;-321;-48;42;58,12;14996,67;-0,0
60;3640;1,89;-118,93;540;-16564;-300;-351;-39;44;58,12;15054,79;0,0
60;3660;1,89;-119,25;444;-16516;-276;-350;-22;46;58,11;15112,9;-0,01
60;3680;1,88;-119,47;472;-16540;-256;-342;-46;61;58,12;15229,13;0,01
60;3700;1,88;-119,71;416;-16500;-344;-353;-34;57;58,12;15287,25;0,0
60;3720;1,88;-119,77;452;-16580;-304;-355;-20;41;58,12;15345,37;0,0
60;3740;1,89;-119,54;616;-16660;-168;-350;-12;48;58,12;15403,49;-0,01
60;3760;1,9;-119,16;560;-16528;-276;-336;-10;42;58,11;15519,7;-0,0
60;3780;1,9;-119,0;464;-16660;-220;-346;-6;51;58,1;15577,8;-0,0
60;3800;1,9;-118,76;580;-16612;-112;-324;-14;71;58,1;15635,9;-0,0
60;3820;1,9;-118,82;376;-16628;-164;-351;-29;52;58,09;15693,99;-0,01
60;3840;1,88;-118,5;396;-16596;-192;-345;-23;60;58,11;15810,21;0,01
60;3860;1,87;-118,17;528;-16652;-260;-333;-33;60;58,13;15868,35;0,02
60;3880;1,87;-118,03;452;-16616;-288;-345;-11;37;58,13;15926,48;0,0
60;3900;1,86;-118,37;404;-16524;-336;-351;-25;51;58,14;15984,62;0,01
60;3920;1,86;-118,24;512;-16652;-324;-350;-20;48;58,14;16100,91;-0,01
60;3940;1,86;-118,18;468;-16660;-264;-336;-43;58;58,14;16159,05;-0,0
60;3960;1,86;-118,42;436;-16604;-364;-328;-23;51;58,14;16217,19;0,0
60;3980;1,87;-118,28;476;-16656;-280;-341;-5;59;58,13;16275,33;-0,01
60;4000;1,86;-117,86;508;-16540;-76;-333;-11;45;58,14;16391,6;0,0
60;4020;1,86;-117,54;456;-16572;-248;-325;-10;31;58,14;16449,74;0,01
60;4040;1,86;-117,46;524;-16652;-204;-327;-19;39;58,14;16507,88;-0,0
60;4060;1,87;-117,57;480;-16644;-380;-342;-22;63;58,13;16566,01;-0,01
60;4080;1,87;-117,89;528;-16504;-296;-351;4;70;58,13;16682,27;0,0
60;4100;1,87;-117,86;440;-16592;-176;-323;-18;45;58,12;16740,39;-0,01
60;4120;1,87;-118,06;524;-16608;-256;-334;-19;50;58,13;16798,52;0,01
60;4140;1,87;-118,45;396;-16464;-320;-351;-1;48;58,13;16856,65;-0,0
60;4160;1,86;-117,95;480;-16688;-184;-343;-20;61;58,13;16972,91;0,0
60;4180;1,85;-117,89;416;-16600;-208;-343;-22;50;58,14;17031,05;0,01
60;4200;1,86;-118,07;488;-16520;-284;-335;-26;52;58,14;17089,2;0,0
60;4220;1,85;-118,23;484;-16632;-256;-345;-26;58;58,15;17147,34;0,0
60;4240;1,85;-118,01;432;-16644;-252;-336;-20;49;58,15;17263,64;-0,0
60;4260;1,86;-118,03;492;-16672;-304;-338;2;53;58,14;17321,78;-0,01
60;4280;1,88;-118,09;536;-16548;-304;-356;-10;48;58,13;17379,91;-0,01
60;4300;1,89;-117,95;592;-16668;-248;-334;-20;55;58,12;17438,03;-0,01
60;4320;1,89;-118,07;440;-16684;-428;-342;-20;56;58,12;17554,25;0,0
60;4340;1,89;-118,34;412;-16636;-344;-336;-24;44;58,11;17612,37;-0,01
60;4360;1,89;-118,15;516;-16688;-136;-346;-8;58;58,11;17670,47;-0,0
60;4380;1,89;-117,81;500;-16568;-160;-351;1;40;58,11;17728,58;0,0
60;4400;1,89;-118,51;440;-16680;-320;-337;-29;59;58,11;17844,8;-0,01
60;4420;1,89;-118,14;468;-16608;-76;-334;-14;58;58,1;17902,9;-0,01
60;4440;1,89;-118,02;456;-16632;-244;-351;-34;58;58,11;17961,01;0,0
60;4460;1,89;-118,33;460;-16588;-320;-336;-25;35;58,11;18019,12;0,01
60;4480;1,89;-118,2;488;-16680;-216;-349;-22;30;58,11;18135,34;-0,0
60;4500;1,89;-118,19;424;-16600;-204;-348;-33;45;58,11;18193,45;-0,0
60;4520;1,89;-118,42;412;-16580;-252;-334;-21;58;58,11;18251,56;0,0
60;4540;1,89;-118,63;508;-16660;-300;-350;-16;59;58,11;18309,67;0,01
60;4560;1,89;-118,84;352;-16564;-256;-344;-23;57;58,1;18425,89;-0,0
60;4580;1,88;-118,95;424;-16608;-308;-352;-20;51;58,12;18484,0;0,01
60;4600;1,88;-119,02;496;-16560;-284;-348;-13;45;58,12;18542,12;0,0
60;4620;1,87;-118,8;436;-16660;-108;-346;-18;26;58,12;18600,24;0,01
60;4640;1,88;-118,98;564;-16584;-332;-339;-6;51;58,13;18716,5;0,0
60;4660;1,87;-119,17;400;-16584;-268;-346;-17;54;58,13;18774,63;-0,0
60;4680;1,87;-119,05;564;-16472;-280;-336;-30;45;58,13;18832,77;0,01
60;4700;1,86;-118,18;472;-16504;-44;-337;-19;42;58,14;18890,9;0,0
60;4720;1,86;-117,96;576;-16684;-236;-338;-30;38;58,14;19007,19;-0,0
60;4740;1,87;-117,83;424;-16580;-144;-348;-20;60;58,13;19065,32;-0,02
60;4760;1,86;-117,61;432;-16632;-204;-342;-33;44;58,13;19123,45;0,0
60;4780;1,86;-117,79;424;-16588;-232;-334;-38;60;58,14;19181,59;0,0
60;4800;1,86;-117,71;520;-16688;-256;-342;4;30;58,14;19297,87;-0,0
60;4820;1,85;-117,53;316;-16668;-184;-333;-44;60;58,14;19356,01;-0,0
60;4840;1,84;-117,65;404;-16604;-292;-315;-25;60;58,15;19414,16;0,02
60;4860;1,83;-117,54;408;-16612;-208;-350;-18;53;58,16;19472,33;0,01
60;4880;1,83;-117,29;472;-16560;-132;-341;-26;48;58,17;19588,67;0,0
60;4900;1,83;-117,14;460;-16648;-156;-352;-25;43;58,17;19646,84;-0,0
60;4920;1,82;-117,3;444;-16532;-284;-344;-22;59;58,18;19705,02;0,01
60;4940;1,82;-117,12;468;-16612;-224;-352;-7;53;58,18;19763,19;0,0
60;4960;1,82;-117,07;424;-16680;-356;-339;-39;34;58,18;19879,56;0,01
60;4980;1,82;-117,12;448;-16580;-304;-352;-10;45;58,18;19937,74;0,0
