Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
55;340;3,52;-141,32;0,3376;-10,0293;-0,555;0,0486;0,0004;0,0085;51,48;977,06;0,02
55;360;3,53;-140,93;0,4381;-10,0054;-0,536;0,0492;-0,0005;0,0033;51,47;1028,52;-0,02
55;380;3,56;-141,2;0,3998;-9,9359;-0,6067;0,0505;0,0009;0,006;51,44;1079,96;-0,03
55;400;3,58;-141,73;0,3687;-10,0245;-0,6149;0,0474;-0,0004;0,0041;51,42;1131,38;-0,02
55;420;3,56;-142,06;0,34;-9,9718;-0,536;0,0482;0,0027;0,0048;51,44;1182,82;0,03
55;440;3,55;-141,95;0,3903;-10,0078;-0,5333;0,0472;0,0005;0,0089;51,45;1234,27;0,01
55;460;3,54;-142,23;0,3615;-9,9982;-0,5632;0,0456;0,0025;0,0061;51,46;1285,73;0,01
55;480;3,51;-142,17;0,3639;-10,0221;-0,5088;0,0469;0,0027;0,0033;51,49;1337,22;0,03
55;500;3,48;-142,01;0,3615;-9,9695;-0,487;0,0461;0,0017;0,0056;51,52;1388,74;0,03
55;520;3,49;-141,67;0,419;-9,9934;-0,5305;0,0472;0,0059;0,0039;51,51;1440,25;-0,01
55;540;3,51;-141,81;0,395;-10,003;-0,5877;0,0472;0,0025;0,006;51,49;1491,75;-0,02
55;560;3,51;-141,96;0,3711;-10,0006;-0,555;0,0485;0,0035;0,0077;51,49;1543,24;0,0
55;580;3,45;-141,57;0,3448;-9,9527;-0,4271;0,0466;0,0048;0,0068;51,55;1594,79;0,06
55;600;3,46;-141,48;0,4094;-9,9862;-0,5605;0,0485;0,0025;0,0063;51,54;1646,33;-0,02
55;620;3,47;-141,49;0,3903;-9,9647;-0,5523;0,047;0,0047;0,0075;51,53;1697,86;-0,01
55;640;3,49;-141,65;0,3879;-10,0293;-0,5822;0,0461;0,0057;0,0075;51,51;1749,37;-0,01
55;660;3,53;-141,88;0,4094;-9,9479;-0,6366;0,046;0,0063;0,008;51,47;1800,85;-0,04
55;680;3,58;-141,89;0,4381;-9,9862;-0,6258;0,05;0,0012;0,0101;51,42;1852,27;-0,05
55;700;3,57;-141,76;0,395;-10,0078;-0,536;0,0466;0,004;0,0069;51,43;1903,7;0,01
55;720;3,58;-142,24;0,3519;-10,0676;-0,6094;0,0485;0,0047;0,006;51,42;1955,12;-0,01
55;740;3,59;-141,97;0,431;-10,0173;-0,555;0,048;0,0009;0,006;51,41;2006,53;-0,01
55;760;3,56;-141,79;0,3591;-9,9958;-0,4761;0,049;0,0;0,0065;51,44;2057,97;0,04
55;780;3,53;-142,0;0,3328;-10,0197;-0,5169;0,0473;-0,0013;0,0084;51,47;2109,45;0,03
55;800;3,56;-142,33;0,3855;-9,9503;-0,6366;0,0473;0,0;0,0068;51,44;2160,89;-0,03
55;820;3,56;-142,68;0,3519;-9,9934;-0,5931;0,048;0,004;0,0091;51,44;2212,33;-0,0
55;840;3,55;-142,92;0,3448;-10,0365;-0,5577;0,0466;0,0019;0,0049;51,45;2263,78;0,01
55;860;3,54;-143,23;0,34;-9,9599;-0,5713;0,0458;0,002;0,0048;51,46;2315,23;0,01
55;880;3,54;-143,15;0,3807;-10,0149;-0,5414;0,046;0,0027;0,0055;51,46;2366,7;0,01
55;900;3,54;-142,9;0,4094;-9,9647;-0,5387;0,0492;0,0024;0,0057;51,46;2418,15;-0,01
55;920;3,55;-142,88;0,3855;-9,9718;-0,5577;0,0489;0,0023;0,004;51,45;2469,61;-0,0
55;940;3,51;-141,98;0,4046;-9,991;-0,3918;0,0477;0,0016;0,0048;51,49;2521,1;0,04
55;960;3,48;-142,08;0,3376;-9,9982;-0,5088;0,0481;0,0017;0,0073;51,52;2572,62;0,02
55;980;3,46;-141,64;0,3903;-10,0509;-0,4544;0,0469;0,0045;0,0063;51,54;2624,16;0,02
55;1000;3,47;-141,68;0,3879;-9,979;-0,5632;0,0476;0,0045;0,0017;51,53;2675,69;-0,01
55;1020;3,46;-141,65;0,3687;-9,9982;-0,5196;0,0457;0,0047;0,0075;51,54;2727,23;0,01
55;1040;3,47;-141,83;0,3807;-10,0197;-0,5958;0,0493;0,0033;0,0071;51,53;2778,76;-0,02
55;1060;3,48;-142,03;0,3687;-10,0389;-0,5849;0,0501;0,0045;0,0071;51,52;2830,28;-0,01
55;1080;3,5;-141,69;0,4453;-10,003;-0,5387;0,0462;0,0023;0,0037;51,5;2881,78;-0,01
55;1100;3,48;-141,8;0,3472;-10,0748;-0,5224;0,0486;0,0016;0,0064;51,52;2933,3;0,02
55;1120;3,45;-141,59;0,3615;-9,991;-0,4625;0,0476;0,0012;0,006;51,55;2984,85;0,03
55;1140;3,47;-141,38;0,431;-9,9455;-0,5496;0,0466;0,0005;0,0049;51,53;3036,38;-0,02
55;1160;3,48;-141,34;0,4118;-10,0102;-0,5713;0,0478;0,0033;0,0067;51,52;3087,9;-0,01
55;1180;3,5;-141,4;0,4046;-9,9934;-0,5931;0,0476;0,0039;0,0093;51,5;3139,4;-0,02
55;1200;3,49;-141,32;0,3807;-9,9718;-0,5142;0,0478;0,0031;0,0065;51,51;3190,9;0,01
55;1220;3,52;-141,35;0,4214;-10,0149;-0,6094;0,0489;0,0021;0,0075;51,48;3242,38;-0,03
55;1240;3,49;-141,22;0,3519;-9,9958;-0,4625;0,0505;0,0027;0,0061;51,51;3293,89;0,03
55;1260;3,5;-140,85;0,4501;-10,0437;-0,5142;0,0476;0,0019;0,006;51,5;3345,39;-0,01
55;1280;3,48;-140,9;0,3496;-10,0006;-0,5033;0,0458;0,0032;0,0068;51,52;3396,91;0,02
55;1300;3,49;-141,01;0,3807;-9,9671;-0,5686;0,0462;0,0008;0,0056;51,51;3448,42;-0,01
55;1320;3,46;-141,06;0,328;-9,9958;-0,4761;0,0469;0,002;0,0065;51,54;3499,97;0,03
55;1340;3,42;-140,57;0,3615;-10,0078;-0,3782;0,047;-0,0004;0,0097;51,58;3551,55;0,04
55;1360;3,43;-140,55;0,4118;-9,9862;-0,5686;0,0489;0,0017;0,0085;51,57;3603,11;-0,02
55;1380;3,41;-140,31;0,3711;-10,0389;-0,4435;0,0474;0,0037;0,0057;51,59;3654,7;0,02
55;1400;3,42;-140,03;0,4549;-10,0724;-0,5305;0,0464;0,0023;0,0041;51,58;3706,28;-0,01
55;1420;3,42;-140,08;0,3759;-10,0413;-0,5333;0,0474;0,0004;0,0071;51,58;3757,86;0,0
55;1440;3,44;-140,2;0,3974;-10,0173;-0,5904;0,0509;0,0027;0,006;51,56;3809,42;-0,02
55;1460;3,44;-140,14;0,407;-9,9814;-0,5387;0,0468;0,0017;0,0061;51,56;3860,98;-0,01
55;1480;3,44;-140,29;0,3543;-9,9766;-0,5387;0,0481;0,0041;0,0092;51,56;3912,54;0,0
55;1500;3,42;-140,35;0,34;-9,9958;-0,487;0,0458;0,0053;0,0068;51,58;3964,12;0,02
55;1520;3,4;-140,34;0,3328;-10,0293;-0,4571;0,0502;0,0025;0,0029;51,6;4015,72;0,02
55;1540;3,39;-140,09;0,4166;-9,9934;-0,4897;0,0457;0,0003;0,0059;51,61;4067,32;0,0
55;1560;3,41;-140,5;0,34;-9,9958;-0,6203;0,0466;-0,0009;0,0055;51,59;4118,92;-0,01
55;1580;3,4;-140,49;0,3807;-9,9599;-0,5251;0,0462;0,0001;0,0047;51,6;4170,51;0,0
55;1600;3,41;-140,31;0,4166;-10,0173;-0,5115;0,047;0,0044;0,0013;51,59;4222,11;-0,0
55;1620;3,41;-140,1;0,4262;-9,9982;-0,5088;0,0484;0,0019;0,004;51,59;4273,69;-0,01
55;1640;3,42;-140,05;0,419;-9,9671;-0,555;0,0474;0,0004;0,0064;51,58;4325,27;-0,01
55;1660;3,42;-139,66;0,4262;-10,0078;-0,4462;0,0496;0,004;0,0061;51,58;4376,85;0,01
55;1680;3,43;-139,82;0,3807;-10,0054;-0,5822;0,0488;0,0043;0,0035;51,57;4428,42;-0,01
55;1700;3,41;-139,76;0,3519;-10,0126;-0,4598;0,0466;0,0059;0,0057;51,59;4480,01;0,02
55;1720;3,39;-139,27;0,4166;-10,0293;-0,4027;0,0482;0,006;0,0079;51,61;4531,62;0,02
55;1740;3,39;-139,14;0,4022;-9,9695;-0,4924;0,0476;0,0016;0,0068;51,61;4583,23;0,0
55;1760;3,41;-139,31;0,3879;-9,8761;-0,5904;0,047;0,0027;0,0085;51,59;4634,82;-0,02
55;1780;3,41;-139,42;0,3855;-10,003;-0,5632;0,0478;0,0;0,0063;51,59;4686,41;-0,01
55;1800;3,42;-139,34;0,4214;-10,0293;-0,5333;0,0494;0,0021;0,0099;51,58;4737,99;-0,01
55;1820;3,43;-139,39;0,407;-10,0437;-0,5713;0,047;0,0023;0,0068;51,57;4789,56;-0,01
55;1840;3,32;107,59;-0,1963;-10,0317;-0,0707;0,0405;0,0081;0,0073;51,68;4841,24;0,11
55;1860;4,21;106,43;-3,8571;-9,3111;0,5033;0,035;-0,0646;0,0085;50,79;4892,03;-0,89
55;1880;4,68;-163,72;0,7015;-9,9551;-2,7288;0,0449;0,0228;0,0075;50,32;4942,35;-0,47
55;1900;4,69;-162,17;0,565;-10,2615;-0,5822;0,0624;0,1077;0,0045;50,31;4992,66;-0,01
55;1920;5,17;-157,91;2,6097;-10,4052;0,9958;0,0397;0,0221;0,0115;49,83;5042,49;-0,48
55;1940;5,1;115,84;-0,5339;-9,6845;-0,2938;0,0332;-0,0925;0,008;49,9;5092,39;0,06
55;1960;4,98;109,07;0,1652;-10,1849;0,302;0,0494;-0,0717;0,006;50,02;5142,41;0,13
55;1980;5,93;107,64;-4,9488;-10,6063;0,8053;0,0801;-0,255;0,0181;49,07;5191,48;-0,95
55;2000;6,01;105,75;-1,257;-11,3294;0,5387;0,0606;-0,1717;0,0119;48,99;5240,47;-0,08
55;2020;6,49;-98,35;3,0358;-10,228;-0,506;0,0067;0,1812;0,012;48,51;5288,98;-0,48
55;2040;6,66;-99,54;1,1899;-8,3845;-0,9767;0,0032;0,164;0,0011;48,34;5337,32;-0,16
55;2060;6,9;-99,61;2,1165;-10,5082;-0,438;0,0212;0,0612;-0,0016;48,1;5385,42;-0,24
55;2080;6,85;-99,42;0,9744;-10,975;-0,0789;0,0139;0,0197;0,0342;48,15;5433,57;0,05
55;2100;6,95;114,04;-1,4868;-10,4698;-0,7536;0,0051;-0,0012;0,025;48,05;5481,62;-0,1
55;2120;6,8;114,92;-0,3879;-9,4068;-0,4544;-0,023;-0,0284;0,0205;48,2;5529,82;0,15
55;2140;6,81;106,52;1,2546;-9,9695;0,3891;-0,0373;0,0384;0,0201;48,19;5578,01;-0,02
55;2160;6,98;104,51;-1,8172;-9,8043;0,9631;-0,0755;-0,0131;0,0168;48,02;5626,02;-0,17
55;2180;6,9;100,4;-0,2873;-10,0365;1,2597;-0,1236;0,0269;0,0398;48,1;5674,13;0,08
55;2200;7,09;92,32;2,5546;-10,3453;0,3972;-0,1829;0,164;0,0187;47,91;5722,03;-0,2
55;2220;7,26;88,06;-0,0886;-9,924;1,4093;0,2225;-0,1318;0,0334;47,74;5769,77;-0,17
55;2240;7,73;84,5;-0,7518;-10,1849;2,6037;0,2978;-0,2065;0,0469;47,27;5817,04;-0,47
55;2260;8,2;81,07;-0,6464;-10,2113;2,4622;0,3742;-0,1042;0,0588;46,8;5863,84;-0,47
55;2280;8,53;78,28;-0,7326;-10,1778;1,5127;0,4406;-0,0997;0,0513;46,47;5910,31;-0,33
55;2300;8,92;73,83;0,3639;-10,2376;1,8011;0,5157;-0,0934;0,051;46,08;5956,39;-0,39
55;2320;9,49;69,46;0,589;-10,3382;2,5738;0,5862;-0,1003;0,042;45,51;6001,9;-0,57
55;2340;10,06;65,02;0,7422;-10,477;2,4024;0,656;-0,1371;0,0318;44,94;6046,84;-0,57
55;2360;10,79;60,35;1,3767;-10,6063;2,9601;0,731;-0,1767;0,0313;44,21;6091,05;-0,73
55;2380;11,42;56,2;0,7925;-10,6446;2,5656;0,7967;-0,1631;0,027;43,58;6134,63;-0,63
55;2400;12,31;51,3;2,2913;-10,3956;2,9655;0,8599;-0,1464;0,0365;42,69;6177,32;-0,88
55;2420;13,48;45,74;4,5274;-10,5465;2,5465;0,9161;-0,0039;0,032;41,52;6218,84;-1,17
55;2440;14,42;40,68;3,1963;-10,2903;2,1983;0,9646;0,1629;0,0103;40,58;6259,42;-0,94
55;2460;15,34;36,1;2,873;-10,252;2,6309;1,0035;0,176;0,0004;39,66;6299,07;-0,92
55;2480;15,84;32,67;0,7805;-10,4363;1,7113;1,042;0,2301;-0,0079;39,16;6338,23;-0,49
55;2500;16,56;32,12;-1,8364;-10,1251;2,25;1,0732;0,1111;-0,0091;38,44;6376,68;-0,72
55;2520;17,58;32,23;-3,6823;-9,9192;2,2092;1,1121;-0,093;0,0008;37,42;6414,1;-1,02
55;2540;18,58;31,88;-3,3591;-10,0413;2,9057;1,1354;-0,2289;-0,0073;36,42;6450,52;-1,0
55;2560;19,35;29,8;-0,5578;-10,2759;3,594;1,1596;-0,3031;-0,0189;35,65;6486,17;-0,77
55;2580;20,5;25,71;3,9456;-10,3813;4,1926;1,1847;-0,0434;-0,0224;34,5;6520,67;-1,15
55;2600;21,27;23,24;0,6297;-9,596;3,594;1,2075;0,0795;-0,0314;33,73;6554,4;-0,77
55;2620;22,1;22,54;-1,9201;-9,3374;3,3519;1,2157;-0,0197;-0,0192;32,9;6587,3;-0,83
55;2640;22,99;21,57;-2,0782;-9,8928;4,081;1,2239;-0,2934;-0,0021;32,01;6619,31;-0,88
55;2660;24,05;17,87;3,9097;-10,3501;4,4129;1,2361;-0,0464;-0,0199;30,95;6650,27;-1,06
55;2680;24,89;16,49;-0,6919;-8,9064;4,2388;1,2509;0,0222;-0,0127;30,11;6680,38;-0,84
55;2700;25,99;16,02;-3,158;-8,8562;4,87;1,2434;-0,225;-0,0021;29,01;6709,39;-1,11
55;2720;26,87;12,88;2,9137;-10,2783;4,6768;1,2422;-0,0919;-0,0282;28,13;6737,51;-0,88
55;2740;27,7;11,33;-0,1077;-9,0956;4,9081;1,2466;0,0165;-0,0104;27,3;6764,82;-0,82
55;2760;28,55;9,48;0,4046;-9,3541;5,4305;1,2433;-0,1605;-0,0129;26,45;6791,27;-0,85
55;2780;29,41;6,98;2,3966;-9,6845;5,1965;1,2474;0,0717;-0,0109;25,59;6816,86;-0,86
55;2800;30,57;6,59;-3,0813;-8,0828;6,0644;1,2321;-0,182;0,0044;24,43;6841,29;-1,16
55;2820;31,39;4,6;1,5443;-9,232;5,5284;1,2485;0,0946;-0,0053;23,61;6864,9;-0,82
55;2840;32,38;3,6;-1,1372;-7,9966;6,1514;1,2402;-0,199;0,0329;22,62;6887,52;-1,0
55;2860;33,27;1,53;2,0327;-8,7819;6,0127;1,2336;0,008;-0,0087;21,73;6909,25;-0,89
55;2880;34,37;0,84;-1,7597;-7,6112;6,8479;1,2288;-0,1415;0,0023;20,63;6929,88;-1,1
55;2900;35,27;-0,4;0,1987;-8,0278;6,5486;1,2068;0,0139;0,0237;19,73;6949,6;-0,9
55;2920;36,23;-2,31;2,1189;-7,9344;6,7609;1,1799;-0,0644;0,0402;18,77;6968,37;-0,96
55;2940;37,3;-3,05;-1,1684;-7,0413;7,2343;1,1716;-0,0891;0,0284;17,7;6986,07;-1,07
55;2960;38,15;-4,32;0,6105;-7,6183;6,6548;1,1667;-0,0257;0,0204;16,85;7002,92;-0,85
55;2980;39,08;-5,36;-0,17;-6,7516;6,7581;1,1457;-0,1667;0,0132;15,92;7018,84;-0,94
55;3000;39,93;-6,42;0,3663;-7,252;6,9404;1,1255;0,0093;0,0292;15,07;7033,91;-0,84
55;3020;41,06;-7,94;2,0997;-6,541;8,2001;1,1159;-0,0071;0,0155;13,94;7047,85;-1,13
55;3040;42,12;-9,05;0,5698;-5,9161;7,6124;1,0773;-0,1223;0,0076;12,88;7060,73;-1,06
55;3060;43,06;-10,23;1,2282;-6,6894;7,9824;1,0584;-0,0008;0,0211;11,94;7072,68;-0,94
55;3080;44,04;-11,82;2,9018;-6,4308;7,7376;1,0484;0,0405;0,0189;10,96;7083,64;-0,98
55;3100;45,16;-12,41;-0,7757;-5,0446;8,0124;1,0067;-0,1467;0,0148;9,84;7093,48;-1,12
55;3120;46,06;-13,21;0,4741;-5,9735;8,0505;0,9839;0,0392;-0,0397;8,94;7102,42;-0,9
55;3140;47,06;-14,5;2,2458;-5,4564;8,1865;0,945;0,0016;0,0039;7,94;7110,36;-1,0
55;3160;48,1;-15,61;1,3599;-4,6687;7,9824;0,9138;-0,1529;-0,0349;6,9;7117,26;-1,04
55;3180;49,09;-16,07;-0,5866;-4,8052;8,2844;0,8961;-0,0913;-0,036;5,91;7123,18;-0,99
55;3200;50,0;-17,08;1,6927;-5,0518;8,3606;0,8515;0,0008;-0,0465;5,0;7128,18;-0,91
55;3220;51,0;-17,98;1,087;-4,2545;8,3361;0,8268;-0,1311;-0,0238;4,0;7132,18;-1,0
55;3240;52,01;-18,35;-0,723;-3,893;8,1783;0,7942;-0,1605;-0,0064;2,99;7135,17;-1,01
55;3260;52,91;-18,56;-0,905;-4,5514;9,0217;0,7593;-0,0031;-0,0228;2,09;7137,26;-0,9
55;3280;53,86;-19,68;2,5331;-4,1492;8,9292;0,719;-0,0586;-0,0254;1,14;7138,4;-0,95
55;3300;54,85;-20,49;1,1612;-3,4309;8,5783;0,6919;-0,1716;-0,0256;0,15;7138,55;-0,99
55;3320;55,74;-20,77;-0,5052;-3,7924;8,9728;0,6594;-0,0739;0,0005;-0,74;7137,8;-0,89
55;3340;56,52;-20,99;-0,1796;-4,0366;8,8041;0,6336;0,1027;0,0091;-1,52;7136,28;-0,78
55;3360;57,43;-21,67;1,0774;-3,122;8,6708;0,5845;-0,114;-0,0137;-2,43;7133,85;-0,91
55;3380;58,43;-22,25;0,6584;-2,624;8,8503;0,566;-0,1675;0,0416;-3,43;7130,42;-1,0
55;3400;59,24;-22,88;1,3862;-3,3782;9,1387;0,5423;-0,0274;0,0233;-4,24;7126,18;-0,81
55;3420;59,84;-23,17;0,4501;-3,9002;8,6245;0,5116;0,1006;0,0458;-4,84;7121,34;-0,6
55;3440;60,73;-23,73;1,2282;-2,6384;9,3645;0,468;-0,0673;0,055;-5,73;7115,61;-0,89
55;3460;61,67;-24,14;0,5531;-2,1572;9,0299;0,4557;-0,1075;0,0525;-6,67;7108,94;-0,94
55;3480;62,54;-24,04;-1,3144;-2,4684;9,6774;0,4399;-0,0649;0,0422;-7,54;7101,4;-0,87
55;3500;63,16;-23,97;-0,7254;-3,1508;8,9646;0,3958;0,0706;0,0342;-8,16;7093,25;-0,61
55;3520;63,9;-24,92;3,6057;-2,8204;9,623;0,364;0,0284;0,035;-8,9;7084,35;-0,74
55;3540;64,7;-25,43;1,0654;-2,0231;9,1659;0,338;-0,1827;0,0135;-9,7;7074,65;-0,81
55;3560;65,61;-25,21;-1,6209;-1,549;9,4326;0,3272;-0,1298;0,0163;-10,61;7064,04;-0,9
55;3580;66,21;-25,11;-0,6464;-2,6073;9,253;0,3019;0,039;0,0047;-11,21;7052,84;-0,6
55;3600;66,86;-25,88;3,1005;-2,3128;9,136;0,2725;0,0941;-0,0036;-11,86;7040,97;-0,66
55;3620;67,53;-26,63;2,7677;-2,0566;9,4815;0,2245;-0,0782;0,0044;-12,53;7028,44;-0,67
55;3640;68,28;-27,04;1,2282;-1,4988;9,4897;0,2076;-0,152;-0,0135;-13,28;7015,15;-0,75
55;3660;68,91;-26,79;-1,2929;-1,8483;9,2421;0,1929;-0,1039;-0,0278;-13,91;7001,24;-0,63
55;3680;69,26;-27,05;1,3192;-2,8946;9,1523;0,1668;0,0997;-0,0242;-14,26;6986,99;-0,35
55;3700;69,82;-27,58;2,4852;-2,0853;10,2188;0,1452;-0,0092;-0,0068;-14,82;6972,16;-0,57
55;3720;70,49;-27,89;1,2019;-1,3647;9,7536;0,122;-0,1172;-0,0028;-15,49;6956,68;-0,66
55;3740;71,16;-27,92;0,1532;-1,1372;9,4271;0,1086;-0,0843;0,0033;-16,16;6940,52;-0,67
55;3760;71,57;-27,73;-0,2969;-2,1787;9,642;0,0831;0,0733;-0,0113;-16,57;6923,95;-0,41
55;3780;71,89;-27,85;1,3408;-2,4397;9,6584;0,0569;0,1663;-0,0128;-16,89;6907,06;-0,33
55;3800;72,32;-28,36;2,7749;-1,9609;9,7808;0,0354;0,0369;-0,0107;-17,32;6889,74;-0,43
55;3820;72,81;-28,76;1,7861;-1,4868;9,74;0,0135;-0,1402;-0,0068;-17,81;6871,93;-0,49
55;3840;73,32;-28,13;-2,375;-1,2785;9,6067;-0,0021;-0,0829;-0,0016;-18,32;6853,6;-0,51
55;3860;73,6;-27,88;-0,2466;-2,1284;9,5251;-0,0207;0,0941;-0,0099;-18,6;6835,0;-0,28
55;3880;73,8;-27,8;0,7159;-2,478;9,7563;-0,0402;0,1649;-0,022;-18,8;6816,2;-0,19
55;3900;74,12;-28,27;3,1268;-1,9417;10,1263;-0,0662;0,1063;-0,0075;-19,12;6797,08;-0,32
55;3920;74,58;-28,37;0,7949;-1,1253;9,7209;-0,0735;-0,1167;0,0024;-19,58;6777,51;-0,45
55;3940;75,01;-27,9;-1,6544;-1,1468;9,7454;-0,0811;-0,1215;-0,0033;-20,01;6757,49;-0,44
55;3960;75,26;-27,51;-0,7733;-1,9034;9,9005;-0,0929;0,0633;-0,0068;-20,26;6737,23;-0,25
55;3980;75,32;-27,25;0,1173;-2,5474;9,5223;-0,118;0,178;-0,0144;-20,32;6716,91;-0,06
55;4000;75,54;-27,78;3,0454;-1,913;9,6774;-0,1384;-0,0209;-0,0047;-20,54;6696,36;-0,22
55;4020;75,84;-27,91;0,9888;-1,4293;9,8243;-0,149;-0,1423;0,0212;-20,84;6675,52;-0,3
55;4040;76,16;-27,33;-1,9441;-1,245;9,7182;-0,1621;-0,1053;0,0163;-21,16;6654,36;-0,32
55;4060;76,32;-26,79;-1,1947;-1,9178;9,8461;-0,1751;0,0967;0,0173;-21,32;6633,03;-0,16
55;4080;76,27;-26,6;0,5267;-2,6169;9,2884;-0,2021;0,1884;0,0041;-21,27;6611,77;0,05
55;4100;76,41;-26,87;1,8124;-1,7262;9,5115;-0,2401;-0,0636;0,0237;-21,41;6590,35;-0,14
55;4120;76,64;-26,83;0,3376;-1,3503;10,0692;-0,2438;-0,1403;0,0249;-21,64;6568,71;-0,23
55;4140;76,68;-26,37;-0,9146;-2,0231;9,087;-0,2457;0,0063;0,0226;-21,68;6547,04;-0,03
55;4160;76,57;-26,07;-0,0239;-2,7438;9,7917;-0,2733;0,1182;-0,0017;-21,57;6525,47;0,11
55;4180;76,56;-26,35;2,2314;-2,3104;10,0529;-0,3058;-0,0089;0,0212;-21,56;6503,91;0,01
55;4200;76,67;-26,41;0,9673;-1,6568;9,7454;-0,3008;-0,0989;0,0192;-21,67;6482,24;-0,11
55;4220;76,73;-25,91;-1,1732;-1,7765;9,3292;-0,3148;-0,0457;0,0364;-21,73;6460,51;-0,06
55;4240;76,63;-25,59;-0,0982;-2,4349;9,6475;-0,3436;0,0802;0,0007;-21,63;6438,89;0,1
55;4260;76,56;-26,0;3,1795;-2,466;10,159;-0,3683;0,0554;0,0075;-21,56;6417,33;0,06
55;4280;76,56;-26,03;0,9098;-1,7645;8,9428;-0,3822;-0,0814;0,0385;-21,56;6395,77;0,0
55;4300;76,54;-25,43;-1,6568;-1,9417;9,6638;-0,3981;-0,0786;0,0047;-21,54;6374,22;0,01
55;4320;76,32;-25,04;-0,3711;-2,8563;9,7454;-0,4193;0,0705;-0,0093;-21,32;6352,91;0,23
55;4340;76,13;-25,32;2,4684;-2,7581;9,8924;-0,437;0,026;0,0;-21,13;6331,77;0,18
55;4360;75,97;-25,24;0,5866;-2,3966;9,5251;-0,4659;-0,0846;-0,0149;-20,97;6310,8;0,16
55;4380;75,78;-24,51;-1,9201;-2,4229;8,9184;-0,4756;-0,0272;0,0132;-20,78;6290,02;0,19
55;4400;75,48;-24,2;0,1413;-3,0502;9,5713;-0,49;0,1162;-0,0191;-20,48;6269,55;0,31
55;4420;75,27;-24,43;2,332;-2,7988;10,2216;-0,5144;0,006;0,0045;-20,27;6249,28;0,2
55;4440;75,08;-24,44;0,9673;-2,4181;9,272;-0,5251;-0,0717;-0,0159;-20,08;6229,2;0,19
55;4460;74,6;-23,84;-1,2067;-3,4524;8,5511;-0,5427;0,0053;-0,0245;-19,6;6209,59;0,47
55;4480;74,13;-23,55;0,328;-3,8092;9,6012;-0,5645;0,138;-0,0248;-19,13;6190,46;0,47
55;4500;73,75;-23,75;2,0351;-3,4692;9,6475;-0,5881;-0,016;-0,0132;-18,75;6171,72;0,39
55;4520;73,47;-23,94;1,822;-3,0454;9,8951;-0,5822;-0,0921;0,006;-18,47;6153,24;0,27
55;4540;73,02;-23,2;-1,9178;-3,6392;9,0054;-0,5967;-0,0445;-0,014;-18,02;6135,23;0,45
55;4560;72,59;-22,55;-1,2402;-3,7637;9,6148;-0,5987;0,1135;0,0027;-17,59;6117,64;0,43
55;4580;72,19;-22,78;2,3798;-3,7565;9,8325;-0,6113;0,0358;0,0084;-17,19;6100,44;0,39
55;4600;71,81;-22,93;1,5299;-3,5219;9,3618;-0,6187;-0,1126;0,0057;-16,81;6083,64;0,39
