Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
0;1,19;-139,35;680;-16716;-700;-338;21;58;0,0;0,0;0,0
0;1,23;-139,54;656;-16740;-832;-328;5;86;0,0;0,0;0,0
0;1,24;-139,21;700;-16672;-668;-323;-16;89;0,0;0,0;0,0
0;1,27;-139,28;636;-16732;-756;-356;-33;31;0,0;0,0;0,0
0;1,3;-139,5;620;-16636;-800;-329;-25;48;0,0;0,0;0,0
0;1,33;-139,59;628;-16560;-760;-333;-36;72;0,0;0,0;0,0
0;1,36;-139,81;628;-16644;-820;-319;-7;65;0,0;0,0;0,0
0;1,38;-139,54;704;-16664;-696;-345;-28;49;0,0;0,0;0,0
0;1,42;-139,56;704;-16768;-820;-334;18;76;0,0;0,0;0,0
0;1,47;-139,78;660;-16668;-864;-344;-32;87;0,0;0,0;0,0
0;1,5;-139,47;752;-16716;-724;-346;3;96;0,0;0,0;0,0
0;1,52;-139,35;684;-16668;-728;-346;-19;65;0,0;0,0;0,0
0;1,56;-138,98;772;-16720;-704;-333;-26;50;0,0;0,0;0,0
0;1,59;-138,58;812;-16712;-720;-327;-24;85;0,0;0,0;0,0
0;1,61;-138,31;716;-16572;-680;-342;-18;64;0,0;0,0;0,0
0;1,66;-138,22;764;-16704;-812;-320;9;99;0,0;0,0;0,0
0;1,69;-138,38;676;-16684;-832;-323;-15;99;0,0;0,0;0,0
0;1,72;-138,13;780;-16628;-744;-321;-13;105;0,0;0,0;0,0
0;1,75;-138,0;736;-16612;-756;-329;-9;91;0,0;0,0;0,0
0;1,77;-137,98;668;-16712;-732;-336;-2;131;0,0;0,0;0,0
0;1,8;-138,07;684;-16636;-808;-347;4;111;0,0;0,0;0,0
0;1,84;-138,12;724;-16692;-828;-334;-39;88;0,0;0,0;0,0
0;1,88;-138,34;696;-16680;-904;-342;4;92;0,0;0,0;0,0
0;1,91;-138,19;748;-16728;-756;-343;-9;112;0,0;0,0;0,0
0;1,95;-138,7;616;-16668;-988;-329;-7;115;0,0;0,0;0,0
0;1,98;-138,8;696;-16720;-840;-328;7;100;0,0;0,0;0,0
0;1,99;-138,61;688;-16608;-684;-327;-10;94;0,0;0,0;0,0
0;2,04;-138,81;704;-16664;-912;-339;7;102;0,0;0,0;0,0
0;2,07;-138,95;712;-16680;-888;-331;-43;67;0,0;0,0;0,0
0;2,09;-138,93;672;-16616;-752;-321;-23;89;0,0;0,0;0,0
0;2,11;-138,96;684;-16592;-792;-329;-24;95;0,0;0,0;0,0
0;2,13;-138,93;712;-16620;-792;-333;-49;75;0,0;0,0;0,0
0;2,16;-138,87;740;-16696;-804;-326;-1;36;0,0;0,0;0,0
0;2,18;-138,79;724;-16736;-776;-339;-13;97;0,0;0,0;0,0
0;2,2;-138,76;684;-16596;-756;-335;-45;74;0,0;0,0;0,0
0;2,24;-139,12;660;-16648;-984;-330;5;63;0,0;0,0;0,0
0;2,27;-139,2;696;-16728;-844;-324;4;78;0,0;0,0;0,0
0;2,28;-138,96;756;-16712;-720;-341;-21;66;0,0;0,0;0,0
0;2,31;-139,33;596;-16704;-908;-339;1;79;0,0;0,0;0,0
0;2,34;-139,28;764;-16720;-840;-356;4;67;0,0;0,0;0,0
0;2,35;-139,46;620;-16648;-816;-308;-5;83;0,0;0,0;0,0
0;2,36;-139,28;704;-16632;-712;-313;-14;85;0,0;0,0;0,0
0;2,39;-139,36;716;-16696;-868;-359;-14;101;0,0;0,0;0,0
0;2,4;-139,07;732;-16608;-676;-323;-6;123;0,0;0,0;0,0
0;2,41;-138,9;716;-16700;-720;-340;-1;89;0,0;0,0;0,0
0;2,43;-138,85;700;-16688;-760;-345;-59;127;0,0;0,0;0,0
0;2,44;-138,72;692;-16680;-712;-323;-10;93;0,0;0,0;0,0
0;2,47;-138,86;700;-16712;-884;-342;-2;114;0,0;0,0;0,0
0;2,49;-138,78;740;-16584;-788;-320;-18;98;0,0;0,0;0,0
0;2,51;-138,65;744;-16584;-768;-341;9;69;0,0;0,0;0,0
0;2,53;-138,5;756;-16588;-760;-320;8;108;0,0;0,0;0,0
0;2,55;-138,71;668;-16708;-888;-321;-7;113;0,0;0,0;0,0
0;2,55;-138,88;572;-16636;-748;-357;2;91;0,0;0,0;0,0
0;2,56;-138,7;692;-16716;-680;-339;-20;84;0,0;0,0;0,0
0;2,57;-138,68;696;-16716;-780;-335;23;85;0,0;0,0;0,0
0;2,6;-138,79;740;-16748;-908;-337;-23;71;0,0;0,0;0,0
0;2,62;-138,82;692;-16668;-808;-326;-23;89;0,0;0,0;0,0
0;2,62;-138,64;656;-16732;-640;-340;-47;94;0,0;0,0;0,0
0;2,63;-138,67;692;-16692;-804;-333;-16;97;0,0;0,0;0,0
0;2,63;-138,53;668;-16668;-672;-334;-45;90;0,0;0,0;0,0
0;2,64;-138,43;676;-16672;-704;-355;-47;76;0,0;0,0;0,0
0;2,66;-138,26;760;-16640;-740;-320;-27;68;0,0;0,0;0,0
0;2,66;-138,21;672;-16668;-724;-335;-4;63;0,0;0,0;0,0
0;2,67;-138,32;632;-16744;-776;-344;-20;57;0,0;0,0;0,0
0;2,69;-138,18;748;-16608;-752;-356;-10;87;0,0;0,0;0,0
0;2,7;-138,25;660;-16664;-780;-331;-27;87;0,0;0,0;0,0
0;2,69;-138,0;656;-16680;-596;-341;-16;54;0,0;0,0;0,0
0;2,72;-137,86;772;-16624;-772;-347;-11;60;0,0;0,0;0,0
0;2,74;-137,95;744;-16720;-884;-324;-12;115;0,0;0,0;0,0
0;2,76;-137,98;720;-16688;-828;-310;-3;96;0,0;0,0;0,0
0;2,77;-138,0;676;-16656;-760;-341;-18;103;0,0;0,0;0,0
0;2,79;-138,21;644;-16704;-864;-335;12;97;0,0;0,0;0,0
0;2,8;-137,98;744;-16648;-688;-307;-8;101;0,0;0,0;0,0
0;2,82;-138,11;684;-16688;-852;-345;6;87;0,0;0,0;0,0
0;2,83;-138,07;704;-16604;-760;-339;-13;117;0,0;0,0;0,0
0;2,83;-137,91;704;-16648;-684;-330;2;98;0,0;0,0;0,0
0;2,85;-137,98;692;-16640;-820;-342;-29;107;0,0;0,0;0,0
0;2,87;-137,84;760;-16660;-752;-343;16;91;0,0;0,0;0,0
0;2,88;-137,92;684;-16652;-812;-335;-20;100;0,0;0,0;0,0
0;2,89;-137,7;740;-16656;-684;-339;-10;109;0,0;0,0;0,0
0;2,9;-137,89;624;-16728;-812;-321;11;76;0,0;0,0;0,0
0;2,9;-137,95;616;-16716;-724;-327;-1;78;0,0;0,0;0,0
0;2,89;-137,85;640;-16676;-652;-318;-7;94;0,0;0,0;0,0
0;2,9;-137,81;708;-16740;-760;-348;-35;80;0,0;0,0;0,0
0;2,93;-138,22;608;-16660;-964;-331;4;106;0,0;0,0;0,0
0;2,94;-138,46;608;-16648;-844;-324;-17;94;0,0;0,0;0,0
0;2,95;-138,56;660;-16600;-804;-331;-8;71;0,0;0,0;0,0
0;2,97;-138,71;684;-16572;-880;-318;-10;82;0,0;0,0;0,0
0;2,97;-138,69;636;-16728;-708;-326;-26;76;0,0;0,0;0,0
0;2,98;-138,65;716;-16668;-784;-318;5;70;0,0;0,0;0,0
0;3,0;-138,97;604;-16664;-912;-322;5;84;0,0;0,0;0,0
0;3,01;-138,99;704;-16732;-812;-333;3;78;0,0;0,0;0,0
0;3,0;-138,62;696;-16640;-580;-327;5;82;0,0;0,0;0,0
0;3,01;-138,49;672;-16672;-680;-363;14;66;0,0;0,0;0,0
0;3,03;-138,47;752;-16644;-832;-319;-53;82;0,0;0,0;0,0
0;3,04;-138,24;784;-16684;-724;-346;10;80;0,0;0,0;0,0
0;3,07;-138,34;736;-16636;-900;-338;-17;81;0,0;0,0;0,0
0;3,08;-138,43;656;-16632;-796;-326;-17;95;0,0;0,0;0,0
0;3,09;-138,47;712;-16692;-832;-329;-16;99;0,0;0,0;0,0
0;3,1;-138,4;688;-16728;-724;-330;-20;84;0,0;0,0;0,0
0;3,1;-138,17;724;-16632;-672;-345;-10;102;0,0;0,0;0,0
0;3,11;-138,14;696;-16640;-760;-331;8;92;0,0;0,0;0,0
0;3,12;-138,1;728;-16700;-784;-344;20;53;0,0;0,0;0,0
0;3,14;-138,03;756;-16584;-796;-342;4;76;0,0;0,0;0,0
0;3,15;-138,07;660;-16608;-760;-336;-45;107;0,0;0,0;0,0
0;3,15;-138,03;688;-16672;-740;-318;-31;88;0,0;0,0;0,0
0;3,14;-138,0;616;-16676;-672;-340;5;76;0,0;0,0;0,0
0;3,14;-137,81;708;-16672;-668;-328;-23;58;0,0;0,0;0,0
0;3,16;-138,05;672;-16660;-924;-344;-10;77;0,0;0,0;0,0
0;3,18;-138,21;692;-16636;-884;-332;-22;67;0,0;0,0;0,0
0;3,2;-138,14;764;-16648;-808;-328;15;96;0,0;0,0;0,0
0;3,22;-138,06;792;-16700;-828;-329;-15;75;0,0;0,0;0,0
0;3,23;-137,92;724;-16612;-716;-333;0;70;0,0;0,0;0,0
0;3,23;-137,8;704;-16656;-704;-342;-1;82;0,0;0,0;0,0
0;3,25;-137,96;688;-16696;-876;-331;-29;62;0,0;0,0;0,0
0;3,25;-137,67;808;-16740;-696;-320;-1;100;0,0;0,0;0,0
0;3,28;-137,79;720;-16708;-888;-347;-6;67;0,0;0,0;0,0
0;3,29;-137,87;704;-16612;-836;-310;-39;58;0,0;0,0;0,0
0;3,31;-137,9;748;-16620;-852;-349;-10;73;0,0;0,0;0,0
0;3,33;-137,86;784;-16632;-844;-327;-10;62;0,0;0,0;0,0
0;3,33;-137,83;672;-16660;-724;-348;-18;63;0,0;0,0;0,0
0;3,33;-137,65;712;-16684;-676;-346;-21;67;0,0;0,0;0,0
0;3,34;-137,76;700;-16700;-848;-332;-2;83;0,0;0,0;0,0
0;3,35;-137,51;792;-16720;-708;-342;-8;74;0,0;0,0;0,0
0;3,34;-137,55;624;-16736;-708;-332;-28;101;0,0;0,0;0,0
0;3,35;-137,65;668;-16600;-804;-333;-37;89;0,0;0,0;0,0
0;3,35;-137,63;700;-16652;-760;-331;-12;97;0,0;0,0;0,0
0;3,33;-137,5;632;-16604;-620;-313;-30;111;0,0;0,0;0,0
0;3,33;-137,61;640;-16700;-772;-345;-34;79;0,0;0,0;0,0
0;3,35;-137,55;764;-16732;-800;-327;-5;101;0,0;0,0;0,0
0;3,35;-137,61;672;-16684;-780;-348;-41;97;0,0;0,0;0,0
0;3,35;-137,59;660;-16632;-712;-337;-27;111;0,0;0,0;0,0
0;3,36;-137,61;716;-16552;-800;-349;-8;131;0,0;0,0;0,0
0;3,37;-137,7;696;-16696;-836;-333;-15;81;0,0;0,0;0,0
0;3,37;-137,71;660;-16660;-732;-338;-13;95;0,0;0,0;0,0
0;3,36;-137,54;704;-16640;-672;-322;-20;108;0,0;0,0;0,0
0;3,37;-137,69;632;-16724;-792;-335;-6;82;0,0;0,0;0,0
0;3,37;-137,62;716;-16636;-744;-335;-7;63;0,0;0,0;0,0
0;3,36;-137,56;664;-16696;-696;-339;23;76;0,0;0,0;0,0
0;3,35;-137,8;540;-16632;-740;-334;-5;74;0,0;0,0;0,0
0;3,35;-137,69;700;-16724;-704;-340;2;75;0,0;0,0;0,0
0;3,37;-137,76;740;-16580;-864;-327;-6;81;0,0;0,0;0,0
0;3,36;-137,66;636;-16652;-648;-331;-9;81;0,0;0,0;0,0
0;3,37;-137,6;736;-16632;-768;-321;-5;84;0,0;0,0;0,0
0;3,36;-137,55;692;-16632;-728;-308;-25;76;0,0;0,0;0,0
0;3,4;-137,78;764;-16692;-1028;-328;-16;82;0,0;0,0;0,0
0;3,4;-137,67;716;-16716;-720;-302;-26;64;0,0;0,0;0,0
0;3,39;-137,61;636;-16584;-664;-336;-16;87;0,0;0,0;0,0
0;3,41;-137,69;772;-16672;-908;-322;-60;75;0,0;0,0;0,0
0;3,41;-137,51;744;-16636;-700;-324;-33;100;0,0;0,0;0,0
0;3,42;-137,47;756;-16748;-804;-318;-4;69;0,0;0,0;0,0
0;3,42;-137,45;700;-16692;-756;-319;0;88;0,0;0,0;0,0
0;3,43;-137,3;780;-16632;-752;-327;-10;85;0,0;0,0;0,0
0;3,45;-137,35;724;-16712;-824;-363;-24;82;0,0;0,0;0,0
0;3,46;-137,38;728;-16648;-816;-309;9;66;0,0;0,0;0,0
0;3,46;-137,1;816;-16704;-700;-323;2;96;0,0;0,0;0,0
0;3,46;-137,21;648;-16696;-780;-324;-20;88;0,0;0,0;0,0
0;3,47;-137,33;704;-16632;-856;-302;15;79;0,0;0,0;0,0
0;3,47;-137,42;632;-16608;-740;-327;-37;92;0,0;0,0;0,0
0;3,46;-137,15;724;-16704;-632;-354;7;101;0,0;0,0;0,0
0;3,47;-137,16;724;-16688;-792;-336;-7;95;0,0;0,0;0,0
0;3,48;-137,15;736;-16636;-796;-337;-2;88;0,0;0,0;0,0
0;3,47;-137,0;684;-16632;-652;-344;-3;93;0,0;0,0;0,0
0;3,46;-137,17;612;-16804;-772;-314;-25;96;0,0;0,0;0,0
0;3,45;-137,41;540;-16716;-724;-336;-26;86;0,0;0,0;0,0
0;3,45;-137,47;696;-16728;-800;-333;-37;88;0,0;0,0;0,0
0;3,46;-137,6;676;-16672;-832;-340;-1;77;0,0;0,0;0,0
0;3,45;-137,67;616;-16684;-720;-305;-14;44;0,0;0,0;0,0
0;3,45;-137,95;580;-16736;-820;-318;-12;76;0,0;0,0;0,0
0;3,44;-137,78;724;-16724;-688;-335;-42;61;0,0;0,0;0,0
0;3,44;-137,59;724;-16588;-676;-335;-26;84;0,0;0,0;0,0
0;3,44;-137,48;736;-16552;-732;-317;-34;72;0,0;0,0;0,0
0;3,46;-137,56;724;-16692;-856;-336;22;79;0,0;0,0;0,0
0;3,48;-137,61;744;-16608;-856;-322;15;86;0,0;0,0;0,0
0;3,47;-137,59;652;-16664;-700;-366;-18;80;0,0;0,0;0,0
0;3,48;-137,26;816;-16632;-672;-332;-27;85;0,0;0,0;0,0
0;3,48;-137,0;772;-16668;-672;-307;-14;73;0,0;0,0;0,0
0;3,48;-136,85;784;-16672;-744;-331;-9;73;0,0;0,0;0,0
0;3,49;-136,83;760;-16724;-804;-319;-7;93;0,0;0,0;0,0
0;3,5;-136,92;700;-16664;-820;-330;10;86;0,0;0,0;0,0
0;3,49;-137,06;592;-16748;-724;-320;-10;108;0,0;0,0;0,0
0;3,5;-137,03;736;-16756;-776;-347;-17;90;0,0;0,0;0,0
0;3,5;-137,29;608;-16608;-828;-328;-28;97;0,0;0,0;0,0
0;3,5;-137,4;692;-16780;-836;-334;9;93;0,0;0,0;0,0
0;3,5;-137,16;736;-16632;-652;-341;13;83;0,0;0,0;0,0
0;3,51;-137,31;664;-16576;-824;-349;-6;88;0,0;0,0;0,0
0;3,52;-137,3;752;-16612;-812;-305;-1;70;0,0;0,0;0,0
0;3,52;-137,41;688;-16712;-828;-316;-13;88;0,0;0,0;0,0
2;3,54;-138,01;636;-16668;-964;-329;5;59;0,0;0,0;0,0
2;3,54;-138,25;668;-16676;-844;-319;-38;83;0,0;0,0;0,0
2;3,53;-138,04;684;-16664;-680;-335;-1;74;0,0;0,0;0,0
2;3,53;-138,16;648;-16648;-772;-352;-18;65;0,0;0,0;0,0
2;3,55;-138,17;728;-16660;-816;-355;9;97;0,0;0,0;0,0
2;3,54;-138,01;692;-16608;-696;-320;-37;75;0,0;0,0;0,0
2;3,54;-137,87;760;-16696;-768;-328;-41;79;0,0;0,0;0,0
2;3,55;-137,62;764;-16672;-720;-333;-15;93;0,0;0,0;0,0
2;3,54;-137,57;668;-16652;-708;-335;-31;77;0,0;0,0;0,0
2;3,54;-137,59;704;-16584;-784;-341;-3;104;0,0;0,0;0,0
2;3,55;-137,62;696;-16756;-776;-324;-9;73;0,0;0,0;0,0
2;3,55;-137,74;684;-16736;-816;-334;6;74;0,0;0,0;0,0
2;3,54;-137,92;628;-16656;-784;-311;-20;81;0,0;0,0;0,0
2;3,56;-137,91;756;-16700;-828;-351;-9;118;0,0;0,0;0,0
2;3,57;-137,74;772;-16672;-756;-330;-4;88;0,0;0,0;0,0
2;3,56;-137,9;632;-16756;-788;-331;5;79;0,0;0,0;0,0
2;3,54;-137,61;692;-16708;-612;-320;-41;88;0,0;0,0;0,0
2;3,52;-137,46;624;-16684;-612;-324;-3;83;0,0;0,0;0,0
2;3,52;-137,41;724;-16664;-768;-318;12;91;0,0;0,0;0,0
2;3,53;-137,36;752;-16676;-788;-344;-19;102;0,0;0,0;0,0
2;3,51;-137,23;628;-16712;-620;-336;-17;91;0,0;0,0;0,0
2;3,5;-137,07;704;-16660;-672;-328;-6;80;0,0;0,0;0,0
2;3,52;-137,04;760;-16644;-808;-325;-6;68;0,0;0,0;0,0
2;3,52;-137,03;704;-16572;-752;-340;-11;77;0,0;0,0;0,0
2;3,52;-137,4;572;-16540;-836;-316;-23;68;0,0;0,0;0,0
2;3,51;-137,22;740;-16616;-700;-322;-16;89;0,0;0,0;0,0
2;3,51;-137,16;676;-16608;-696;-329;0;63;0,0;0,0;0,0
2;3,5;-137,17;660;-16620;-724;-312;-20;79;0,0;0,0;0,0
2;3,5;-137,0;724;-16716;-680;-338;-24;79;0,0;0,0;0,0
2;3,5;-137,24;620;-16692;-820;-334;-18;84;0,0;0,0;0,0
2;3,5;-137,03;756;-16700;-692;-328;3;57;0,0;0,0;0,0
2;3,5;-137,43;580;-16672;-876;-334;-22;60;0,0;0,0;0,0
2;3,51;-137,46;708;-16640;-792;-333;-25;78;0,0;0,0;0,0
2;3,51;-137,27;760;-16696;-708;-339;-11;92;0,0;0,0;0,0
2;3,52;-137,37;704;-16716;-836;-324;-2;109;0,0;0,0;0,0
2;3,53;-137,33;772;-16636;-812;-331;23;65;0,0;0,0;0,0
2;3,53;-137,61;580;-16660;-804;-327;-1;95;0,0;0,0;0,0
2;3,54;-137,78;696;-16640;-880;-322;-24;75;0,0;0,0;0,0
2;3,54;-137,8;668;-16684;-748;-330;-36;80;0,0;0,0;0,0
2;3,55;-137,94;704;-16524;-872;-352;-20;75;0,0;0,0;0,0
2;3,55;-138,12;616;-16684;-792;-339;6;94;0,0;0,0;0,0
2;3,55;-138,28;656;-16624;-836;-320;6;80;0,0;0,0;0,0
2;3,54;-138,24;648;-16660;-700;-334;-15;100;0,0;0,0;0,0
2;3,54;-138,26;688;-16608;-772;-307;-30;104;0,0;0,0;0,0
2;3,54;-138,21;700;-16656;-748;-342;25;82;0,0;0,0;0,0
2;3,54;-138,28;648;-16640;-772;-324;11;90;0,0;0,0;0,0
2;3,54;-138,22;712;-16728;-752;-326;5;110;0,0;0,0;0,0
2;3,53;-138,0;720;-16688;-664;-327;-28;88;0,0;0,0;0,0
2;3,53;-137,85;708;-16624;-688;-357;5;74;0,0;0,0;0,0
2;3,52;-137,77;652;-16684;-668;-362;-6;77;0,0;0,0;0,0
2;3,5;-137,96;568;-16620;-740;-307;4;75;0,0;0,0;0,0
2;3,52;-137,91;752;-16624;-796;-333;-27;90;0,0;0,0;0,0
2;3,52;-137,79;744;-16696;-740;-315;-19;65;0,0;0,0;0,0
2;3,52;-137,74;736;-16768;-776;-330;9;40;0,0;0,0;0,0
2;3,53;-137,76;696;-16732;-780;-348;-17;90;0,0;0,0;0,0
2;3,53;-137,75;712;-16712;-776;-304;-20;49;0,0;0,0;0,0
2;3,52;-137,87;640;-16636;-784;-319;-6;61;0,0;0,0;0,0
2;3,53;-137,75;768;-16656;-760;-320;-30;60;0,0;0,0;0,0
2;3,53;-137,53;764;-16684;-696;-328;-5;56;0,0;0,0;0,0
2;3,53;-137,44;692;-16628;-700;-338;5;67;0,0;0,0;0,0
2;3,52;-137,5;660;-16740;-760;-355;11;78;0,0;0,0;0,0
2;3,53;-137,79;624;-16756;-888;-338;3;91;0,0;0,0;0,0
2;3,53;-137,74;716;-16724;-756;-330;5;71;0,0;0,0;0,0
2;3,54;-137,69;764;-16620;-800;-299;-17;87;0,0;0,0;0,0
2;3,56;-137,94;676;-16696;-928;-321;-23;87;0,0;0,0;0,0
2;3,56;-137,96;696;-16692;-784;-302;-8;89;0,0;0,0;0,0
2;3,57;-137,81;816;-16596;-792;-326;-28;102;0,0;0,0;0,0
2;3,58;-137,67;792;-16676;-768;-331;-10;78;0,0;0,0;0,0
2;3,57;-137,51;680;-16572;-648;-326;-23;104;0,0;0,0;0,0
2;3,58;-137,64;708;-16620;-872;-341;-7;97;0,0;0,0;0,0
2;3,58;-137,69;664;-16616;-760;-311;-16;90;0,0;0,0;0,0
2;3,57;-137,67;696;-16688;-752;-341;-10;83;0,0;0,0;0,0
2;3,58;-137,7;692;-16732;-784;-342;0;96;0,0;0,0;0,0
2;3,58;-137,5;756;-16536;-696;-330;-4;87;0,0;0,0;0,0
2;3,57;-137,49;664;-16660;-720;-341;-38;77;0,0;0,0;0,0
2;3,57;-137,4;724;-16768;-732;-328;-14;75;0,0;0,0;0,0
2;3,54;-137,01;676;-16692;-524;-334;-5;74;0,0;0,0;0,0
2;3,55;-136,9;752;-16660;-740;-337;17;84;0,0;0,0;0,0
2;3,54;-137,01;636;-16708;-756;-307;-17;76;0,0;0,0;0,0
2;3,54;-137,14;664;-16652;-804;-328;0;52;0,0;0,0;0,0
2;3,54;-137,14;696;-16572;-756;-332;-18;77;0,0;0,0;0,0
2;3,55;-137,34;652;-16556;-840;-320;-10;70;0,0;0,0;0,0
2;3,55;-137,33;720;-16696;-776;-346;-5;85;0,0;0,0;0,0
2;3,54;-137,43;632;-16660;-752;-317;-17;62;0,0;0,0;0,0
2;3,54;-137,56;644;-16648;-788;-344;-21;73;0,0;0,0;0,0
2;3,54;-137,72;656;-16732;-828;-308;4;77;0,0;0,0;0,0
2;3,54;-137,66;720;-16680;-752;-335;-8;83;0,0;0,0;0,0
2;3,56;-137,64;760;-16680;-816;-343;-14;77;0,0;0,0;0,0
2;3,56;-137,52;736;-16740;-732;-331;1;82;0,0;0,0;0,0
2;3,56;-137,37;768;-16616;-736;-345;-6;76;0,0;0,0;0,0
2;3,58;-137,4;756;-16732;-840;-334;-13;85;0,0;0,0;0,0
2;3,57;-137,12;756;-16696;-648;-324;-7;54;0,0;0,0;0,0
2;3,56;-137,13;656;-16640;-716;-320;-34;90;0,0;0,0;0,0
2;3,57;-137,25;700;-16632;-844;-326;-20;82;0,0;0,0;0,0
2;3,57;-137,01;780;-16676;-688;-317;17;66;0,0;0,0;0,0
2;3,57;-136,8;796;-16768;-716;-328;1;100;0,0;0,0;0,0
