Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
60;2,41;-142,25;548;-16648;-792;-317;-34;78
60;2,41;-142,23;532;-16624;-672;-320;-13;63
60;2,42;-142,04;684;-16620;-736;-326;-8;87
60;2,47;-142,46;544;-16584;-1028;-316;1;75
60;2,49;-142,21;728;-16576;-740;-325;-53;80
60;2,52;-142,11;636;-16664;-812;-324;-20;80
60;2,53;-142,11;584;-16620;-784;-312;-46;55
60;2,57;-141,97;616;-16584;-740;-301;-58;95
60;2,58;-142,03;568;-16552;-800;-306;-30;87
60;2,62;-141,86;664;-16656;-772;-339;-27;74
60;2,63;-141,74;600;-16552;-780;-316;-12;69
60;2,64;-141,88;532;-16596;-792;-319;-36;90
60;2,69;-142,08;664;-16744;-768;-321;-32;86
60;2,71;-142,26;592;-16676;-864;-316;-57;80
60;2,72;-142,4;572;-16628;-812;-336;-11;62
60;2,71;-142,56;476;-16648;-704;-313;-40;86
60;2,75;-142,76;492;-16556;-876;-334;-26;81
60;2,75;-142,81;616;-16660;-820;-322;-40;87
60;2,77;-142,81;568;-16552;-620;-320;-42;73
60;2,78;-142,87;636;-16632;-940;-324;-25;71
60;2,79;-142,81;600;-16588;-720;-327;-12;69
60;2,8;-142,64;596;-16684;-708;-300;-26;85
60;2,81;-142,67;568;-16612;-836;-326;-45;75
60;2,84;-142,61;640;-16672;-752;-330;-32;66
60;2,83;-142,45;684;-16608;-632;-311;-19;73
60;2,84;-142,41;584;-16740;-784;-335;-22;85
60;2,85;-142,35;608;-16592;-868;-317;-14;78
60;2,87;-142,35;632;-16608;-800;-325;-51;72
60;2,87;-142,29;676;-16536;-740;-304;-7;86
60;2,88;-142,29;568;-16620;-756;-309;-7;75
60;2,89;-142,44;484;-16644;-636;-304;-14;70
60;2,89;-142,59;576;-16608;-872;-330;-10;59
60;2,9;-142,74;588;-16632;-708;-327;-39;66
60;2,91;-142,83;524;-16608;-744;-303;-16;69
60;2,91;-142,84;540;-16668;-656;-325;-32;75
60;2,91;-142,7;624;-16628;-708;-312;-28;84
60;2,92;-142,64;612;-16560;-768;-325;-21;66
60;2,92;-142,59;528;-16584;-764;-310;-19;86
60;2,92;-142,6;584;-16572;-824;-312;-21;84
60;2,94;-142,67;616;-16564;-716;-324;5;90
60;2,95;-142,75;608;-16536;-832;-315;-41;92
60;2,97;-142,79;560;-16564;-704;-318;-23;89
60;2,98;-142,73;648;-16644;-684;-339;-53;82
60;3,02;-142,83;592;-16640;-872;-311;-27;78
60;3,01;-142,75;564;-16656;-808;-317;-32;96
60;3,02;-142,61;612;-16624;-808;-318;-22;76
60;3,03;-142,67;624;-16592;-824;-321;-36;74
60;3,04;-142,7;636;-16660;-836;-321;-46;73
60;3,06;-142,81;592;-16616;-892;-311;-30;55
60;3,07;-142,97;556;-16644;-944;-324;-41;64
60;3,09;-143,06;632;-16648;-760;-318;-42;87
60;3,1;-143,02;604;-16588;-856;-330;-48;64
60;3,09;-142,65;592;-16684;-676;-330;-56;69
60;3,09;-142,47;628;-16616;-684;-312;-26;82
60;3,09;-142,39;652;-16612;-804;-318;-62;73
60;3,09;-142,4;532;-16596;-792;-316;-15;84
60;3,1;-142,39;540;-16676;-824;-321;-52;72
60;3,1;-142,29;540;-16684;-812;-334;-38;69
60;3,1;-142,33;608;-16524;-724;-330;-23;91
60;3,13;-142,29;664;-16632;-908;-319;-11;86
60;3,14;-142,17;660;-16636;-784;-305;-10;99
60;3,15;-142,05;664;-16560;-752;-318;-48;85
60;3,16;-142,03;632;-16740;-752;-342;6;87
60;3,16;-141,93;580;-16612;-800;-319;-10;82
60;3,16;-142,08;536;-16660;-832;-322;-62;81
60;3,15;-142,13;544;-16660;-760;-334;-36;75
60;3,15;-142,08;588;-16608;-804;-305;-47;84
60;3,15;-142,18;568;-16612;-788;-306;-56;72
60;3,16;-142,54;520;-16656;-884;-315;-27;72
60;3,17;-142,64;560;-16652;-804;-311;-44;79
60;3,19;-142,73;600;-16552;-920;-333;-49;77
60;3,19;-142,9;508;-16716;-916;-318;-25;90
60;3,18;-142,78;552;-16664;-740;-321;-51;85
60;3,18;-142,92;548;-16616;-908;-307;-33;91
60;3,19;-142,99;612;-16648;-828;-321;-42;93
60;3,2;-142,98;584;-16612;-852;-309;-2;96
60;3,2;-142,87;592;-16720;-788;-314;-43;76
60;3,19;-143,0;524;-16592;-768;-329;-24;87
60;3,2;-142,94;576;-16672;-696;-328;-41;84
60;3,22;-142,9;604;-16628;-764;-317;-27;94
60;3,24;-143,07;644;-16588;-796;-321;-35;84
60;3,26;-143,05;684;-16648;-736;-320;-20;80
60;3,27;-143,24;564;-16756;-872;-334;-44;60
60;3,26;-143,24;600;-16676;-728;-325;-32;87
60;3,28;-143,07;656;-16624;-872;-300;-27;81
60;3,29;-142,95;668;-16632;-732;-316;-44;69
60;3,3;-143,05;528;-16580;-888;-328;-43;93
60;3,3;-142,91;616;-16608;-748;-302;-45;74
60;3,3;-142,84;604;-16572;-796;-333;-36;85
60;3,3;-142,66;692;-16532;-688;-317;-28;66
60;3,29;-143,03;448;-16676;-816;-328;-28;78
60;3,29;-143,02;572;-16688;-732;-331;-28;68
60;3,29;-142,98;616;-16616;-828;-331;-48;79
60;3,29;-143,08;624;-16640;-736;-329;-11;62
60;3,3;-142,98;580;-16692;-868;-319;-50;78
60;3,31;-142,92;656;-16584;-820;-328;-32;73
60;3,3;-142,68;656;-16544;-696;-327;-39;71
60;3,31;-142,58;616;-16656;-752;-326;-23;69
60;3,31;-142,41;652;-16496;-764;-335;-22;85
60;3,33;-142,37;648;-16604;-724;-326;-16;90
60;3,34;-142,5;632;-16664;-920;-320;-18;75
60;3,35;-142,57;636;-16608;-792;-331;-17;91
60;3,35;-142,51;548;-16648;-760;-308;-68;85
60;3,35;-142,53;608;-16568;-704;-322;-1;92
60;3,35;-142,65;612;-16728;-796;-316;-16;69
60;3,36;-142,64;656;-16588;-788;-315;-37;72
60;3,37;-142,73;568;-16664;-800;-319;-8;85
60;3,36;-142,76;564;-16680;-700;-307;-45;70
60;3,36;-142,65;620;-16604;-752;-302;-25;58
60;3,36;-142,6;704;-16644;-828;-321;-34;77
60;3,37;-142,59;572;-16568;-772;-317;-23;83
60;3,36;-142,32;624;-16648;-656;-306;-36;71
60;3,37;-142,4;620;-16672;-860;-318;-32;62
60;3,38;-142,54;564;-16632;-884;-314;-34;82
60;3,39;-142,52;600;-16708;-800;-324;-37;65
60;3,38;-142,29;604;-16552;-944;-314;-17;98
60;3,38;-142,19;604;-16576;-740;-315;-31;89
60;3,38;-142,18;560;-16616;-696;-337;-33;83
60;3,37;-142,13;608;-16596;-852;-319;-5;92
60;3,38;-142,15;592;-16764;-836;-339;-37;87
60;3,36;-142,02;540;-16628;-768;-321;-28;85
60;3,35;-142,11;476;-16608;-828;-321;-57;84
60;3,35;-142,06;556;-16712;-680;-328;-5;87
60;3,35;-142,27;512;-16540;-856;-337;-47;86
60;3,35;-142,19;712;-16656;-776;-323;-42;82
60;3,35;-142,27;580;-16536;-964;-318;-43;76
60;3,36;-142,54;540;-16668;-740;-316;-22;59
60;3,36;-142,47;728;-16620;-812;-326;-15;64
60;3,36;-142,72;496;-16536;-840;-307;-63;79
60;3,36;-142,65;624;-16616;-876;-318;-25;90
60;3,35;-142,3;628;-16688;-640;-302;-54;86
60;3,34;-142,26;616;-16536;-648;-340;-42;77
60;3,36;-142,42;532;-16732;-820;-328;-36;89
60;3,38;-142,49;572;-16700;-1048;-325;-22;66
60;3,38;-142,41;616;-16576;-808;-323;-28;80
60;3,41;-142,66;632;-16564;-980;-324;-46;81
60;3,4;-142,66;612;-16716;-744;-328;-35;91
60;3,39;-142,5;604;-16664;-660;-301;-31;63
60;3,39;-142,25;512;-16584;-740;-319;-49;77
60;3,39;-142,45;564;-16580;-768;-307;-27;84
60;3,39;-142,42;664;-16588;-884;-325;-12;101
60;3,4;-142,65;548;-16576;-848;-315;-26;60
60;3,43;-142,82;620;-16572;-824;-330;-18;90
60;3,43;-142,79;628;-16600;-788;-310;-20;95
60;3,42;-142,67;568;-16660;-776;-311;-26;97
60;3,42;-142,63;580;-16592;-864;-310;-28;98
60;3,43;-142,78;600;-16632;-988;-313;-34;82
60;3,45;-142,97;616;-16544;-848;-321;-22;81
60;3,46;-143,18;552;-16672;-908;-306;-33;90
60;3,46;-143,26;620;-16620;-876;-327;-33;62
60;3,46;-143,4;596;-16572;-844;-307;-54;87
60;3,47;-143,58;540;-16708;-896;-318;-40;73
60;3,47;-143,73;540;-16640;-700;-313;-2;68
60;3,46;-143,87;520;-16708;-836;-320;-27;82
60;3,46;-143,76;568;-16556;-736;-329;-2;70
60;3,46;-143,76;588;-16700;-880;-319;-29;87
60;3,47;-143,87;616;-16580;-864;-305;-43;70
60;3,46;-143,71;604;-16640;-732;-317;-27;83
60;3,45;-143,88;540;-16724;-872;-340;-29;83
60;3,45;-143,66;576;-16624;-696;-311;-38;88
60;3,44;-143,62;492;-16624;-772;-324;-23;56
60;3,45;-143,5;748;-16588;-856;-316;-39;91
60;3,45;-143,14;732;-16660;-720;-306;-38;75
60;3,46;-143,24;600;-16588;-888;-311;-40;77
60;3,47;-143,39;636;-16588;-848;-323;-32;88
60;3,45;-143,13;564;-16752;-756;-317;-32;85
60;3,46;-143,35;576;-16656;-928;-328;-43;68
60;3,46;-143,33;596;-16636;-724;-309;-18;76
60;3,45;-143,1;612;-16620;-684;-313;-52;81
60;3,47;-143,1;676;-16704;-856;-320;-40;74
60;3,48;-142,98;732;-16524;-800;-326;-27;88
60;3,48;-142,91;676;-16648;-796;-320;-30;75
60;3,48;-142,96;612;-16664;-836;-336;-49;88
60;3,48;-142,77;584;-16592;-832;-321;-30;65
60;3,48;-142,63;656;-16712;-792;-318;-19;94
60;3,49;-142,69;616;-16644;-832;-324;-17;93
60;3,5;-142,78;540;-16652;-900;-325;-6;87
60;3,49;-142,78;576;-16632;-752;-322;-21;87
60;3,51;-142,86;664;-16664;-764;-316;-38;100
60;3,5;-142,75;652;-16600;-652;-320;-42;70
60;3,51;-142,91;684;-16596;-888;-305;-39;90
60;3,5;-142,79;616;-16608;-676;-320;-22;70
60;3,49;-142,91;580;-16660;-832;-313;-21;69
60;3,5;-142,9;676;-16576;-800;-324;-37;71
60;3,51;-143,05;536;-16680;-844;-313;-39;86
60;3,51;-143,05;588;-16668;-824;-324;-39;77
60;3,51;-143,04;644;-16676;-812;-325;-39;82
60;3,53;-142,92;692;-16588;-732;-317;-67;97
60;3,51;-142,79;600;-16576;-688;-316;-17;78
60;3,48;-142,69;560;-16688;-696;-316;-53;87
60;3,47;-142,87;580;-16660;-784;-311;-17;67
60;3,48;-142,96;536;-16720;-832;-321;-11;83
60;3,47;-142,97;668;-16596;-848;-318;-65;75
60;3,47;-142,82;692;-16596;-788;-322;-34;63
60;3,48;-142,83;596;-16608;-880;-323;-34;82
60;3,48;-143,05;564;-16644;-820;-305;-9;82
60;3,47;-143,02;600;-16644;-784;-335;-50;71
60;3,48;-143,19;532;-16644;-852;-308;-41;86
60;3,46;-143,24;552;-16680;-696;-320;-46;102
60;3,46;-143,16;652;-16624;-740;-335;-41;75
60;3,46;-143,06;600;-16544;-760;-319;-37;90
60;3,46;-143,2;564;-16608;-872;-329;-5;98
60;3,45;-142,96;616;-16672;-788;-323;-38;72
60;3,43;-142,65;648;-16616;-776;-338;-28;86
60;3,42;-142,59;564;-16636;-700;-325;-20;82
60;3,42;-142,6;596;-16608;-744;-307;-11;73
60;3,42;-142,58;640;-16576;-848;-320;-33;73
60;3,45;-142,66;636;-16580;-884;-312;-35;91
60;3,45;-142,69;600;-16524;-768;-311;-7;62
60;3,43;-142,29;560;-16616;-660;-320;-37;96
60;3,43;-142,38;548;-16676;-856;-318;-33;92
60;3,43;-142,35;624;-16664;-776;-314;-6;74
60;3,42;-142,39;604;-16656;-708;-315;-23;97
60;3,42;-142,35;592;-16640;-708;-332;-35;89
60;3,41;-142,17;680;-16752;-688;-304;-26;88
60;3,4;-142,16;564;-16576;-684;-331;-59;76
60;3,41;-142,3;576;-16592;-800;-325;-47;86
60;3,41;-142,09;640;-16620;-600;-321;-32;77
60;3,4;-142,12;560;-16644;-772;-327;-31;74
60;3,4;-141,97;604;-16612;-820;-311;-34;69
60;3,39;-141,76;572;-16604;-640;-319;-43;94
60;3,38;-141,97;524;-16548;-796;-312;-38;47
60;3,38;-142,12;560;-16604;-904;-337;-32;76
60;3,4;-142,1;696;-16592;-916;-312;-57;68
60;3,4;-142,13;572;-16612;-676;-340;-25;81
60;3,38;-141,93;556;-16608;-740;-325;-32;67
60;3,39;-141,99;644;-16696;-824;-320;-14;71
60;3,38;-141,88;596;-16564;-744;-321;-15;69
60;3,39;-141,95;700;-16644;-776;-318;-34;65
60;3,4;-142,0;600;-16648;-756;-338;-7;94
60;3,4;-141,83;628;-16536;-640;-322;-7;71
60;3,4;-141,76;564;-16664;-716;-320;-23;76
60;3,41;-141,88;568;-16612;-916;-319;-42;76
60;3,42;-141,91;616;-16632;-800;-324;-37;87
60;3,41;-142,04;552;-16684;-760;-324;-53;94
60;3,4;-142,17;536;-16596;-772;-309;-24;56
60;3,43;-142,28;664;-16560;-932;-319;-28;92
60;3,41;-142,22;604;-16660;-708;-325;-44;81
60;3,41;-142,06;600;-16624;-700;-314;-33;80
60;3,41;-141,97;692;-16644;-772;-324;-45;83
60;3,41;-142,07;520;-16592;-808;-310;-43;77
60;3,44;-142,22;664;-16684;-904;-321;-24;85
60;3,44;-142,26;564;-16652;-792;-326;-18;70
60;3,42;-142,29;552;-16648;-740;-320;-30;85
60;3,42;-142,23;652;-16604;-852;-299;-30;77
60;3,43;-142,42;636;-16576;-860;-321;-43;82
60;3,44;-142,55;560;-16540;-792;-333;-30;91
60;3,44;-142,47;656;-16672;-824;-325;-36;54
60;3,45;-142,51;636;-16628;-824;-328;-34;73
60;3,45;-142,71;560;-16592;-820;-312;-32;94
60;3,45;-143,08;628;-16668;-780;-335;-38;75
60;3,45;-143,13;584;-16676;-868;-314;-22;75
60;3,45;-143,36;580;-16592;-820;-308;-42;68
60;3,45;-143,22;608;-16568;-732;-326;-31;76
60;3,43;-143,34;504;-16516;-700;-312;-18;79
60;3,43;-143,22;556;-16532;-792;-296;-20;59
60;3,44;-143,25;600;-16716;-804;-332;-49;81
60;3,45;-143,39;608;-16596;-788;-331;-47;95
60;3,45;-143,47;556;-16664;-788;-319;-19;75
60;3,46;-143,18;632;-16580;-748;-308;-45;69
60;3,46;-143,15;652;-16556;-744;-305;-40;93
60;3,44;-143,07;608;-16576;-688;-298;-34;46
60;3,44;-142,98;592;-16576;-808;-328;-8;92
60;3,44;-143,13;448;-16616;-776;-315;-40;83
60;3,45;-143,24;592;-16584;-824;-339;-32;65
60;3,45;-143,11;640;-16624;-712;-315;-25;98
60;3,45;-143,05;700;-16632;-860;-323;-49;85
60;3,45;-143,06;596;-16708;-868;-315;-16;85
60;3,43;-143,2;576;-16572;-856;-320;-31;82
60;3,43;-143,2;596;-16608;-812;-338;-33;93
60;3,41;-142,92;580;-16720;-728;-337;-23;86
60;3,41;-143,0;596;-16564;-864;-307;-39;70
60;3,42;-142,99;656;-16644;-864;-315;-18;87
60;3,42;-142,98;656;-16588;-792;-329;-40;72
60;3,41;-142,96;596;-16592;-824;-318;-41;77
60;3,42;-143,05;592;-16664;-868;-319;-53;86
60;3,41;-143,04;564;-16628;-760;-326;-15;74
60;3,42;-143,11;568;-16600;-844;-321;-38;83
60;3,41;-143,36;476;-16584;-900;-325;-30;115
60;3,41;-143,61;548;-16644;-856;-330;-18;105
60;3,4;-143,45;548;-16676;-724;-327;-39;78
60;3,41;-143,29;648;-16672;-708;-307;-35;55
60;3,39;-143,1;596;-16680;-628;-309;-29;98
60;3,4;-143,01;704;-16604;-756;-316;-22;85
60;3,4;-143,15;604;-16628;-884;-328;-28;72
60;3,39;-143,22;524;-16688;-760;-324;-34;65
60;3,42;-143,41;612;-16632;-836;-314;-30;69
60;3,41;-143,04;656;-16648;-568;-323;-46;78
60;3,42;-142,95;616;-16636;-916;-326;-41;90
60;3,43;-142,99;600;-16604;-892;-320;-20;66
60;3,43;-142,93;584;-16632;-768;-322;-12;92
60;3,42;-142,81;580;-16672;-760;-316;-37;89
60;3,44;-142,99;596;-16600;-928;-327;-27;102
60;3,44;-142,9;592;-16648;-728;-311;-40;84
60;3,43;-142,73;684;-16596;-756;-323;-41;65
60;3,43;-142,61;684;-16644;-804;-305;-10;91
60;3,43;-142,53;620;-16664;-700;-325;-56;74
60;3,44;-142,59;612;-16628;-772;-326;-36;69
60;3,44;-142,59;580;-16648;-796;-331;-24;101
60;3,44;-142,52;636;-16624;-856;-325;-25;95
60;3,44;-142,9;456;-16576;-776;-313;-38;71
60;3,43;-142,99;624;-16584;-744;-327;-28;87
60;3,43;-143,12;548;-16736;-800;-320;-21;72
60;3,42;-143,05;592;-16696;-812;-313;-31;107
60;3,4;-142,85;560;-16632;-732;-324;-29;96
60;3,41;-142,84;608;-16616;-828;-325;-37;71
60;3,39;-142,32;672;-16620;-552;-314;-35;83
60;3,39;-142,37;588;-16628;-740;-326;-17;85
60;3,39;-142,35;612;-16616;-796;-308;-17;65
60;3,38;-142,36;524;-16636;-760;-320;-55;82
60;3,37;-142,35;588;-16492;-776;-310;-26;82
60;3,36;-142,57;524;-16664;-860;-315;-28;75
60;3,37;-142,61;600;-16624;-908;-328;-55;104
60;3,38;-142,37;724;-16584;-688;-309;-48;87
60;3,38;-142,42;628;-16588;-792;-314;-37;76
60;3,38;-142,27;660;-16612;-752;-317;-48;98
60;3,39;-142,32;580;-16600;-892;-319;-50;99
60;3,39;-142,34;560;-16652;-844;-320;-46;71
60;3,37;-142,31;544;-16720;-756;-337;-16;51
60;3,38;-142,45;596;-16568;-860;-322;-19;94
60;3,37;-142,49;536;-16632;-772;-307;-41;93
60;3,37;-142,55;536;-16672;-680;-334;-26;74
60;3,38;-142,66;576;-16580;-804;-310;-29;97
60;3,38;-142,54;644;-16612;-804;-316;-20;70
60;3,39;-142,56;660;-16648;-764;-321;-25;78
60;3,39;-142,46;532;-16664;-824;-300;-28;90
60;3,4;-142,46;652;-16572;-872;-333;-44;73
60;3,41;-142,49;628;-16624;-876;-335;-30;75
60;3,42;-142,39;660;-16632;-812;-299;-30;78
60;3,42;-142,67;488;-16652;-836;-314;-49;85
60;3,42;-142,53;576;-16564;-872;-328;-19;86
60;3,41;-142,44;524;-16684;-680;-291;-39;91
60;3,42;-142,49;556;-16636;-860;-328;-22;87
60;3,41;-142,4;576;-16628;-736;-314;-43;86
60;3,4;-142,37;576;-16620;-828;-304;-5;85
60;3,4;-142,32;684;-16568;-744;-328;-36;57
60;3,41;-142,37;588;-16568;-828;-298;-20;77
60;3,41;-142,54;588;-16620;-908;-332;-38;71
60;3,43;-142,7;588;-16572;-852;-316;-48;70
60;3,43;-142,68;636;-16612;-884;-327;-14;75
60;3,43;-142,65;580;-16692;-720;-307;-10;79
60;3,43;-142,61;580;-16584;-792;-313;-25;80
60;3,42;-142,84;504;-16608;-784;-303;-46;65
60;3,42;-142,79;540;-16632;-784;-342;-39;75
60;3,4;-142,57;572;-16624;-680;-315;-49;63
60;3,41;-142,71;572;-16608;-884;-300;-15;83
60;3,43;-142,75;676;-16624;-960;-306;-33;89
60;3,43;-142,66;636;-16604;-756;-321;-28;82
60;3,41;-142,83;520;-16620;-716;-299;-40;72
60;3,41;-142,98;552;-16632;-732;-317;-14;80
60;3,41;-143,05;588;-16620;-832;-303;-43;84
60;3,42;-142,65;692;-16660;-688;-328;-23;83
60;3,41;-142,86;508;-16684;-852;-330;-5;52
60;3,41;-143,01;564;-16564;-724;-307;-32;92
60;3,42;-143,14;656;-16688;-952;-332;-47;70
60;3,43;-143,1;676;-16700;-728;-312;-28;51
60;3,42;-143,23;608;-16656;-740;-329;-27;93
60;3,42;-143,33;532;-16632;-788;-318;-41;71
60;3,41;-143,11;564;-16528;-656;-310;-13;87
60;3,4;-143,23;536;-16680;-768;-313;-22;89
60;3,39;-143,1;596;-16748;-692;-337;-30;60
60;3,39;-143,13;592;-16584;-752;-316;-35;78
60;3,38;-143,02;548;-16596;-800;-320;-38;74
60;3,38;-142,92;628;-16564;-732;-315;-55;99
60;3,38;-142,84;628;-16620;-764;-330;-14;70
60;3,38;-142,68;652;-16584;-892;-319;-49;60
60;3,37;-142,48;616;-16728;-724;-319;-27;77
60;3,37;-142,47;572;-16668;-760;-309;-37;59
60;3,37;-142,57;512;-16656;-784;-316;-33;91
60;3,39;-142,68;588;-16704;-932;-326;-33;88
60;3,39;-142,83;584;-16764;-880;-312;-39;89
60;3,4;-142,98;568;-16660;-872;-316;-42;100
60;3,4;-142,97;548;-16680;-760;-321;-20;69
60;3,39;-142,85;608;-16724;-780;-333;-23;86
60;3,39;-142,86;652;-16572;-848;-315;-66;80
60;3,39;-142,73;580;-16588;-824;-321;-30;67
60;3,41;-142,8;676;-16652;-864;-313;-39;75
60;3,4;-142,78;528;-16612;-700;-307;-35;76
60;3,4;-142,71;644;-16648;-784;-329;-38;63
60;3,41;-142,82;700;-16608;-892;-321;-6;66
60;3,43;-143,05;640;-16648;-916;-314;-30;76
60;3,43;-142,8;588;-16628;-708;-329;-45;73
60;3,44;-142,7;580;-16620;-728;-326;-21;73
60;3,44;-142,76;600;-16640;-796;-327;-33;71
60;3,45;-142,62;620;-16620;-760;-320;-28;88
60;3,47;-142,51;608;-16640;-804;-313;-23;93
60;3,46;-142,65;512;-16628;-820;-306;-5;85
60;3,47;-142,96;564;-16624;-904;-325;-36;78
60;3,46;-142,85;608;-16684;-744;-336;-31;92
60;3,45;-142,88;600;-16640;-824;-318;-35;69
60;3,45;-143,02;620;-16592;-684;-318;-47;84
60;3,44;-143,0;568;-16668;-716;-322;-46;63
60;3,43;-142,98;596;-16608;-752;-311;-27;101
60;3,43;-142,72;704;-16564;-656;-327;-19;73
60;3,44;-142,68;636;-16608;-860;-314;-21;77
60;3,43;-142,55;692;-16604;-768;-301;-49;62
60;3,42;-142,32;604;-16588;-716;-324;-53;76
60;3,42;-142,34;600;-16548;-844;-315;-42;92
60;3,42;-142,35;600;-16568;-752;-307;-14;64
60;3,44;-142,5;668;-16676;-892;-337;-27;70
60;3,44;-142,56;572;-16548;-832;-316;-15;99
60;3,43;-142,49;588;-16640;-764;-314;-34;86
60;3,44;-142,49;664;-16636;-772;-347;-43;64
60;3,45;-142,63;644;-16632;-820;-329;-32;65
60;3,46;-142,65;568;-16564;-884;-305;-16;96
60;3,47;-143,15;484;-16572;-920;-318;-44;69
60;3,47;-143,27;596;-16676;-876;-314;-52;90
60;3,46;-143,35;532;-16608;-784;-327;-39;59
60;3,46;-143,41;552;-16652;-724;-317;-22;78
60;3,45;-143,36;564;-16696;-900;-321;-55;92
60;3,45;-143,49;632;-16632;-960;-304;-25;75
60;3,45;-143,49;612;-16656;-740;-329;-32;75
60;3,48;-143,61;628;-16596;-976;-338;-49;75
60;3,48;-143,55;660;-16620;-656;-337;-23;79
60;3,47;-143,24;692;-16668;-744;-327;-27;81
60;3,46;-143,09;580;-16648;-684;-307;-39;67
60;3,45;-142,92;696;-16580;-724;-316;-63;79
60;3,45;-142,96;608;-16664;-728;-324;-19;83
60;3,45;-143,07;592;-16620;-852;-319;-37;96
60;3,47;-142,98;656;-16592;-796;-297;-39;84
60;3,47;-143,12;580;-16672;-920;-324;-37;89
60;3,46;-143,21;532;-16632;-748;-309;-37;85
60;3,45;-143,12;572;-16628;-688;-312;-32;81
60;3,45;-142,89;636;-16620;-784;-316;-63;102
60;3,47;-142,83;704;-16676;-944;-326;-25;84
60;3,46;-142,69;632;-16632;-668;-316;-60;67
60;3,46;-142,91;620;-16708;-772;-308;-39;71
60;3,45;-142,77;632;-16636;-660;-310;-34;69
60;3,44;-142,67;632;-16540;-716;-335;-13;78
60;3,45;-142,89;536;-16632;-796;-316;-18;76
60;3,44;-142,91;540;-16600;-764;-328;-36;78
60;3,44;-142,92;636;-16596;-848;-314;-28;74
60;3,44;-142,95;564;-16560;-828;-324;-7;77
60;3,44;-143,04;496;-16496;-748;-319;-37;82
60;3,44;-143,13;592;-16636;-856;-332;-36;83
