Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;1080;1,46;-114,14;324;-16652;56;-338;-15;44;58,53;5516,36;-0,01
60;1100;1,48;-114,59;444;-16568;-304;-330;-7;51;58,54;5574,9;0,01
60;1120;1,46;-113,68;364;-16616;-80;-337;0;64;58,53;5691,96;-0,0
60;1140;1,45;-114,0;276;-16648;-164;-331;-29;74;58,54;5750,51;0,01
60;1160;1,45;-114,23;340;-16664;-168;-326;4;49;58,55;5809,06;0,01
60;1180;1,44;-114,9;268;-16652;-256;-338;-6;47;58,55;5867,61;0,0
60;1200;1,44;-114,93;364;-16552;-136;-352;-31;44;58,55;5984,72;-0,0
60;1220;1,44;-114,77;356;-16696;-184;-326;-41;72;58,56;6043,28;0,0
60;1240;1,43;-115,02;324;-16612;-200;-327;-26;53;58,56;6101,84;0,0
60;1260;1,44;-114,77;300;-16568;-132;-330;-21;74;58,56;6160,4;-0,01
60;1280;1,44;-114,62;412;-16656;-160;-336;-9;65;58,56;6277,52;-0,0
60;1300;1,44;-114,78;376;-16664;-80;-335;-35;55;58,56;6336,07;-0,0
60;1320;1,46;-115,42;444;-16672;-304;-329;-14;79;58,55;6394,62;-0,0
60;1340;1,45;-115,1;316;-16556;-140;-334;-1;68;58,54;6453,17;-0,01
60;1360;1,45;-115,6;408;-16612;-284;-336;1;28;58,56;6570,28;-0,0
60;1380;1,44;-115,18;360;-16668;-148;-353;-8;55;58,56;6628,84;0,0
60;1400;1,42;-114,97;292;-16652;-212;-334;-18;75;58,57;6687,42;0,01
60;1420;1,43;-114,24;356;-16660;60;-337;5;61;58,56;6745,98;-0,01
60;1440;1,43;-114,46;344;-16676;-208;-322;-7;46;58,56;6863,11;-0,0
60;1460;1,44;-114,04;380;-16668;-72;-328;5;71;58,56;6921,67;-0,01
60;1480;1,44;-113,96;384;-16644;-88;-347;-8;62;58,56;6980,23;0,0
60;1500;1,44;-113,45;444;-16656;-192;-329;-23;58;58,57;7038,8;0,01
60;1520;1,44;-113,69;376;-16600;-164;-328;2;68;58,56;7155,91;0,0
60;1540;1,44;-113,79;420;-16660;-224;-333;-21;53;58,56;7214,47;0,0
60;1560;1,44;-114,29;376;-16620;-204;-327;-27;55;58,56;7273,02;-0,0
60;1580;1,45;-114,24;404;-16632;-124;-331;-41;60;58,55;7331,57;-0,01
60;1600;1,47;-114,5;440;-16588;-204;-319;-23;63;58,54;7448,65;-0,01
60;1620;1,47;-114,76;388;-16596;-236;-338;8;47;58,53;7507,18;-0,01
60;1640;1,47;-114,41;368;-16540;-184;-338;9;56;58,53;7565,71;0,0
60;1660;1,46;-114,43;324;-16564;-56;-333;-24;52;58,53;7624,24;0,0
60;1680;1,48;-115,28;368;-16588;-252;-332;-15;67;58,53;7741,3;-0,01
60;1700;1,47;-115,46;300;-16576;-196;-323;-34;73;58,53;7799,83;-0,0
60;1720;1,47;-115,58;360;-16492;-128;-345;-20;55;58,52;7858,35;-0,0
60;1740;1,47;-115,42;332;-16640;-124;-328;-20;44;58,52;7916,87;-0,0
60;1760;1,46;-115,24;316;-16616;-124;-339;-8;57;58,53;8033,94;0,0
60;1780;1,46;-115,6;276;-16628;-256;-352;4;58;58,54;8092,48;0,01
60;1800;1,47;-116,1;408;-16672;-252;-327;-20;63;58,54;8151,02;-0,0
60;1820;1,46;-116,33;292;-16612;-272;-340;-3;33;58,53;8209,55;-0,0
60;1840;1,46;-116,03;396;-16580;-72;-337;-6;46;58,54;8326,63;0,0
60;1860;1,47;-116,27;340;-16628;-292;-352;-6;55;58,54;8385,17;-0,0
60;1880;1,46;-115,63;376;-16572;-52;-349;-10;68;58,54;8443,7;-0,0
60;1900;1,47;-115,85;384;-16544;-256;-341;-5;49;58,53;8502,24;-0,0
60;1920;1,47;-115,2;380;-16604;-128;-325;-10;41;58,52;8619,28;0,0
60;1940;1,48;-115,39;480;-16552;-308;-343;-8;45;58,53;8677,81;0,0
60;1960;1,48;-115,4;316;-16628;-180;-315;-19;61;58,51;8736,33;-0,01
60;1980;1,47;-115,24;336;-16512;-216;-340;8;62;58,53;8794,85;0,01
60;2000;1,47;-116,29;440;-16664;-204;-333;-35;52;58,53;8911,92;0,0
60;2020;1,46;-116,14;384;-16680;-136;-324;3;56;58,53;8970,45;0,0
60;2040;1,46;-116,43;344;-16604;-192;-336;-22;45;58,54;9028,99;0,0
60;2060;1,47;-116,29;460;-16560;-264;-334;8;63;58,54;9087,52;0,0
60;2080;1,47;-115,79;356;-16660;-156;-299;13;64;58,53;9204,58;0,0
60;2100;1,47;-115,3;420;-16624;-76;-339;11;63;58,53;9263,11;0,01
60;2120;1,47;-115,09;340;-16592;-176;-325;5;33;58,53;9321,63;-0,0
60;2140;1,46;-115,16;276;-16548;-192;-327;-3;72;58,54;9380,17;0,01
60;2160;1,47;-115,1;396;-16552;-60;-331;-20;44;58,53;9497,24;-0,01
60;2180;1,47;-114,97;380;-16632;-156;-336;-38;53;58,53;9555,77;-0,0
60;2200;1,47;-115,03;416;-16584;-72;-330;-34;58;58,53;9614,3;-0,0
60;2220;1,47;-115,73;276;-16664;-372;-333;3;61;58,53;9672,83;-0,0
60;2240;1,46;-115,48;392;-16684;-136;-349;-26;59;58,54;9789,9;0,0
60;2260;1,47;-115,84;388;-16716;-364;-341;0;51;58,54;9848,44;-0,0
60;2280;1,48;-115,45;388;-16576;-220;-335;12;66;58,52;9906,96;-0,01
60;2300;1,48;-115,55;380;-16736;-132;-350;-4;54;58,52;9965,48;-0,01
60;2320;1,46;-115,13;336;-16640;-140;-328;-16;76;58,53;10082,53;0,01
60;2340;1,47;-115,27;348;-16608;-260;-322;-17;36;58,53;10141,06;-0,0
60;2360;1,46;-115,21;320;-16736;-136;-340;-7;48;58,54;10199,6;0,01
60;2380;1,47;-115,94;308;-16648;-320;-330;-27;45;58,53;10258,13;-0,01
60;2400;1,46;-115,96;364;-16616;-192;-338;5;59;58,53;10375,2;-0,0
60;2420;1,46;-115,68;388;-16500;-92;-344;-9;75;58,54;10433,74;0,01
60;2440;1,46;-115,5;368;-16684;-164;-319;-2;28;58,54;10492,28;-0,0
60;2460;1,46;-115,71;352;-16600;-124;-344;-7;82;58,54;10550,82;0,0
60;2480;1,45;-115,29;460;-16620;-92;-326;-13;72;58,55;10667,92;0,01
60;2500;1,45;-115,11;420;-16660;-120;-345;-23;56;58,55;10726,46;-0,01
60;2520;1,44;-114,92;288;-16692;-112;-325;-16;40;58,55;10785,01;-0,0
60;2540;1,44;-114,85;396;-16656;-172;-346;1;69;58,56;10843,57;0,02
60;2560;1,44;-114,48;316;-16532;-100;-339;4;63;58,56;10960,69;0,0
60;2580;1,43;-114,62;464;-16572;-188;-321;-8;40;58,57;11019,26;0,02
60;2600;1,43;-115,03;324;-16572;-292;-343;-11;43;58,57;11077,83;0,0
60;2620;1,43;-115,16;304;-16560;-168;-354;-2;48;58,56;11136,4;-0,01
60;2640;1,44;-115,88;300;-16560;-212;-324;-6;54;58,55;11253,51;-0,01
60;2660;1,46;-115,99;328;-16660;-340;-350;-42;36;58,55;11312,06;-0,01
60;2680;1,46;-116,48;280;-16544;-212;-325;-27;71;58,53;11370,59;-0,01
60;2700;1,46;-115,95;376;-16604;-48;-323;-7;71;58,54;11429,13;0,0
60;2720;1,46;-115,33;428;-16592;-132;-330;-29;60;58,54;11546,21;0,0
60;2740;1,47;-115,63;404;-16664;-260;-329;-13;41;58,54;11604,75;-0,01
60;2760;1,47;-115,71;388;-16596;-260;-338;-24;52;58,54;11663,29;-0,0
60;2780;1,47;-115,69;452;-16612;-132;-337;2;48;58,53;11721,82;-0,0
60;2800;1,47;-115,78;336;-16604;-176;-331;-37;56;58,52;11838,86;-0,0
60;2820;1,47;-115,42;368;-16620;-92;-337;1;59;58,53;11897,39;0,01
60;2840;1,46;-114,93;348;-16688;-156;-337;-36;74;58,54;11955,93;0,01
60;2860;1,47;-114,7;484;-16668;-196;-333;-23;80;58,53;12014,46;-0,0
60;2880;1,48;-114,9;324;-16608;-152;-332;-22;59;58,52;12131,51;-0,01
60;2900;1,48;-114,45;304;-16564;-28;-312;-16;48;58,51;12190,02;-0,01
60;2920;1,47;-114,06;424;-16624;-136;-333;-22;75;58,53;12248,55;0,01
60;2940;1,48;-114,25;464;-16620;-228;-331;-7;64;58,52;12307,07;-0,0
60;2960;1,5;-113,37;504;-16652;-4;-321;-10;54;58,51;12424,1;-0,0
60;2980;1,5;-113,56;356;-16560;-232;-328;-24;46;58,5;12482,59;-0,01
60;3000;1,5;-114,41;364;-16560;-296;-344;-1;53;58,5;12541,1;0,0
60;3020;1,51;-114,66;404;-16620;-308;-323;-9;55;58,5;12599,6;-0,0
60;3040;1,5;-114,52;388;-16672;-116;-340;-25;63;58,5;12716,59;0,0
60;3060;1,5;-114,76;376;-16620;-276;-337;-2;67;58,5;12775,09;0,01
60;3080;1,5;-115,21;404;-16628;-252;-333;-12;66;58,51;12833,6;0,0
60;3100;1,5;-115,5;348;-16604;-228;-332;-17;61;58,5;12892,1;-0,0
60;3120;1,49;-115,71;316;-16688;-228;-310;-29;59;58,51;13009,12;0,01
60;3140;1,49;-115,95;412;-16648;-276;-328;-9;38;58,51;13067,63;0,0
60;3160;1,49;-116,11;324;-16620;-264;-322;-2;39;58,51;13126,14;-0,01
60;3180;1,51;-116,91;436;-16632;-384;-327;-22;57;58,5;13184,64;-0,01
60;3200;1,5;-117,44;292;-16652;-204;-311;5;53;58,49;13301,62;-0,0
60;3220;1,49;-117,75;336;-16584;-332;-328;-9;43;58,51;13360,13;0,02
60;3240;1,49;-117,48;380;-16648;-104;-336;-1;53;58,51;13418,64;-0,0
60;3260;1,49;-117,14;516;-16552;-236;-322;3;62;58,52;13477,16;0,01
60;3280;1,51;-116,34;448;-16628;-208;-340;6;65;58,5;13594,16;-0,01
60;3300;1,5;-115,9;528;-16612;-124;-336;-8;44;58,51;13652,67;0,01
60;3320;1,5;-115,6;388;-16596;-128;-330;-23;42;58,49;13711,16;-0,01
60;3340;1,5;-115,62;344;-16576;-148;-312;6;68;58,5;13769,66;0,0
60;3360;1,5;-115,38;440;-16636;-140;-340;-24;59;58,51;13886,67;-0,0
60;3380;1,49;-115,4;428;-16640;-148;-320;-36;43;58,51;13945,18;0,01
60;3400;1,5;-115,62;388;-16504;-132;-326;-39;69;58,5;14003,68;-0,01
60;3420;1,49;-116,19;368;-16656;-220;-346;-33;70;58,51;14062,19;0,01
60;3440;1,5;-116,62;440;-16592;-268;-308;-2;60;58,5;14179,2;-0,01
60;3460;1,51;-116,56;364;-16608;-196;-323;4;44;58,49;14237,69;-0,01
60;3480;1,5;-116,39;380;-16652;-44;-329;-15;80;58,5;14296,19;0,01
60;3500;1,49;-116,05;296;-16608;-136;-342;-8;40;58,5;14354,69;-0,0
60;3520;1,49;-116,06;420;-16640;-176;-331;-8;54;58,52;14471,72;-0,0
60;3540;1,48;-115,94;356;-16636;-220;-339;-1;53;58,52;14530,23;0,0
60;3560;1,48;-115,81;376;-16616;-132;-322;6;24;58,52;14588,75;0,0
60;3580;1,48;-115,58;368;-16584;-192;-334;-42;42;58,52;14647,27;0,0
60;3600;1,48;-115,83;424;-16584;-232;-323;-10;74;58,52;14764,32;-0,0
60;3620;1,49;-116,5;328;-16660;-264;-338;-17;59;58,51;14822,83;-0,01
60;3640;1,49;-116,26;376;-16632;-112;-327;-14;81;58,51;14881,34;-0,0
60;3660;1,5;-116,38;408;-16588;-280;-324;-22;75;58,51;14939,85;0,0
60;3680;1,49;-115,72;336;-16588;8;-333;-4;40;58,5;15056,85;-0,0
60;3700;1,49;-115,98;380;-16620;-216;-327;-25;45;58,51;15115,36;0,01
60;3720;1,48;-116,68;272;-16664;-216;-314;-17;69;58,51;15173,87;-0,0
60;3740;1,47;-116,82;360;-16588;-164;-314;-25;53;58,53;15232,4;0,02
60;3760;1,47;-116,78;348;-16640;-116;-325;-27;71;58,53;15349,45;-0,0
60;3780;1,46;-116,63;300;-16576;-128;-331;-1;40;58,53;15407,99;0,01
60;3800;1,45;-116,9;336;-16616;-196;-332;-32;38;58,55;15466,54;0,01
60;3820;1,45;-116,99;356;-16652;-252;-321;-9;49;58,55;15525,09;0,0
60;3840;1,45;-117,56;292;-16692;-236;-337;5;54;58,54;15642,18;-0,01
60;3860;1,45;-118,03;252;-16628;-312;-324;-16;61;58,54;15700,72;0,0
60;3880;1,45;-117,99;348;-16624;-164;-337;4;70;58,55;15759,27;0,0
60;3900;1,45;-117,44;380;-16584;-140;-342;-32;61;58,55;15817,82;0,01
60;3920;1,44;-117,25;392;-16612;-220;-345;-21;69;58,56;15934,93;0,0
60;3940;1,44;-116,63;356;-16596;-156;-334;-28;46;58,56;15993,49;0,0
60;3960;1,44;-116,52;420;-16556;-236;-332;-21;68;58,56;16052,06;0,0
60;3980;1,44;-116,54;372;-16652;-212;-309;-22;68;58,56;16110,61;-0,0
60;4000;1,44;-116,98;380;-16696;-140;-322;-13;53;58,56;16227,73;0,01
60;4020;1,45;-117,13;400;-16620;-316;-325;-2;62;58,56;16286,29;-0,0
60;4040;1,44;-116,83;320;-16548;-212;-349;0;59;58,55;16344,84;-0,01
60;4060;1,43;-116,42;356;-16616;8;-334;-21;67;58,56;16403,4;0,01
60;4080;1,45;-116,82;452;-16640;-360;-340;-8;49;58,56;16520,54;-0,0
60;4100;1,45;-117,22;460;-16796;-124;-335;4;63;58,56;16579,09;-0,01
60;4120;1,44;-118,01;260;-16516;-276;-330;-26;63;58,55;16637,65;-0,0
60;4140;1,46;-117,81;396;-16668;-264;-331;-34;70;58,55;16696,19;-0,01
60;4160;1,44;-118,01;296;-16684;-212;-335;17;54;58,55;16813,3;0,0
60;4180;1,45;-118,11;464;-16568;-160;-317;-11;55;58,55;16871,85;0,0
60;4200;1,46;-117,55;412;-16500;-56;-342;-16;55;58,54;16930,39;-0,01
60;4220;1,46;-117,58;332;-16576;-204;-335;-23;70;58,54;16988,93;-0,0
60;4240;1,47;-117,03;444;-16660;-200;-341;-5;51;58,54;17106,01;-0,0
60;4260;1,47;-117,16;464;-16648;-124;-350;-9;43;58,54;17164,54;-0,0
60;4280;1,47;-117,4;356;-16556;-280;-329;-12;74;58,53;17223,07;-0,01
60;4300;1,47;-117,47;380;-16736;-184;-339;-23;46;58,53;17281,6;-0,0
60;4320;1,48;-118,12;428;-16612;-292;-327;-27;52;58,53;17398,65;-0,0
60;4340;1,48;-118,21;396;-16704;-200;-339;2;39;58,52;17457,18;-0,01
60;4360;1,48;-118,48;344;-16616;-108;-317;-31;60;58,52;17515,69;-0,01
60;4380;1,49;-118,75;348;-16504;-296;-323;-22;49;58,52;17574,21;-0,0
60;4400;1,48;-118,37;400;-16596;-212;-335;-5;50;58,52;17691,24;0,0
60;4420;1,49;-118,09;396;-16612;-88;-331;-11;49;58,51;17749,75;-0,01
60;4440;1,5;-118,18;408;-16524;-212;-338;3;63;58,5;17808,26;-0,0
60;4460;1,51;-118,66;436;-16616;-332;-307;10;47;58,5;17866,76;-0,0
60;4480;1,51;-118,65;388;-16556;-324;-343;-8;55;58,5;17983,75;0,0
60;4500;1,5;-117,78;332;-16644;-56;-318;-9;78;58,49;18042,24;-0,01
60;4520;1,51;-117,21;396;-16664;-120;-342;-24;44;58,49;18100,73;0,01
60;4540;1,52;-117,04;360;-16652;-80;-349;3;48;58,48;18159,21;-0,01
60;4560;1,54;-116,78;504;-16584;-284;-336;-26;60;58,47;18276,16;-0,01
60;4580;1,54;-116,93;432;-16660;-212;-337;-10;82;58,46;18334,62;-0,01
60;4600;1,55;-116,57;404;-16588;-140;-327;12;32;58,45;18393,08;-0,01
60;4620;1,54;-116,03;432;-16684;-120;-328;-9;79;58,46;18451,53;0,0
60;4640;1,54;-116,38;348;-16648;-240;-314;-19;36;58,46;18568,45;0,01
60;4660;1,54;-116,69;372;-16576;-332;-323;-18;60;58,47;18626,91;0,0
60;4680;1,53;-116,34;356;-16668;-104;-330;-34;70;58,46;18685,38;-0,0
60;4700;1,53;-116,21;372;-16688;-204;-325;-13;53;58,47;18743,85;0,01
60;4720;1,53;-115,95;376;-16740;-300;-327;-23;60;58,47;18860,79;-0,0
60;4740;1,53;-115,54;372;-16580;-232;-353;-38;48;58,47;18919,26;0,0
60;4760;1,53;-115,53;388;-16572;-224;-332;-13;42;58,47;18977,73;0,0
60;4780;1,53;-115,64;392;-16600;-236;-312;-3;61;58,47;19036,21;0,0
60;4800;1,53;-116,37;328;-16572;-280;-330;-14;61;58,47;19153,16;-0,01
60;4820;1,51;-116,09;336;-16632;-120;-327;-45;53;58,48;19211,64;0,01
60;4840;1,51;-115,61;356;-16636;-148;-342;-5;55;58,49;19270,13;0,01
60;4860;1,5;-116,43;272;-16616;-320;-302;-20;62;58,5;19328,63;0,01
60;4880;1,48;-115,75;372;-16668;-52;-323;-21;64;58,51;19445,66;0,0
60;4900;1,48;-115,95;332;-16640;-200;-327;7;60;58,52;19504,17;0,0
60;4920;1,48;-115,71;360;-16620;-128;-319;-41;63;58,52;19562,7;0,0
60;4940;1,49;-115,78;440;-16664;-244;-350;-38;50;58,52;19621,22;0,0
60;4960;1,48;-115,26;464;-16544;-180;-329;5;57;58,53;19738,26;0,01
60;4980;1,47;-114,81;440;-16680;-128;-332;-22;54;58,53;19796,8;0,01
60;5000;1,47;-114,73;372;-16564;-144;-331;-45;61;58,53;19855,33;-0,0
60;5020;1,46;-114,27;372;-16588;-128;-337;-20;66;58,53;19913,86;0,01
60;5040;1,46;-114,76;316;-16572;-208;-327;-21;58;58,54;20030,93;0,0
60;5060;1,46;-114,8;360;-16616;-168;-329;-6;55;58,54;20089,47;0,0
60;5080;1,45;-114,54;344;-16704;-200;-342;-16;47;58,54;20148,01;0,0
60;5100;1,46;-114,78;444;-16500;-284;-324;-15;50;58,54;20206,56;0,0
60;5120;1,48;-115,63;384;-16652;-308;-350;-17;58;58,52;20323,61;-0,01
60;5140;1,49;-115,67;424;-16632;-232;-320;-12;50;58,52;20382,13;-0,01
60;5160;1,48;-116,03;300;-16624;-176;-345;-23;58;58,51;20440,64;-0,0
60;5180;1,48;-115,74;292;-16584;-52;-341;-1;60;58,51;20499,15;0,0
60;5200;1,47;-115,85;332;-16572;-248;-343;-23;33;58,53;20616,21;0,0
60;5220;1,47;-116,09;404;-16540;-128;-343;-13;65;58,53;20674,73;-0,0
60;5240;1,47;-116,64;356;-16604;-160;-332;-11;49;58,52;20733,26;-0,0
60;5260;1,47;-116,53;280;-16676;-136;-352;-10;68;58,52;20791,78;0,0
60;5280;1,47;-116,39;348;-16572;-120;-351;-41;51;58,52;20908,84;-0,01
60;5300;1,48;-116,5;364;-16660;-252;-338;-15;66;58,52;20967,36;-0,0
60;5320;1,48;-116,22;392;-16656;-64;-353;-17;51;58,52;21025,88;-0,01
60;5340;1,47;-116,45;320;-16556;-124;-323;-44;78;58,52;21084,4;0,01
60;5360;1,48;-116,85;488;-16648;-204;-337;-17;58;58,52;21201,45;-0,0
60;5380;1,49;-116,5;440;-16612;-140;-341;-28;49;58,52;21259,96;-0,01
60;5400;1,49;-116,41;372;-16524;-184;-335;0;60;58,51;21318,47;-0,01
60;5420;1,49;-116,4;364;-16608;-212;-295;-18;34;58,51;21376,98;-0,0
60;5440;1,49;-116,5;416;-16688;-228;-327;-15;44;58,51;21494,0;0,0
60;5460;1,49;-116,12;436;-16640;-96;-326;-21;52;58,51;21552,51;-0,0
60;5480;1,48;-115,09;312;-16672;108;-333;-18;58;58,51;21611,02;-0,0
60;5500;1,47;-115,85;300;-16632;-280;-318;-23;66;58,53;21669,55;0,02
60;5520;1,47;-115,55;388;-16644;-172;-337;8;46;58,53;21786,6;0,0
60;5540;1,46;-115,5;336;-16652;-196;-329;3;71;58,53;21845,14;0,0
60;5560;1,46;-115,83;392;-16572;-220;-334;-10;51;58,55;21903,68;0,01
60;5580;1,46;-115,69;480;-16660;-44;-360;-33;40;58,54;21962,22;-0,0
60;5600;1,46;-115,59;320;-16620;-196;-339;-6;43;58,54;22079,3;-0,0
60;5620;1,46;-115,78;408;-16580;-120;-313;-17;57;58,54;22137,84;-0,0
60;5640;1,45;-115,53;324;-16612;-84;-314;-14;73;58,54;22196,38;0,0
60;5660;1,45;-115,5;396;-16596;-200;-336;-14;59;58,55;22254,93;0,01
60;5680;1,45;-115,59;336;-16596;-104;-336;-17;44;58,54;22372,02;-0,0
60;5700;1,45;-115,47;408;-16632;-192;-334;-17;28;58,56;22430,57;0,01
60;5720;1,43;-115,01;288;-16708;-40;-340;-13;60;58,56;22489,13;-0,0
60;5740;1,44;-115,05;440;-16616;-168;-330;-39;64;58,56;22547,69;0,0
60;5760;1,44;-115,52;368;-16696;-132;-318;-3;55;58,56;22664,8;0,0
60;5780;1,44;-115,03;396;-16572;-88;-337;9;59;58,56;22723,35;0,0
60;5800;1,44;-115,13;320;-16592;-156;-323;-15;58;58,56;22781,91;-0,0
60;5820;1,45;-115,14;396;-16596;-100;-328;-7;69;58,55;22840,46;-0,0
60;5840;1,43;-115,2;308;-16600;-208;-335;5;60;58,56;22957,58;0,01
60;5860;1,43;-115,56;332;-16596;-136;-330;-16;74;58,57;23016,15;0,0
60;5880;1,42;-115,02;444;-16644;-28;-351;-14;59;58,58;23074,73;0,01
60;5900;1,43;-115,03;460;-16596;-160;-330;-19;69;58,58;23133,3;-0,0
60;5920;1,43;-115,82;400;-16672;-288;-332;9;50;58,57;23250,45;-0,0
60;5940;1,45;-115,81;476;-16672;-268;-330;-5;52;58,56;23309,01;-0,01
60;5960;1,45;-116,04;356;-16564;-192;-327;-43;54;58,55;23367,56;-0,01
60;5980;1,45;-116,12;432;-16708;-236;-356;-18;58;58,55;23426,11;0,0
60;6000;1,46;-116,4;288;-16636;-164;-315;-31;72;58,54;23543,19;-0,01
60;6020;1,45;-116,4;304;-16592;-128;-361;2;39;58,55;23601,74;0,01
60;6040;1,44;-116,43;280;-16668;-184;-331;-10;64;58,55;23660,29;0,0
60;6060;1,44;-116,36;356;-16660;-68;-336;-38;58;58,56;23718,85;0,01
60;6080;1,45;-116,33;352;-16784;-124;-352;-19;52;58,55;23835,96;-0,01
60;6100;1,44;-116,43;380;-16536;-172;-331;-5;47;58,56;23894,52;0,01
60;6120;1,45;-116,6;388;-16680;-164;-339;-12;72;58,55;23953,07;-0,01
60;6140;1,44;-116,24;308;-16616;-100;-323;-15;39;58,55;24011,62;-0,0
60;6160;1,45;-116,38;384;-16608;-104;-337;-27;46;58,55;24128,73;-0,01
60;6180;1,45;-116,42;444;-16600;-136;-342;-11;56;58,55;24187,29;-0,0
60;6200;1,45;-116,26;396;-16776;-224;-346;6;50;58,55;24245,84;-0,0
60;6220;1,46;-116,24;480;-16628;-328;-322;1;54;58,55;24304,39;-0,0
