Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
0;760;3,32;-115,76;344;-16584;-144;-340;0;32
0;780;3,34;-116,08;448;-16616;-232;-340;0;50
0;800;3,29;-115,87;308;-16720;-124;-334;9;63
0;820;3,27;-115,72;368;-16620;-152;-346;-13;61
0;840;3,21;-117,02;244;-16636;-196;-325;-7;69
0;860;3,2;-116,84;400;-16724;-168;-326;-6;68
0;880;3,18;-119,08;260;-16540;-324;-329;-32;72
0;900;3,15;-118,63;368;-16720;-140;-361;0;59
0;920;3,13;-119,46;340;-16664;-248;-312;-16;47
0;940;3,09;-118,91;332;-16592;-120;-330;3;61
0;960;3,08;-119,05;376;-16652;-200;-321;2;55
0;980;3,06;-119,23;380;-16644;-208;-349;-12;62
0;1000;3,02;-117,29;320;-16500;-8;-339;4;41
0;1020;3,01;-117,85;392;-16616;-252;-315;-3;86
0;1040;2,97;-116,82;344;-16696;-72;-333;-6;59
0;1060;2,93;-116,05;320;-16796;-84;-329;5;53
0;1080;2,92;-116,38;380;-16684;-212;-351;-22;65
0;1100;2,9;-115,34;396;-16580;-72;-330;-1;60
0;1120;2,88;-115,16;404;-16564;-160;-329;-24;61
0;1140;2,85;-115,89;280;-16620;-192;-336;-11;59
0;1160;2,84;-116,88;356;-16616;-288;-339;0;45
0;1180;2,82;-116,56;384;-16772;-144;-338;27;78
0;1200;2,82;-117,37;384;-16764;-292;-326;6;67
0;1220;2,79;-118,18;304;-16644;-236;-337;-31;55
0;1240;2,78;-117,9;392;-16672;-156;-341;-11;37
0;1260;2,76;-117,69;392;-16652;-164;-332;-25;62
0;1280;2,74;-116,24;360;-16584;-20;-351;6;68
0;1300;2,71;-116,07;364;-16672;-148;-320;-30;47
0;1320;2,68;-115,33;296;-16600;-68;-353;0;60
0;1340;2,66;-115,43;368;-16608;-180;-326;-8;74
0;1360;2,66;-115,2;448;-16680;-168;-348;1;51
0;1380;2,64;-114,44;384;-16708;-80;-337;-4;55
0;1400;2,61;-113,55;364;-16680;-56;-340;-5;49
0;1420;2,6;-113,58;380;-16624;-168;-346;-7;53
0;1440;2,57;-113,89;280;-16576;-152;-355;-15;47
0;1460;2,53;-114,75;244;-16688;-192;-331;-6;63
0;1480;2,51;-115,8;288;-16584;-264;-326;2;54
0;1500;2,49;-116,23;292;-16664;-184;-322;-2;71
0;1520;2,48;-116,25;372;-16656;-176;-342;0;65
0;1540;2,47;-116,5;388;-16616;-220;-337;1;40
0;1560;2,46;-116,37;388;-16708;-164;-338;5;71
0;1580;2,43;-116,31;296;-16664;-132;-344;-5;63
0;1600;2,43;-116,72;400;-16672;-256;-316;-18;65
0;1620;2,41;-115,67;388;-16556;-40;-338;-29;51
0;1640;2,39;-115,83;296;-16692;-156;-335;-30;59
0;1660;2,36;-114,88;332;-16708;-40;-332;-7;66
0;1680;2,34;-114,21;356;-16552;-72;-329;1;45
0;1700;2,33;-113,62;380;-16672;-84;-340;-22;78
0;1720;2,31;-113,2;364;-16576;-100;-313;20;67
0;1740;2,29;-113,14;328;-16608;-132;-349;1;49
0;1760;2,29;-113,51;412;-16552;-240;-322;-15;76
0;1780;2,31;-113,83;512;-16596;-292;-339;-7;58
0;1800;2,3;-114,23;360;-16620;-220;-342;-24;45
0;1820;2,3;-113,57;452;-16692;-84;-337;-21;58
0;1840;2,3;-113,37;456;-16652;-160;-346;6;41
0;1860;2,28;-112,16;364;-16668;8;-316;-6;48
0;1880;2,27;-112,18;380;-16576;-160;-331;-23;32
0;1900;2,27;-112,88;368;-16652;-276;-330;-17;66
0;1920;2,25;-112,84;316;-16604;-128;-347;-10;56
0;1940;2,24;-112,19;440;-16644;-72;-313;-19;88
0;1960;2,21;-112,65;268;-16628;-168;-324;-5;59
0;1980;2,21;-112,67;432;-16592;-184;-345;4;64
0;2000;2,2;-112,62;392;-16660;-156;-343;-13;62
0;2020;2,18;-113,01;304;-16688;-184;-332;10;47
0;2040;2,17;-113,21;328;-16608;-168;-334;-14;50
0;2060;2,15;-113,02;380;-16536;-132;-326;-16;59
0;2080;2,13;-112,37;328;-16572;-52;-322;24;66
0;2100;2,11;-111,79;316;-16648;-56;-328;7;49
0;2120;2,09;-111,43;316;-16700;-80;-343;-13;52
0;2140;2,07;-111,38;316;-16552;-120;-328;-39;48
0;2160;2,05;-110,92;364;-16720;-76;-340;2;60
0;2180;2,06;-111,78;396;-16752;-340;-316;-13;48
0;2200;2,03;-111,65;276;-16636;-96;-323;-1;59
0;2220;2,02;-111,82;348;-16652;-168;-316;-11;61
0;2240;2,0;-113,04;240;-16748;-280;-323;-4;45
0;2260;2,0;-113,21;412;-16608;-208;-333;-4;53
0;2280;2,01;-114,42;308;-16652;-372;-346;-19;75
0;2300;1,99;-114,04;356;-16700;-96;-330;-29;56
0;2320;1,98;-113,87;344;-16640;-124;-346;-5;66
0;2340;1,98;-112,88;424;-16664;-8;-319;-17;67
0;2360;1,98;-113,12;424;-16696;-228;-337;-36;42
0;2380;1,97;-113,4;376;-16664;-212;-334;8;52
0;2400;1,96;-114,44;248;-16524;-268;-328;-1;70
0;2420;1,96;-114,32;416;-16692;-160;-325;-16;59
0;2440;1,94;-114,63;320;-16672;-192;-335;-17;60
0;2460;1,94;-115,11;352;-16592;-248;-327;-34;62
0;2480;1,93;-115,76;292;-16564;-240;-343;0;44
0;2500;1,91;-115,59;324;-16696;-124;-327;-27;57
0;2520;1,91;-115,78;380;-16680;-212;-329;3;39
0;2540;1,88;-115,96;260;-16708;-144;-334;-10;54
0;2560;1,89;-115,68;440;-16628;-148;-334;-22;60
0;2580;1,87;-114,76;372;-16624;-20;-338;-27;51
0;2600;1,87;-115,08;360;-16636;-224;-344;24;82
0;2620;1,86;-114,85;364;-16780;-124;-364;-17;63
0;2640;1,86;-115,28;344;-16620;-236;-337;-22;44
0;2660;1,86;-115,59;404;-16632;-252;-334;-9;52
0;2680;1,86;-116,38;284;-16608;-272;-357;13;67
0;2700;1,85;-116,52;336;-16592;-184;-341;-3;69
0;2720;1,83;-115,8;360;-16608;-52;-329;-10;48
0;2740;1,82;-115,82;336;-16552;-160;-337;13;65
0;2760;1,83;-116,04;404;-16624;-236;-344;-41;70
0;2780;1,81;-115,86;348;-16616;-132;-335;-19;65
0;2800;1,79;-116,41;228;-16776;-180;-329;0;38
0;2820;1,78;-116,95;324;-16660;-256;-331;-8;61
0;2840;1,78;-117,53;324;-16632;-272;-312;13;47
0;2860;1,78;-117,49;424;-16588;-200;-336;3;71
0;2880;1,78;-118,04;316;-16544;-260;-359;-18;65
0;2900;1,78;-118,23;396;-16524;-240;-332;-12;83
0;2920;1,77;-117,77;336;-16572;-92;-329;-18;65
0;2940;1,75;-117,92;308;-16704;-180;-348;15;39
0;2960;1,74;-118,19;308;-16584;-200;-338;11;67
0;2980;1,73;-117,75;376;-16624;-108;-331;-25;55
0;3000;1,73;-117,76;372;-16656;-188;-336;-20;41
0;3020;1,71;-117,55;276;-16600;-108;-354;-5;38
0;3040;1,7;-118,31;268;-16608;-268;-323;2;42
0;3060;1,69;-117,75;380;-16700;-88;-335;-10;52
0;3080;1,7;-117,97;396;-16648;-248;-322;-20;54
0;3100;1,68;-117,92;312;-16580;-148;-336;13;67
0;3120;1,68;-118,21;356;-16596;-240;-336;-11;58
0;3140;1,67;-118,88;260;-16640;-244;-355;-11;58
0;3160;1,66;-118,71;308;-16588;-132;-328;-21;39
0;3180;1,65;-118,25;380;-16692;-108;-340;-4;49
0;3200;1,64;-116,85;344;-16576;44;-330;9;53
0;3220;1,62;-116,8;296;-16744;-136;-328;-23;51
0;3240;1,61;-117,47;264;-16544;-244;-335;-9;46
0;3260;1,6;-117,39;336;-16560;-152;-332;-32;60
0;3280;1,6;-117,67;308;-16596;-204;-347;0;46
0;3300;1,6;-117,6;380;-16648;-176;-337;5;44
0;3320;1,59;-117,4;372;-16652;-148;-352;-5;50
0;3340;1,6;-116,69;452;-16648;-72;-342;-4;66
0;3360;1,59;-116,21;352;-16576;-88;-335;-14;42
0;3380;1,58;-116,18;316;-16596;-148;-341;3;57
0;3400;1,58;-116,14;364;-16624;-168;-334;19;71
0;3420;1,57;-116,88;272;-16580;-264;-345;0;61
0;3440;1,57;-116,39;404;-16732;-100;-324;-5;65
0;3460;1,55;-116,55;292;-16580;-168;-329;-24;70
0;3480;1,53;-116,69;212;-16640;-120;-319;-12;51
0;3500;1,52;-117,15;316;-16724;-244;-325;21;67
0;3520;1,52;-117,77;296;-16648;-264;-341;4;59
0;3540;1,52;-117,14;380;-16644;-76;-350;-11;52
0;3560;1,52;-116,33;472;-16608;-52;-318;9;61
0;3580;1,51;-116,6;300;-16684;-192;-327;-4;36
0;3600;1,51;-116,7;324;-16616;-176;-326;-22;67
0;3620;1,5;-116,09;376;-16652;-72;-339;-11;51
0;3640;1,5;-116,0;356;-16680;-156;-350;24;51
0;3660;1,5;-116,21;392;-16664;-236;-338;0;57
0;3680;1,51;-116,28;384;-16608;-200;-334;-20;55
0;3700;1,49;-116,61;252;-16644;-172;-320;16;26
0;3720;1,5;-116,73;404;-16696;-224;-338;-4;64
0;3740;1,49;-116,11;376;-16632;-72;-318;19;57
0;3760;1,49;-116,1;376;-16704;-180;-332;-18;79
0;3780;1,49;-116,5;372;-16668;-268;-325;19;65
0;3800;1,5;-115,81;488;-16548;-76;-325;-3;46
0;3820;1,5;-116,27;308;-16648;-232;-300;-31;65
0;3840;1,49;-116,2;328;-16512;-148;-332;9;47
0;3860;1,49;-115,77;396;-16540;-108;-343;-5;61
0;3880;1,48;-115,81;328;-16620;-164;-347;10;45
0;3900;1,48;-114,95;384;-16680;-28;-357;-5;54
0;3920;1,48;-115,17;332;-16564;-196;-340;-11;43
0;3940;1,48;-115,32;344;-16596;-192;-343;17;53
0;3960;1,48;-114,82;412;-16636;-92;-330;-45;82
0;3980;1,47;-114,78;352;-16676;-156;-336;-51;47
0;4000;1,47;-114,69;372;-16612;-156;-339;-13;51
0;4020;1,47;-113,88;388;-16616;-32;-340;-3;62
0;4040;1,48;-114,08;428;-16648;-240;-365;-22;71
0;4060;1,47;-113,64;300;-16668;-72;-326;-8;66
0;4080;1,46;-113,62;364;-16620;-160;-336;-21;51
0;4100;1,46;-114,21;328;-16656;-264;-344;-12;75
0;4120;1,46;-113,9;356;-16684;-108;-333;-22;64
0;4140;1,45;-114,27;308;-16648;-204;-340;-4;62
0;4160;1,45;-113,89;344;-16608;-92;-334;-22;65
0;4180;1,45;-113,77;420;-16644;-164;-344;-16;70
0;4200;1,45;-114,18;344;-16592;-236;-339;-17;57
0;4220;1,46;-114,55;380;-16520;-256;-331;9;76
0;4240;1,45;-114,06;312;-16564;-68;-331;-29;59
0;4260;1,44;-113,43;344;-16596;-52;-337;-30;52
0;4280;1,44;-113,51;384;-16660;-188;-347;-23;68
0;4300;1,45;-113,41;432;-16620;-168;-336;-37;48
0;4320;1,45;-113,6;376;-16588;-208;-324;-12;54
0;4340;1,44;-113,44;320;-16680;-116;-328;-20;54
0;4360;1,43;-114,01;248;-16584;-196;-337;-5;55
0;4380;1,42;-114,34;308;-16648;-196;-349;0;58
0;4400;1,42;-114,5;388;-16616;-212;-330;-11;38
0;4420;1,43;-115,0;348;-16612;-264;-349;-30;47
0;4440;1,43;-115,03;392;-16608;-188;-325;-9;52
0;4460;1,44;-114,85;428;-16548;-160;-325;-12;52
0;4480;1,43;-114,93;308;-16628;-156;-333;3;66
0;4500;1,43;-114,85;376;-16704;-160;-329;2;76
0;4520;1,43;-114,84;384;-16684;-176;-332;-6;42
0;4540;1,44;-114,99;432;-16676;-236;-329;-9;73
0;4560;1,45;-115,82;328;-16596;-336;-344;1;48
0;4580;1,47;-115,49;524;-16644;-164;-333;-3;64
0;4600;1,45;-115,68;276;-16628;-160;-335;7;45
0;4620;1,44;-115,8;288;-16588;-156;-335;30;36
0;4640;1,44;-115,49;408;-16608;-132;-341;-27;84
0;4660;1,43;-115,72;280;-16640;-168;-334;8;64
0;4680;1,42;-114,93;316;-16608;-32;-326;11;46
0;4700;1,42;-115,15;348;-16684;-204;-341;-16;64
0;4720;1,41;-115,18;320;-16680;-156;-331;-1;65
0;4740;1,41;-115,05;408;-16572;-164;-327;17;45
0;4760;1,42;-115,47;364;-16648;-260;-344;4;64
0;4780;1,41;-115,45;336;-16680;-156;-331;-10;61
0;4800;1,42;-115,21;412;-16708;-144;-340;-7;54
0;4820;1,41;-115,14;296;-16640;-128;-332;-4;74
0;4840;1,41;-115,45;328;-16676;-212;-347;-19;56
0;4860;1,39;-115,28;272;-16644;-104;-329;-4;50
0;4880;1,38;-115,43;304;-16624;-168;-353;-18;63
0;4900;1,37;-115,34;308;-16712;-132;-318;0;55
0;4920;1,36;-115,72;272;-16620;-188;-340;-10;44
0;4940;1,37;-115,95;376;-16636;-228;-342;-22;39
0;4960;1,35;-115,78;276;-16632;-108;-311;0;48
0;4980;1,34;-115,69;268;-16588;-116;-335;3;59
0;5000;1,33;-115,74;328;-16568;-164;-335;-11;54
0;5020;1,34;-115,89;384;-16528;-216;-325;-22;72
10;5040;1,33;-115,27;328;-16672;-88;-340;15;31
10;5060;1,33;-116,58;292;-16636;-288;-353;-15;54
10;5080;1,33;-116,9;336;-16684;-204;-335;-10;46
10;5100;1,35;-117,26;388;-16668;-244;-321;-30;50
10;5120;1,37;-117,85;412;-16556;-304;-348;-12;69
10;5140;1,39;-118,2;380;-16616;-248;-335;-23;60
10;5160;1,38;-117,07;360;-16648;-52;-332;-20;49
10;5180;1,39;-118,09;316;-16560;-312;-342;-31;48
10;5200;1,39;-116,44;404;-16584;16;-340;-32;78
10;5220;1,4;-116,15;412;-16648;-156;-337;-29;73
10;5240;1,4;-116,46;340;-16532;-212;-338;-9;55
10;5260;1,41;-116,43;444;-16628;-212;-331;-34;60
10;5280;1,4;-116,67;296;-16592;-176;-328;-23;77
10;5300;1,39;-116,46;332;-16600;-136;-338;-16;64
10;5320;1,38;-116,0;340;-16572;-104;-327;-8;65
10;5340;1,38;-116,94;248;-16652;-248;-351;-17;68
10;5360;1,37;-117,13;300;-16644;-176;-358;-14;64
10;5380;1,37;-116,98;384;-16600;-168;-344;-12;38
10;5400;1,38;-117,09;368;-16608;-204;-347;-1;53
10;5420;1,37;-116,51;348;-16696;-88;-323;-7;85
10;5440;1,36;-116,08;344;-16608;-104;-345;-26;68
10;5460;1,36;-116,35;328;-16680;-204;-354;-13;48
10;5480;1,37;-116,26;364;-16600;-164;-339;-3;80
10;5500;1,37;-115,52;404;-16640;-68;-332;14;65
10;5520;1,36;-115,0;340;-16732;-84;-320;-16;64
10;5540;1,35;-114,84;332;-16716;-132;-332;10;59
10;5560;1,37;-114,85;456;-16536;-216;-335;-33;64
10;5580;1,36;-115,15;316;-16612;-196;-340;-10;62
10;5600;1,36;-114,5;368;-16648;-68;-334;-4;44
10;5620;1,35;-114,96;236;-16604;-168;-347;-11;66
10;5640;1,34;-114,09;384;-16700;-32;-313;-15;57
10;5660;1,35;-115,01;304;-16608;-316;-334;13;56
10;5680;1,33;-114,08;280;-16620;-16;-329;-2;71
10;5700;1,33;-113,92;336;-16652;-128;-326;1;76
10;5720;1,34;-113,89;440;-16640;-192;-336;-16;62
10;5740;1,34;-114,36;316;-16692;-228;-333;23;59
10;5760;1,33;-114,61;304;-16772;-180;-337;8;48
10;5780;1,33;-115,25;312;-16572;-264;-323;-23;70
10;5800;1,33;-115,53;308;-16620;-192;-338;-5;73
10;5820;1,33;-115,51;332;-16628;-156;-338;-4;60
10;5840;1,31;-115,14;272;-16672;-80;-327;-5;50
10;5860;1,32;-115,76;340;-16572;-288;-328;0;40
10;5880;1,32;-116,07;340;-16596;-224;-329;0;46
10;5900;1,33;-115,61;448;-16608;-116;-347;-18;48
10;5920;1,33;-115,32;348;-16584;-116;-323;-35;40
10;5940;1,35;-115,45;480;-16732;-260;-351;-14;36
10;5960;1,36;-115,34;420;-16688;-176;-344;-19;80
10;5980;1,36;-115,11;368;-16708;-132;-339;-12;55
10;6000;1,35;-114,49;300;-16660;-52;-350;-22;66
10;6020;1,36;-115,19;332;-16624;-300;-346;21;28
10;6040;1,36;-115,35;356;-16684;-200;-332;-31;45
10;6060;1,36;-115,83;312;-16624;-236;-322;-4;39
10;6080;1,36;-116,38;348;-16764;-284;-342;-23;48
10;6100;1,37;-116,95;348;-16652;-292;-339;-30;47
10;6120;1,37;-117,18;316;-16616;-200;-324;16;48
10;6140;1,36;-116,92;352;-16728;-128;-337;-17;66
10;6160;1,36;-116,93;292;-16628;-148;-340;-2;69
10;6180;1,36;-116,53;420;-16652;-124;-358;-1;66
10;6200;1,37;-117,17;316;-16720;-284;-335;-24;66
10;6220;1,36;-117,27;308;-16656;-172;-330;-2;47
10;6240;1,36;-117,75;316;-16632;-252;-326;-21;65
10;6260;1,37;-117,29;412;-16608;-116;-344;21;76
10;6280;1,37;-116,17;404;-16632;8;-329;-19;55
10;6300;1,37;-116,95;280;-16596;-284;-338;-9;65
10;6320;1,37;-117,46;324;-16556;-264;-332;0;65
10;6340;1,38;-117,29;444;-16744;-184;-323;-46;70
10;6360;1,37;-117,71;268;-16628;-204;-335;-14;29
10;6380;1,37;-118,24;280;-16668;-236;-335;-12;57
10;6400;1,37;-117,85;392;-16692;-124;-330;-29;69
10;6420;1,37;-117,97;364;-16568;-212;-343;-30;72
10;6440;1,38;-118,24;388;-16648;-260;-328;-11;48
10;6460;1,38;-117,27;428;-16620;-24;-333;-15;57
10;6480;1,38;-116,95;336;-16476;-116;-337;2;50
10;6500;1,37;-115,79;372;-16632;16;-317;2;64
10;6520;1,36;-116,18;280;-16492;-200;-321;-7;58
10;6540;1,36;-115,8;360;-16672;-108;-326;-18;36
10;6560;1,35;-115,28;348;-16664;-80;-335;-6;66
10;6580;1,35;-115,21;336;-16568;-148;-327;-5;50
10;6600;1,36;-114,82;428;-16700;-120;-334;-8;55
10;6620;1,36;-115,09;348;-16512;-216;-330;-32;43
10;6640;1,35;-115,25;328;-16600;-184;-319;-12;38
10;6660;1,36;-115,52;360;-16564;-228;-339;-24;72
10;6680;1,36;-115,76;344;-16616;-212;-332;6;61
10;6700;1,35;-115,67;268;-16604;-116;-327;-18;50
10;6720;1,33;-114,64;272;-16612;0;-353;-5;67
10;6740;1,33;-114,89;356;-16648;-216;-336;-23;58
10;6760;1,34;-115,1;352;-16684;-208;-324;-26;67
10;6780;1,34;-115,33;400;-16660;-240;-308;-39;56
10;6800;1,36;-114,58;532;-16492;-64;-334;-12;64
10;6820;1,36;-114,58;320;-16560;-148;-337;-20;58
10;6840;1,35;-114,85;316;-16524;-196;-322;-1;73
10;6860;1,34;-115,24;236;-16640;-164;-331;-33;68
10;6880;1,33;-114,11;328;-16684;16;-324;-7;69
10;6900;1,34;-114,27;380;-16632;-208;-337;-6;63
10;6920;1,33;-113,6;340;-16564;-48;-360;-15;63
10;6940;1,33;-113,72;356;-16684;-184;-334;-4;62
10;6960;1,33;-113,79;316;-16632;-156;-331;-5;58
10;6980;1,33;-113,73;388;-16580;-164;-339;-29;50
10;7000;1,34;-114,0;372;-16660;-224;-349;-35;48
10;7020;1,34;-114,25;316;-16660;-188;-335;-3;63
10;7040;1,35;-114,58;404;-16568;-260;-329;-24;62
10;7060;1,34;-113,76;348;-16620;-28;-345;-3;50
10;7080;1,35;-113,45;424;-16564;-128;-307;7;47
10;7100;1,34;-113,45;332;-16576;-148;-327;13;65
10;7120;1,35;-114,11;336;-16628;-288;-325;-10;37
10;7140;1,35;-114,13;372;-16660;-176;-328;15;60
10;7160;1,35;-114,59;292;-16640;-212;-322;1;68
10;7180;1,34;-114,56;332;-16632;-148;-330;-10;53
10;7200;1,34;-114,5;332;-16600;-144;-340;-23;68
10;7220;1,34;-114,57;344;-16564;-172;-334;-16;65
10;7240;1,32;-113,87;252;-16748;-32;-333;-4;48
10;7260;1,33;-114,12;376;-16648;-224;-351;1;63
10;7280;1,32;-114,06;340;-16672;-144;-333;-25;66
10;7300;1,32;-114,22;292;-16552;-160;-346;29;51
10;7320;1,32;-114,8;332;-16720;-268;-341;-19;49
10;7340;1,34;-114,96;460;-16592;-256;-315;-1;66
10;7360;1,34;-115,52;296;-16560;-240;-325;0;58
10;7380;1,35;-115,54;396;-16508;-192;-331;-12;54
10;7400;1,35;-115,17;396;-16632;-116;-334;-11;64
10;7420;1,33;-115,21;228;-16688;-112;-339;-12;71
10;7440;1,35;-114,73;476;-16712;-112;-347;-24;67
10;7460;1,37;-115,5;384;-16640;-372;-335;20;55
10;7480;1,37;-115,09;396;-16608;-108;-341;-2;53
10;7500;1,36;-115,01;336;-16680;-144;-336;-6;46
10;7520;1,36;-114,08;356;-16700;-12;-337;10;57
10;7540;1,35;-114,3;272;-16604;-156;-341;-22;57
10;7560;1,36;-114,47;404;-16636;-224;-313;-17;69
10;7580;1,36;-114,39;400;-16644;-168;-341;-18;42
10;7600;1,37;-114,84;332;-16576;-240;-347;3;54
10;7620;1,37;-114,84;360;-16672;-168;-352;-13;70
10;7640;1,36;-114,4;292;-16612;-72;-339;-2;65
10;7660;1,35;-114,15;368;-16700;-124;-320;4;60
10;7680;1,36;-114,36;372;-16632;-212;-338;-13;55
10;7700;1,35;-114,4;276;-16592;-132;-330;-15;60
10;7720;1,35;-114,94;356;-16652;-280;-325;-12;68
10;7740;1,37;-115,34;400;-16544;-280;-335;1;58
10;7760;1,37;-115,71;356;-16652;-244;-324;-20;61
10;7780;1,36;-116,37;248;-16640;-224;-350;-3;58
10;7800;1,36;-116,32;348;-16620;-160;-331;-14;67
10;7820;1,34;-116,79;212;-16740;-164;-315;-17;38
10;7840;1,35;-116,35;440;-16560;-120;-343;0;52
10;7860;1,36;-115,37;444;-16624;-12;-329;-9;51
10;7880;1,36;-114,96;384;-16636;-104;-329;-1;65
10;7900;1,37;-115,54;388;-16724;-320;-342;-10;68
10;7920;1,38;-115,02;404;-16592;-88;-345;-24;49
10;7940;1,38;-114,69;420;-16648;-128;-328;-6;45
10;7960;1,39;-114,89;396;-16576;-228;-324;-2;44
10;7980;1,39;-115,06;324;-16672;-180;-335;-27;54
10;8000;1,39;-115,15;392;-16720;-204;-335;2;63
10;8020;1,38;-114,9;336;-16660;-116;-333;3;65
10;8040;1,4;-115,57;400;-16656;-356;-335;-7;55
10;8060;1,39;-115,5;300;-16652;-132;-333;5;51
10;8080;1,4;-115,27;412;-16648;-148;-326;-8;40
10;8100;1,41;-115,15;472;-16644;-192;-323;-12;67
10;8120;1,41;-115,06;360;-16568;-152;-336;-23;53
10;8140;1,4;-114,78;332;-16596;-108;-311;-15;67
10;8160;1,41;-115,19;396;-16588;-280;-346;-4;67
10;8180;1,42;-115,41;396;-16560;-236;-337;-17;52
10;8200;1,41;-115,1;280;-16600;-88;-343;-12;44
10;8220;1,4;-114,47;340;-16616;-56;-330;-20;55
10;8240;1,39;-114,51;332;-16620;-160;-328;-16;46
10;8260;1,39;-113,82;364;-16596;-48;-336;20;70
10;8280;1,38;-114,51;260;-16636;-232;-331;18;56
10;8300;1,38;-114,74;348;-16596;-204;-337;9;58
10;8320;1,38;-114,63;360;-16560;-148;-333;-9;65
10;8340;1,38;-114,01;396;-16676;-64;-330;-12;59
10;8360;1,38;-114,64;336;-16668;-284;-331;-3;59
10;8380;1,38;-113,93;364;-16724;-44;-327;-36;49
10;8400;1,36;-113,92;232;-16572;-104;-327;2;60
10;8420;1,34;-112,98;260;-16636;-4;-345;-18;71
10;8440;1,34;-113,39;316;-16668;-212;-327;-30;63
10;8460;1,35;-113,19;476;-16692;-164;-334;-16;49
10;8480;1,35;-112,89;356;-16648;-104;-349;-14;58
10;8500;1,36;-112,27;444;-16608;-64;-335;-4;67
10;8520;1,35;-112,08;328;-16660;-108;-344;-6;69
10;8540;1,35;-111,88;364;-16668;-120;-334;7;50
10;8560;1,35;-112,05;368;-16564;-188;-322;-25;47
10;8580;1,35;-112,42;292;-16700;-184;-356;-19;65
10;8600;1,35;-112,96;284;-16548;-212;-345;-14;45
10;8620;1,34;-113,29;296;-16564;-184;-350;-27;59
10;8640;1,35;-113,38;436;-16672;-212;-338;-14;60
10;8660;1,36;-113,31;372;-16552;-152;-342;0;56
10;8680;1,35;-113,21;348;-16616;-136;-327;-27;65
10;8700;1,36;-113,7;332;-16688;-240;-347;-11;53
10;8720;1,35;-114,84;228;-16596;-296;-322;-28;48
10;8740;1,36;-114,68;416;-16616;-160;-326;17;66
10;8760;1,36;-115,0;312;-16632;-200;-339;-6;51
10;8780;1,37;-115,34;444;-16696;-292;-338;-1;43
10;8800;1,38;-115,72;388;-16660;-268;-323;-3;54
10;8820;1,37;-115,78;268;-16632;-136;-327;4;66
10;8840;1,38;-115,73;408;-16672;-184;-336;-9;52
10;8860;1,37;-116,09;288;-16660;-196;-335;-18;63
10;8880;1,37;-116,03;376;-16660;-168;-340;-20;44
10;8900;1,37;-116,01;356;-16656;-168;-348;-4;55
10;8920;1,38;-115,96;380;-16664;-172;-337;16;57
10;8940;1,38;-116,14;348;-16664;-200;-334;-22;62
10;8960;1,38;-115,37;416;-16704;-48;-332;10;75
10;8980;1,39;-115,57;404;-16476;-236;-334;16;54
10;9000;1,39;-115,59;400;-16684;-192;-337;-17;48
