Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
60;1080;15,54;6,44;-136;-15216;5536;-5353;-225;223
60;1100;15,09;5,72;564;-15532;5152;-5382;231;-26
60;1120;14,83;3,55;2632;-15404;5152;-5413;-22;47
60;1140;14,69;0,71;4032;-16024;5112;-5358;-198;26
60;1160;14,5;-2,19;4228;-16564;4696;-5288;50;-274
60;1180;13,89;-4,38;2388;-16324;3444;-5203;554;-244
60;1200;13,29;-5,92;1828;-16572;3552;-5053;784;-479
60;1220;12,68;-6,21;600;-16396;3648;-4893;732;-331
60;1240;12,49;-3,49;-3284;-16796;4464;-4769;899;-414
60;1260;12,33;-0,14;-4112;-16640;3656;-4686;1008;-439
60;1280;12,06;1,97;-2540;-16488;4000;-4469;521;-298
60;1300;11,71;3,28;-1532;-16696;3836;-4215;325;-139
60;1320;11,45;3,07;72;-16768;4428;-3977;-36;-146
60;1340;11,46;1,3;2368;-16472;4860;-3651;-464;-112
60;1360;11,28;-0,74;2216;-16300;3628;-3421;-631;-114
60;1380;11,42;-4,11;4752;-16736;3272;-3103;-632;71
60;1400;11,77;-7,6;6084;-17292;3588;-2799;-1043;33
60;1420;11,69;-9,16;2160;-16472;3620;-2371;-427;-36
60;1440;11,42;-9,49;580;-16088;2832;-1975;-54;-175
60;1460;11,08;-8,43;-488;-16188;2280;-1624;38;-78
60;1480;10,98;-9,5;1440;-16900;3040;-1280;540;-33
60;1500;11,43;-5,64;-5468;-16852;3152;-1038;976;-20
60;1520;12,06;-2,53;-5548;-17008;4692;-585;1049;28
60;1540;12,26;1,2;-4068;-16512;2084;-288;1340;-7
60;1560;12,38;3,7;-2780;-16800;2840;87;954;46
60;1580;12,67;3,98;-468;-16496;4628;490;961;182
60;1600;12,97;4,14;-560;-16160;4528;731;-695;274
60;1620;13,23;4,34;-600;-16328;4192;1130;-712;287
60;1640;13,42;3,79;364;-16488;3664;1470;-835;390
60;1660;13,76;1,9;2340;-16468;3844;1768;-985;435
60;1680;14,34;-0,63;4136;-16584;4080;2121;-781;365
60;1700;14,73;-2,69;2880;-16696;3644;2424;-802;308
60;1720;14,99;-4,29;1936;-16376;3192;2700;-739;218
60;1740;15,28;-5,75;1960;-16672;3360;2926;-532;142
60;1760;15,62;-7,33;2388;-16696;3412;3206;-52;88
60;1780;15,83;-6,3;-856;-16620;3212;3378;260;165
60;1800;16,11;-4,99;-1340;-16620;3472;3499;269;214
60;1820;16,53;-2,85;-2912;-16716;3596;3651;205;94
60;1840;17,15;-0,21;-4588;-16436;3700;3800;121;142
60;1860;17,57;1,21;-2256;-16292;4064;3870;-192;267
60;1880;17,88;1,93;-1192;-16248;3916;3953;-666;258
60;1900;18,3;1,94;-300;-15624;4636;3991;-1067;349
60;1920;18,73;1,66;140;-15728;4872;4006;-1379;504
60;1940;19,26;-0,37;3500;-15984;4500;4045;-1526;432
60;1960;19,84;-2,7;4464;-16172;4380;4028;-1665;463
60;1980;20,5;-5,2;5396;-15988;4424;3962;-1825;287
60;2000;21,1;-7,72;5408;-15936;4172;3926;-2070;116
60;2020;21,25;-8,82;1796;-15732;3536;3863;-1003;12
60;2040;21,34;-7,94;-728;-15824;3656;3770;487;22
60;2060;21,4;-6,04;-1948;-15908;3200;3616;1513;-32
60;2080;21,55;-4,15;-2468;-15368;3660;3361;1002;41
60;2100;21,76;-1,98;-3460;-15524;3760;3091;481;36
60;2120;22,23;0,0;-4548;-15044;5152;2863;-33;120
60;2140;22,39;0,86;-1548;-15272;4908;2653;310;247
60;2160;22,5;0,96;-152;-14920;4984;2380;211;179
60;2180;22,7;0,67;608;-14624;5696;2084;-32;223
60;2200;22,98;-0,47;2540;-14576;5904;1876;-875;363
60;2220;23,26;-1,81;3164;-14652;6016;1575;-1229;285
60;2240;23,54;-3,7;4684;-14676;5356;1312;-1118;271
60;2260;23,79;-5,55;4720;-14440;5232;988;-998;217
60;2280;23,59;-5,88;904;-15008;4468;753;-146;94
60;2300;23,31;-5,14;-808;-14460;3940;476;202;39
60;2320;23,03;-4,24;-1076;-14996;4220;127;803;-109
60;2340;22,78;-2,54;-2604;-15300;4028;-98;933;-110
60;2360;22,63;-0,4;-3924;-15164;4056;-545;950;-101
60;2380;22,78;1,74;-5636;-14540;5316;-893;631;34
60;2400;22,84;3,64;-4920;-14376;5368;-1136;734;63
60;2420;22,58;4,93;-2756;-14924;4692;-1406;409;-5
60;2440;22,23;5,64;-1568;-15008;4772;-1718;406;5
60;2460;22,18;5,34;260;-13960;6736;-1958;-528;255
60;2480;21,97;4,82;836;-14132;5884;-2241;-292;127
60;2500;21,78;3,12;3860;-14820;5152;-2455;10;98
60;2520;21,64;0,91;5452;-15268;4476;-2639;210;-4
60;2540;21,34;-0,59;3540;-15476;5048;-2882;105;-153
60;2560;20,81;-1,39;1576;-15084;4056;-2994;617;-64
60;2580;20,19;-1,38;212;-14932;3740;-3178;893;-148
60;2600;19,59;-1,95;1220;-15528;3852;-3352;1084;-247
60;2620;19,32;-0,12;-4080;-15704;5016;-3580;1055;-98
60;2640;18,93;1,87;-3828;-15728;4060;-3720;1359;-67
60;2660;18,51;3,67;-3516;-15680;4056;-3887;1101;-103
60;2680;18,05;3,95;-616;-16120;5068;-3976;760;106
60;2700;17,72;4,42;-1412;-15320;5536;-4028;-187;235
60;2720;17,35;3,04;2708;-15136;4604;-4075;183;294
60;2740;17,06;1,49;3552;-15844;4944;-4170;146;71
60;2760;17,01;-0,64;6184;-16200;5196;-4148;17;27
60;2780;16,98;-2,84;6248;-15536;4700;-4190;-78;30
60;2800;16,48;-5,01;3524;-15884;2404;-4039;607;-152
60;2820;16,0;-6,28;2508;-16228;3544;-4007;462;-221
60;2840;15,47;-5,98;-84;-16684;3836;-3918;679;-194
60;2860;15,2;-3,83;-3848;-16188;3832;-3844;1160;-253
60;2880;14,81;-2,35;-2296;-16340;3848;-3824;898;-263
60;2900;14,48;-1,78;-912;-16212;4576;-3705;412;-35
60;2920;14,35;-0,48;-3152;-16364;5172;-3572;-365;-6
60;2940;14,28;1,1;-3808;-15856;4672;-3358;-463;-20
60;2960;14,18;-0,72;3884;-16332;4248;-3149;-425;-97
60;2980;14,23;-2,57;4740;-16488;4952;-2991;-700;-142
60;3000;14,12;-4,2;3348;-16176;3988;-2786;-557;-171
60;3020;13,88;-5,54;2328;-16344;3356;-2519;-266;-176
60;3040;13,7;-7,79;3784;-17100;2200;-2238;351;-119
60;3060;13,49;-8,45;1476;-17056;3592;-1973;348;-121
60;3080;13,44;-6,17;-3552;-16564;3132;-1757;601;-98
60;3100;13,54;-3,74;-4412;-16368;3340;-1448;864;-78
60;3120;13,5;-1,88;-2712;-16364;3216;-1171;1113;-41
60;3140;13,53;-1,9;44;-16572;4672;-1037;-521;-4
60;3160;13,58;-1,31;-1224;-16128;4324;-736;-1010;95
60;3180;13,67;-0,46;-1704;-15812;4076;-429;-1066;258
60;3200;13,67;-1,45;1428;-16324;3420;-88;-832;364
60;3220;13,79;-2,22;1300;-16312;4100;152;-962;280
60;3240;13,89;-2,5;496;-15904;3916;437;-520;201
60;3260;13,86;-2,45;84;-16472;2836;768;318;-5
60;3280;13,91;-4,21;2380;-16892;2240;1005;553;50
60;3300;14,07;-2,56;-2352;-16768;3252;1221;618;-7
60;3320;14,36;-1,01;-2664;-16448;3884;1450;669;-1
60;3340;14,76;1,07;-4172;-16432;3624;1680;611;120
60;3360;15,22;3,07;-4396;-16552;3916;1918;583;-25
60;3380;15,41;2,49;712;-16648;3772;2057;-672;352
60;3400;15,75;1,91;880;-16228;4744;2253;-947;326
60;3420;16,14;2,08;-704;-15944;4952;2428;-1077;206
60;3440;16,41;2,28;-604;-15796;3992;2619;-958;299
60;3460;16,81;0,76;2848;-15984;4128;2813;-683;245
60;3480;17,29;-1,39;4552;-16464;3732;2848;-911;131
60;3500;17,69;-2,73;2852;-16500;4384;3010;-570;145
60;3520;17,98;-3,63;1804;-16284;4020;3112;-164;38
60;3540;18,09;-3,1;-524;-16024;2992;3143;171;49
60;3560;18,34;-2,09;-1612;-16528;3940;3147;216;-82
60;3580;18,82;-0,14;-4400;-16240;4224;3167;156;37
60;3600;19,2;1,55;-3448;-16080;4044;3186;424;47
60;3620;19,53;3,29;-3456;-15824;3620;3152;97;73
60;3640;19,76;2,69;784;-15692;4440;2997;-1120;181
60;3660;20,16;2,0;1236;-15456;5688;2937;-1310;243
60;3680;20,53;0,83;2284;-15072;5160;2857;-1638;352
60;3700;20,89;-1,17;4236;-15532;4116;2756;-1390;167
60;3720;21,68;-3,6;8464;-15884;5412;2596;-1593;171
60;3740;21,78;-4,84;2312;-15276;3740;2533;-819;-29
60;3760;21,53;-4,39;-300;-14960;2044;2355;-369;7
60;3780;21,41;-4,15;-76;-15704;3176;2254;444;-143
60;3800;21,57;-3,15;-1840;-15580;5064;1979;596;-35
60;3820;21,71;-1,41;-3500;-15596;4332;1740;604;103
60;3840;21,69;-0,16;-2220;-15320;3896;1461;17;26
60;3860;21,83;-0,99;1952;-15060;5468;1221;-685;186
60;3880;21,98;-1,22;424;-14784;6072;942;-1066;289
60;3900;22,23;-2,9;4472;-14548;5260;814;-1149;357
60;3920;22,53;-5,06;6324;-15060;4580;555;-858;187
60;3940;22,85;-7,36;7328;-15348;4300;283;-714;125
60;3960;22,76;-9,16;4184;-15504;3620;52;-553;93
60;3980;22,52;-8,95;216;-15372;4460;-85;474;80
60;4000;22,37;-7,48;-2376;-15328;4660;-357;1025;109
60;4020;22,33;-5,21;-4768;-15288;4160;-645;792;31
60;4040;22,26;-3,04;-4612;-15100;4212;-940;862;9
60;4060;22,14;-2,28;-1724;-14784;5676;-1196;-223;187
60;4080;22,04;-1,56;-1836;-15008;6104;-1453;-385;371
60;4100;21,89;-2,32;2064;-14616;5496;-1616;-160;394
60;4120;21,73;-3,63;3452;-14968;5120;-1850;-350;307
60;4140;21,67;-5,26;4976;-15336;5144;-1983;-4;188
60;4160;21,47;-7,0;4596;-15592;4236;-2236;-153;-35
60;4180;21,2;-8,61;4184;-15420;3964;-2352;280;24
60;4200;20,67;-9,02;1176;-15344;3640;-2503;370;20
60;4220;20,24;-7,9;-1508;-15936;4528;-2704;1047;-70
60;4240;20,02;-5,92;-4092;-15532;4804;-2875;1013;-18
60;4260;19,66;-4,22;-3040;-15428;4236;-2990;772;-29
60;4280;19,31;-3,78;-600;-15392;5212;-3126;304;107
60;4300;19,03;-2,78;-2152;-15132;5212;-3231;-261;55
60;4320;18,77;-4,04;3340;-15488;4908;-3242;18;56
60;4340;18,68;-5,78;5312;-15740;4924;-3303;-11;30
60;4360;18,72;-7,26;5600;-15740;6360;-3342;-127;120
60;4380;18,46;-8,42;3200;-15164;4620;-3337;-9;41
60;4400;18,12;-9,75;3588;-16224;3880;-3217;1150;-260
60;4420;17,54;-9,4;72;-16412;3336;-3242;944;-323
60;4440;17,16;-8,23;-1588;-16488;4432;-3179;931;-255
60;4460;16,84;-6,5;-2804;-16392;4108;-3106;922;-227
60;4480;16,74;-3,97;-5340;-16096;3660;-3066;998;-176
60;4500;16,38;-2,6;-2100;-16312;3964;-3061;1013;-236
60;4520;16,11;-1,46;-2020;-15944;4352;-2981;387;-101
60;4540;15,95;-0,43;-2264;-15704;5016;-2875;-87;-111
60;4560;15,82;0,05;-1052;-15880;5372;-2701;-116;3
60;4580;15,66;-1,1;2460;-15976;4528;-2488;-332;116
60;4600;15,74;-2,9;4924;-16220;4844;-2353;-423;-86
60;4620;15,69;-4,35;3468;-16120;4508;-2216;-554;-180
60;4640;15,73;-5,86;3944;-15880;4700;-2008;-507;-88
60;4660;15,4;-6,44;1080;-16204;2992;-1780;218;-236
60;4680;15,24;-7,35;2024;-16348;3612;-1522;456;-377
60;4700;14,89;-6,33;-884;-16688;2540;-1332;264;-237
60;4720;14,82;-4,12;-3332;-16376;2896;-1143;445;-288
60;4740;15,13;-1,5;-6312;-16152;3584;-973;549;-321
60;4760;15,09;-0,48;-1576;-16288;4056;-755;842;-126
60;4780;15,05;-0,64;452;-16516;4204;-577;323;-124
60;4800;15,02;0,47;-1908;-15996;3564;-408;-584;70
60;4820;15,09;0,5;-184;-15944;4620;-150;-745;89
60;4840;15,06;-0,35;1192;-15984;3404;126;-900;105
60;4860;15,46;-2,48;5532;-16468;4228;342;-691;107
60;4880;15,75;-4,67;4876;-16388;3420;529;-861;110
60;4900;15,87;-6,31;3048;-16208;3348;694;-920;206
60;4920;15,84;-5,77;-424;-16372;3100;993;192;175
60;4940;15,87;-6,03;796;-16428;3376;1231;681;37
60;4960;15,91;-6,92;1764;-16632;3096;1373;928;94
60;4980;15,91;-6,04;-784;-16868;3000;1519;684;53
60;5000;16,25;-3,73;-4368;-16292;3472;1608;526;8
60;5020;16,52;-2,36;-2424;-15824;4260;1752;449;120
60;5040;16,73;-2,12;-248;-16132;4416;1886;52;255
60;5060;16,86;-1,55;-952;-16020;3752;1937;-764;369
60;5080;17,12;-1,95;776;-15964;4720;2012;-988;339
60;5100;17,54;-3,6;3984;-15872;4488;2129;-768;265
60;5120;17,94;-5,36;4368;-16324;4344;2152;-782;175
60;5140;18,36;-7,0;4236;-15984;4440;2227;-696;130
60;5160;18,72;-8,46;3852;-16092;4452;2259;-564;84
60;5180;18,74;-9,0;1204;-16140;3100;2334;404;76
60;5200;18,81;-8,22;-712;-16288;3700;2294;587;-28
60;5220;19,06;-6,23;-3424;-16136;3848;2276;593;10
60;5240;19,36;-3,83;-4496;-15836;3444;2182;809;60
60;5260;19,58;-2,81;-1832;-15536;4772;2067;313;214
60;5280;19,7;-2,15;-1104;-15396;4320;1926;-243;245
60;5300;20,02;-2,29;540;-15296;6028;1897;-358;309
60;5320;20,24;-2,41;260;-14960;5348;1786;-1045;268
60;5340;20,63;-4,27;4916;-15052;4700;1754;-1040;277
60;5360;20,94;-6,19;4836;-15120;4212;1592;-1204;242
60;5380;21,35;-7,94;5608;-15900;5360;1473;-1025;98
60;5400;21,45;-9,25;3248;-15456;4304;1308;-812;59
60;5420;21,34;-9,86;1468;-15236;3592;1188;-190;-49
60;5440;21,19;-8,82;-1072;-15400;3624;1062;630;30
60;5460;21,26;-6,74;-3816;-15712;4160;826;830;-171
60;5480;21,54;-4,62;-5316;-15692;5256;708;768;7
60;5500;21,68;-2,38;-4880;-15260;4176;496;761;64
60;5520;21,6;-1,94;-700;-14816;4780;252;-51;107
60;5540;21,67;-1,76;-316;-15172;6248;30;-398;82
60;5560;21,62;-1,92;532;-15064;5416;-98;-271;101
60;5580;21,72;-2,74;2444;-14600;6004;-224;-355;246
60;5600;21,83;-4,26;4288;-14968;5340;-386;-961;251
60;5620;21,92;-5,98;4780;-14928;4900;-569;-1031;149
60;5640;21,92;-7,69;4652;-15328;4540;-729;-867;145
60;5660;21,66;-8,72;2388;-15364;4016;-871;-570;132
60;5680;21,47;-9,69;2696;-15132;4344;-1022;52;32
60;5700;21,18;-9,0;-700;-16076;4804;-1172;402;-87
60;5720;20,85;-8,21;-784;-15476;4248;-1348;688;-121
60;5740;20,63;-6,37;-3248;-15876;4304;-1496;814;-12
60;5760;20,58;-4,25;-4748;-15708;4744;-1594;817;-100
60;5780;20,43;-2,93;-2580;-15204;5104;-1684;680;-49
60;5800;20,09;-1,64;-1988;-14964;3888;-1826;682;16
60;5820;19,8;-1,06;-1024;-15304;4724;-1978;-98;123
60;5840;19,64;-0,39;-1480;-15212;5584;-2040;-47;272
60;5860;19,45;-1,9;3448;-15632;4520;-2100;-781;131
60;5880;19,28;-3,42;3544;-15192;4440;-2181;-750;128
60;5900;19,32;-5,11;5096;-15400;5392;-2200;-931;218
60;5920;19,31;-6,98;5300;-15368;4460;-2203;-618;62
60;5940;19,08;-8,14;2872;-15512;4468;-2256;-889;71
60;5960;18,81;-9,21;2828;-15864;4192;-2198;133;-35
60;5980;18,44;-9,69;1468;-15824;3956;-2243;217;-135
60;6000;18,12;-9,84;1036;-16100;4352;-2200;606;-23
60;6020;17,81;-9,61;292;-16264;4548;-2196;508;-140
60;6040;17,62;-7,55;-3472;-15856;4028;-2204;1119;-111
60;6060;17,42;-5,96;-2584;-16312;4556;-2226;1333;12
60;6080;17,14;-4,53;-2108;-16108;4056;-2204;1007;-262
60;6100;16,92;-2,68;-3044;-15964;3732;-2107;953;6
60;6120;16,79;-1,67;-1980;-15896;4988;-2056;212;-1
60;6140;16,67;-1,04;-1220;-15676;5096;-1989;-79;234
60;6160;16,44;-2,14;2092;-16088;3936;-1949;-598;101
60;6180;16,43;-3,45;3392;-16236;5044;-1854;-683;246
60;6200;16,31;-4,29;1940;-15824;4544;-1729;-589;82
60;6220;16,5;-6,12;5484;-16204;4852;-1475;-602;283
60;6240;16,56;-7,77;4272;-15724;4308;-1439;-689;15
60;6260;16,54;-8,87;2900;-15800;4484;-1326;-513;130
60;6280;16,54;-9,65;2392;-16156;4932;-1179;-364;-87
60;6300;16,25;-10,15;1172;-16324;2896;-979;570;-149
60;6320;16,09;-10,95;2052;-16608;3440;-859;930;-62
60;6340;15,92;-10,82;512;-16712;3856;-749;692;-149
60;6360;15,86;-9,47;-1772;-16576;4144;-673;750;-237
60;6380;15,94;-6,8;-4420;-15920;2936;-516;921;-182
60;6400;15,78;-5,51;-1380;-16340;3164;-381;995;-100
60;6420;15,78;-5,74;964;-16464;4580;-296;354;137
60;6440;15,9;-6,0;1088;-16164;5260;-216;-43;30
60;6460;15,98;-5,98;228;-15340;4776;-80;-883;196
60;6480;16,01;-6,75;1628;-15580;3956;101;-816;285
60;6500;16,24;-8,56;4588;-16152;3904;222;-684;128
60;6520;16,71;-10,51;6392;-16104;4608;322;-715;270
60;6540;17,02;-12,02;4572;-16116;4672;413;-748;49
60;6560;16,9;-11,75;224;-15840;3116;625;460;-65
60;6580;16,74;-11,97;808;-16520;2744;733;522;31
60;6600;16,7;-11,46;-60;-16560;3656;768;718;-110
60;6620;16,72;-9,84;-2036;-16344;3576;801;586;14
60;6640;16,94;-7,43;-4124;-15672;3476;893;763;160
60;6660;16,99;-6,92;-352;-16160;4152;942;468;40
60;6680;17,17;-6,81;312;-15848;5108;962;-11;202
60;6700;17,32;-6,6;-100;-15616;4892;1006;-821;260
60;6720;17,41;-6,61;220;-15380;4328;1073;-1270;397
60;6740;17,56;-7,7;2496;-15956;4164;1144;-946;340
60;6760;17,87;-9,3;4372;-15980;4444;1178;-885;270
60;6780;18,24;-10,7;4332;-15480;4944;1185;-716;257
60;6800;18,52;-12,17;4148;-15704;4264;1212;-622;122
60;6820;18,43;-12,04;392;-15784;3260;1246;54;69
60;6840;18,36;-11,89;476;-16076;3516;1266;479;-41
60;6860;18,31;-10,55;-1356;-16204;3408;1201;703;-134
60;6880;18,43;-8,43;-3452;-16160;3772;1126;588;-28
60;6900;18,78;-5,86;-5564;-15816;3964;1080;772;38
60;6920;18,98;-4,2;-3192;-15416;4708;1031;519;-89
60;6940;19,0;-3,53;-868;-15368;4340;938;242;6
60;6960;18,97;-3,71;572;-15648;4160;857;-398;88
60;6980;19,17;-4,72;2616;-15352;5312;777;-1256;162
60;7000;19,44;-5,63;2860;-15440;5900;756;-830;164
60;7020;19,73;-6,76;3692;-15564;5812;720;-572;280
60;7040;19,88;-7,82;2948;-15180;4936;675;-894;208
60;7060;20,05;-9,25;3960;-15272;4620;534;-918;55
60;7080;20,02;-9,69;1540;-15448;4444;528;-32;69
60;7100;19,95;-9,37;108;-15508;4468;467;312;65
60;7120;19,96;-7,65;-2788;-15108;4208;362;425;-42
60;7140;19,88;-5,93;-2520;-15504;3820;294;801;-130
60;7160;20,0;-3,75;-4476;-15692;4444;82;1175;11
60;7180;20,1;-1,73;-4332;-15904;4604;3;958;9
60;7200;20,29;0,8;-5816;-15320;3812;-161;1238;-130
60;7220;20,4;2,56;-4184;-15388;5024;-315;977;-58
60;7240;20,25;2,67;-216;-15468;4712;-438;17;237
60;7260;20,22;1,8;2020;-15236;5256;-576;-424;141
60;7280;20,31;0,79;2580;-14964;5976;-686;-895;143
60;7300;20,38;-0,21;2688;-15316;6016;-787;-875;228
60;7320;20,4;-1,23;2616;-15132;5604;-825;-928;136
60;7340;20,45;-2,79;4108;-15288;5100;-947;-1065;107
60;7360;20,31;-4,0;2720;-15304;4420;-992;-945;150
60;7380;20,21;-4,81;2188;-15364;5016;-1046;-451;124
60;7400;20,01;-4,73;284;-15300;4812;-1125;91;70
60;7420;19,78;-5,14;1468;-16064;4508;-1158;990;-21
60;7440;19,49;-3,55;-2348;-16100;3656;-1279;622;-54
60;7460;19,41;-1,23;-4616;-15688;3648;-1391;851;-111
60;7480;19,37;0,87;-4464;-15692;4232;-1409;1216;-107
60;7500;19,18;1,37;-748;-15416;4948;-1527;930;19
60;7520;19,11;1,4;100;-15244;5820;-1632;333;123
60;7540;18,94;1,69;-628;-15288;5112;-1675;-171;169
60;7560;18,76;1,23;936;-15580;5028;-1698;-538;234
60;7580;18,73;0,14;2744;-15304;5588;-1754;-676;263
60;7600;18,82;-1,86;5588;-15956;4800;-1738;-814;64
60;7620;18,85;-3,55;4636;-15684;4880;-1720;-652;187
60;7640;18,72;-4,89;3192;-15560;4416;-1712;-562;169
60;7660;18,65;-5,99;3188;-15992;5088;-1688;-126;59
60;7680;18,4;-7,1;2592;-16164;3720;-1606;512;-100
60;7700;18,02;-6,21;-864;-16428;3512;-1631;760;-218
60;7720;17,7;-4,65;-2044;-16340;3384;-1667;775;-99
60;7740;17,67;-2,81;-3804;-16356;4744;-1623;1003;-111
60;7760;17,41;-1,36;-2140;-15944;3612;-1625;784;-10
60;7780;17,18;-1,76;972;-15784;4104;-1587;358;126
60;7800;17,01;-1,76;132;-16108;4748;-1619;-380;105
60;7820;16,98;-2,25;1260;-15780;5496;-1479;-791;243
60;7840;16,91;-3,4;2508;-15492;4308;-1342;-552;160
60;7860;16,99;-5,41;5060;-16188;3824;-1239;-394;301
60;7880;17,08;-7,23;4872;-16256;4228;-1199;-646;48
60;7900;17,18;-8,63;4004;-15816;4784;-1102;-502;41
60;7920;17,19;-9,67;3032;-16412;4692;-941;-205;74
60;7940;17,15;-11,18;3724;-16396;3428;-790;634;-73
60;7960;16,84;-11,33;812;-16692;2940;-765;949;-42
60;7980;16,76;-9,55;-2596;-16160;3780;-707;330;-35
60;8000;16,96;-7,3;-4804;-16284;4596;-542;792;-164
60;8020;16,86;-6,99;100;-16116;4152;-455;957;84
60;8040;16,87;-7,37;1360;-15972;4720;-382;118;182
60;8060;16,94;-6,73;-996;-15548;5052;-303;-567;231
60;8080;17,09;-6,09;-1212;-15748;5648;-184;-788;216
60;8100;17,0;-6,87;1528;-15544;3512;6;-610;271
60;8120;17,26;-8,71;4960;-16036;4064;168;-567;149
60;8140;17,55;-10,68;5636;-16460;3968;228;-746;88
60;8160;17,65;-11,81;2840;-15936;4364;275;-1434;173
60;8180;17,7;-11,88;748;-15644;4556;446;-768;183
60;8200;17,59;-11,1;-520;-15912;3392;587;348;19
60;8220;17,46;-10,57;-64;-16408;3212;713;1078;55
60;8240;17,31;-9,64;-668;-16512;3016;722;663;-14
60;8260;17,41;-7,68;-3168;-16340;3792;737;291;-28
60;8280;17,66;-5,32;-4608;-16096;3868;783;779;24
60;8300;17,75;-4,95;-164;-15896;4816;821;735;-15
60;8320;17,84;-4,46;-624;-15848;4736;814;-222;80
60;8340;17,89;-3,84;-936;-15640;4280;851;-587;154
60;8360;17,92;-4,95;2108;-15608;3732;857;-983;198
60;8380;18,27;-6,55;4796;-16284;5068;916;-643;298
60;8400;18,57;-7,88;4020;-16080;5284;893;-854;67
60;8420;18,78;-9,0;3064;-15464;4868;880;-1148;72
60;8440;18,62;-9,35;868;-15708;2968;945;-188;-79
60;8460;18,49;-9,58;912;-16052;3264;914;586;-87
60;8480;18,45;-7,38;-2892;-15904;2884;812;643;-34
60;8500;18,45;-5,71;-2336;-16292;3792;813;1186;-38
60;8520;18,59;-3,61;-3820;-15860;4004;709;1082;8
60;8540;18,57;-3,14;-384;-15304;4280;632;824;86
60;8560;18,67;-2,09;-2036;-15196;4788;509;-272;13
60;8580;18,83;-1,96;-160;-15572;5892;468;-583;97
60;8600;19,01;-2,6;1780;-15372;5796;381;-809;228
