Gas;PositionX;PositionY
2;3,47;-149,06
2;3,47;-149,26
2;3,48;-148,91
2;3,49;-149,04
2;3,48;-148,75
2;3,45;-149,05
2;3,45;-148,84
2;3,46;-148,99
2;3,46;-149,03
2;3,45;-149,0
2;3,44;-149,17
2;3,42;-149,38
2;3,43;-149,05
2;3,43;-148,68
2;3,44;-149,06
2;3,46;-149,26
2;3,46;-149,56
2;3,46;-149,6
2;3,48;-149,92
2;3,46;-149,85
2;3,48;-149,99
2;3,48;-149,99
2;3,47;-149,98
2;3,48;-150,24
2;3,49;-149,97
2;3,48;-149,91
2;3,49;-150,14
2;3,47;-150,22
2;3,48;-150,18
2;3,49;-150,09
2;3,5;-150,09
2;3,5;-150,24
2;3,5;-150,4
2;3,51;-150,47
2;3,53;-150,51
2;3,52;-150,56
2;3,51;-150,78
2;3,49;-150,65
2;3,5;-150,66
2;3,52;-150,73
2;3,53;-150,55
2;3,53;-150,35
2;3,52;-149,88
2;3,51;-149,91
2;3,52;-150,2
2;3,51;-150,09
2;3,52;-150,25
2;3,49;-150,14
2;3,48;-150,03
2;3,49;-150,31
2;3,51;-150,35
2;3,51;-150,36
2;3,52;-150,2
2;3,52;-150,46
2;3,53;-150,37
2;3,55;-150,53
2;3,56;-150,51
2;3,57;-150,67
2;3,56;-150,65
2;3,57;-150,77
2;3,57;-150,62
2;3,59;-150,61
2;3,58;-150,81
2;3,55;-150,93
2;3,54;-150,64
2;3,55;-150,46
2;3,55;-150,39
2;3,55;-150,3
2;3,54;-149,92
2;3,53;-149,96
2;3,54;-150,09
2;3,55;-150,28
2;3,56;-150,34
2;3,58;-150,45
2;3,56;-150,33
2;3,56;-150,53
2;3,57;-150,61
2;3,56;-150,46
2;3,57;-150,26
2;3,56;-150,29
2;3,57;-150,26
2;3,58;-150,3
2;3,59;-150,39
2;3,59;-150,59
2;3,58;-150,49
2;3,6;-150,62
2;3,62;-150,41
2;3,62;-150,28
2;3,62;-150,37
2;3,63;-150,38
2;3,65;-150,26
2;3,63;-150,36
2;3,62;-150,15
2;3,63;-150,21
2;3,64;-150,44
2;3,62;-150,53
2;3,62;-150,57
2;3,61;-150,57
2;3,61;-150,63
2;3,61;-150,49
2;3,6;-150,19
2;3,6;-150,24
2;3,59;-150,45
2;3,6;-150,49
2;3,6;-150,45
2;3,6;-150,81
2;3,6;-150,61
2;3,62;-150,69
2;3,61;-150,8
2;3,62;-150,63
2;3,62;-150,72
2;3,62;-150,71
2;3,61;-150,8
2;3,6;-150,79
2;3,6;-150,5
2;3,6;-150,55
2;3,6;-150,5
2;3,6;-150,48
2;3,59;-150,22
2;3,58;-150,32
2;3,58;-150,34
2;3,58;-150,57
2;3,59;-150,67
2;3,59;-150,69
2;3,6;-150,85
2;3,6;-150,96
2;3,59;-151,11
2;3,59;-151,16
2;3,58;-151,39
2;3,57;-151,37
2;3,56;-151,11
2;3,55;-151,13
2;3,55;-151,13
2;3,52;-150,83
2;3,53;-150,91
2;3,51;-150,84
2;3,51;-150,72
2;3,52;-150,82
2;3,52;-150,73
2;3,5;-150,51
2;3,52;-150,48
2;3,51;-150,47
2;3,51;-150,64
2;3,51;-150,66
2;3,51;-150,77
2;3,53;-150,78
2;3,5;-150,81
2;3,52;-150,85
2;3,54;-150,89
2;3,54;-151,02
2;3,55;-151,09
2;3,54;-150,98
2;3,53;-150,84
2;3,54;-150,74
2;3,54;-150,48
2;3,54;-150,46
2;3,53;-150,33
2;3,51;-150,11
2;3,5;-150,2
2;3,52;-150,14
2;3,54;-150,26
2;3,53;-150,11
2;3,53;-150,0
2;3,53;-150,12
2;3,51;-150,24
2;3,51;-150,35
2;3,52;-150,44
2;3,52;-150,6
2;3,51;-150,31
2;3,51;-150,14
2;3,53;-150,05
2;3,52;-150,14
2;3,52;-150,07
2;3,5;-150,17
2;3,48;-150,25
2;3,5;-150,13
2;3,49;-149,94
2;3,5;-149,94
2;3,51;-150,05
2;3,5;-150,15
2;3,51;-150,22
2;3,52;-150,41
2;3,53;-150,21
2;3,55;-150,48
2;3,54;-150,58
2;3,54;-150,38
2;3,54;-150,3
2;3,55;-150,29
2;3,55;-150,15
2;3,53;-150,07
2;3,53;-150,13
2;3,54;-150,24
2;3,53;-149,81
2;3,51;-149,58
2;3,51;-149,65
2;3,5;-149,61
2;3,51;-149,76
2;3,5;-149,68
2;3,5;-149,78
2;3,51;-149,91
2;3,52;-149,99
4;3,23;-150,49
4;3,4;-149,69
4;3,47;-150,31
4;3,48;-150,13
4;3,5;-149,33
4;3,44;-150,02
4;3,42;-150,11
4;3,41;-150,77
4;3,44;-150,79
4;3,37;-150,23
4;3,4;-150,0
4;3,48;-150,42
4;3,51;-150,35
4;3,51;-150,52
4;3,49;-150,73
4;3,52;-150,95
4;3,57;-151,23
4;3,55;-151,71
4;3,57;-151,94
4;3,57;-151,87
4;3,59;-152,35
4;3,58;-152,21
4;3,58;-151,84
4;3,6;-151,97
4;3,61;-152,17
4;3,6;-151,74
4;3,62;-151,82
4;3,62;-151,45
4;3,6;-150,85
4;3,59;-150,68
4;3,56;-150,67
4;3,56;-150,68
4;3,55;-150,48
4;3,56;-150,54
4;3,56;-150,67
4;3,57;-151,12
4;3,56;-150,9
4;3,53;-150,79
4;3,51;-150,56
4;3,51;-150,7
4;3,49;-150,76
4;3,48;-150,39
4;3,47;-150,22
4;3,47;-150,13
4;3,49;-150,13
4;3,51;-149,9
4;3,48;-150,04
4;3,48;-149,94
4;3,46;-149,84
4;3,46;-149,46
4;3,49;-149,53
4;3,48;-149,58
4;3,47;-149,6
4;3,48;-149,91
4;3,49;-149,66
4;3,5;-149,69
4;3,5;-149,55
4;3,51;-149,49
4;3,52;-149,26
4;3,53;-149,68
4;3,52;-149,63
4;3,52;-149,49
4;3,53;-149,73
4;3,53;-149,91
4;3,52;-150,09
4;3,51;-150,12
4;3,51;-150,09
4;3,5;-149,99
4;3,5;-150,17
4;3,49;-150,22
4;3,47;-150,36
4;3,49;-150,49
4;3,48;-150,2
4;3,48;-150,06
4;3,51;-150,23
4;3,49;-150,2
4;3,5;-150,13
4;3,5;-150,17
4;3,48;-149,84
4;3,49;-149,85
4;3,5;-149,65
4;3,49;-149,66
4;3,5;-150,01
4;3,5;-149,85
4;3,51;-150,04
4;3,51;-150,22
4;3,51;-150,28
4;3,51;-150,14
4;3,51;-149,95
4;3,5;-149,47
4;3,51;-149,19
4;3,53;-149,34
4;3,54;-149,6
4;3,53;-149,59
4;3,54;-149,59
4;3,54;-149,86
4;3,56;-149,96
4;3,54;-149,94
4;3,56;-150,08
4;3,56;-149,98
4;3,54;-149,85
4;3,54;-149,69
4;3,55;-149,84
4;3,54;-149,92
4;3,55;-149,82
4;3,52;-149,96
4;3,52;-149,83
4;3,52;-149,76
4;3,52;-149,92
4;3,51;-150,07
4;3,5;-150,18
4;3,48;-150,06
4;3,49;-150,01
4;3,49;-150,09
4;3,48;-150,2
4;3,47;-150,28
4;3,46;-150,14
4;3,47;-150,33
4;3,48;-150,46
4;3,48;-150,32
4;3,49;-150,41
4;3,5;-150,45
4;3,48;-150,36
4;3,48;-150,29
4;3,48;-150,41
4;3,46;-150,02
4;3,45;-150,11
4;3,46;-149,97
4;3,44;-149,96
4;3,45;-149,9
4;3,47;-149,91
4;3,47;-149,88
4;3,46;-149,95
4;3,45;-150,07
4;3,46;-150,31
4;3,45;-150,32
4;3,48;-150,34
4;3,51;-150,46
4;3,5;-150,37
4;3,49;-150,2
4;3,5;-150,1
4;3,49;-150,23
4;3,49;-150,38
4;3,49;-150,14
4;3,49;-150,27
4;3,49;-150,32
4;3,5;-150,39
4;3,5;-150,43
4;3,5;-150,49
4;3,5;-150,24
4;3,49;-150,29
4;3,5;-150,57
4;3,5;-150,39
4;3,51;-150,35
4;3,49;-150,05
4;3,51;-149,94
4;3,51;-149,83
4;3,51;-149,89
4;3,52;-149,88
4;3,52;-149,88
4;3,51;-149,97
4;3,51;-150,18
4;3,53;-150,19
4;3,53;-150,29
4;3,54;-150,54
4;3,54;-150,53
4;3,54;-150,65
4;3,54;-150,52
4;3,55;-150,46
4;3,54;-150,55
4;3,54;-150,37
4;3,54;-150,42
4;3,54;-150,25
4;3,55;-150,0
4;3,55;-150,06
4;3,54;-150,09
4;3,55;-150,04
4;3,56;-149,94
4;3,56;-149,91
4;3,56;-150,11
4;3,55;-150,12
4;3,55;-150,19
4;3,52;-150,07
4;3,51;-149,87
4;3,52;-150,03
4;3,52;-150,05
4;3,52;-150,0
4;3,51;-150,03
4;3,5;-150,23
4;3,52;-150,33
4;3,5;-150,46
4;3,5;-150,32
4;3,49;-150,48
4;3,51;-150,69
4;3,52;-150,81
4;3,53;-150,91
4;3,53;-150,76
4;3,55;-151,13
4;3,56;-151,07
4;3,56;-150,88
4;3,58;-151,07
4;3,59;-151,16
4;3,58;-150,9
4;3,57;-150,9
4;3,58;-150,97
4;3,57;-150,73
4;3,55;-150,75
4;3,55;-150,81
4;3,54;-150,67
4;3,53;-150,58
4;3,53;-150,57
4;3,52;-150,34
4;3,51;-150,1
4;3,5;-149,98
4;3,5;-149,96
4;3,5;-150,06
4;3,51;-150,12
4;3,52;-150,13
4;3,53;-150,12
4;3,54;-150,16
4;3,55;-150,19
4;3,55;-150,22
4;3,56;-150,3
4;3,56;-150,11
4;3,58;-150,18
4;3,57;-150,09
4;3,57;-150,05
4;3,58;-150,07
4;3,6;-150,08
4;3,59;-150,16
4;3,59;-150,02
4;3,6;-150,26
4;3,59;-150,35
4;3,58;-150,33
4;3,57;-150,18
4;3,54;-149,95
4;3,56;-149,98
4;3,58;-150,03
4;3,57;-149,92
4;3,58;-149,75
4;3,57;-150,02
4;3,57;-149,96
4;3,59;-150,19
4;3,57;-149,96
4;3,57;-149,98
4;3,56;-149,84
4;3,57;-149,96
4;3,59;-149,97
4;3,59;-150,02
4;3,6;-150,16
6;3,07;-147,7
6;3,26;-148,09
6;3,41;-149,29
6;3,47;-150,09
6;3,49;-150,12
6;3,5;-150,62
6;3,47;-149,96
6;3,5;-150,0
6;3,56;-150,49
6;3,56;-150,15
6;3,62;-150,22
6;3,63;-149,85
6;3,62;-149,73
6;3,6;-149,88
6;3,59;-149,82
6;3,58;-149,75
6;3,61;-149,83
6;3,61;-150,11
6;3,6;-149,75
6;3,59;-149,64
6;3,62;-149,8
6;3,6;-149,68
6;3,62;-149,96
6;3,63;-150,13
6;3,61;-150,41
6;3,61;-150,37
6;3,61;-150,08
6;3,6;-150,37
6;3,59;-150,34
6;3,58;-150,27
6;3,57;-150,33
6;3,54;-150,44
6;3,52;-150,05
6;3,51;-150,06
6;3,55;-150,32
6;3,57;-150,72
6;3,56;-150,25
6;3,54;-150,35
6;3,56;-150,45
6;3,54;-150,01
6;3,56;-150,25
6;3,6;-150,44
6;3,62;-150,63
6;3,61;-150,19
6;3,62;-150,46
6;3,58;-150,08
6;3,54;-150,62
6;3,54;-150,54
6;3,54;-150,73
6;3,57;-150,79
6;3,57;-150,73
6;3,56;-150,73
6;3,6;-150,97
6;3,6;-151,26
6;3,59;-151,26
6;3,59;-151,04
6;3,58;-151,13
6;3,58;-151,27
6;3,57;-151,25
6;3,56;-151,05
6;3,55;-151,06
6;3,53;-151,03
6;3,5;-151,01
6;3,52;-150,83
6;3,52;-150,7
6;3,52;-150,36
6;3,52;-150,29
6;3,52;-150,49
6;3,51;-150,45
6;3,51;-150,6
6;3,52;-150,52
6;3,52;-150,49
6;3,51;-150,65
6;3,53;-150,37
6;3,51;-150,2
6;3,52;-150,35
6;3,53;-150,68
6;3,51;-150,52
6;3,52;-150,4
6;3,54;-150,42
6;3,52;-150,52
6;3,54;-150,59
6;3,55;-150,8
6;3,54;-150,74
6;3,57;-151,08
6;3,58;-150,95
6;3,56;-151,0
6;3,56;-150,87
6;3,56;-150,85
6;3,54;-150,53
6;3,53;-150,65
6;3,51;-150,48
6;3,51;-150,43
6;3,51;-150,62
6;3,5;-150,66
6;3,51;-150,53
6;3,52;-150,66
6;3,52;-150,82
6;3,52;-151,07
6;3,51;-151,11
6;3,52;-151,08
6;3,52;-151,09
6;3,55;-151,37
6;3,56;-151,51
6;3,56;-151,45
6;3,56;-151,44
6;3,56;-151,71
6;3,55;-151,58
6;3,55;-151,51
6;3,55;-151,57
6;3,57;-151,63
6;3,57;-151,6
6;3,55;-151,63
6;3,56;-151,76
6;3,56;-151,62
6;3,56;-151,67
6;3,57;-151,82
6;3,57;-151,75
6;3,58;-152,04
6;3,58;-152,12
6;3,59;-151,94
6;3,59;-152,01
6;3,59;-151,67
6;3,55;-151,31
6;3,55;-151,26
6;3,53;-151,01
6;3,53;-150,86
6;3,53;-151,05
6;3,53;-151,04
6;3,54;-150,61
6;3,54;-150,7
6;3,54;-150,57
6;3,52;-150,33
6;3,51;-150,11
6;3,51;-149,95
6;3,49;-149,88
6;3,5;-149,8
6;3,51;-149,74
6;3,5;-149,81
6;3,5;-150,13
6;3,48;-150,06
6;3,47;-150,12
6;3,47;-150,08
6;3,47;-149,98
6;3,45;-150,04
6;3,44;-150,08
6;3,45;-149,87
6;3,45;-149,94
6;3,46;-149,86
6;3,46;-149,95
6;3,45;-150,06
6;3,46;-149,96
6;3,46;-149,96
6;3,47;-150,07
6;3,47;-149,83
6;3,49;-149,94
6;3,47;-149,81
6;3,46;-149,86
6;3,47;-150,08
6;3,48;-150,18
6;3,48;-150,27
6;3,48;-150,1
6;3,49;-150,02
6;3,5;-149,77
6;3,5;-149,66
6;3,49;-149,42
6;3,51;-149,53
6;3,51;-149,39
6;3,5;-149,51
6;3,49;-149,36
6;3,52;-149,53
6;3,52;-149,68
6;3,52;-149,74
6;3,53;-149,68
6;3,53;-149,86
6;3,53;-149,91
6;3,54;-149,94
6;3,54;-150,09
6;3,55;-150,05
6;3,53;-149,9
6;3,52;-149,94
6;3,53;-150,2
6;3,55;-150,44
6;3,55;-150,49
6;3,56;-150,59
6;3,56;-150,44
6;3,56;-150,27
6;3,6;-150,21
6;3,61;-150,22
6;3,61;-150,31
6;3,59;-150,43
6;3,59;-150,48
6;3,57;-150,37
6;3,55;-150,26
6;3,55;-150,2
6;3,54;-150,07
6;3,54;-150,14
6;3,55;-150,18
6;3,56;-150,36
6;3,55;-150,29
6;3,55;-150,21
6;3,56;-150,25
6;3,54;-149,98
6;3,54;-149,86
6;3,55;-149,83
6;3,55;-150,07
6;3,54;-150,15
6;3,55;-150,18
6;3,56;-150,46
6;3,57;-150,39
6;3,57;-150,27
6;3,56;-150,29
6;3,56;-150,47
6;3,56;-150,55
6;3,57;-150,63
6;3,57;-150,77
6;3,55;-150,6
6;3,53;-150,32
6;3,52;-150,36
6;3,53;-150,35
6;3,55;-150,36
6;3,54;-150,31
6;3,56;-150,23
6;3,56;-150,33
6;3,57;-150,41
6;3,59;-150,32
6;3,58;-150,22
6;3,58;-150,16
6;3,58;-150,13
6;3,57;-150,25
6;3,57;-150,69
6;3,57;-150,78
6;3,56;-150,81
6;3,56;-150,89
6;3,56;-150,9
6;3,57;-150,87
6;3,58;-150,89
6;3,57;-150,92
6;3,59;-151,27
6;3,6;-151,33
6;3,59;-151,3
6;3,59;-151,36
6;3,59;-151,42
6;3,59;-151,49
6;3,6;-151,44
6;3,6;-151,45
6;3,59;-151,4
6;3,6;-151,43
6;3,6;-151,31
8;3,64;-146,08
8;3,61;-144,78
8;3,49;-145,76
8;3,47;-146,33
8;3,52;-147,31
8;3,49;-148,06
8;3,53;-147,9
8;3,56;-148,18
8;3,54;-147,95
8;3,54;-148,14
8;3,52;-147,97
8;3,51;-148,62
8;3,52;-148,9
8;3,52;-148,9
8;3,52;-149,13
8;3,51;-148,72
8;3,52;-149,21
8;3,54;-149,42
8;3,57;-149,23
8;3,55;-150,06
8;3,53;-150,55
8;3,53;-150,53
8;3,53;-150,75
8;3,54;-150,63
8;3,51;-150,89
8;3,53;-150,74
8;3,53;-150,8
8;3,54;-150,67
8;3,55;-150,76
8;3,56;-150,8
8;3,58;-150,86
8;3,62;-151,31
8;3,65;-151,44
8;3,63;-151,41
8;3,6;-151,19
8;3,61;-151,42
8;3,61;-151,34
8;3,61;-151,47
8;3,58;-151,09
8;3,56;-151,35
8;3,55;-151,19
8;3,56;-151,44
8;3,53;-151,23
8;3,53;-151,24
8;3,54;-151,44
8;3,54;-151,33
8;3,54;-151,33
8;3,54;-151,31
8;3,55;-151,68
8;3,56;-151,8
8;3,56;-151,92
8;3,57;-152,11
8;3,57;-152,0
8;3,55;-152,23
8;3,55;-152,1
8;3,52;-151,83
8;3,52;-151,55
8;3,53;-151,51
8;3,54;-151,69
8;3,55;-151,82
8;3,57;-151,68
8;3,6;-151,37
8;3,57;-151,45
8;3,57;-151,69
8;3,58;-151,7
8;3,59;-151,42
8;3,58;-151,43
8;3,58;-151,39
8;3,56;-151,4
8;3,56;-151,25
8;3,56;-150,88
8;3,56;-150,88
8;3,59;-150,74
8;3,58;-150,78
8;3,59;-150,57
8;3,6;-150,86
8;3,58;-150,61
8;3,58;-150,44
8;3,58;-150,46
8;3,61;-150,81
8;3,6;-150,73
8;3,6;-150,96
8;3,6;-150,75
8;3,59;-150,38
8;3,59;-150,65
8;3,59;-150,4
8;3,57;-150,53
8;3,59;-150,62
8;3,59;-150,54
8;3,59;-150,6
8;3,6;-150,63
8;3,6;-150,34
8;3,59;-150,08
8;3,56;-149,93
8;3,57;-149,93
8;3,59;-150,04
8;3,59;-150,1
8;3,61;-150,0
8;3,61;-150,15
8;3,59;-150,25
8;3,59;-150,07
8;3,58;-150,27
8;3,56;-149,97
8;3,55;-149,91
8;3,55;-149,95
8;3,54;-150,09
8;3,57;-150,22
8;3,57;-150,03
8;3,56;-149,76
8;3,57;-149,8
8;3,58;-149,66
8;3,58;-149,6
8;3,58;-149,5
8;3,59;-149,34
8;3,6;-149,61
8;3,6;-149,57
8;3,6;-149,67
8;3,61;-149,77
8;3,62;-150,03
8;3,61;-149,92
8;3,62;-150,09
8;3,62;-150,14
8;3,64;-150,13
8;3,62;-149,84
8;3,6;-149,96
8;3,62;-150,11
8;3,6;-149,78
8;3,61;-149,9
8;3,62;-149,98
8;3,6;-150,02
8;3,62;-150,07
8;3,59;-150,04
8;3,6;-150,22
8;3,6;-150,36
8;3,61;-150,18
8;3,61;-150,24
8;3,61;-150,21
8;3,59;-149,94
8;3,58;-149,78
8;3,58;-149,84
8;3,59;-149,9
8;3,6;-150,12
8;3,59;-149,99
8;3,58;-149,66
8;3,56;-149,76
8;3,56;-149,91
8;3,54;-149,83
8;3,53;-149,56
8;3,54;-149,56
8;3,51;-149,45
8;3,5;-149,52
8;3,52;-149,66
8;3,5;-149,44
8;3,49;-149,27
8;3,48;-149,4
8;3,48;-149,25
8;3,47;-149,16
8;3,47;-149,08
8;3,48;-149,06
8;3,49;-149,17
8;3,49;-149,18
8;3,5;-149,53
8;3,49;-149,41
8;3,48;-149,57
8;3,47;-149,84
8;3,47;-150,01
8;3,49;-149,92
8;3,48;-150,09
8;3,5;-150,09
8;3,48;-149,78
8;3,47;-149,83
8;3,47;-150,04
8;3,48;-149,78
8;3,47;-149,66
8;3,5;-149,91
8;3,49;-149,7
8;3,49;-149,65
8;3,53;-149,96
8;3,53;-150,0
8;3,54;-149,91
8;3,55;-149,92
8;3,55;-149,91
8;3,56;-149,81
8;3,55;-149,68
8;3,56;-149,8
8;3,56;-149,9
8;3,56;-149,86
8;3,55;-149,81
8;3,56;-149,97
8;3,56;-149,98
8;3,57;-150,05
8;3,57;-149,94
8;3,54;-149,91
8;3,54;-149,8
8;3,54;-149,86
8;3,55;-150,0
8;3,56;-150,08
8;3,55;-150,03
8;3,56;-150,17
8;3,57;-150,14
8;3,57;-150,24
8;3,57;-150,21
8;3,56;-150,18
8;3,57;-150,12
8;3,57;-150,13
8;3,58;-150,06
8;3,58;-149,84
8;3,57;-149,88
8;3,56;-149,79
8;3,57;-149,9
8;3,58;-150,05
8;3,58;-150,13
8;3,58;-150,2
8;3,58;-150,05
8;3,59;-150,22
8;3,6;-150,24
8;3,58;-150,15
8;3,59;-150,06
8;3,59;-149,92
8;3,59;-150,01
8;3,58;-149,92
8;3,58;-150,07
8;3,59;-150,08
8;3,58;-150,09
8;3,59;-150,05
8;3,6;-150,12
8;3,62;-150,2
8;3,61;-150,18
8;3,61;-150,12
8;3,62;-150,25
8;3,61;-150,21
8;3,6;-150,35
8;3,59;-150,34
8;3,6;-150,61
8;3,59;-150,56
8;3,61;-150,85
8;3,61;-150,93
8;3,63;-150,92
8;3,63;-150,8
8;3,6;-150,73
8;3,6;-150,48
8;3,6;-150,69
8;3,6;-150,74
8;3,6;-150,55
8;3,6;-150,6
8;3,59;-150,75
8;3,6;-150,57
8;3,61;-150,68
8;3,61;-150,9
8;3,62;-151,05
10;3,6;-150,26
10;3,54;-150,99
10;3,56;-152,38
10;3,61;-152,23
10;3,66;-152,11
10;3,63;-152,03
10;3,63;-152,19
10;3,63;-151,94
10;3,65;-151,99
10;3,59;-151,64
10;3,59;-151,51
10;3,56;-150,57
10;3,57;-150,57
10;3,57;-150,25
10;3,58;-150,66
10;3,57;-150,39
10;3,61;-150,6
10;3,59;-150,75
10;3,57;-150,45
10;3,57;-150,7
10;3,58;-150,74
10;3,57;-150,5
